"municipality_id","municipality","district_id","distric","NUTS_3_id","NUTS_3","NUTS_2_id","NUTS_2","ico","name","year","population","Rozhodnutí.Smlouva.o.poskytnutí.dotace..celkové.zdroje.","Rozhodnutí.Smlouva.o.poskytnutí.dotace..veřejné.prostředky.celkem.","Rozhodnutí.Smlouva.o.poskytnutí.dotace..EU.zdroje.","Proplacené.prostředky.příjemcům...vyúčtované..veřejné.prostředky.celkem.","Proplacené.prostředky.příjemcům...vyúčtované..EU.zdroje.","Certifikované.prostředky..veřejné.prostředky.celkem.","Certifikované.prostředky..EU.zdroje.","Total.eligible.expenditure.allocated.to.the.selected.operation","Total.eligible.expenditures.charged.in.payment.applications","Expeditures.allocated.to.the.selected.operation...Union.support","Expeditures.allocated.to.the.selected.operation...national.public.funding","Expeditures.allocated.to.the.selected.operation...national.private.funding","Expenditures.charged.in.payment.application...Union.support"
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2009,17347,85632874.51,75312686.95,64015783.9,59844603.46,50876651.75,59854884.46,50876651.75,0,0,0,0,0,0
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2010,17401,21609073.6,17970392.6,15274833.7,16718462.89,14210693.39,11018767,9365951.93,0,0,0,0,0,0
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2011,17540,21906070.08,21834184.08,18559054.93,18222092.34,15488776.67,15895224.38,13510938.92,0,0,0,0,0,0
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2012,17513,24237219.23,23052797.23,19144031.04,21878748.91,18146106.56,15815967.3,12992742.23,0,0,0,0,0,0
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2013,17494,48755311.63,40930562.76,34790978.33,40405599.45,34344759.49,39351655.31,33448906.99,0,0,0,0,0,0
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2014,17498,44027400.97,35433983.49,27894973.51,34257532.31,26894990.39,33354898.29,26127751.52,0,0,0,0,0,0
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2015,17502,8587964.97,7738849.96,6450262.06,7689381.41,6408213.76,3598228.29,2930733.61,0,0,0,0,0,0
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2016,17439,0,0,0,0,0,0,0,3981886.38,3617863.75,3384603.41,597282.97,0,3075184.15
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2017,17389,0,0,0,0,0,0,0,5625331.24,5590764.7,4423914.73,1201416.51,0,4394533.15
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2018,17409,0,0,0,0,0,0,0,93930057.8,69406196.63,79840549.13,14089508.67,0,58995267.11
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2019,17384,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2020,17417,0,0,0,0,0,0,0,14838826.18,12748394.93,12229229.61,2609596.57,0,10425809.25
5212,"Nový Bydžov","CZ0521","Hradec Králové","CZ052","Královéhradecký kraj","CZ05","Severovýchod",269247,"Město Nový Bydžov",2021,17553,0,0,0,0,0,0,0,5703513.75,399995,4847986.68,855527.07,0,339995.75
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2008,48404,587000,587000,498950,585956,498062,585956,498062,0,0,0,0,0,0
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2009,48529,75936234.96,62844574.86,53417888.6,51790483.25,44029749.7,51799706.05,44029749.7,0,0,0,0,0,0
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2010,48510,18097112.13,8502751.13,7227281.18,0,0,0,0,0,0,0,0,0,0
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2011,48345,75746699.16,73639838.16,63393895.28,47962225.18,41220783.05,45245088.61,38911216.99,0,0,0,0,0,0
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2012,48410,92928009,60464360,51394704.25,59087654.62,50224504.15,59087654.62,50224504.15,0,0,0,0,0,0
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2013,48453,49025834.77,33645940.72,28599046.29,0,0,0,0,0,0,0,0,0,0
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2014,48483,62670258.93,45164489.28,38389813.35,37607552.31,31966419.14,22784214.13,19366581.73,0,0,0,0,0,0
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2015,48584,12879743.82,12345329.82,10493529.89,7013042.72,5961086.31,499435,424519.75,0,0,0,0,0,0
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2016,48634,70448320.53,65233150.07,16308287.51,45921042.29,11480260.56,0,0,2366957.6,2054050.97,2011913.96,236695.76,118347.88,1745943.32
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2017,48777,0,0,0,0,0,0,0,38167205,33453092.41,15456762.76,0,0,13720585.26
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2018,48907,0,0,0,0,0,0,0,10247632.66,10247632.57,3771031.5,0,0,3771031.47
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2019,48731,0,0,0,0,0,0,0,2701872.59,2684964.65,2566778.96,135093.63,0,2550716.41
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2020,48743,0,0,0,0,0,0,0,26198031.79,20769628.44,10144745.87,16053285.92,0,8015779.79
8115,"Nový Jičín","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298212,"Město Nový Jičín",2021,48118,0,0,0,0,0,0,0,45634537.43,4654510.65,17191647.73,28442889.7,0,2919913.18
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2008,37658,1391000,1096000,931600,1094800,930580,1094800,930580,0,0,0,0,0,0
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2009,37963,68540,68540,58259,58259,58259,68540,58259,0,0,0,0,0,0
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2010,38296,12035642.4,11755127.4,8665893.41,7814215.21,5772202.07,6959046.79,5045308.92,0,0,0,0,0,0
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2011,38974,5660112.82,5660112.82,4811095.89,5422746.67,4609334.64,0,0,0,0,0,0,0,0
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2012,39178,1506279,1343846,940692.2,1310630,917441,1310630,917441,0,0,0,0,0,0
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2013,39260,76872706.48,45927798.07,38684288.22,44196865.22,37212995.24,42050768.29,35388812.88,0,0,0,0,0,0
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2014,39384,33186764.26,30301705.26,25756449.46,24992515.53,21243638.17,22362198.63,19007868.81,0,0,0,0,0,0
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2015,39509,3092926.6,2744802,1921361.4,2744802,1921361.38,2744802,1921361.38,0,0,0,0,0,0
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2016,39512,0,0,0,0,0,0,0,500921.85,500921.85,425783.57,75138.28,0,425783.57
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2017,39770,0,0,0,0,0,0,0,13407530,13345094,9385271,4022259,0,9341565.8
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2018,39949,0,0,0,0,0,0,0,1604210.52,1604210.52,1523999.99,80210.53,0,1523999.99
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2019,40183,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2020,40495,0,0,0,0,0,0,0,6309056.93,3632247.35,5245730.05,1063326.88,0,3256901.88
2118,"Nymburk","CZ0208","Nymburk","CZ020","Středočeský kraj","CZ02","Střední Čechy",239500,"Město Nymburk",2021,40221,0,0,0,0,0,0,0,6885838.46,911667.5,6051127.78,834710.68,0,774917.37
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2008,51698,25785164.22,23599962.57,20059967.83,23588061.3,20049851.74,23588061.3,20049851.74,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2009,52336,68540,68540,58259,35169,35169,41376,35169,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2010,53044,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2011,53365,34256350.49,33723250.84,28664762.94,33478359.52,28456605.32,33478359.52,28456605.32,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2012,53949,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2013,54399,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2014,54844,6217911,5825109,4951342.65,5421196.86,4608017.29,3766902.94,3201867.47,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2015,55286,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2016,55733,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2017,56308,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2018,56935,0,0,0,0,0,0,0,6929646,6929646,5890199.1,1039446.9,0,5890199.1
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2019,57612,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2020,58181,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,"Nýřany","CZ0325","Plzeň-sever","CZ032","Plzeňský kraj","CZ03","Jihozápad",258199,"Město Nýřany",2021,58171,0,0,0,0,0,0,0,339405,0,288494.25,50910.75,0,0
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2008,17475,9570982,7166014,6091111.9,7161054,6086895.9,7161054,6086895.9,0,0,0,0,0,0
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2009,17459,64092180,63163565,53689029.92,49977409.35,42488121.39,49986025.65,42488121.39,0,0,0,0,0,0
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2010,17426,0,0,0,0,0,0,0,0,0,0,0,0,0
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2011,17432,39577146,36145344.55,30676833.74,0,0,0,0,0,0,0,0,0,0
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2012,17301,0,0,0,0,0,0,0,0,0,0,0,0,0
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2013,17217,55689243,39197852.93,33318174.88,33337856.56,28337177.96,28926643.4,24587646.8,0,0,0,0,0,0
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2014,17116,133544728.07,105868924.32,89907106.91,86724284.37,73632757.18,62288941.84,52854043.35,0,0,0,0,0,0
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2015,17098,9825984,9660246,8211208.45,7301662.06,6206412.74,4627303.56,3933208.02,0,0,0,0,0,0
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2016,17063,0,0,0,0,0,0,0,2369012.8,1749821.82,2013660.88,236901.28,118450.64,1487348.53
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2017,16968,0,0,0,0,0,0,0,3592746.5,3387412.85,2707368.07,885378.43,0,2557886.13
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2018,16881,0,0,0,0,0,0,0,20024160.21,18932523.72,17602699.48,2421460.73,0,16621437.87
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2019,16928,0,0,0,0,0,0,0,8152554.39,4867533.26,6789189.97,1363364.42,0,3998852.81
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2020,16933,0,0,0,0,0,0,0,32503177.77,19853708.89,27082086.19,0,0,16372815.72
8116,"Odry","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",298221,"Město Odry",2021,16851,0,0,0,0,0,0,0,3134076.36,2226994.37,2843584.25,290492.11,0,2066045.38
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2008,160720,2037000,1100000,935000,1100000,935000,1100000,935000,0,0,0,0,0,0
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2009,161262,259359000,181564000,94505882.35,180580119.59,93993762.72,180580119.59,93993762.72,0,0,0,0,0,0
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2010,161802,128814832.67,75352503.31,64049626.75,75387203.15,0,79889542.18,67906107.57,0,0,0,0,0,0
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2011,161754,236536941.22,192545476.07,126875194.73,172087689.07,111905940.52,169802416.11,109963458.51,0,0,0,0,0,0
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2012,162136,272663141.04,187015815.68,158097613.13,150419146.2,127145053.35,150419146.2,127145053.35,0,0,0,0,0,0
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2013,162502,380634617.23,306977918.42,193768850.22,255389201.08,167984259.11,146645744.8,111875307.6,0,0,0,0,0,0
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2014,163215,249100670.68,168481832.05,131575815.37,139679587.01,107326786.65,122047653.46,92973304.77,0,0,0,0,0,0
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2015,163813,114945871.38,87792344.28,74623492.25,82643568.97,70247033.25,18591375.96,15802669.55,0,0,0,0,0,0
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2016,163599,0,0,0,0,0,0,0,23640955.26,17763464.63,20094811.95,3346147.59,199995.72,15098944.9
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2017,163995,0,0,0,0,0,0,0,303317373.73,276165080.16,235138624.8,68178748.93,0,212539632.05
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2018,164535,0,0,0,0,0,0,0,117198844.93,107697884.11,95591061.4,21607783.53,0,87515244.65
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2019,165165,0,0,0,0,0,0,0,150247689.21,140036026.53,113224284.47,0,0,106210806.48
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2020,165404,0,0,0,0,0,0,0,1039746877.29,317964333.55,786457692.17,0,0,270269683.39
7107,"Olomouc","CZ0712","Olomouc","CZ071","Olomoucký kraj","CZ07","Střední Morava",299308,"Statutární město Olomouc",2021,164208,0,0,0,0,0,0,0,68047182.05,8202053.2,57840104.7,10207077.35,0,6971745.2
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2008,101846,18251991,13144321,11172672.85,13135998.39,11165598.61,11153040,9480084,0,0,0,0,0,0
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2009,101719,504150827.55,454665768.53,386280146.92,428181695.93,0,606777652.85,511074854.63,0,0,0,0,0,0
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2010,101646,350313997.25,328714202.6,264159601.87,300130932.19,240043381.57,291606276.67,232797424.39,0,0,0,0,0,0
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2011,101874,239422886.17,187244013.14,128803294.18,0,0,0,0,0,0,0,0,0,0
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2012,101758,65617088,55182782,46905361.45,48660757.56,41361638.47,48660757.56,41361638.47,0,0,0,0,0,0
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2013,101750,156924128.67,137040612.26,109450532.17,0,0,0,0,0,0,0,0,0,0
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2014,101661,43096959.08,40286815.91,26863075.48,0,0,0,0,0,0,0,0,0,0
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2015,101646,129102115.79,94341493.17,84474420.03,88631307.68,79088627.48,6617612.26,5624970.38,0,0,0,0,0,0
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2016,101408,46601746.35,43845382.64,43845382.64,36460373.4,36460373.4,0,0,0,0,0,0,0,0
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2017,101168,0,0,0,0,0,0,0,123677046.45,103285957.19,93751840.62,29925205.83,0,81813083.14
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2018,101006,0,0,0,0,0,0,0,1776209,1776208.61,1243346.3,532862.7,0,1243346.02
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2019,100967,0,0,0,0,0,0,0,43204409.04,38580911.7,27513052.3,15691356.74,0,26102335.56
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2020,100582,0,0,0,0,0,0,0,192858287.48,117595546.21,135418079.6,57440207.88,0,95840201.31
8117,"Opava","CZ0805","Opava","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",300535,"Statutární město Opava",2021,99316,0,0,0,0,0,0,0,9506775.2,7381804.42,3802710.08,5704065.12,0,2952721.76
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2008,41137,942000,942000,800700,940100,799085,940100,799085,0,0,0,0,0,0
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2009,40833,78055405.57,73524046.53,62495438.69,68344461.27,58099039.01,60418352.04,51355597.85,0,0,0,0,0,0
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2010,40513,34856722.22,22316088,18968674.8,21322016,18123713.65,21322016,18123713.65,0,0,0,0,0,0
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2011,39326,28838982.8,28527287.8,24248192.78,22987181.38,19539102.4,22987181.38,19539102.4,0,0,0,0,0,0
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2012,39091,86680128.61,83159064.61,70685200.21,72507569.41,61631420.39,59610320.47,50668758.81,0,0,0,0,0,0
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2013,38693,251305978.93,170115747.91,144598382.76,144767678.46,123052524,136924044.53,116385435.18,0,0,0,0,0,0
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2014,38335,34249302.64,28298871.54,24054038.65,25943725.25,22052166.44,23530259.25,20000720.34,0,0,0,0,0,0
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2015,37870,47372331.89,41783181.61,35515700.21,34793394.06,29574384.31,6255883.28,5317500.76,0,0,0,0,0,0
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2016,37610,0,0,0,0,0,0,0,25797462.73,14744592.04,9400110.33,16246364.08,150988.32,6076662.77
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2017,37498,0,0,0,0,0,0,0,58061286.46,48649733.72,27808847.36,30252439.1,0,23572461.59
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2018,37255,0,0,0,0,0,0,0,32433930,31603565.1,19789758.11,12644171.89,0,19086946.92
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2019,37163,0,0,0,0,0,0,0,23800140.11,22074958.56,15418437.05,8381703.06,0,13952032.59
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2020,36827,0,0,0,0,0,0,0,49640825.3,27796896.08,32393030.61,17247794.69,0,23230441.3
8118,"Orlová","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297577,"Město Orlová",2021,36813,0,0,0,0,0,0,0,6989696.09,62617.5,5093912.12,1895783.97,0,53224.87
8119,"Ostrava","CZ0806","Ostrava-město","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",845451,"Statutární město Ostrava",2008,336735,32900000,32900000,27965000,32487000,27613950,32487000,27613950,0,0,0,0,0,0
8119,"Ostrava","CZ0806","Ostrava-město","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",845451,"Statutární město Ostrava",2009,335425,83828408.96,66991264.96,56942573.92,0,0,0,0,0,0,0,0,0,0
8119,"Ostrava","CZ0806","Ostrava-město","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",845451,"Statutární město Ostrava",2010,333579,1044994609.23,853546396.86,720944908.28,755484075.14,637762176.91,726584528.98,613197562.73,0,0,0,0,0,0
8119,"Ostrava","CZ0806","Ostrava-město","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",845451,"Statutární město Ostrava",2011,329961,501756401.14,369177837.37,318734613.4,314204216.46,270325814.26,310866732.69,267488953.08,0,0,0,0,0,0
8119,"Ostrava","CZ0806","Ostrava-město","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",845451,"Statutární město Ostrava",2012,328323,1096357575.36,924055005.15,805278622.07,0,0,0,0,0,0,0,0,0,0
