"municipality_id","municipality","district_id","distric","NUTS_3_id","NUTS_3","NUTS_2_id","NUTS_2","ico","name","year","population","Rozhodnutí.Smlouva.o.poskytnutí.dotace..celkové.zdroje.","Rozhodnutí.Smlouva.o.poskytnutí.dotace..veřejné.prostředky.celkem.","Rozhodnutí.Smlouva.o.poskytnutí.dotace..EU.zdroje.","Proplacené.prostředky.příjemcům...vyúčtované..veřejné.prostředky.celkem.","Proplacené.prostředky.příjemcům...vyúčtované..EU.zdroje.","Certifikované.prostředky..veřejné.prostředky.celkem.","Certifikované.prostředky..EU.zdroje.","Total.eligible.expenditure.allocated.to.the.selected.operation","Total.eligible.expenditures.charged.in.payment.applications","Expeditures.allocated.to.the.selected.operation...Union.support","Expeditures.allocated.to.the.selected.operation...national.public.funding","Expeditures.allocated.to.the.selected.operation...national.private.funding","Expenditures.charged.in.payment.application...Union.support"
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2008,17879,130446951.28,123227739.5,104743578.57,123226540.5,104742558.57,123226540.5,104742558.57,0,0,0,0,0,0
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2009,17949,18897893.1,14680707.13,12478601.05,14404113.95,12250833.13,14412744.95,12250833.13,0,0,0,0,0,0
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2010,17949,55419470.5,44969513.38,36685219.98,44735104.83,36495606.03,44735104.83,36495606.03,0,0,0,0,0,0
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2011,17592,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2012,17612,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2013,17622,15112776.91,10881315,9249117.4,10486874,8913842.9,10486874,8913842.9,0,0,0,0,0,0
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2014,17653,88615095.58,59583294.41,50645800.23,48167539.53,40942408.53,48167539.53,40942408.53,0,0,0,0,0,0
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2015,17640,54956292.81,51171945.55,43496153.57,48972760.57,41626846.32,3183888.79,2706305.45,0,0,0,0,0,0
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2016,17688,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2017,17643,0,0,0,0,0,0,0,5167994.02,5167874.02,4392794.91,775199.11,0,4392692.91
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2018,17655,0,0,0,0,0,0,0,16825796.38,16822646.38,14322330.71,0,0,14320440.71
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2019,17695,0,0,0,0,0,0,0,7512312.5,6649335.95,6385465.62,0,0,5651935.51
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2020,17611,0,0,0,0,0,0,0,93173275.28,8404485.91,76175977.22,16997298.06,0,7143812.98
4101,"Aš","CZ0411","Cheb","CZ041","Karlovarský kraj","CZ04","Severozápad",253901,"Město Aš",2021,16871,0,0,0,0,0,0,0,510399.78,510399.78,484879.79,25519.99,0,484879.79
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2008,55582,32141534.78,31861534.78,27082304.56,31766334.78,27001384.5,31766334.78,27001384.5,0,0,0,0,0,0
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2009,56097,68540,68540,58259,41230,41230,48507,41230,0,0,0,0,0,0
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2010,56629,9637793.8,9557793.8,7930518.23,8972507.66,7454528.42,7892351,6536395.26,0,0,0,0,0,0
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2011,57341,6859095,4638495,3776094.25,3899394.42,3161719.42,3055316.38,2444253.1,0,0,0,0,0,0
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2012,57815,18464471.6,13497449,11472831.65,13335418.65,11335105.83,13335418.65,11335105.83,0,0,0,0,0,0
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2013,58165,280263660.2,171002848.06,144708824.39,169052221.71,143069582.08,161588592.58,136725497.38,0,0,0,0,0,0
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2014,58576,104881950.12,91827789.12,77675305.75,90889652.6,76888748.25,35993945.95,30275788.2,0,0,0,0,0,0
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2015,58981,8953532.35,7120726,6052617.1,7090476,6026904.6,7090476,6026904.6,0,0,0,0,0,0
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2016,59365,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2017,59740,0,0,0,0,0,0,0,104495892.45,96624853.4,87432924.81,17062967.64,0,80742541.63
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2018,60380,0,0,0,0,0,0,0,222222222,222222222,188888888.7,33333333.3,0,188888888.7
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2019,61022,0,0,0,0,0,0,0,6027742.4,6027742.4,5123581.04,0,0,5123581.04
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2020,61335,0,0,0,0,0,0,0,9364163.3,6631275.71,8217676.13,1146487.17,0,5832421.99
2101,"Benešov","CZ0201","Benešov","CZ020","Středočeský kraj","CZ02","Střední Čechy",231401,"Město Benešov",2021,61122,0,0,0,0,0,0,0,4579125,1052755.11,3892256.25,686868.75,0,894841.82
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2008,54706,1101000,1040000,884000,1038572,882786,1038572,882786,0,0,0,0,0,0
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2009,55428,44456159.55,43411468.07,36899747.84,42808167.44,36393822.04,42816261.64,36393822.04,0,0,0,0,0,0
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2010,56469,123175598.01,120182078.64,94233420.32,119372593.25,93567853.58,117136805.62,91667434.1,0,0,0,0,0,0
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2011,57162,71518031.96,67999067.96,57799203.26,64759256.74,55045359.66,60334923,51284676,0,0,0,0,0,0
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2012,58157,28230758.83,28045258.83,20532132.56,19081443.3,14022971.43,19081443.3,14022971.43,0,0,0,0,0,0
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2013,58907,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2014,59916,99647092.98,94638118.86,78243289.75,81832842.61,68783945.03,68318622.51,56159333.61,0,0,0,0,0,0
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2015,60809,34670964.04,24620026.52,20927021.7,22014907.55,18712670.94,18222430.84,15489065.91,0,0,0,0,0,0
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2016,61690,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2017,62706,0,0,0,0,0,0,0,12246337.64,8582393.4,10409386.99,1721329.01,115621.64,7295034.38
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2018,63843,0,0,0,0,0,0,0,118697344.46,106841166.05,95202171.41,23495173.05,0,85124421
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2019,64927,0,0,0,0,0,0,0,14725976.83,12636315.42,12517080.28,0,0,10740868
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2020,66087,0,0,0,0,0,0,0,50861181.24,49154608.31,40406636.04,10454545.2,0,38959558.03
2102,"Beroun","CZ0202","Beroun","CZ020","Středočeský kraj","CZ02","Střední Čechy",233129,"Město Beroun",2021,66476,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2008,20878,395000,395000,335750,393652,334604,393652,334604,0,0,0,0,0,0
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2009,20929,34855640,32256959,27418415.15,32216514,27390259.64,32223836,27390259.64,0,0,0,0,0,0
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2010,20844,8859324.8,8102484.8,6887112.08,7237159.11,6151585.2,2542631.53,2161236.77,0,0,0,0,0,0
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2011,20818,7094744.2,4945721,4203862.85,4945721,4203862.85,4945721,4203862.85,0,0,0,0,0,0
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2012,20827,15867765,14999668,12749717,14887912.33,12739185.13,14987278.22,12739185.13,0,0,0,0,0,0
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2013,21790,47616902.02,24649090,20951725.4,24403258.99,20742769.01,24403258.99,20742769.01,0,0,0,0,0,0
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2014,22119,74805011.79,69084243.79,58478587.6,63575442.03,53798747.19,57141861.71,48330203.89,0,0,0,0,0,0
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2015,22413,11250421,7321353,6223150.05,7321352.2,6223149.36,4648445.58,3951178.74,0,0,0,0,0,0
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2016,22546,0,0,0,0,0,0,0,7977364.8,6082819.15,6780760.08,1075308.72,121296,5170396.27
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2017,22590,0,0,0,0,0,0,0,18760231.51,16352527.57,15946196.78,2814034.73,0,13899648.43
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2018,22542,0,0,0,0,0,0,0,16814476,11362005.55,14292304.59,2522171.41,0,9657704.67
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2019,22600,0,0,0,0,0,0,0,21098876.37,19115893.11,15589550.54,5509325.83,0,14796357.24
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2020,22508,0,0,0,0,0,0,0,10386535.16,5089366.49,8983976.96,1402558.2,0,4449508
4201,"Bílina","CZ0426","Teplice","CZ042","Ústecký kraj","CZ04","Severozápad",266230,"Město Bílina",2021,19400,0,0,0,0,0,0,0,16135880.54,105967.96,12276719.16,3859161.38,0,90072.75
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2008,25914,31536506,28014361,23812206.85,27794740.69,23625529.58,27794740.69,23625529.58,0,0,0,0,0,0
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2009,25926,16728425.49,15610857.08,13269228.09,11663141.37,9919521.69,11670026.37,9919521.69,0,0,0,0,0,0
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2010,25953,5728594.27,5631870.67,4787090.06,2278629,1936834.62,2278629,1936834.62,0,0,0,0,0,0
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2011,25958,19951812.94,19536438.9,16605973.06,17902628.55,15217234.23,17902628.55,15217234.23,0,0,0,0,0,0
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2012,25873,25248555.25,24020081.3,20417068.75,20272989.77,17232040.91,20272989.77,17232040.91,0,0,0,0,0,0
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2013,25885,39618855.99,37647725.43,29571709.45,31827584.3,25520194.79,23394134.49,19476261.22,0,0,0,0,0,0
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2014,25809,22186240.63,17173438.5,14204000.63,17110205.73,14154166.68,14245274.45,11773052.36,0,0,0,0,0,0
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2015,25716,2929827,1903288,1617794.8,1903288,1617794.8,1903288,1617794.8,0,0,0,0,0,0
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2016,25649,12338888.19,11159634.69,11159634.69,10097024.25,10097024.25,0,0,3768520,3434853.82,3203242,376852,188426,2919625.73
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2017,25582,0,0,0,0,0,0,0,62270102.23,49537262.25,52929586.88,0,0,42106672.85
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2018,25620,0,0,0,0,0,0,0,21085924.6,17496713.5,17923035.89,3162888.71,0,14872206.35
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2019,25622,0,0,0,0,0,0,0,0,0,0,0,0,0
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2020,25650,0,0,0,0,0,0,0,11944813.5,11944813.5,11150268.17,794545.33,0,11150268.17
8101,"Bílovec","CZ0804","Nový Jičín","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297755,"Město Bílovec",2021,25463,0,0,0,0,0,0,0,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2008,55508,8035188,7737188,5490990.38,7396509.94,5204222.1,7396509.94,5204222.1,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2009,55664,22415845,22043580,16183504.59,18860009.96,13616738.32,18867313.96,13616738.32,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2010,55848,2770561.6,2770561.6,2354977.36,1812680.94,1540778.78,1437443.44,1221826.92,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2011,55566,112049508,91333781.5,58648502.3,86359902.28,54495853.74,86359902.28,54495853.74,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2012,55976,2638777.52,2638777.52,2242960.89,2636461.79,2240992.5,0,0,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2013,56270,5359666.8,5070853,4136651.5,3234614.35,2575848.64,3234614.35,2575848.64,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2014,56379,72163166.76,48575935.36,41289544.54,47391686.31,40282933.31,33791082.92,28722420.47,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2015,56523,35616798.41,23674857.76,19956148,22538757.35,18990464.22,2645220.84,2248437.71,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2016,56624,0,0,0,0,0,0,0,0,0,0,0,0,0
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2017,56848,0,0,0,0,0,0,0,14552852.5,12963177.02,12369924.62,0,0,11018700.44
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2018,56965,0,0,0,0,0,0,0,29550349.61,29017949.6,25461979.72,4088369.89,0,25009439.69
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2019,57126,0,0,0,0,0,0,0,1829520,1827100,1555092,274428,0,1553035
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2020,57045,0,0,0,0,0,0,0,26518193.25,1620432,22540464.26,3977728.99,0,1377367.2
6201,"Blansko","CZ0641","Blansko","CZ064","Jihomoravský kraj","CZ06","Jihovýchod",279943,"Město Blansko",2021,56155,0,0,0,0,0,0,0,1180255.37,0,1003217.06,177038.31,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2008,13913,17595236,13020284,11067241.4,13020284,11067241.12,13020284,11067241.12,0,0,0,0,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2009,13987,5400020.8,5209131.8,4427762.03,5198850.8,4427762.03,5209131.8,4427762.03,0,0,0,0,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2010,13816,1668142.4,1668142.4,1417921.04,1506817.52,1280794.88,0,0,0,0,0,0,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2011,13860,81417998,81417998,6e+07,59342383.5,43731645.31,59342383.5,43731645.31,0,0,0,0,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2012,13833,45631334.88,45625334.88,38781534.64,45526273.41,38697332.39,45526273.41,38697332.39,0,0,0,0,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2013,13833,3260834,1571355,1335651.75,1571355,1335651.75,1571355,1335651.75,0,0,0,0,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2014,13790,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2015,13787,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2016,13708,0,0,0,0,0,0,0,1536700,1459865,1306195,230505,0,1240885.25
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2017,13705,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2018,13661,0,0,0,0,0,0,0,1781106.3,1781106.27,1068663.78,712442.52,0,1068663.76
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2019,13668,0,0,0,0,0,0,0,25201692.99,25188083.07,19856129,5345563.99,0,19843199.58
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2020,13604,0,0,0,0,0,0,0,1708520,1708520,1452242,256278,0,1452242
3101,"Blatná","CZ0316","Strakonice","CZ031","Jihočeský kraj","CZ03","Jihozápad",250996,"Město Blatná",2021,13328,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2008,11541,11935516,11836516,10061038.6,11692294,9938449.68,11692294,9938449.68,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2009,11556,46168405,45384905,38577169.25,44068318.6,37466126.99,44074369.5,37463213.99,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2010,11628,2012500,2012500,1710625,1936100.63,1645685.53,1936100.63,1645685.53,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2011,11697,2291029,1480991.75,1258842.98,1480991.75,1258842.97,1480991.75,1258842.97,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2012,11759,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2013,11811,21264988,20678967,17577121.95,18692830.8,15888906.17,18692830.8,15888906.17,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2014,11870,19588737.22,19399061.73,16262575.51,18625103.26,15608643.55,16200080.52,13547374.23,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2015,11926,6313963.54,5934571.82,5044386.04,5446036.1,4629130.68,5446036.1,4629130.68,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2016,11981,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2017,12068,0,0,0,0,0,0,0,5282631.5,5282631.5,4490236.77,792394.73,0,4490236.77
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2018,12157,0,0,0,0,0,0,0,2800397,2754818.67,2660377.15,140019.85,0,2617077.73
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2019,12185,0,0,0,0,0,0,0,24572185,24364979.97,23343575.75,1228609.25,0,23146730.96
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2020,12234,0,0,0,0,0,0,0,1077578,804650,915941.3,161636.7,0,683952.5
3201,"Blovice","CZ0324","Plzeň-jih","CZ032","Plzeňský kraj","CZ03","Jihozápad",256455,"Město Blovice",2021,12200,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2008,34831,816000,816000,693600,815150,692877,815150,692877,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2009,34819,15867124.18,15045931.16,12789041.17,0,0,0,0,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2010,34776,69998075.44,52028503.47,44224227.37,34396314.84,0,50080053.48,42568042.93,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2011,34121,26014987,14923868,12685287,12786326,10868376,12786326,10868376,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2012,34051,25338118.59,9635803.28,8185776.65,0,0,0,0,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2013,34037,58558075.49,45230981.84,38446332.16,0,0,0,0,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2014,33910,17222027.71,16107408.03,13691295.35,0,0,0,0,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2015,33719,42412649.9,28740804.05,24429683.13,23723756.28,20165192.5,7483825.8,6361251.91,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2016,33521,18155977.31,17140127.31,17140127.31,16752172.75,16752172.75,0,0,0,0,0,0,0,0
8102,"Bohumín","CZ0803","Karviná","CZ080","Moravskoslezský kraj","CZ08","Moravskoslezsko",297569,"Město Bohumín",2017,33354,0,0,0,0,0,0,0,128352686.84,83528982.37,63313568.27,65039118.57,0,47076693.94
