"year","ID_municipality","Grant_amount_total_CZK","Grant_amount_EU_CZK"
2020,"00244732",61528548.22,49707361.4
2020,"00245551",2167489.01,1979889.23
2020,"00245585",0,0
2020,"00245836",9461512.6,8042285.7
2020,"00246476",6706808.33,3804372.67
2020,"00246875",25787067.68,22245848.21
2020,"00249831",15682694,8797502.6
2020,"00249998",54474577.47,37419002.33
2020,"00250627",386601,309280.8
2020,"00250805",884302,797857.89
2020,"00250996",1708520,1452242
2020,"00251810",1896215.1,1801404.34
2020,"00251984",4307631.14,3785730.79
2020,"00253014",5789184.6,4113432.16
2020,"00253316",7293404.32,6199393.66
2020,"00253383",3639830.16,3093855.63
2020,"00253901",8404485.91,7143812.98
2020,"00253979",0,0
2020,"00254657",103374465.27,86738467.47
2020,"00254843",35119376.22,30201047.55
2020,"00255513",1889307.29,1794841.92
2020,"00255661",29754746.59,15095215.97
2020,"00256455",804650,683952.5
2020,"00256986",6855376.87,5276348.51
2020,"00257125",5410990.52,2660449.56
2020,"00257265",761035.2,456621.12
2020,"00259047",2558061,2174351.85
2020,"00259438",162806,97683.6
2020,"00259586",3099807.09,2634836.02
2020,"00260177",0,0
2020,"00260231",12324811.13,3951061.58
2020,"00260428",23159123.22,15820974.29
2020,"00261238",25340221.62,21539188.35
2020,"00261602",6606285.41,5615342.59
2020,"00261718",3765923.06,3201034.58
2020,"00261891",33839864.82,27844038.13
2020,"00261912",1460862.39,1241733.03
2020,"00262340",7104619.7,6038926.71
2020,"00262587",29353998.57,20613768.34
2020,"00262633",15020247.59,6008099.02
2020,"00262781",5364926.34,5096680.02
2020,"00262978",96894506.44,67710500.66
2020,"00263958",32196621.57,28087611.94
2020,"00263991",0,0
2020,"00264334",0,0
2020,"00265209",1455026.04,1294406.31
2020,"00265365",7225620,7225620
2020,"00266027",20380587.29,17323499.16
2020,"00266094",39608198.21,33666968.45
2020,"00266230",5089366.49,4449508
2020,"00266621",24641650,17249155
2020,"00267449",15902814.6,13998149.08
2020,"00267538",9122443.02,7494149.04
2020,"00268321",0,0
2020,"00268810",19819216.52,11590511.57
2020,"00269247",12748394.93,10425809.25
2020,"00270059",27916280.65,23787784.27
2020,"00270211",18552897.36,10990703.65
2020,"00271560",5024973.08,4271227.11
2020,"00271632",29575451.55,20807663.64
2020,"00271888",1500000,1425000
2020,"00272523",3083297.76,2929132.87
2020,"00272728",7120335.23,6368364.08
2020,"00272868",10747164.58,9285089.88
2020,"00272876",5221568.58,3601285.94
2020,"00273571",9316094.3,7918680.15
2020,"00274046",86766793.37,73751774.3
2020,"00274101",4568353.94,3441012.36
2020,"00274968",8790663.02,3322609.25
2020,"00275808",2149494.61,1827070.4
2020,"00276111",6713076.73,2013923.01
2020,"00276227",38414059.08,27752558.6
2020,"00276944",2169337.25,1952403.51
2020,"00277037",24652669.95,20338686.84
2020,"00277177",10941725.91,7602762.9
2020,"00277444",7198464.18,3205261.04
2020,"00277819",3210185.28,3049676.01
2020,"00278475",900182.05,855172.94
2020,"00278653",8961047.63,6675834.04
2020,"00279072",5905022.49,2657885.75
2020,"00279676",2016786,1714268.09
2020,"00279773",1826900.35,1552865.29
2020,"00279943",1620432,1377367.2
2020,"00279978",3937046.38,3740194.06
2020,"00282481",3526018.65,2468213.05
2020,"00282651",2048520,1741242
2020,"00282707",906669.55,906669.55
2020,"00282979",5096477.34,4332005.7
2020,"00283061",48199103.38,39752679.61
2020,"00283193",15821430.21,13448215.66
2020,"00283347",1221353.13,1038150.15
2020,"00283509",8068487.51,6634045.18
2020,"00283924",40916582.05,29381866.7
2020,"00284165",0,0
2020,"00284301",1583397.25,1345887.65
2020,"00284611",5358317.52,4820991.48
2020,"00284891",1817761.37,1526542.42
2020,"00285030",20720198.76,16957644.06
2020,"00285455",16489482.86,13263437.27
2020,"00286010",57225325.2,48431777.66
2020,"00286745",0,0
2020,"00287113",2594108.41,2206349.56
2020,"00287172",11655384.2,11033526.12
2020,"00287351",11053387.08,7962936.16
2020,"00288365",2362954.11,2065194.48
2020,"00288659",14139814.64,11995623.38
2020,"00289931",798036.75,678331.22
2020,"00289965",1216457.86,948706.91
2020,"00290629",7279531.25,6187601.56
2020,"00291463",9941783.5,4370114.65
2020,"00291471",29176198.93,16911372.09
2020,"00291676",3364732.65,2860022.72
2020,"00292311",5252025.34,4989424.07
2020,"00292427",2893083.14,2314466.51
2020,"00294900",7274138.93,6183018.09
2020,"00295841",8339573.02,6409332.05
2020,"00295892",12349689.96,5358132.02
2020,"00296139",4990937.5,4242296.87
2020,"00296317",9119435.9,7751520.51
2020,"00296643",2088145.75,1135742.47
2020,"00296651",40521124.66,34718466.85
2020,"00296759",3434332.3,2223767.88
2020,"00297313",9975466.97,3920008.18
2020,"00297437",2920602.85,1411377.3
2020,"00297488",66690736.2,37298665.66
2020,"00297534",26268601.37,22328311.15
2020,"00297569",11662406.07,7692749.96
2020,"00297577",27796896.08,23230441.3
2020,"00297755",11944813.5,11150268.17
2020,"00297852",1765660.95,1677377.9
2020,"00298077",5384032.71,3680073.1
2020,"00298212",20769628.44,8015779.79
2020,"00298221",19853708.89,16372815.72
2020,"00299138",2496571.27,2122085.57
2020,"00299308",317964333.55,270269683.39
2020,"00299529",40499591.75,30705949.48
2020,"00299634",0,0
2020,"00300292",6643997.59,2635006.11
2020,"00300535",117595546.21,95840201.31
2020,"00300870",5231600.18,4446860.13
2020,"00301311",24281739.53,20639478.6
2020,"00301493",8250822.25,6878007.56
2020,"00301825",25988717.4,15415477.22
2020,"00302724",28391388.2,11873830.27
2020,"00303038",5345094.55,3694243.49
2020,"00303461",19546910.29,12601613.37
2020,"00303640",17969983.59,15274486.03
2020,"00304271",4452289.26,4229674.79
2020,"00304387",17742035.11,10564366.09
2020,"00304450",6839857.5,2735943
2020,"00845451",114810443.38,65617942.82
2020,"44992785",328418191.72,276874361.86
2021,"00075370",35434831.93,30119607.12
2021,"00081531",0,0
2021,"00231401",1052755.11,894841.82
2021,"00232963",0,0
2021,"00234877",0,0
2021,"00235334",2600141.51,2470134.43
2021,"00236021",738561.2,627777
2021,"00237051",1212922.97,1130984.51
2021,"00238295",0,0
2021,"00239402",1005268.54,854478.25
2021,"00239500",911667.5,774917.37
2021,"00240079",0,0
2021,"00240702",0,0
2021,"00241121",0,0
2021,"00243272",0,0
2021,"00244309",0,0
2021,"00244732",19535349,16605046.65
2021,"00245585",0,0
2021,"00245941",0,0
2021,"00246476",7271894.84,5075945.27
2021,"00247618",1124056.56,1067853.73
2021,"00248789",0,0
2021,"00248801",0,0
2021,"00249831",6039167.63,3339437.07
2021,"00249998",794212.5,675080.62
2021,"00250627",285208.5,242427.21
2021,"00251810",0,0
2021,"00251984",2461360.88,738408.26
2021,"00253014",325238.07,276452.33
2021,"00253316",12654171.98,10756046.18
2021,"00253383",9310848.97,8845306.52
2021,"00253901",510399.78,484879.79
2021,"00254061",3790000,3600499.98
2021,"00254657",4958283.34,4214540.83
2021,"00254843",4078940.94,3701970.37
2021,"00255661",22479815.38,19107843.07
2021,"00257125",0,0
2021,"00257265",2215247.48,2104485.09
2021,"00257966",988939.86,939492.86
2021,"00258199",0,0
2021,"00259047",0,0
2021,"00259586",0,0
2021,"00260177",11504846.94,4601938.77
2021,"00261238",0,0
2021,"00261602",2000802.85,1900762.7
2021,"00261891",4011512,3409785.2
2021,"00262340",0,0
2021,"00262633",9418538.49,2825561.54
2021,"00262781",5475624.57,5201843.34
2021,"00262978",36343175.61,30891699.23
2021,"00263958",2777492.91,2360868.97
2021,"00263991",1188293,1010049.01
2021,"00264334",0,0
2021,"00265781",524769,498530.55
2021,"00266027",316363.12,268908.64
2021,"00266094",2416044.5,2053637.82
2021,"00266230",105967.96,90072.75
2021,"00266621",45136324.63,38365875.92
2021,"00267449",1814290.5,1723575.97
2021,"00267538",0,0
2021,"00268810",6503607.91,5528066.72
2021,"00269247",399995,339995.75
2021,"00270059",0,0
2021,"00270211",7312408.81,6312579.99
2021,"00271560",0,0
2021,"00271632",5466155.3,4080142.62
2021,"00272523",0,0
2021,"00272876",1846999.99,1754649.99
2021,"00273571",350000,297500
2021,"00274046",63618882,54076049.68
2021,"00274101",0,0
2021,"00274879",1077500,1023625
2021,"00274968",799997.4,759997.53
2021,"00276111",0,0
2021,"00276944",1707528.95,1622152.5
2021,"00277177",0,0
2021,"00277819",1645351.33,1398548.61
2021,"00278475",0,0
2021,"00278653",8880606.68,7548515.67
2021,"00279072",250313.05,212766.09
2021,"00279102",0,0
2021,"00279773",0,0
2021,"00279846",0,0
2021,"00279943",0,0
2021,"00279978",804998.42,684248.63
2021,"00281859",2299597.87,2184617.97
2021,"00281964",0,0
2021,"00282481",2413519.49,1448111.68
2021,"00282707",825416.2,701603.77
2021,"00282979",225416.59,135249.95
2021,"00283061",5359612.68,5091632.04
2021,"00283193",15673301.38,13322306.16
2021,"00283347",0,0
2021,"00283509",1229299.4,1044904.49
2021,"00283924",2803500.79,2151451.39
2021,"00284165",0,0
2021,"00284301",0,0
2021,"00284611",5519173.55,4691297.51
2021,"00284653",0,0
2021,"00285030",2416506.49,2295681.16
2021,"00285455",4274225.5,3633091.66
2021,"00286010",5935152.67,5044879.76
2021,"00287113",2426494.35,2305169.62
2021,"00287172",60041.25,51035.06
2021,"00287351",0,0
2021,"00288365",6e+05,570000
2021,"00288659",398653.19,338855.21
2021,"00289931",929740.56,790279.46
2021,"00290629",3262218.37,2772885.6
2021,"00291463",1486137.21,1263216.62
2021,"00291471",0,0
2021,"00291676",27272.5,23181.62
2021,"00292311",895226.25,760942.3
2021,"00293199",0,0
2021,"00293881",0,0
2021,"00294136",302645,257248.25
2021,"00295841",125847.5,106970.37
2021,"00296139",0,0
2021,"00296643",4284850.1,3642122.57
2021,"00296651",0,0
2021,"00297313",0,0
2021,"00297488",792965,674020.25
2021,"00297569",0,0
2021,"00297577",62617.5,53224.87
2021,"00297852",2500000,2375000
2021,"00298077",6608909.21,5967538.98
2021,"00298212",4654510.65,2919913.18
2021,"00298221",2226994.37,2066045.38
2021,"00299308",8202053.2,6971745.2
2021,"00299529",0,0
2021,"00299634",0,0
2021,"00300063",0,0
2021,"00300292",0,0
2021,"00300535",7381804.42,2952721.76
2021,"00300870",1927077.32,578123.19
2021,"00301311",5026502.41,4080243.44
2021,"00301825",11234005.92,4493602.36
2021,"00303038",0,0
2021,"00303461",679112.5,577245.62
2021,"00304271",1622135,1378814.74
2021,"00304387",1058413.11,1005492.45
2021,"00304450",3350925.64,2848286.77
2021,"00845451",28087089,11444797.38
2021,"44992785",65439318.03,55623420.31
2022,"00081531",749436.5,637021.02
2022,"00233129",0,0
2022,"00234516",0,0
2022,"00238295",0,0
2022,"00242098",0,0
2022,"00244732",0,0
2022,"00245551",1141845.14,1084752.88
2022,"00248801",0,0
2022,"00253014",0,0
2022,"00253901",0,0
2022,"00254657",0,0
2022,"00256455",0,0
2022,"00257125",0,0
2022,"00257966",0,0
2022,"00259047",0,0
2022,"00259586",0,0
2022,"00260231",0,0
2022,"00261602",0,0
2022,"00262978",0,0
2022,"00265781",0,0
2022,"00267538",0,0
2022,"00268810",0,0
2022,"00271560",0,0
2022,"00274046",0,0
2022,"00274101",0,0
2022,"00275808",0,0
2022,"00277444",0,0
2022,"00279773",0,0
2022,"00282651",0,0
2022,"00283061",0,0
2022,"00283347",0,0
2022,"00283924",0,0
2022,"00284165",0,0
2022,"00286010",0,0
2022,"00287113",689698.98,655214.03
2022,"00287172",0,0
2022,"00288365",0,0
2022,"00289931",0,0
2022,"00290629",0,0
2022,"00292311",0,0
2022,"00293199",0,0
2022,"00294900",3995102.12,3795347.01
2022,"00296643",635533.5,540203.47
2022,"00297534",0,0
2022,"00297577",0,0
2022,"00298212",0,0
2022,"00299308",0,0
2022,"00299634",0,0
2022,"00302724",0,0
2022,"00303038",0,0
2022,"00304271",6600000,6270000
2022,"00845451",0,0
2022,"44992785",0,0
