"year","ID_municipality","Grant_amount_total_CZK","Grant_amount_EU_CZK"
2015,"00288365",2503520,2127992
2015,"00288659",13928077.48,11380799.68
2015,"00289931",110359,93805.15
2015,"00290629",72556162.64,61672736.1
2015,"00291463",23485500,19962675
2015,"00291471",25638100.5,21618987.96
2015,"00293199",9793599,7922364.63
2015,"00293881",3552890.42,3019956.85
2015,"00294136",9011212.4,7500151.47
2015,"00295671",10657681,8353356.69
2015,"00295841",25154956.54,21381713.05
2015,"00295892",10211765.2,8680000.38
2015,"00296317",11715546.18,10048094.77
2015,"00296643",62004992.49,45251169.1
2015,"00296759",12155665.27,10332315.12
2015,"00297313",32808058.8,27886848.85
2015,"00297437",6575201,5588920.85
2015,"00297488",39390182.19,34382124.33
2015,"00297534",34108514.39,34108514.39
2015,"00297569",23723756.28,20165192.5
2015,"00297577",34793394.06,29574384.31
2015,"00297755",1903288,1617794.8
2015,"00297852",57955136.23,49261865.35
2015,"00298077",49709639.82,42253193.11
2015,"00298212",7013042.72,5961086.31
2015,"00298221",7301662.06,6206412.74
2015,"00299138",8080616.69,6868524.17
2015,"00299308",82643568.97,70247033.25
2015,"00299529",7362682.7,6258280.29
2015,"00299634",26698291.8,22693547.99
2015,"00300063",4666108.06,3704573.06
2015,"00300292",1287093,1094029.05
2015,"00300535",88631307.68,79088627.48
2015,"00300870",16392905.43,13933968.72
2015,"00301311",12064748.69,9155569.28
2015,"00301825",14847110.37,12369832.92
2015,"00302724",26589104.76,22600739.01
2015,"00303461",6458371.7,5489615.93
2015,"00303640",4878434.05,4146668.94
2015,"00304271",26334504.71,22384328.96
2015,"00304387",28299746.08,23909422.62
2015,"00304450",55796193.31,47096999.97
2015,"00845451",219166840.7,185308223.7
2015,"44992785",240690947.38,196818166.23
2016,"00075370",612470,520598.99
2016,"00296317",27583182.55,27583182.55
2016,"00296643",30376358.46,30376358.46
2016,"00296651",6646461.9,6646461.9
2016,"00297313",13867692.52,13867692.52
2016,"00297488",21066157.38,21066157.38
2016,"00297534",20959900.89,20959900.89
2016,"00297569",16752172.75,16752172.75
2016,"00297755",10097024.25,10097024.25
2016,"00298077",21191193.86,21191193.86
2016,"00298212",45921042.29,11480260.56
2016,"00300292",9291339.61,9291339.61
2016,"00300535",36460373.4,36460373.4
2016,"00845451",126367156.78,113400958.31
