"year","ico","Grant_amount_total_CZK","Grant_amount_EU_CZK","municipality_id","municipality"
"2020","00282651",2048520,1741242,6216,"Šlapanice"
"2020","00282707",906669.55,906669.55,6217,"Tišnov"
"2020","00282979",5096477.34,4332005.7,6221,"Židlochovice"
"2020","00283061",48199103.38,39752679.61,6204,"Břeclav"
"2020","00283193",15821430.21,13448215.66,6207,"Hustopeče"
"2020","00283347",1221353.13,1038150.15,6211,"Mikulov"
"2020","00283509",8068487.51,6634045.18,6213,"Pohořelice"
"2020","00283924",40916582.05,29381866.7,7213,"Zlín"
"2020","00284165",0,0,7204,"Luhačovice"
"2020","00284301",1583397.25,1345887.65,7205,"Otrokovice"
"2020","00284611",5358317.52,4820991.48,7209,"Valašské Klobouky"
"2020","00284891",1817761.37,1526542.42,6206,"Hodonín"
"2020","00285030",20720198.76,16957644.06,6210,"Kyjov"
"2020","00285455",16489482.86,13263437.27,6218,"Veselí nad Moravou"
"2020","00286010",57225325.2,48431777.66,6105,"Jihlava"
"2020","00286745",0,0,6112,"Telč"
"2020","00287113",2594108.41,2206349.56,7201,"Bystřice pod Hostýnem"
"2020","00287172",11655384.2,11033526.12,7202,"Holešov"
"2020","00287351",11053387.08,7962936.16,7203,"Kroměříž"
"2020","00288365",2362954.11,2065194.48,7103,"Konice"
"2020","00288659",14139814.64,11995623.38,7108,"Prostějov"
"2020","00289931",798036.75,678331.22,6106,"Moravské Budějovice"
"2020","00289965",1216457.86,948706.91,6107,"Náměšť nad Oslavou"
"2020","00290629",7279531.25,6187601.56,6113,"Třebíč"
"2020","00291463",9941783.5,4370114.65,7208,"Uherský Brod"
"2020","00291471",29176198.93,16911372.09,7207,"Uherské Hradiště"
"2020","00291676",3364732.65,2860022.72,6205,"Bučovice"
"2020","00292311",5252025.34,4989424.07,6215,"Slavkov u Brna"
"2020","00292427",2893083.14,2314466.51,6219,"Vyškov"
"2020","00294900",7274138.93,6183018.09,6108,"Nové Město na Moravě"
"2020","00295841",8339573.02,6409332.05,6115,"Žďár nad Sázavou"
"2020","00295892",12349689.96,5358132.02,8103,"Bruntál"
"2020","00296139",4990937.5,4242296.87,8114,"Krnov"
"2020","00296317",9119435.9,7751520.51,8120,"Rýmařov"
"2020","00296643",2088145.75,1135742.47,8106,"Frýdek-Místek"
"2020","00296651",40521124.66,34718466.85,8107,"Frýdlant nad Ostravicí"
"2020","00296759",3434332.3,2223767.88,8110,"Jablunkov"
"2020","00297313",9975466.97,3920008.18,8121,"Třinec"
"2020","00297437",2920602.85,1411377.3,8104,"Český Těšín"
"2020","00297488",66690736.2,37298665.66,8108,"Havířov"
"2020","00297534",26268601.37,22328311.15,8111,"Karviná"
"2020","00297569",11662406.07,7692749.96,8102,"Bohumín"
"2020","00297577",27796896.08,23230441.3,8118,"Orlová"
"2020","00297755",11944813.5,11150268.17,8101,"Bílovec"
"2020","00297852",1765660.95,1677377.9,8105,"Frenštát pod Radhoštěm"
"2020","00298077",5384032.71,3680073.1,8112,"Kopřivnice"
"2020","00298212",20769628.44,8015779.79,8115,"Nový Jičín"
"2020","00298221",19853708.89,16372815.72,8116,"Odry"
"2020","00299138",2496571.27,2122085.57,7105,"Litovel"
"2020","00299308",317964333.55,270269683.39,7107,"Olomouc"
"2020","00299529",40499591.75,30705949.48,7110,"Šternberk"
"2020","00299634",0,0,7112,"Uničov"
"2020","00300292",6643997.59,2635006.11,8113,"Kravaře"
"2020","00300535",117595546.21,95840201.31,8117,"Opava"
"2020","00300870",5231600.18,4446860.13,8122,"Vítkov"
"2020","00301311",24281739.53,20639478.6,7101,"Hranice"
"2020","00301493",8250822.25,6878007.56,7104,"Lipník nad Bečvou"
"2020","00301825",25988717.4,15415477.22,7109,"Přerov"
"2020","00302724",28391388.2,11873830.27,7102,"Jeseník"
"2020","00303038",5345094.55,3694243.49,7106,"Mohelnice"
"2020","00303461",19546910.29,12601613.37,7111,"Šumperk"
"2020","00303640",17969983.59,15274486.03,7113,"Zábřeh"
"2020","00304271",4452289.26,4229674.79,7206,"Rožnov pod Radhoštěm"
"2020","00304387",17742035.11,10564366.09,7210,"Valašské Meziříčí"
"2020","00304450",6839857.5,2735943,7212,"Vsetín"
"2020","00845451",114810443.38,65617942.82,8119,"Ostrava"
"2020","44992785",328418191.72,276874361.86,6203,"Brno"
