"year","ico","Grant_amount_total_CZK","Grant_amount_EU_CZK","municipality_id","municipality"
"2008","00075370",29277806.15,24886134.75,3209,"Plzeň"
"2008","00081531",326598850.61,277609023.02,4214,"Ústí nad Labem"
"2008","00231401",31766334.78,27001384.5,2101,"Benešov"
"2008","00232947",96114699.69,81697494.69,2125,"Vlašim"
"2008","00233129",1038572,882786,2102,"Beroun"
"2008","00234516",34383433,29225917.4,2109,"Kladno"
"2008","00234877",1100000,935000,2124,"Slaný"
"2008","00235440",1080000,918000,2110,"Kolín"
"2008","00236195",89694547.77,76240365.55,2112,"Kutná Hora"
"2008","00237051",92506562.82,78630578.38,2114,"Mělník"
"2008","00238309",6640710.95,5644603.68,2116,"Mnichovo Hradiště"
"2008","00239402",1543631,1312086.35,2113,"Lysá nad Labem"
"2008","00239500",1094800,930580,2118,"Nymburk"
"2008","00239640",28305568.16,24059757.6,2119,"Poděbrady"
"2008","00240702",44492,44492,2122,"Říčany"
"2008","00241121",1081965,919670,2105,"Černošice"
"2008","00242098",1100000,935000,2107,"Dobříš"
"2008","00243132",61947531.96,52655402.12,2120,"Příbram"
"2008","00243272",1083971,921375,2123,"Sedlčany"
"2008","00244309",1100000,935000,2121,"Rakovník"
"2008","00244732",28536807.12,14627065.65,3102,"České Budějovice"
"2008","00245551",6544179.99,5562552.99,3113,"Trhové Sviny"
"2008","00245585",55667113.96,47317045.97,3115,"Týn nad Vltavou"
"2008","00245836",916300,778855,3103,"Český Krumlov"
"2008","00245941",31611040.92,26869373.61,3106,"Kaplice"
"2008","00246476",38619257.17,32826368.58,3104,"Dačice"
"2008","00246875",6233399,5298388.98,3105,"Jindřichův Hradec"
"2008","00247618",59858118.05,50879400.34,3114,"Třeboň"
"2008","00248266",22344736,16332024.51,6103,"Humpolec"
"2008","00248789",1074332,913182,6109,"Pacov"
"2008","00248801",19936400,16945940,6110,"Pelhřimov"
"2008","00249831",880600,748510,3107,"Milevsko"
"2008","00249998",30923661.16,26285110.6,3108,"Písek"
"2008","00250627",1100000,935000,3109,"Prachatice"
"2008","00250805",4871806.22,4141035.19,3116,"Vimperk"
"2008","00250996",13020284,11067241.12,3101,"Blatná"
"2008","00251810",39528807.44,33599486.36,3111,"Strakonice"
"2008","00251984",5518844.56,4691017.67,3117,"Vodňany"
"2008","00252921",63345367,53843561.51,3110,"Soběslav"
"2008","00253014",54207312.67,46076205.56,3112,"Tábor"
"2008","00253316",85349926.94,52120185.57,3202,"Domažlice"
"2008","00253383",2958539.35,2514758.43,3204,"Horšovský Týn"
"2008","00253901",123226540.5,104742558.57,4101,"Aš"
"2008","00253979",127354833.94,108251608.84,4102,"Cheb"
"2008","00254061",10298767,8753951.1,4105,"Mariánské Lázně"
"2008","00254657",23352615,19849713,4103,"Karlovy Vary"
"2008","00254843",133545179.52,113513402.06,4106,"Ostrov"
"2008","00255513",5829637,4955191.45,3203,"Horažďovice"
"2008","00255661",11432987,9718038.95,3205,"Klatovy"
"2008","00256129",32803782.22,27883214.81,3214,"Sušice"
"2008","00256455",11692294,9938449.68,3201,"Blovice"
"2008","00256986",15258526.99,12969747.93,3207,"Nepomuk"
"2008","00257265",1013880,861798,3212,"Stod"
"2008","00257966",22166096,18841181.6,3206,"Kralovice"
"2008","00258199",23588061.3,20049851.74,3208,"Nýřany"
"2008","00259047",1100000,935000,3211,"Rokycany"
"2008","00259438",773500,657475,4104,"Kraslice"
"2008","00259586",135180970.1,114903824.01,4107,"Sokolov"
"2008","00260177",6397936.32,5438246.07,3213,"Stříbro"
"2008","00260231",35631787.97,30287018.57,3215,"Tachov"
"2008","00260428",1100000,935000,5101,"Česká Lípa"
"2008","00260771",464100,394485,5106,"Nový Bor"
"2008","00261238",674821,573598,4202,"Děčín"
"2008","00261602",610648,519051,4212,"Rumburk"
"2008","00261718",3624003.5,3080402.18,4215,"Varnsdorf"
"2008","00261891",565250,480462,4203,"Chomutov"
"2008","00261912",257514931.32,168463093.15,4204,"Kadaň"
"2008","00262340",31250424.72,26029195.44,5103,"Jablonec nad Nisou"
"2008","00262587",395080,335818,5108,"Tanvald"
"2008","00262633",1100000,935000,5110,"Železný Brod"
"2008","00262781",1100000,935000,5102,"Frýdlant"
"2008","00262978",69319453.72,58921534.44,5105,"Liberec"
"2008","00263958",379533002.68,322603051.89,4205,"Litoměřice"
"2008","00263991",1100000,935000,4208,"Lovosice"
"2008","00264334",100201214.02,84361764.15,4211,"Roudnice nad Labem"
"2008","00265209",40731964.81,34622170.08,4207,"Louny"
"2008","00265365",936530,796050,4210,"Podbořany"
"2008","00265781",228416558.3,194154074.53,4216,"Žatec"
"2008","00266027",64560204.87,54876174.13,4206,"Litvínov"
"2008","00266094",748450,636182,4209,"Most"
"2008","00266230",393652,334604,4201,"Bílina"
"2008","00267449",46771171.69,30310696.58,6102,"Havlíčkův Brod"
"2008","00268321",35200000,29920000,6111,"Světlá nad Sázavou"
"2008","00268810",10629674,9035222.9,5205,"Hradec Králové"
"2008","00269247",956760,813246,5212,"Nový Bydžov"
"2008","00270059",5536730,4706220.5,5302,"Hlinsko"
"2008","00270211",372060865.7,311864412.39,5304,"Chrudim"
"2008","00271560",1100000,935000,5204,"Hořice"
"2008","00271632",1100000,935000,5207,"Jičín"
"2008","00271888",13790335.5,11721785.1,5210,"Nová Paka"
"2008","00272523",804440,683774,5201,"Broumov"
"2008","00272728",119404823.92,93395897.7,5206,"Jaroměř"
"2008","00272876",96534947.73,82054705.52,5211,"Nové Město nad Metují"
"2008","00273571",1099560,934626,5303,"Holice"
"2008","00274046",4908111,4171894.34,5309,"Pardubice"
"2008","00274101",42269645.42,33954017.94,5311,"Přelouč"
"2008","00274879",1040000,884000,5202,"Dobruška"
"2008","00275336",174815063.04,148592802.97,5213,"Rychnov nad Kněžnou"
"2008","00275808",38186636.91,32330131.55,5104,"Jilemnice"
"2008","00276111",541450,460232,5107,"Semily"
"2008","00276227",1100000,935000,5109,"Turnov"
"2008","00276944",1100000,935000,5307,"Litomyšl"
"2008","00277037",107318912.14,91203125.97,5308,"Moravská Třebová"
"2008","00277177",24410583.65,20748995.71,5310,"Polička"
"2008","00277444",1100000,935000,5312,"Svitavy"
"2008","00277819",91672518.8,77921640.98,5203,"Dvůr Králové nad Labem"
"2008","00278360",456108983.56,169268120.2,5214,"Trutnov"
"2008","00278475",1100000,935000,5215,"Vrchlabí"
"2008","00278653",192237174.28,132089197.89,5301,"Česká Třebová"
"2008","00279072",396270,336829,5305,"Králíky"
"2008","00279102",1100000,935000,5306,"Lanškroun"
"2008","00279676",28379823.67,11028534.74,5313,"Ústí nad Orlicí"
"2008","00279773",56977175.84,48430598.73,5314,"Vysoké Mýto"
"2008","00279846",13540330.6,8605572.42,5315,"Žamberk"
"2008","00279943",7396509.94,5204222.1,6201,"Blansko"
"2008","00279978",51007344.79,33035403.84,6202,"Boskovice"
"2008","00281859",3564711.68,2484888.23,6208,"Ivančice"
"2008","00281964",571200,485520,6209,"Kuřim"
"2008","00282481",999600,849660,6214,"Rosice"
"2008","00282651",1100000,935000,6216,"Šlapanice"
"2008","00282707",1100000,935000,6217,"Tišnov"
"2008","00282979",592620,503727,6221,"Židlochovice"
"2008","00283061",1100000,935000,6204,"Břeclav"
"2008","00283193",1763084.66,1498621.95,6207,"Hustopeče"
"2008","00283347",39681998.01,27725827.22,6211,"Mikulov"
"2008","00283509",749700,637245,6213,"Pohořelice"
"2008","00283924",905320,769522,7213,"Zlín"
"2008","00284165",31446573,25281886.99,7204,"Luhačovice"
"2008","00284301",549359,466955,7205,"Otrokovice"
"2008","00284611",485704,412848,7209,"Valašské Klobouky"
"2008","00284653",425700,361845,7211,"Vizovice"
"2008","00284891",84939008,54090120.68,6206,"Hodonín"
"2008","00285030",22147432.8,15414931.74,6210,"Kyjov"
"2008","00285455",1100000,935000,6218,"Veselí nad Moravou"
"2008","00286010",34399382.39,29239475.01,6105,"Jihlava"
"2008","00286745",34147592.15,26627712.88,6112,"Telč"
"2008","00287113",17491092.22,14867427.92,7201,"Bystřice pod Hostýnem"
"2008","00287172",461563,392329,7202,"Holešov"
"2008","00287351",74099430.49,62984514.09,7203,"Kroměříž"
"2008","00288365",856800,728280,7103,"Konice"
"2008","00288659",41900759.7,35615643.07,7108,"Prostějov"
"2008","00289931",24556123,16021977.32,6106,"Moravské Budějovice"
"2008","00289965",1100000,935000,6107,"Náměšť nad Oslavou"
"2008","00290629",6580586.94,4374539.27,6113,"Třebíč"
"2008","00291463",3001939.9,2551649.36,7208,"Uherský Brod"
"2008","00291471",887339,754238,7207,"Uherské Hradiště"
"2008","00291676",2998665,2548865.24,6205,"Bučovice"
"2008","00292311",44590946.95,36461572.44,6215,"Slavkov u Brna"
"2008","00292427",22580508.8,14751263.26,6219,"Vyškov"
"2008","00293881",65974340.92,42662176.07,6220,"Znojmo"
"2008","00294136",108851517.16,72457736.11,6101,"Bystřice nad Pernštejnem"
"2008","00294900",4874101,4142985.85,6108,"Nové Město na Moravě"
"2008","00295671",999600,849660,6114,"Velké Meziříčí"
"2008","00295841",925302,786506,6115,"Žďár nad Sázavou"
"2008","00295892",137592296.12,50971989.9,8103,"Bruntál"
"2008","00296139",27500000,23375000,8114,"Krnov"
"2008","00296317",22008319.8,18707070.81,8120,"Rýmařov"
"2008","00296643",15729500.74,13370075.57,8106,"Frýdek-Místek"
"2008","00296651",735000,624750,8107,"Frýdlant nad Ostravicí"
"2008","00296759",1100000,935000,8110,"Jablunkov"
"2008","00297313",7553100.12,6420133.63,8121,"Třinec"
"2008","00297437",4763970,4049374,8104,"Český Těšín"
"2008","00297488",997100,847535,8108,"Havířov"
"2008","00297534",1100000,935000,8111,"Karviná"
"2008","00297569",815150,692877,8102,"Bohumín"
"2008","00297577",940100,799085,8118,"Orlová"
"2008","00297755",27794740.69,23625529.58,8101,"Bílovec"
"2008","00297852",1100000,935000,8105,"Frenštát pod Radhoštěm"
"2008","00298212",585956,498062,8115,"Nový Jičín"
"2008","00298221",7161054,6086895.9,8116,"Odry"
"2008","00299138",853230,725245,7105,"Litovel"
"2008","00299308",1100000,935000,7107,"Olomouc"
"2008","00299529",25642627,21796232.54,7110,"Šternberk"
"2008","00299634",14778704,12561898.24,7112,"Uničov"
"2008","00300063",652285,554442,8109,"Hlučín"
"2008","00300292",1031730,876970,8113,"Kravaře"
"2008","00300535",13135998.39,11165598.61,8117,"Opava"
"2008","00300870",797300,677705,8122,"Vítkov"
"2008","00301311",1100000,935000,7101,"Hranice"
"2008","00301493",4185160,3557385.95,7104,"Lipník nad Bečvou"
"2008","00301825",4114387.85,3497229.67,7109,"Přerov"
"2008","00302724",1100000,935000,7102,"Jeseník"
"2008","00303038",624750,531037,7106,"Mohelnice"
"2008","00303461",1100000,935000,7111,"Šumperk"
"2008","00303640",845000,718250,7113,"Zábřeh"
"2008","00304271",600809,517200,7206,"Rožnov pod Radhoštěm"
"2008","00304387",72368725.56,58319192.36,7210,"Valašské Meziříčí"
"2008","00304450",786301,668355,7212,"Vsetín"
"2008","00845451",32487000,27613950,8119,"Ostrava"
"2008","44992785",51674452,43871955.18,6203,"Brno"
"2009","00075370",325087129.47,255282430.21,3209,"Plzeň"
"2009","00081531",123267173.84,104784433.71,4214,"Ústí nad Labem"
"2009","00231401",41230,41230,2101,"Benešov"
"2009","00232947",84023775.36,71425045.6,2125,"Vlašim"
"2009","00232963",20269509.7,17229082.89,2126,"Votice"
"2009","00233129",42808167.44,36393822.04,2102,"Beroun"
"2009","00233242",4803579.86,4090725.55,2108,"Hořovice"
"2009","00234516",72406499.92,61552481.96,2109,"Kladno"
"2009","00234877",2030472.25,1734640.21,2124,"Slaný"
"2009","00235440",45770850,38910439.01,2110,"Kolín"
"2009","00236021",48907,48907,2104,"Čáslav"
"2009","00236195",1765949.01,1507976.45,2112,"Kutná Hora"
"2009","00236977",5005606.7,4259255.94,2111,"Kralupy nad Vltavou"
"2009","00237051",30837911.11,16749921.74,2114,"Mělník"
"2009","00237108",25159190.51,21224087.92,2117,"Neratovice"
"2009","00238295",845476.75,718655.07,2115,"Mladá Boleslav"
"2009","00239402",27456844,23347056.13,2113,"Lysá nad Labem"
"2009","00239500",58259,58259,2118,"Nymburk"
"2009","00239640",41282365.66,35090009.81,2119,"Poděbrady"
"2009","00240079",277884012.72,236201410.8,2103,"Brandýs nad Labem-Stará Boleslav"
"2009","00241121",3553364,3028970.59,2105,"Černošice"
"2009","00242098",58258,58258,2107,"Dobříš"
"2009","00243132",14989078,12744308.78,2120,"Příbram"
"2009","00243272",16237599.49,13810697.85,2123,"Sedlčany"
"2009","00244732",170733770.62,145129223.8,3102,"České Budějovice"
"2009","00245551",9148861,7783710.57,3113,"Trhové Sviny"
"2009","00245585",16510552.37,14033969.5,3115,"Týn nad Vltavou"
"2009","00245836",28019983.42,23825595.74,3103,"Český Krumlov"
"2009","00245941",870283.41,750313.94,3106,"Kaplice"
"2009","00246476",5200014.4,4427475.95,3104,"Dačice"
"2009","00246875",305214442.7,225579844.74,3105,"Jindřichův Hradec"
"2009","00247618",794085,674971,3114,"Třeboň"
"2009","00248266",44454,44454,6103,"Humpolec"
"2009","00248789",58271566.5,38535377.66,6109,"Pacov"
"2009","00248801",7720309.2,5697217.82,6110,"Pelhřimov"
"2009","00249831",37999074.39,32307823.49,3107,"Milevsko"
"2009","00249998",54747051.38,46540577.25,3108,"Písek"
"2009","00250627",49734661.32,42283200.71,3109,"Prachatice"
"2009","00250805",27950764.91,23546216.08,3116,"Vimperk"
"2009","00250996",5198850.8,4427762.03,3101,"Blatná"
"2009","00251810",67122213.28,56994816.59,3111,"Strakonice"
"2009","00251984",580074,501787.35,3117,"Vodňany"
"2009","00253014",204791135.43,157971170.23,3112,"Tábor"
"2009","00253316",13559484.25,11530511.26,3202,"Domažlice"
"2009","00253383",32715,32715,3204,"Horšovský Týn"
"2009","00253901",14404113.95,12250833.13,4101,"Aš"
"2009","00253979",93216078.96,79239380.3,4102,"Cheb"
"2009","00254061",45145,45145,4105,"Mariánské Lázně"
"2009","00254657",43248,43248,4103,"Karlovy Vary"
"2009","00254843",2536655.7,2161097.29,4106,"Ostrov"
"2009","00255513",7769007.5,6611352.65,3203,"Horažďovice"
"2009","00255661",744981.86,633234.58,3205,"Klatovy"
"2009","00256129",52908533.05,44980265.01,3214,"Sušice"
"2009","00256455",44068318.6,37466126.99,3201,"Blovice"
"2009","00256986",26687456.7,22689145.79,3207,"Nepomuk"
"2009","00257125",8707996.7,7407677.94,3210,"Přeštice"
"2009","00257265",48909,48909,3212,"Stod"
"2009","00257966",1227039,1050319.5,3206,"Kralovice"
"2009","00258199",35169,35169,3208,"Nýřany"
"2009","00259047",38511324.75,32740483.85,3211,"Rokycany"
"2009","00259438",21167674,17999590.65,4104,"Kraslice"
"2009","00259586",93825277.39,79756593.75,4107,"Sokolov"
"2009","00260177",29896,29896,3213,"Stříbro"
"2009","00260231",3987358,3393185.18,3215,"Tachov"
"2009","00260428",12954972.89,11015753.62,5101,"Česká Lípa"
"2009","00260771",47918,47918,5106,"Nový Bor"
"2009","00261238",167861419.88,142690945.67,4202,"Děčín"
"2009","00261602",3924074.29,3342798.91,4212,"Rumburk"
"2009","00261718",17632596.5,14996445.85,4215,"Varnsdorf"
"2009","00261891",756381814.03,364271142.78,4203,"Chomutov"
"2009","00261912",22230241,18903168.7,4204,"Kadaň"
"2009","00262340",89905689.36,76423845.43,5103,"Jablonec nad Nisou"
"2009","00262587",32717179.01,27809600.59,5108,"Tanvald"
"2009","00262633",34510,34510,5110,"Železný Brod"
"2009","00262781",49994233.32,42503836.31,5102,"Frýdlant"
"2009","00262978",6982771,5944077.49,5105,"Liberec"
"2009","00263958",23411762,19902312.04,4205,"Litoměřice"
"2009","00263991",8363454.2,7116272.36,4208,"Lovosice"
"2009","00264334",58259,58259,4211,"Roudnice nad Labem"
"2009","00265209",16718821,14217253.97,4207,"Louny"
"2009","00265365",79837,79837,4210,"Podbořany"
"2009","00265781",10628668.7,9041704.72,4216,"Žatec"
"2009","00266027",45191175.37,38164497.58,4206,"Litvínov"
"2009","00266094",27770458.27,23604889.46,4209,"Most"
"2009","00266230",32216514,27390259.64,4201,"Bílina"
"2009","00267449",68537923.18,38922969.11,6102,"Havlíčkův Brod"
"2009","00267538",1239755,1061255,6104,"Chotěboř"
"2009","00268321",90946365.41,55872098.57,6111,"Světlá nad Sázavou"
"2009","00268810",19107,19107,5205,"Hradec Králové"
"2009","00269247",59844603.46,50876651.75,5212,"Nový Bydžov"
"2009","00270059",141676253.78,59066646.67,5302,"Hlinsko"
"2009","00270211",90572242.51,62490290.79,5304,"Chrudim"
"2009","00271560",96340240.66,81892108.34,5204,"Hořice"
"2009","00271632",111717653.71,80943456.54,5207,"Jičín"
"2009","00271888",9272749,7888592.89,5210,"Nová Paka"
"2009","00272523",1705632.22,1455877.07,5201,"Broumov"
"2009","00272728",4749101.24,4036735.46,5206,"Jaroměř"
"2009","00272868",36481664.92,31012844.29,5209,"Náchod"
"2009","00272876",29806870.94,25339560.17,5211,"Nové Město nad Metují"
"2009","00273571",30648,30648,5303,"Holice"
"2009","00274046",128580666.92,109298837.25,5309,"Pardubice"
"2009","00274101",20277491.97,17217809.59,5311,"Přelouč"
"2009","00274879",44805,44805,5202,"Dobruška"
"2009","00274968",1017739,871369,5208,"Kostelec nad Orlicí"
"2009","00275336",55934,55934,5213,"Rychnov nad Kněžnou"
"2009","00275808",38738,38738,5104,"Jilemnice"
"2009","00276111",87425100.01,56558284.71,5107,"Semily"
"2009","00276227",85216324.11,72442609.78,5109,"Turnov"
"2009","00276944",111908567.19,51444786.48,5307,"Litomyšl"
"2009","00277037",40571120.98,26101441.97,5308,"Moravská Třebová"
"2009","00277177",34554002.34,28987689.11,5310,"Polička"
"2009","00277444",110464660.66,52396940.5,5312,"Svitavy"
"2009","00277819",47184,47184,5203,"Dvůr Králové nad Labem"
"2009","00278360",932732,797358.65,5214,"Trutnov"
"2009","00278475",29041385.31,24685177.5,5215,"Vrchlabí"
"2009","00278653",40553,40553,5301,"Česká Třebová"
"2009","00279072",75940835.02,64558448.09,5305,"Králíky"
"2009","00279102",31741989.59,26989429.84,5306,"Lanškroun"
"2009","00279676",54701948.51,31824540.47,5313,"Ústí nad Orlicí"
"2009","00279773",55280889.58,45449436.73,5314,"Vysoké Mýto"
"2009","00279846",11906322.42,8703202.25,5315,"Žamberk"
"2009","00279943",18860009.96,13616738.32,6201,"Blansko"
"2009","00279978",57740596,49084702.6,6202,"Boskovice"
"2009","00281859",31437,31437,6208,"Ivančice"
"2009","00281964",160838227.23,67465425.7,6209,"Kuřim"
"2009","00282481",24602405.28,15092074.47,6214,"Rosice"
"2009","00282651",42296692.04,27230374.21,6216,"Šlapanice"
"2009","00282707",43631,43631,6217,"Tišnov"
"2009","00282979",3305512.68,2817021.7,6221,"Židlochovice"
"2009","00283061",44810304.33,29725628.85,6204,"Břeclav"
"2009","00283193",58259,58259,6207,"Hustopeče"
"2009","00283347",48439,48439,6211,"Mikulov"
"2009","00283509",19471624.29,13113497.63,6213,"Pohořelice"
"2009","00283924",66647626.7,56208727.93,7213,"Zlín"
"2009","00284165",123091103.02,84802349.78,7204,"Luhačovice"
"2009","00284301",141508820.56,115093999.26,7205,"Otrokovice"
"2009","00284611",43485,43485,7209,"Valašské Klobouky"
"2009","00284653",7526089.2,6404511.97,7211,"Vizovice"
"2009","00284891",827678.52,708067.84,6206,"Hodonín"
"2009","00285030",26947147.12,21487287.92,6210,"Kyjov"
"2009","00285455",140135308.67,106935342.74,6218,"Veselí nad Moravou"
"2009","00286010",192761293.55,163847098.75,6105,"Jihlava"
"2009","00286745",160554072.78,109599518.13,6112,"Telč"
"2009","00287113",48909,48909,7201,"Bystřice pod Hostýnem"
"2009","00287172",48909,48909,7202,"Holešov"
"2009","00287351",42111524.26,31370937.25,7203,"Kroměříž"
"2009","00288365",47316,47316,7103,"Konice"
"2009","00288659",101727193.8,69399074.44,7108,"Prostějov"
"2009","00289931",12035324.4,10237229.18,6106,"Moravské Budějovice"
"2009","00289965",714229.07,615739.89,6107,"Náměšť nad Oslavou"
"2009","00290629",86440497.51,64836005.96,6113,"Třebíč"
"2009","00291463",60725476.43,49604452.61,7208,"Uherský Brod"
"2009","00291471",75437519.89,62945786.71,7207,"Uherské Hradiště"
"2009","00291676",51889,51889,6205,"Bučovice"
"2009","00292311",16315774.98,13877020.06,6215,"Slavkov u Brna"
"2009","00292427",34360,34360,6219,"Vyškov"
"2009","00293199",43494,43494,6212,"Moravský Krumlov"
"2009","00293881",16316961.4,10516559.45,6220,"Znojmo"
"2009","00294136",38515216.37,32746672.23,6101,"Bystřice nad Pernštejnem"
"2009","00294900",21492726.6,14242614.22,6108,"Nové Město na Moravě"
"2009","00295671",8902922.71,6264352.66,6114,"Velké Meziříčí"
"2009","00295841",21732636.38,16380969.19,6115,"Žďár nad Sázavou"
"2009","00295892",2011285.12,1716168.38,8103,"Bruntál"
"2009","00296139",1524909,1303509,8114,"Krnov"
"2009","00296317",37415814.59,31812179.67,8120,"Rýmařov"
"2009","00296643",146435834.79,124479196.83,8106,"Frýdek-Místek"
"2009","00296651",15936863.52,13546333.38,8107,"Frýdlant nad Ostravicí"
"2009","00296759",41301987.85,35112500.07,8110,"Jablunkov"
"2009","00297313",31376269.3,26677406.12,8121,"Třinec"
"2009","00297437",132865421.65,112939795.72,8104,"Český Těšín"
"2009","00297488",57278501.46,48694062.47,8108,"Havířov"
"2009","00297534",23964752.51,20374895.11,8111,"Karviná"
"2009","00297569",13212553,11237267.38,8102,"Bohumín"
"2009","00297577",68344461.27,58099039.01,8118,"Orlová"
"2009","00297755",11663141.37,9919521.69,8101,"Bílovec"
"2009","00297852",40062835.78,34060548.72,8105,"Frenštát pod Radhoštěm"
"2009","00298077",9830020.96,8362805.7,8112,"Kopřivnice"
"2009","00298212",51790483.25,44029749.7,8115,"Nový Jičín"
"2009","00298221",49977409.35,42488121.39,8116,"Odry"
"2009","00299138",8759327.25,7045987.19,7105,"Litovel"
"2009","00299308",180580119.59,93993762.72,7107,"Olomouc"
"2009","00299529",69122122.48,56389408.15,7110,"Šternberk"
"2009","00299634",89993377.82,72488057.85,7112,"Uničov"
"2009","00300063",103110,94924.35,8109,"Hlučín"
"2009","00300292",46315,46315,8113,"Kravaře"
"2009","00300535",391152972.53,332486419.31,8117,"Opava"
"2009","00300870",26993699.16,22951172.26,8122,"Vítkov"
"2009","00301311",75516916.45,62266044.43,7101,"Hranice"
"2009","00301493",28149444.11,22637819.81,7104,"Lipník nad Bečvou"
"2009","00301825",146714004.21,113946404.87,7109,"Přerov"
"2009","00302724",57540810.06,46600791.43,7102,"Jeseník"
"2009","00303038",40842,40842,7106,"Mohelnice"
"2009","00303461",169095951.47,137412676.67,7111,"Šumperk"
"2009","00303640",13891656.34,11167238.32,7113,"Zábřeh"
"2009","00304271",55525125.74,46644498.74,7206,"Rožnov pod Radhoštěm"
"2009","00304387",20003698,17008392.03,7210,"Valašské Meziříčí"
"2009","00304450",32034,32034,7212,"Vsetín"
"2009","00845451",65002582.95,55259514.48,8119,"Ostrava"
"2009","44992785",272937047.02,187112517.61,6203,"Brno"
"2010","00075370",185921612.1,158033369.68,3209,"Plzeň"
"2010","00081531",668274030.04,568032924.18,4214,"Ústí nad Labem"
"2010","00231401",8972507.66,7454528.42,2101,"Benešov"
"2010","00232947",58299740.25,42837819.23,2125,"Vlašim"
"2010","00232963",32151265.77,22899047.8,2126,"Votice"
"2010","00233129",119372593.25,93567853.58,2102,"Beroun"
"2010","00233242",40452814.2,25919321.66,2108,"Hořovice"
"2010","00234516",198525736.4,166768604.98,2109,"Kladno"
"2010","00234877",26314615.15,20475626.49,2124,"Slaný"
"2010","00235334",9527423.16,6655905.12,2106,"Český Brod"
"2010","00236021",43241304.43,33255840.01,2104,"Čáslav"
"2010","00236195",86348808.61,49846883.85,2112,"Kutná Hora"
"2010","00236977",12960086,9296837.4,2111,"Kralupy nad Vltavou"
"2010","00237051",31009189.51,21405272.03,2114,"Mělník"
"2010","00237108",12562906.19,6000388.07,2117,"Neratovice"
"2010","00238295",142328978.18,120979629.67,2115,"Mladá Boleslav"
"2010","00239402",53739276.71,41723933.34,2113,"Lysá nad Labem"
"2010","00239500",7814215.21,5772202.07,2118,"Nymburk"
"2010","00239640",54930104.53,38584115.94,2119,"Poděbrady"
"2010","00240079",33211711.66,24078490.95,2103,"Brandýs nad Labem-Stará Boleslav"
"2010","00240702",31085297.11,23270634.15,2122,"Říčany"
"2010","00241121",27838134.23,16886642.86,2105,"Černošice"
"2010","00242098",80474190.55,67452015.47,2107,"Dobříš"
"2010","00243132",75336226.34,60202999.39,2120,"Příbram"
"2010","00243272",13616963.01,9569017.35,2123,"Sedlčany"
"2010","00244309",40706235.89,29992324.1,2121,"Rakovník"
"2010","00244732",128021618.44,108818373.12,3102,"České Budějovice"
"2010","00245836",311861784.45,266004031.97,3103,"Český Krumlov"
"2010","00245941",2742884.8,2331452.08,3106,"Kaplice"
"2010","00246476",6456271.99,5487831.17,3104,"Dačice"
"2010","00246875",1130500,960925,3105,"Jindřichův Hradec"
"2010","00247618",100331242.39,85281555.74,3114,"Třeboň"
"2010","00248266",62290773.87,52947157.75,6103,"Humpolec"
"2010","00248789",50832513.14,43207636.13,6109,"Pacov"
"2010","00248801",20788151.96,17669929.12,6110,"Pelhřimov"
"2010","00249831",7884249.41,6701611.99,3107,"Milevsko"
"2010","00249998",18360066,15595837,3108,"Písek"
"2010","00250805",1320000,1122000,3116,"Vimperk"
"2010","00250996",1506817.52,1280794.88,3101,"Blatná"
"2010","00251810",289748377.57,246286118.61,3111,"Strakonice"
"2010","00251984",1321700.97,1123445.82,3117,"Vodňany"
"2010","00253014",64537731.42,54823035.23,3112,"Tábor"
"2010","00253316",24071440.44,20460724.31,3202,"Domažlice"
"2010","00253901",44735104.83,36495606.03,4101,"Aš"
"2010","00253979",13461034.7,11441882.12,4102,"Cheb"
"2010","00254061",57302603.32,46783787.78,4105,"Mariánské Lázně"
"2010","00254657",307797377.29,261627769.84,4103,"Karlovy Vary"
"2010","00254843",4897035.34,4162480.03,4106,"Ostrov"
"2010","00255513",30004842.54,25504115.63,3203,"Horažďovice"
"2010","00256129",9453600,8035560,3214,"Sušice"
"2010","00256455",1936100.63,1645685.53,3201,"Blovice"
"2010","00257125",6180262,5253222,3210,"Přeštice"
"2010","00257265",2726679.41,2317677.47,3212,"Stod"
"2010","00259438",27146912.2,23074874.53,4104,"Kraslice"
"2010","00259586",36035424.68,29536799.43,4107,"Sokolov"
"2010","00260231",780934.6,663794.41,3215,"Tachov"
"2010","00260428",20194440.71,17165274.57,5101,"Česká Lípa"
"2010","00260771",3323854.6,2825276.41,5106,"Nový Bor"
"2010","00261238",210985792.51,142750858,4202,"Děčín"
"2010","00261602",4020609,3417517.65,4212,"Rumburk"
"2010","00261718",1550930,1318290.5,4215,"Varnsdorf"
"2010","00261891",170450665.13,93553665.88,4203,"Chomutov"
"2010","00261912",38521321.56,26021652.67,4204,"Kadaň"
"2010","00262340",24528025,20848818.99,5103,"Jablonec nad Nisou"
"2010","00262587",2720419.9,2312356.91,5108,"Tanvald"
"2010","00262781",4667213.31,3967131.31,5102,"Frýdlant"
"2010","00262978",171235441.9,145550124.39,5105,"Liberec"
"2010","00263958",8610606.31,7319015.35,4205,"Litoměřice"
"2010","00263991",32636060.76,27740651.09,4208,"Lovosice"
"2010","00264334",8317307.41,7069711.25,4211,"Roudnice nad Labem"
"2010","00265209",1810117.81,1538600.13,4207,"Louny"
"2010","00265781",34794230.01,19512988.42,4216,"Žatec"
"2010","00266027",15617894.23,13275209.49,4206,"Litvínov"
"2010","00266094",16653915.65,14155827.31,4209,"Most"
