"","year","IČ.žadatele","Proplacené.prostředky.příjemcům...vyúčtované..veřejné.prostředky.celkem.","Proplacené.prostředky.příjemcům...vyúčtované..EU.zdroje."
"1455","2015","00301311",12064748.69,9155569.28
"1456","2015","00301825",14847110.37,12369832.92
"1457","2015","00302724",26589104.76,22600739.01
"1458","2015","00303461",6458371.7,5489615.93
"1459","2015","00303640",4878434.05,4146668.94
"1460","2015","00304271",26334504.71,22384328.96
"1461","2015","00304387",28299746.08,23909422.62
"1462","2015","00304450",55796193.31,47096999.97
"1463","2015","00845451",219166840.7,185308223.7
"1464","2015","44992785",240690947.38,196818166.23
"1465","2016","00075370",612470,520598.99
"1466","2016","00296317",27583182.55,27583182.55
"1467","2016","00296643",30376358.46,30376358.46
"1468","2016","00296651",6646461.9,6646461.9
"1469","2016","00297313",13867692.52,13867692.52
"1470","2016","00297488",21066157.38,21066157.38
"1471","2016","00297534",20959900.89,20959900.89
"1472","2016","00297569",16752172.75,16752172.75
"1473","2016","00297755",10097024.25,10097024.25
"1474","2016","00298077",21191193.86,21191193.86
"1475","2016","00298212",45921042.29,11480260.56
"1476","2016","00300292",9291339.61,9291339.61
"1477","2016","00300535",36460373.4,36460373.4
"1478","2016","00845451",126367156.78,113400958.31
