"","ico","year","class_of_revenue","Revenue_CZK"
"6896",254061,2018,"Daňové příjmy",255127700.24
"6897",254061,2018,"Kapitálové příjmy",2255246.76
"6898",254061,2018,"Nedaňové příjmy",52614898.02
"6899",254657,2018,"Daňové příjmy",916543376.61
"6900",254657,2018,"Kapitálové příjmy",19784114
"6901",254657,2018,"Nedaňové příjmy",141583418.59
"6902",254843,2018,"Daňové příjmy",262032448.2
"6903",254843,2018,"Kapitálové příjmy",21771063.03
"6904",254843,2018,"Nedaňové příjmy",88215974.09
"6905",255513,2018,"Daňové příjmy",98038570
"6906",255513,2018,"Kapitálové příjmy",3447645
"6907",255513,2018,"Nedaňové příjmy",28631420.38
"6908",255661,2018,"Daňové příjmy",373207669.97
"6909",255661,2018,"Kapitálové příjmy",19905106.22
"6910",255661,2018,"Nedaňové příjmy",87897733.49
"6911",256129,2018,"Daňové příjmy",189967603.27
"6912",256129,2018,"Kapitálové příjmy",4454286.5
"6913",256129,2018,"Nedaňové příjmy",41442778.65
"6914",256455,2018,"Daňové příjmy",71798475.98
"6915",256455,2018,"Kapitálové příjmy",23169533.93
"6916",256455,2018,"Nedaňové příjmy",10054183.37
"6917",256986,2018,"Daňové příjmy",61958645.4
"6918",256986,2018,"Kapitálové příjmy",15408630
"6919",256986,2018,"Nedaňové příjmy",29632484.94
"6920",257125,2018,"Daňové příjmy",121538439.92
"6921",257125,2018,"Kapitálové příjmy",13034276.7
"6922",257125,2018,"Nedaňové příjmy",44735646.54
"6923",257265,2018,"Daňové příjmy",69593154.24
"6924",257265,2018,"Kapitálové příjmy",2845770
"6925",257265,2018,"Nedaňové příjmy",22778766.4
"6926",257966,2018,"Daňové příjmy",65246682.18
"6927",257966,2018,"Kapitálové příjmy",549155.72
"6928",257966,2018,"Nedaňové příjmy",13062694.52
"6929",258199,2018,"Daňové příjmy",121638272.81
"6930",258199,2018,"Kapitálové příjmy",2863206
"6931",258199,2018,"Nedaňové příjmy",10846688.85
"6932",259047,2018,"Daňové příjmy",240386125.7
"6933",259047,2018,"Kapitálové příjmy",2344883
"6934",259047,2018,"Nedaňové příjmy",77967353.29
"6935",259438,2018,"Daňové příjmy",115185966.97
"6936",259438,2018,"Kapitálové příjmy",1315659
"6937",259438,2018,"Nedaňové příjmy",17785724.32
"6938",259586,2018,"Daňové příjmy",398289015.48
"6939",259586,2018,"Kapitálové příjmy",14979386.56
"6940",259586,2018,"Nedaňové příjmy",134778797.44
"6941",260177,2018,"Daňové příjmy",146282043.27
"6942",260177,2018,"Kapitálové příjmy",3031072.74
"6943",260177,2018,"Nedaňové příjmy",25195004.51
"6944",260231,2018,"Daňové příjmy",225680174.03
"6945",260231,2018,"Kapitálové příjmy",4476995.3
"6946",260231,2018,"Nedaňové příjmy",55158752.48
"6947",260428,2018,"Daňové příjmy",626463274.3
"6948",260428,2018,"Kapitálové příjmy",8934760.85
"6949",260428,2018,"Nedaňové příjmy",84726010.31
"6950",260771,2018,"Daňové příjmy",181093441.36
"6951",260771,2018,"Kapitálové příjmy",734000
"6952",260771,2018,"Nedaňové příjmy",10067923.16
"6953",261238,2018,"Daňové příjmy",809888415.83
"6954",261238,2018,"Kapitálové příjmy",8372821.26
"6955",261238,2018,"Nedaňové příjmy",38088254.79
"6956",261602,2018,"Daňové příjmy",168899391.95
"6957",261602,2018,"Kapitálové příjmy",4198866
"6958",261602,2018,"Nedaňové příjmy",29023307.62
"6959",261718,2018,"Daňové příjmy",243318401.75
"6960",261718,2018,"Kapitálové příjmy",4167559
"6961",261718,2018,"Nedaňové příjmy",49157401.54
"6962",261891,2018,"Daňové příjmy",787840474.94
"6963",261891,2018,"Kapitálové příjmy",10349609.45
"6964",261891,2018,"Nedaňové příjmy",105147690.43
"6965",261912,2018,"Daňové příjmy",320632039.47
"6966",261912,2018,"Kapitálové příjmy",20515460.33
"6967",261912,2018,"Nedaňové příjmy",55653237.38
"6968",262340,2018,"Daňové příjmy",705549559.32
"6969",262340,2018,"Kapitálové příjmy",33770057
"6970",262340,2018,"Nedaňové příjmy",147214623.95
"6971",262587,2018,"Daňové příjmy",99694702.35
"6972",262587,2018,"Kapitálové příjmy",1936800
"6973",262587,2018,"Nedaňové příjmy",13330471.25
"6974",262633,2018,"Daňové příjmy",98245735.77
"6975",262633,2018,"Kapitálové příjmy",1171674.25
"6976",262633,2018,"Nedaňové příjmy",43286718.43
"6977",262781,2018,"Daňové příjmy",131300011.09
"6978",262781,2018,"Kapitálové příjmy",3363798
"6979",262781,2018,"Nedaňové příjmy",25101007.93
"6980",262978,2018,"Daňové příjmy",1873673804.21
"6981",262978,2018,"Kapitálové příjmy",34406048.5
"6982",262978,2018,"Nedaňové příjmy",300578821.97
"6983",263958,2018,"Daňové příjmy",405750351.6
"6984",263958,2018,"Kapitálové příjmy",14067181.18
"6985",263958,2018,"Nedaňové příjmy",53496868.94
"6986",263991,2018,"Daňové příjmy",172147238.65
"6987",263991,2018,"Kapitálové příjmy",264320.23
"6988",263991,2018,"Nedaňové příjmy",27415471.79
"6989",264334,2018,"Daňové příjmy",231838435.78
"6990",264334,2018,"Kapitálové příjmy",103161
"6991",264334,2018,"Nedaňové příjmy",16635741.48
"6992",265209,2018,"Daňové příjmy",308666835.88
"6993",265209,2018,"Kapitálové příjmy",3170744
"6994",265209,2018,"Nedaňové příjmy",34559784.85
"6995",265365,2018,"Daňové příjmy",112150426.53
"6996",265365,2018,"Kapitálové příjmy",25261456.02
"6997",265365,2018,"Nedaňové příjmy",15226696.92
"6998",265781,2018,"Daňové příjmy",322274290.51
"6999",265781,2018,"Kapitálové příjmy",2529341
"7000",265781,2018,"Nedaňové příjmy",42194738.76
"7001",266027,2018,"Daňové příjmy",414878706.75
"7002",266027,2018,"Kapitálové příjmy",6759026
"7003",266027,2018,"Nedaňové příjmy",42742751.96
"7004",266094,2018,"Daňové příjmy",1165723017.13
"7005",266094,2018,"Kapitálové příjmy",62425811.07
"7006",266094,2018,"Nedaňové příjmy",77091074.05
"7007",266230,2018,"Daňové příjmy",308107797.38
"7008",266230,2018,"Kapitálové příjmy",1124170
"7009",266230,2018,"Nedaňové příjmy",34386818.67
"7010",266621,2018,"Daňové příjmy",853048059.51
"7011",266621,2018,"Kapitálové příjmy",7412109.87
"7012",266621,2018,"Nedaňové příjmy",116242016.17
"7013",267449,2018,"Daňové příjmy",396123443.76
"7014",267449,2018,"Kapitálové příjmy",17889291.72
"7015",267449,2018,"Nedaňové příjmy",94000639.51
"7016",267538,2018,"Daňové příjmy",153193912.52
"7017",267538,2018,"Kapitálové příjmy",1701366
"7018",267538,2018,"Nedaňové příjmy",29079536.88
"7019",268321,2018,"Daňové příjmy",116231823.96
"7020",268321,2018,"Kapitálové příjmy",2091032
"7021",268321,2018,"Nedaňové příjmy",27606092.2
"7022",268810,2018,"Daňové příjmy",1788094210.58
"7023",268810,2018,"Kapitálové příjmy",88428023.2
"7024",268810,2018,"Nedaňové příjmy",230037855.26
"7025",269247,2018,"Daňové příjmy",125324768.88
"7026",269247,2018,"Kapitálové příjmy",22852645.5
"7027",269247,2018,"Nedaňové příjmy",36316681.54
"7028",270059,2018,"Daňové příjmy",161602012.25
"7029",270059,2018,"Kapitálové příjmy",4445960
"7030",270059,2018,"Nedaňové příjmy",44883414.97
"7031",270211,2018,"Daňové příjmy",394418740.93
"7032",270211,2018,"Kapitálové příjmy",16816449
"7033",270211,2018,"Nedaňové příjmy",41295486.76
"7034",271560,2018,"Daňové příjmy",135291747.03
"7035",271560,2018,"Kapitálové příjmy",5908526.8
"7036",271560,2018,"Nedaňové příjmy",23161293.81
"7037",271632,2018,"Daňové příjmy",293300901.33
"7038",271632,2018,"Kapitálové příjmy",4930620
"7039",271632,2018,"Nedaňové příjmy",47805618.1
"7040",271888,2018,"Daňové příjmy",132925435.99
"7041",271888,2018,"Kapitálové příjmy",4503193.64
"7042",271888,2018,"Nedaňové příjmy",25286818.23
"7043",272523,2018,"Daňové příjmy",124307471.93
"7044",272523,2018,"Kapitálové příjmy",1376904.78
"7045",272523,2018,"Nedaňové příjmy",56538909.5
"7046",272728,2018,"Daňové příjmy",212495469.88
"7047",272728,2018,"Kapitálové příjmy",94700
"7048",272728,2018,"Nedaňové příjmy",46993903.36
"7049",272868,2018,"Daňové příjmy",319747009.48
"7050",272868,2018,"Kapitálové příjmy",2621226
"7051",272868,2018,"Nedaňové příjmy",31204587.11
"7052",272876,2018,"Daňové příjmy",143260744.16
"7053",272876,2018,"Kapitálové příjmy",1905529
"7054",272876,2018,"Nedaňové příjmy",33735773.45
"7055",273571,2018,"Daňové příjmy",112127595.57
"7056",273571,2018,"Kapitálové příjmy",53500
"7057",273571,2018,"Nedaňové příjmy",25534059.53
"7058",274046,2018,"Daňové příjmy",1698960725.68
"7059",274046,2018,"Kapitálové příjmy",33258997.97
"7060",274046,2018,"Nedaňové příjmy",298321698.99
"7061",274101,2018,"Daňové příjmy",160231944.91
"7062",274101,2018,"Kapitálové příjmy",2875890
"7063",274101,2018,"Nedaňové příjmy",11863002.08
"7064",274879,2018,"Daňové příjmy",120698536.61
"7065",274879,2018,"Kapitálové příjmy",2569480
"7066",274879,2018,"Nedaňové příjmy",30352764.66
"7067",274968,2018,"Daňové příjmy",104571502.45
"7068",274968,2018,"Kapitálové příjmy",1627020
"7069",274968,2018,"Nedaňové příjmy",17834868.31
"7070",275336,2018,"Daňové příjmy",204119686.22
"7071",275336,2018,"Kapitálové příjmy",7259438
"7072",275336,2018,"Nedaňové příjmy",58952288.91
"7073",275808,2018,"Daňové příjmy",95466004.46
"7074",275808,2018,"Kapitálové příjmy",2792879
"7075",275808,2018,"Nedaňové příjmy",30140140.66
"7076",276111,2018,"Daňové příjmy",139253198.42
"7077",276111,2018,"Kapitálové příjmy",46604
"7078",276111,2018,"Nedaňové příjmy",19054282.46
"7079",276227,2018,"Daňové příjmy",274555413.45
"7080",276227,2018,"Kapitálové příjmy",18111624.56
"7081",276227,2018,"Nedaňové příjmy",60931283.91
"7082",276944,2018,"Daňové příjmy",182999588.2
"7083",276944,2018,"Kapitálové příjmy",741061
"7084",276944,2018,"Nedaňové příjmy",31554334.83
"7085",277037,2018,"Daňové příjmy",167635399.82
"7086",277037,2018,"Kapitálové příjmy",4520152.73
"7087",277037,2018,"Nedaňové příjmy",33728159.93
"7088",277177,2018,"Daňové příjmy",163912107.27
"7089",277177,2018,"Kapitálové příjmy",7052469
"7090",277177,2018,"Nedaňové příjmy",65037245.31
"7091",277444,2018,"Daňové příjmy",293827764.38
"7092",277444,2018,"Kapitálové příjmy",5750912.11
"7093",277444,2018,"Nedaňové příjmy",89940716.86
"7094",277819,2018,"Daňové příjmy",241505239.17
"7095",277819,2018,"Kapitálové příjmy",30448487
"7096",277819,2018,"Nedaňové příjmy",91772467.68
"7097",278360,2018,"Daňové příjmy",520378227.5
"7098",278360,2018,"Kapitálové příjmy",4435689
"7099",278360,2018,"Nedaňové příjmy",75294107.16
"7100",278475,2018,"Daňové příjmy",208904363.32
"7101",278475,2018,"Kapitálové příjmy",11030238.33
"7102",278475,2018,"Nedaňové příjmy",90960994.05
"7103",278653,2018,"Daňové příjmy",242930311.61
"7104",278653,2018,"Kapitálové příjmy",1729228
"7105",278653,2018,"Nedaňové příjmy",17051398.4
"7106",279072,2018,"Daňové příjmy",70328338.5
"7107",279072,2018,"Kapitálové příjmy",12766265
"7108",279072,2018,"Nedaňové příjmy",13831705.81
"7109",279102,2018,"Daňové příjmy",170721049.79
"7110",279102,2018,"Kapitálové příjmy",5000177
"7111",279102,2018,"Nedaňové příjmy",20094363.52
"7112",279676,2018,"Daňové příjmy",222667815.17
"7113",279676,2018,"Kapitálové příjmy",14768218.5
"7114",279676,2018,"Nedaňové příjmy",20390502.48
"7115",279773,2018,"Daňové příjmy",205556568.55
"7116",279773,2018,"Kapitálové příjmy",19122441.5
"7117",279773,2018,"Nedaňové příjmy",32141678.83
"7118",279846,2018,"Daňové příjmy",107747080.42
"7119",279846,2018,"Kapitálové příjmy",3957185.11
"7120",279846,2018,"Nedaňové příjmy",13160585.91
"7121",279943,2018,"Daňové příjmy",319965438.5
"7122",279943,2018,"Kapitálové příjmy",14273898.6
"7123",279943,2018,"Nedaňové příjmy",47248514.28
"7124",279978,2018,"Daňové příjmy",192430451.94
"7125",279978,2018,"Kapitálové příjmy",6230933.32
"7126",279978,2018,"Nedaňové příjmy",29617442.87
"7127",281859,2018,"Daňové příjmy",167383814.81
"7128",281859,2018,"Kapitálové příjmy",2697787
"7129",281859,2018,"Nedaňové příjmy",14912072.58
"7130",281964,2018,"Daňové příjmy",197158003
"7131",281964,2018,"Kapitálové příjmy",6117977.73
"7132",281964,2018,"Nedaňové příjmy",40366722.44
"7133",282481,2018,"Daňové příjmy",110963603.41
"7134",282481,2018,"Kapitálové příjmy",328650.4
"7135",282481,2018,"Nedaňové příjmy",9539811.12
"7136",282651,2018,"Daňové příjmy",141998047.44
"7137",282651,2018,"Kapitálové příjmy",2395636
"7138",282651,2018,"Nedaňové příjmy",32539106
"7139",282707,2018,"Daňové příjmy",155751372.52
"7140",282707,2018,"Kapitálové příjmy",12810835
"7141",282707,2018,"Nedaňové příjmy",26056703.85
"7142",282979,2018,"Daňové příjmy",74972949.24
"7143",282979,2018,"Kapitálové příjmy",349119.9
"7144",282979,2018,"Nedaňové příjmy",43138603.55
"7145",283061,2018,"Daňové příjmy",415947433.99
"7146",283061,2018,"Kapitálové příjmy",41057160
"7147",283061,2018,"Nedaňové příjmy",81823050.65
"7148",283193,2018,"Daňové příjmy",117282691.02
"7149",283193,2018,"Kapitálové příjmy",1210020
"7150",283193,2018,"Nedaňové příjmy",41066791.38
"7151",283347,2018,"Daňové příjmy",151317064.04
"7152",283347,2018,"Kapitálové příjmy",5907612
"7153",283347,2018,"Nedaňové příjmy",39408986.21
"7154",283509,2018,"Daňové příjmy",97748116.01
"7155",283509,2018,"Kapitálové příjmy",7059029
"7156",283509,2018,"Nedaňové příjmy",26556259.54
"7157",283924,2018,"Daňové příjmy",1295273401.18
"7158",283924,2018,"Kapitálové příjmy",13647114.07
"7159",283924,2018,"Nedaňové příjmy",250449847.68
"7160",284165,2018,"Daňové příjmy",92057447.05
"7161",284165,2018,"Kapitálové příjmy",855248
"7162",284165,2018,"Nedaňové příjmy",14844422.19
"7163",284301,2018,"Daňové příjmy",298328317.12
"7164",284301,2018,"Kapitálové příjmy",4277893
"7165",284301,2018,"Nedaňové příjmy",46530851.33
"7166",284611,2018,"Daňové příjmy",86381159.46
"7167",284611,2018,"Kapitálové příjmy",1762920
"7168",284611,2018,"Nedaňové příjmy",17216118.04
"7169",284653,2018,"Daňové příjmy",79791257.01
"7170",284653,2018,"Kapitálové příjmy",1209004
"7171",284653,2018,"Nedaňové příjmy",11079228.05
"7172",284891,2018,"Daňové příjmy",410193776.04
"7173",284891,2018,"Kapitálové příjmy",4780244
"7174",284891,2018,"Nedaňové příjmy",65513971.97
"7175",285030,2018,"Daňové příjmy",194604331.07
"7176",285030,2018,"Kapitálové příjmy",4382902
"7177",285030,2018,"Nedaňové příjmy",38637190.16
"7178",285455,2018,"Daňové příjmy",177371257.72
"7179",285455,2018,"Kapitálové příjmy",5838771
"7180",285455,2018,"Nedaňové příjmy",24493327.87
"7181",286010,2018,"Daňové příjmy",881669183.43
"7182",286010,2018,"Kapitálové příjmy",52993098
"7183",286010,2018,"Nedaňové příjmy",168519041.26
"7184",286745,2018,"Daňové příjmy",95954626.49
"7185",286745,2018,"Kapitálové příjmy",4758356
"7186",286745,2018,"Nedaňové příjmy",15001876.21
"7187",287113,2018,"Daňové příjmy",137842372.89
"7188",287113,2018,"Kapitálové příjmy",605529
"7189",287113,2018,"Nedaňové příjmy",29680899.83
"7190",287172,2018,"Daňové příjmy",197351087.42
"7191",287172,2018,"Kapitálové příjmy",1388402
"7192",287172,2018,"Nedaňové příjmy",19302504.42
"7193",287351,2018,"Daňové příjmy",442424563.78
"7194",287351,2018,"Kapitálové příjmy",2014460
"7195",287351,2018,"Nedaňové příjmy",21938180.08
"7196",288365,2018,"Daňové příjmy",48293544.25
"7197",288365,2018,"Kapitálové příjmy",4450039
"7198",288365,2018,"Nedaňové příjmy",6644500.95
"7199",288659,2018,"Daňové příjmy",768810284.01
"7200",288659,2018,"Kapitálové příjmy",91444051
"7201",288659,2018,"Nedaňové příjmy",137031911.15
"7202",289931,2018,"Daňové příjmy",128725183.09
"7203",289931,2018,"Kapitálové příjmy",786430
"7204",289931,2018,"Nedaňové příjmy",7114503.41
"7205",289965,2018,"Daňové příjmy",78549840.05
"7206",289965,2018,"Kapitálové příjmy",35708344.68
"7207",289965,2018,"Nedaňové příjmy",11713398.12
"7208",290629,2018,"Daňové příjmy",591583868.92
"7209",290629,2018,"Kapitálové příjmy",21230580
"7210",290629,2018,"Nedaňové příjmy",19232590.05
"7211",291463,2018,"Daňové příjmy",289748743.22
"7212",291463,2018,"Kapitálové příjmy",15233208
"7213",291463,2018,"Nedaňové příjmy",73657364.02
"7214",291471,2018,"Daňové příjmy",440735854.05
"7215",291471,2018,"Kapitálové příjmy",1675205.3
"7216",291471,2018,"Nedaňové příjmy",125143819.48
"7217",291676,2018,"Daňové příjmy",111771344.85
"7218",291676,2018,"Kapitálové příjmy",1950702
"7219",291676,2018,"Nedaňové příjmy",9003490.56
"7220",292311,2018,"Daňové příjmy",115610921.64
"7221",292311,2018,"Kapitálové příjmy",2736781.61
"7222",292311,2018,"Nedaňové příjmy",20525891.57
"7223",292427,2018,"Daňové příjmy",359540401.07
"7224",292427,2018,"Kapitálové příjmy",15026751.09
"7225",292427,2018,"Nedaňové příjmy",47653652.15
"7226",293199,2018,"Daňové příjmy",101541331.24
"7227",293199,2018,"Kapitálové příjmy",8141739
"7228",293199,2018,"Nedaňové příjmy",17432778.7
"7229",293881,2018,"Daňové příjmy",623768694.02
"7230",293881,2018,"Kapitálové příjmy",44434363
"7231",293881,2018,"Nedaňové příjmy",95709869.95
"7232",294136,2018,"Daňové příjmy",135744642.44
"7233",294136,2018,"Kapitálové příjmy",4541381.5
"7234",294136,2018,"Nedaňové příjmy",8454692.69
"7235",294900,2018,"Daňové příjmy",161533898.56
"7236",294900,2018,"Kapitálové příjmy",23397461.5
"7237",294900,2018,"Nedaňové příjmy",44096141.58
"7238",295671,2018,"Daňové příjmy",194086543.69
"7239",295671,2018,"Kapitálové příjmy",13344451.1
"7240",295671,2018,"Nedaňové příjmy",44767502.99
"7241",295841,2018,"Daňové příjmy",364327990.3
"7242",295841,2018,"Kapitálové příjmy",46608332
"7243",295841,2018,"Nedaňové příjmy",77884428.98
"7244",295892,2018,"Daňové příjmy",276065726.66
"7245",295892,2018,"Kapitálové příjmy",15522852.1
"7246",295892,2018,"Nedaňové příjmy",95244378.84
"7247",296139,2018,"Daňové příjmy",376812903.76
"7248",296139,2018,"Kapitálové příjmy",10028412
"7249",296139,2018,"Nedaňové příjmy",183380093.96
"7250",296317,2018,"Daňové příjmy",142498868.82
"7251",296317,2018,"Kapitálové příjmy",3213104
"7252",296317,2018,"Nedaňové příjmy",61199871.44
"7253",296643,2018,"Daňové příjmy",921555249.77
"7254",296643,2018,"Kapitálové příjmy",5453029
"7255",296643,2018,"Nedaňové příjmy",152995573.18
"7256",296651,2018,"Daňové příjmy",160828504.88
"7257",296651,2018,"Kapitálové příjmy",664896
"7258",296651,2018,"Nedaňové příjmy",28485101.87
"7259",296759,2018,"Daňové příjmy",90441603.23
"7260",296759,2018,"Kapitálové příjmy",10540575
"7261",296759,2018,"Nedaňové příjmy",12142314.31
"7262",297313,2018,"Daňové příjmy",557319600.86
"7263",297313,2018,"Kapitálové příjmy",3251413.95
"7264",297313,2018,"Nedaňové příjmy",83608828.75
"7265",297437,2018,"Daňové příjmy",360314937.67
"7266",297437,2018,"Kapitálové příjmy",49473421
"7267",297437,2018,"Nedaňové příjmy",42436099.95
"7268",297488,2018,"Daňové příjmy",1152771080.52
"7269",297488,2018,"Kapitálové příjmy",9268861
"7270",297488,2018,"Nedaňové příjmy",67204212.12
"7271",297534,2018,"Daňové příjmy",919190292.56
"7272",297534,2018,"Kapitálové příjmy",31373356.6
"7273",297534,2018,"Nedaňové příjmy",135015168.7
"7274",297569,2018,"Daňové příjmy",337131032.36
"7275",297569,2018,"Kapitálové příjmy",11583214
"7276",297569,2018,"Nedaňové příjmy",330484441.73
"7277",297577,2018,"Daňové příjmy",452094620.1
"7278",297577,2018,"Kapitálové příjmy",3850326
"7279",297577,2018,"Nedaňové příjmy",72191725.74
"7280",297755,2018,"Daňové příjmy",122354670.19
"7281",297755,2018,"Kapitálové příjmy",4395340
"7282",297755,2018,"Nedaňové příjmy",44164615.35
"7283",297852,2018,"Daňové příjmy",170898673.12
"7284",297852,2018,"Kapitálové příjmy",26206102.66
"7285",297852,2018,"Nedaňové příjmy",56134644.99
"7286",298077,2018,"Daňové příjmy",355251550.35
"7287",298077,2018,"Kapitálové příjmy",7053285
"7288",298077,2018,"Nedaňové příjmy",28033041.04
"7289",298212,2018,"Daňové příjmy",394575332.34
"7290",298212,2018,"Kapitálové příjmy",1348492.49
"7291",298212,2018,"Nedaňové příjmy",126925894.7
"7292",298221,2018,"Daňové příjmy",120533253.58
"7293",298221,2018,"Kapitálové příjmy",7640687.25
"7294",298221,2018,"Nedaňové příjmy",11013854.37
"7295",299138,2018,"Daňové příjmy",182866332.64
"7296",299138,2018,"Kapitálové příjmy",8765726
"7297",299138,2018,"Nedaňové příjmy",50559805.44
"7298",299308,2018,"Daňové příjmy",1918807093.4
"7299",299308,2018,"Kapitálové příjmy",756237
"7300",299308,2018,"Nedaňové příjmy",96430005.37
"7301",299529,2018,"Daňové příjmy",227835951.63
"7302",299529,2018,"Kapitálové příjmy",6300823
"7303",299529,2018,"Nedaňové příjmy",27469445.79
"7304",299634,2018,"Daňové příjmy",194850672.21
"7305",299634,2018,"Kapitálové příjmy",5705239
"7306",299634,2018,"Nedaňové příjmy",21012074.7
"7307",300063,2018,"Daňové příjmy",212118084.56
"7308",300063,2018,"Kapitálové příjmy",5931897
"7309",300063,2018,"Nedaňové příjmy",34339174.51
"7310",300292,2018,"Daňové příjmy",98575917.04
"7311",300292,2018,"Kapitálové příjmy",20775842
"7312",300292,2018,"Nedaňové příjmy",18660521.89
"7313",300535,2018,"Daňové příjmy",1018857484.83
"7314",300535,2018,"Kapitálové příjmy",18572616.61
"7315",300535,2018,"Nedaňové příjmy",136614941.74
"7316",300870,2018,"Daňové příjmy",96701266.88
"7317",300870,2018,"Kapitálové příjmy",1192115.5
"7318",300870,2018,"Nedaňové příjmy",27086749.24
"7319",301311,2018,"Daňové příjmy",293439328.51
"7320",301311,2018,"Kapitálové příjmy",1864551.6
"7321",301311,2018,"Nedaňové příjmy",44797421.03
"7322",301493,2018,"Daňové příjmy",142134700.03
"7323",301493,2018,"Kapitálové příjmy",20306973.5
"7324",301493,2018,"Nedaňové příjmy",29035790.62
"7325",301825,2018,"Daňové příjmy",734945460.02
"7326",301825,2018,"Kapitálové příjmy",15948157.7
"7327",301825,2018,"Nedaňové příjmy",133487563.27
"7328",302724,2018,"Daňové příjmy",188229477.77
"7329",302724,2018,"Kapitálové příjmy",2632383
"7330",302724,2018,"Nedaňové příjmy",34693016.56
"7331",303038,2018,"Daňové příjmy",166693642.33
"7332",303038,2018,"Kapitálové příjmy",21058849.62
"7333",303038,2018,"Nedaňové příjmy",16349435.92
"7334",303461,2018,"Daňové příjmy",437596552.48
"7335",303461,2018,"Kapitálové příjmy",38344542.31
"7336",303461,2018,"Nedaňové příjmy",80295493.49
"7337",303640,2018,"Daňové příjmy",223530843.94
"7338",303640,2018,"Kapitálové příjmy",5709070.2
"7339",303640,2018,"Nedaňové příjmy",18691383.48
"7340",304271,2018,"Daňové příjmy",272553167.23
"7341",304271,2018,"Kapitálové příjmy",3603316
"7342",304271,2018,"Nedaňové příjmy",11494955.01
"7343",304387,2018,"Daňové příjmy",393449708.11
"7344",304387,2018,"Kapitálové příjmy",18220733
"7345",304387,2018,"Nedaňové příjmy",87943030.45
"7346",304450,2018,"Daňové příjmy",423822234.3
"7347",304450,2018,"Kapitálové příjmy",33533730.91
"7348",304450,2018,"Nedaňové příjmy",103119584.49
"7349",845451,2018,"Daňové příjmy",8106922370.68
"7350",845451,2018,"Kapitálové příjmy",72280634.15
"7351",845451,2018,"Nedaňové příjmy",1661807584.23
"7352",44992785,2018,"Daňové příjmy",10601270475.85
"7353",44992785,2018,"Kapitálové příjmy",236247459.32
"7354",44992785,2018,"Nedaňové příjmy",920037927.49
"7355",75370,2019,"Daňové příjmy",6266948580.72
"7356",75370,2019,"Kapitálové příjmy",213548298.01
"7357",75370,2019,"Nedaňové příjmy",884050907.89
"7358",81531,2019,"Daňové příjmy",1777167170.13
"7359",81531,2019,"Kapitálové příjmy",18363.8
"7360",81531,2019,"Nedaňové příjmy",128878437.77
"7361",231401,2019,"Daňové příjmy",327170137.32
"7362",231401,2019,"Kapitálové příjmy",1468962
"7363",231401,2019,"Nedaňové příjmy",64952717.67
"7364",232947,2019,"Daňové příjmy",192735558.44
"7365",232947,2019,"Kapitálové příjmy",2017250
"7366",232947,2019,"Nedaňové příjmy",57943787.18
"7367",232963,2019,"Daňové příjmy",99370844.08
"7368",232963,2019,"Kapitálové příjmy",446374
"7369",232963,2019,"Nedaňové příjmy",39927422.02
"7370",233129,2019,"Daňové příjmy",364551918.89
"7371",233129,2019,"Kapitálové příjmy",4747853.6
"7372",233129,2019,"Nedaňové příjmy",35924675.02
"7373",233242,2019,"Daňové příjmy",156146083.46
"7374",233242,2019,"Kapitálové příjmy",443656.76
"7375",233242,2019,"Nedaňové příjmy",12223704.08
"7376",234516,2019,"Daňové příjmy",1301924131.83
"7377",234516,2019,"Kapitálové příjmy",17898847.71
"7378",234516,2019,"Nedaňové příjmy",98468300.65
"7379",234877,2019,"Daňové příjmy",287867859.81
"7380",234877,2019,"Kapitálové příjmy",2709982
"7381",234877,2019,"Nedaňové příjmy",17163747.71
"7382",235334,2019,"Daňové příjmy",136232303.32
"7383",235334,2019,"Nedaňové příjmy",9106614.23
"7384",235440,2019,"Daňové příjmy",583288176.48
"7385",235440,2019,"Kapitálové příjmy",52265293.96
"7386",235440,2019,"Nedaňové příjmy",268713979.91
"7387",236021,2019,"Daňové příjmy",202473194.59
"7388",236021,2019,"Kapitálové příjmy",8301618
"7389",236021,2019,"Nedaňové příjmy",51918594.15
"7390",236195,2019,"Daňové příjmy",388805846.39
"7391",236195,2019,"Kapitálové příjmy",3118443.5
"7392",236195,2019,"Nedaňové příjmy",87088330.95
"7393",236977,2019,"Daňové příjmy",337917126.65
"7394",236977,2019,"Kapitálové příjmy",13501137.54
"7395",236977,2019,"Nedaňové příjmy",29267738.31
"7396",237051,2019,"Daňové příjmy",360694688.36
"7397",237051,2019,"Kapitálové příjmy",831282
"7398",237051,2019,"Nedaňové příjmy",42133698.99
"7399",237108,2019,"Daňové příjmy",319324103.72
"7400",237108,2019,"Kapitálové příjmy",2035745
"7401",237108,2019,"Nedaňové příjmy",17236789.86
"7402",238295,2019,"Daňové příjmy",971347015.08
"7403",238295,2019,"Kapitálové příjmy",37869438.51
"7404",238295,2019,"Nedaňové příjmy",80412230.6
"7405",238309,2019,"Daňové příjmy",153290365.3
"7406",238309,2019,"Kapitálové příjmy",12635991
"7407",238309,2019,"Nedaňové příjmy",8949386.53
"7408",239402,2019,"Daňové příjmy",184548861.41
"7409",239402,2019,"Kapitálové příjmy",17001
"7410",239402,2019,"Nedaňové příjmy",14565236.67
"7411",239500,2019,"Daňové příjmy",294321966.45
"7412",239500,2019,"Kapitálové příjmy",47605017.91
"7413",239500,2019,"Nedaňové příjmy",38229406.46
