"","ico","year","class_of_revenue","Revenue_CZK"
"1487",266094,2009,"Nedaňové příjmy",83034090
"1488",266230,2009,"Daňové příjmy",153421830
"1489",266230,2009,"Kapitálové příjmy",12437550
"1490",266230,2009,"Nedaňové příjmy",84554260
"1491",266621,2009,"Daňové příjmy",588972160
"1492",266621,2009,"Kapitálové příjmy",28887060
"1493",266621,2009,"Nedaňové příjmy",68774080
"1494",267449,2009,"Daňové příjmy",274330700
"1495",267449,2009,"Kapitálové příjmy",118163430
"1496",267449,2009,"Nedaňové příjmy",84728510
"1497",267538,2009,"Daňové příjmy",90504410
"1498",267538,2009,"Kapitálové příjmy",18548510
"1499",267538,2009,"Nedaňové příjmy",10842760
"1500",268321,2009,"Daňové příjmy",62954080
"1501",268321,2009,"Kapitálové příjmy",8947140
"1502",268321,2009,"Nedaňové příjmy",14612550
"1503",268810,2009,"Daňové příjmy",1181756010
"1504",268810,2009,"Kapitálové příjmy",99429850
"1505",268810,2009,"Nedaňové příjmy",323345560
"1506",269247,2009,"Daňové příjmy",70009010
"1507",269247,2009,"Kapitálové příjmy",16289540
"1508",269247,2009,"Nedaňové příjmy",26006980
"1509",270059,2009,"Daňové příjmy",100345670
"1510",270059,2009,"Kapitálové příjmy",3437970
"1511",270059,2009,"Nedaňové příjmy",29945760
"1512",270211,2009,"Daňové příjmy",240359160
"1513",270211,2009,"Kapitálové příjmy",7691390
"1514",270211,2009,"Nedaňové příjmy",39146950
"1515",271560,2009,"Daňové příjmy",83656570
"1516",271560,2009,"Kapitálové příjmy",3899200
"1517",271560,2009,"Nedaňové příjmy",26733430
"1518",271632,2009,"Daňové příjmy",202369430
"1519",271632,2009,"Kapitálové příjmy",73139220
"1520",271632,2009,"Nedaňové příjmy",48645670
"1521",271888,2009,"Daňové příjmy",88269290
"1522",271888,2009,"Kapitálové příjmy",12344720
"1523",271888,2009,"Nedaňové příjmy",23002320
"1524",272523,2009,"Daňové příjmy",71012820
"1525",272523,2009,"Kapitálové příjmy",23761330
"1526",272523,2009,"Nedaňové příjmy",38060620
"1527",272728,2009,"Daňové příjmy",117347310
"1528",272728,2009,"Kapitálové příjmy",9600820
"1529",272728,2009,"Nedaňové příjmy",47917420
"1530",272868,2009,"Daňové příjmy",198204890
"1531",272868,2009,"Kapitálové příjmy",165012760
"1532",272868,2009,"Nedaňové příjmy",33251220
"1533",272876,2009,"Daňové příjmy",87778340
"1534",272876,2009,"Kapitálové příjmy",2643040
"1535",272876,2009,"Nedaňové příjmy",22482340
"1536",273571,2009,"Daňové příjmy",55539160
"1537",273571,2009,"Kapitálové příjmy",389740
"1538",273571,2009,"Nedaňové příjmy",23807150
"1539",274046,2009,"Daňové příjmy",1066510410
"1540",274046,2009,"Kapitálové příjmy",146496490
"1541",274046,2009,"Nedaňové příjmy",85422240
"1542",274101,2009,"Daňové příjmy",84409780
"1543",274101,2009,"Kapitálové příjmy",40408830
"1544",274101,2009,"Nedaňové příjmy",13007900
"1545",274879,2009,"Daňové příjmy",85616340
"1546",274879,2009,"Kapitálové příjmy",6254730
"1547",274879,2009,"Nedaňové příjmy",20123130
"1548",274968,2009,"Daňové příjmy",57494470
"1549",274968,2009,"Kapitálové příjmy",16711160
"1550",274968,2009,"Nedaňové příjmy",13695500
"1551",275336,2009,"Daňové příjmy",112867680
"1552",275336,2009,"Kapitálové příjmy",1607050
"1553",275336,2009,"Nedaňové příjmy",53509040
"1554",275808,2009,"Daňové příjmy",52336060
"1555",275808,2009,"Kapitálové příjmy",3677140
"1556",275808,2009,"Nedaňové příjmy",26490800
"1557",276111,2009,"Daňové příjmy",80752690
"1558",276111,2009,"Kapitálové příjmy",1007200
"1559",276111,2009,"Nedaňové příjmy",18145820
"1560",276227,2009,"Daňové příjmy",178728590
"1561",276227,2009,"Kapitálové příjmy",55136740
"1562",276227,2009,"Nedaňové příjmy",64236150
"1563",276944,2009,"Daňové příjmy",113086530
"1564",276944,2009,"Kapitálové příjmy",477800
"1565",276944,2009,"Nedaňové příjmy",10897630
"1566",277037,2009,"Daňové příjmy",101503650
"1567",277037,2009,"Kapitálové příjmy",90901370
"1568",277037,2009,"Nedaňové příjmy",20955060
"1569",277177,2009,"Daňové příjmy",94951370
"1570",277177,2009,"Kapitálové příjmy",19710370
"1571",277177,2009,"Nedaňové příjmy",43757190
"1572",277444,2009,"Daňové příjmy",188755540
"1573",277444,2009,"Kapitálové příjmy",65293450
"1574",277444,2009,"Nedaňové příjmy",67570260
"1575",277819,2009,"Daňové příjmy",160591460
"1576",277819,2009,"Kapitálové příjmy",22522240
"1577",277819,2009,"Nedaňové příjmy",71429620
"1578",278360,2009,"Daňové příjmy",312996280
"1579",278360,2009,"Kapitálové příjmy",70833900
"1580",278360,2009,"Nedaňové příjmy",45782800
"1581",278475,2009,"Daňové příjmy",121801700
"1582",278475,2009,"Kapitálové příjmy",25687330
"1583",278475,2009,"Nedaňové příjmy",27574840
"1584",278653,2009,"Daňové příjmy",149771250
"1585",278653,2009,"Kapitálové příjmy",18194610
"1586",278653,2009,"Nedaňové příjmy",16061320
"1587",279072,2009,"Daňové příjmy",41033810
"1588",279072,2009,"Kapitálové příjmy",4423310
"1589",279072,2009,"Nedaňové příjmy",8659370
"1590",279102,2009,"Daňové příjmy",96111020
"1591",279102,2009,"Kapitálové příjmy",13622730
"1592",279102,2009,"Nedaňové příjmy",21605010
"1593",279676,2009,"Daňové příjmy",137491970
"1594",279676,2009,"Kapitálové příjmy",14283770
"1595",279676,2009,"Nedaňové příjmy",27210670
"1596",279773,2009,"Daňové příjmy",126405070
"1597",279773,2009,"Kapitálové příjmy",4266140
"1598",279773,2009,"Nedaňové příjmy",26664550
"1599",279846,2009,"Daňové příjmy",68139350
"1600",279846,2009,"Kapitálové příjmy",32453920
"1601",279846,2009,"Nedaňové příjmy",11774170
"1602",279943,2009,"Daňové příjmy",198469040
"1603",279943,2009,"Kapitálové příjmy",11731180
"1604",279943,2009,"Nedaňové příjmy",54910050
"1605",279978,2009,"Daňové příjmy",106509510
"1606",279978,2009,"Kapitálové příjmy",20467250
"1607",279978,2009,"Nedaňové příjmy",38799060
"1608",281859,2009,"Daňové příjmy",83832200
"1609",281859,2009,"Kapitálové příjmy",746060
"1610",281859,2009,"Nedaňové příjmy",8367280
"1611",281964,2009,"Daňové příjmy",98330070
"1612",281964,2009,"Kapitálové příjmy",120500
"1613",281964,2009,"Nedaňové příjmy",31607920
"1614",282481,2009,"Daňové příjmy",50180760
"1615",282481,2009,"Kapitálové příjmy",6232980
"1616",282481,2009,"Nedaňové příjmy",4822850
"1617",282651,2009,"Daňové příjmy",68846060
"1618",282651,2009,"Kapitálové příjmy",3794850
"1619",282651,2009,"Nedaňové příjmy",15925560
"1620",282707,2009,"Daňové příjmy",77190700
"1621",282707,2009,"Kapitálové příjmy",3429390
"1622",282707,2009,"Nedaňové příjmy",21514140
"1623",282979,2009,"Daňové příjmy",33355420
"1624",282979,2009,"Kapitálové příjmy",321260
"1625",282979,2009,"Nedaňové příjmy",14769610
"1626",283061,2009,"Daňové příjmy",253056620
"1627",283061,2009,"Kapitálové příjmy",312898240
"1628",283061,2009,"Nedaňové příjmy",84241040
"1629",283193,2009,"Daňové příjmy",64971210
"1630",283193,2009,"Kapitálové příjmy",21249550
"1631",283193,2009,"Nedaňové příjmy",25010340
"1632",283347,2009,"Daňové příjmy",79557560
"1633",283347,2009,"Kapitálové příjmy",16517090
"1634",283347,2009,"Nedaňové příjmy",36853620
"1635",283509,2009,"Daňové příjmy",44423490
"1636",283509,2009,"Kapitálové příjmy",34017840
"1637",283509,2009,"Nedaňové příjmy",25582980
"1638",283924,2009,"Daňové příjmy",860285890
"1639",283924,2009,"Kapitálové příjmy",139297460
"1640",283924,2009,"Nedaňové příjmy",258992770
"1641",284165,2009,"Daňové příjmy",58146080
"1642",284165,2009,"Kapitálové příjmy",7094580
"1643",284165,2009,"Nedaňové příjmy",13320200
"1644",284301,2009,"Daňové příjmy",205664790
"1645",284301,2009,"Kapitálové příjmy",4020980
"1646",284301,2009,"Nedaňové příjmy",35543480
"1647",284611,2009,"Daňové příjmy",47383050
"1648",284611,2009,"Kapitálové příjmy",3593790
"1649",284611,2009,"Nedaňové příjmy",14803580
"1650",284653,2009,"Daňové příjmy",39140670
"1651",284653,2009,"Kapitálové příjmy",6821940
"1652",284653,2009,"Nedaňové příjmy",7172320
"1653",284891,2009,"Daňové příjmy",256019560
"1654",284891,2009,"Kapitálové příjmy",28453180
"1655",284891,2009,"Nedaňové příjmy",57433710
"1656",285030,2009,"Daňové příjmy",122222460
"1657",285030,2009,"Kapitálové příjmy",74785780
"1658",285030,2009,"Nedaňové příjmy",24436270
"1659",285455,2009,"Daňové příjmy",110747060
"1660",285455,2009,"Kapitálové příjmy",19383720
"1661",285455,2009,"Nedaňové příjmy",17726420
"1662",286010,2009,"Daňové příjmy",618531620
"1663",286010,2009,"Kapitálové příjmy",156465760
"1664",286010,2009,"Nedaňové příjmy",114394440
"1665",286745,2009,"Daňové příjmy",48411380
"1666",286745,2009,"Kapitálové příjmy",624850
"1667",286745,2009,"Nedaňové příjmy",14595220
"1668",287113,2009,"Daňové příjmy",86374470
"1669",287113,2009,"Kapitálové příjmy",4783810
"1670",287113,2009,"Nedaňové příjmy",30457430
"1671",287172,2009,"Daňové příjmy",118295750
"1672",287172,2009,"Kapitálové příjmy",19806290
"1673",287172,2009,"Nedaňové příjmy",45475810
"1674",287351,2009,"Daňové příjmy",280590040
"1675",287351,2009,"Kapitálové příjmy",7511450
"1676",287351,2009,"Nedaňové příjmy",37466790
"1677",288365,2009,"Daňové příjmy",25361590
"1678",288365,2009,"Kapitálové příjmy",6655370
"1679",288365,2009,"Nedaňové příjmy",5429700
"1680",288659,2009,"Daňové příjmy",483066080
"1681",288659,2009,"Kapitálové příjmy",170629510
"1682",288659,2009,"Nedaňové příjmy",143130790
"1683",289931,2009,"Daňové příjmy",76943290
"1684",289931,2009,"Kapitálové příjmy",1892710
"1685",289931,2009,"Nedaňové příjmy",18968940
"1686",289965,2009,"Daňové příjmy",44976300
"1687",289965,2009,"Kapitálové příjmy",31808420
"1688",289965,2009,"Nedaňové příjmy",14493060
"1689",290629,2009,"Daňové příjmy",391762160
"1690",290629,2009,"Kapitálové příjmy",10991520
"1691",290629,2009,"Nedaňové příjmy",41415890
"1692",291463,2009,"Daňové příjmy",180940750
"1693",291463,2009,"Kapitálové příjmy",16795680
"1694",291463,2009,"Nedaňové příjmy",31134560
"1695",291471,2009,"Daňové příjmy",278836050
"1696",291471,2009,"Kapitálové příjmy",75896070
"1697",291471,2009,"Nedaňové příjmy",118107990
"1698",291676,2009,"Daňové příjmy",55497830
"1699",291676,2009,"Kapitálové příjmy",6204770
"1700",291676,2009,"Nedaňové příjmy",6786830
"1701",292311,2009,"Daňové příjmy",54888420
"1702",292311,2009,"Kapitálové příjmy",3432150
"1703",292311,2009,"Nedaňové příjmy",7008320
"1704",292427,2009,"Daňové příjmy",262954300
"1705",292427,2009,"Kapitálové příjmy",45058380
"1706",292427,2009,"Nedaňové příjmy",24613420
"1707",293199,2009,"Daňové příjmy",53108840
"1708",293199,2009,"Kapitálové příjmy",17674990
"1709",293199,2009,"Nedaňové příjmy",12108430
"1710",293881,2009,"Daňové příjmy",376083750
"1711",293881,2009,"Kapitálové příjmy",51512260
"1712",293881,2009,"Nedaňové příjmy",239796060
"1713",294136,2009,"Daňové příjmy",95886540
"1714",294136,2009,"Nedaňové příjmy",9410600
"1715",294900,2009,"Daňové příjmy",104732290
"1716",294900,2009,"Kapitálové příjmy",34456360
"1717",294900,2009,"Nedaňové příjmy",35704330
"1718",295671,2009,"Daňové příjmy",114815220
"1719",295671,2009,"Kapitálové příjmy",12856580
"1720",295671,2009,"Nedaňové příjmy",11453970
"1721",295841,2009,"Daňové příjmy",242302180
"1722",295841,2009,"Kapitálové příjmy",15623510
"1723",295841,2009,"Nedaňové příjmy",85132710
"1724",295892,2009,"Daňové příjmy",170755410
"1725",295892,2009,"Kapitálové příjmy",71689470
"1726",295892,2009,"Nedaňové příjmy",56297300
"1727",296139,2009,"Daňové příjmy",233687140
"1728",296139,2009,"Kapitálové příjmy",10907040
"1729",296139,2009,"Nedaňové příjmy",87027700
"1730",296317,2009,"Daňové příjmy",84090000
"1731",296317,2009,"Kapitálové příjmy",10599180
"1732",296317,2009,"Nedaňové příjmy",38881780
"1733",296643,2009,"Daňové příjmy",666232700
"1734",296643,2009,"Kapitálové příjmy",108912560
"1735",296643,2009,"Nedaňové příjmy",174524520
"1736",296651,2009,"Daňové příjmy",90944240
"1737",296651,2009,"Kapitálové příjmy",3387900
"1738",296651,2009,"Nedaňové příjmy",17180220
"1739",296759,2009,"Daňové příjmy",46309560
"1740",296759,2009,"Kapitálové příjmy",31342530
"1741",296759,2009,"Nedaňové příjmy",15421920
"1742",297313,2009,"Daňové příjmy",372716520
"1743",297313,2009,"Kapitálové příjmy",38637540
"1744",297313,2009,"Nedaňové příjmy",76274110
"1745",297437,2009,"Daňové příjmy",230207850
"1746",297437,2009,"Kapitálové příjmy",58574730
"1747",297437,2009,"Nedaňové příjmy",51776020
"1748",297488,2009,"Daňové příjmy",881830050
"1749",297488,2009,"Kapitálové příjmy",39514530
"1750",297488,2009,"Nedaňové příjmy",43641520
"1751",297534,2009,"Daňové příjmy",657721980
"1752",297534,2009,"Kapitálové příjmy",628491860
"1753",297534,2009,"Nedaňové příjmy",279365040
"1754",297569,2009,"Daňové příjmy",214555150
"1755",297569,2009,"Kapitálové příjmy",19532720
"1756",297569,2009,"Nedaňové příjmy",254659770
"1757",297577,2009,"Daňové příjmy",301008390
"1758",297577,2009,"Kapitálové příjmy",17798810
"1759",297577,2009,"Nedaňové příjmy",69295230
"1760",297755,2009,"Daňové příjmy",68796010
"1761",297755,2009,"Kapitálové příjmy",5873120
"1762",297755,2009,"Nedaňové příjmy",34501950
"1763",297852,2009,"Daňové příjmy",103709080
"1764",297852,2009,"Kapitálové příjmy",6437270
"1765",297852,2009,"Nedaňové příjmy",48190710
"1766",298077,2009,"Daňové příjmy",237869260
"1767",298077,2009,"Kapitálové příjmy",2849540
"1768",298077,2009,"Nedaňové příjmy",14733450
"1769",298212,2009,"Daňové příjmy",248146410
"1770",298212,2009,"Kapitálové příjmy",7671280
"1771",298212,2009,"Nedaňové příjmy",79868300
"1772",298221,2009,"Daňové příjmy",67331700
"1773",298221,2009,"Kapitálové příjmy",4195020
"1774",298221,2009,"Nedaňové příjmy",13090140
"1775",299138,2009,"Daňové příjmy",100274450
"1776",299138,2009,"Kapitálové příjmy",4082700
"1777",299138,2009,"Nedaňové příjmy",32885190
"1778",299308,2009,"Daňové příjmy",1188615440
"1779",299308,2009,"Kapitálové příjmy",257260
"1780",299308,2009,"Nedaňové příjmy",92519060
"1781",299529,2009,"Daňové příjmy",129077250
"1782",299529,2009,"Kapitálové příjmy",31252440
"1783",299529,2009,"Nedaňové příjmy",18689020
"1784",299634,2009,"Daňové příjmy",115183590
"1785",299634,2009,"Kapitálové příjmy",26833600
"1786",299634,2009,"Nedaňové příjmy",19650280
"1787",300063,2009,"Daňové příjmy",129479390
"1788",300063,2009,"Kapitálové příjmy",10432630
"1789",300063,2009,"Nedaňové příjmy",26878550
"1790",300292,2009,"Daňové příjmy",56156300
"1791",300292,2009,"Kapitálové příjmy",4805940
"1792",300292,2009,"Nedaňové příjmy",59744460
"1793",300535,2009,"Daňové příjmy",673982410
"1794",300535,2009,"Kapitálové příjmy",112313520
"1795",300535,2009,"Nedaňové příjmy",131005660
"1796",300870,2009,"Daňové příjmy",53886150
"1797",300870,2009,"Kapitálové příjmy",3171530
"1798",300870,2009,"Nedaňové příjmy",20453490
"1799",301311,2009,"Daňové příjmy",204797700
"1800",301311,2009,"Kapitálové příjmy",17313380
"1801",301311,2009,"Nedaňové příjmy",29302420
"1802",301493,2009,"Daňové příjmy",82376540
"1803",301493,2009,"Kapitálové příjmy",22456690
"1804",301493,2009,"Nedaňové příjmy",27831240
"1805",301825,2009,"Daňové příjmy",498359780
"1806",301825,2009,"Kapitálové příjmy",47033770
"1807",301825,2009,"Nedaňové příjmy",123411480
"1808",302724,2009,"Daňové příjmy",118400580
"1809",302724,2009,"Kapitálové příjmy",4196340
"1810",302724,2009,"Nedaňové příjmy",43676700
"1811",303038,2009,"Daňové příjmy",93492530
"1812",303038,2009,"Kapitálové příjmy",9487820
"1813",303038,2009,"Nedaňové příjmy",12804170
"1814",303461,2009,"Daňové příjmy",267602700
"1815",303461,2009,"Kapitálové příjmy",64355950
"1816",303461,2009,"Nedaňové příjmy",116972630
"1817",303640,2009,"Daňové příjmy",127059680
"1818",303640,2009,"Kapitálové příjmy",9510400
"1819",303640,2009,"Nedaňové příjmy",11145860
"1820",304271,2009,"Daňové příjmy",157683650
"1821",304271,2009,"Kapitálové příjmy",2365610
"1822",304271,2009,"Nedaňové příjmy",8168470
"1823",304387,2009,"Daňové příjmy",269296040
"1824",304387,2009,"Kapitálové příjmy",38520290
"1825",304387,2009,"Nedaňové příjmy",74546170
"1826",304450,2009,"Daňové příjmy",287921490
"1827",304450,2009,"Kapitálové příjmy",37451310
"1828",304450,2009,"Nedaňové příjmy",61429240
"1829",845451,2009,"Daňové příjmy",5889728440
"1830",845451,2009,"Kapitálové příjmy",343319540
"1831",845451,2009,"Nedaňové příjmy",1224931910
"1832",44992785,2009,"Daňové příjmy",7063483730
"1833",44992785,2009,"Kapitálové příjmy",1077826530
"1834",44992785,2009,"Nedaňové příjmy",1140145780
"1835",75370,2010,"Daňové příjmy",3425751710
"1836",75370,2010,"Kapitálové příjmy",201939020
"1837",75370,2010,"Nedaňové příjmy",1202131680
"1838",81531,2010,"Daňové příjmy",1129930720
"1839",81531,2010,"Kapitálové příjmy",10375550
"1840",81531,2010,"Nedaňové příjmy",44708960
"1841",231401,2010,"Daňové příjmy",193442660
"1842",231401,2010,"Kapitálové příjmy",5884790
"1843",231401,2010,"Nedaňové příjmy",14753200
"1844",232947,2010,"Daňové příjmy",113672520
"1845",232947,2010,"Kapitálové příjmy",6259140
"1846",232947,2010,"Nedaňové příjmy",46919620
"1847",232963,2010,"Daňové příjmy",56486840
"1848",232963,2010,"Kapitálové příjmy",1040220
"1849",232963,2010,"Nedaňové příjmy",30159180
"1850",233129,2010,"Daňové příjmy",202622170
"1851",233129,2010,"Kapitálové příjmy",16239620
"1852",233129,2010,"Nedaňové příjmy",20851410
"1853",233242,2010,"Daňové příjmy",77117120
"1854",233242,2010,"Kapitálové příjmy",6094960
"1855",233242,2010,"Nedaňové příjmy",8674710
"1856",234516,2010,"Daňové příjmy",766206800
"1857",234516,2010,"Kapitálové příjmy",96354970
"1858",234516,2010,"Nedaňové příjmy",162233130
"1859",234877,2010,"Daňové příjmy",160201480
"1860",234877,2010,"Kapitálové příjmy",9067150
"1861",234877,2010,"Nedaňové příjmy",14685980
"1862",235334,2010,"Daňové příjmy",72106400
"1863",235334,2010,"Kapitálové příjmy",164640
"1864",235334,2010,"Nedaňové příjmy",3604960
"1865",235440,2010,"Daňové příjmy",363183880
"1866",235440,2010,"Kapitálové příjmy",68338820
"1867",235440,2010,"Nedaňové příjmy",220575350
"1868",236021,2010,"Daňové příjmy",143501650
"1869",236021,2010,"Kapitálové příjmy",87194240
"1870",236021,2010,"Nedaňové příjmy",57292550
"1871",236195,2010,"Daňové příjmy",224476500
"1872",236195,2010,"Kapitálové příjmy",12264310
"1873",236195,2010,"Nedaňové příjmy",76483810
"1874",236977,2010,"Daňové příjmy",187864040
"1875",236977,2010,"Kapitálové příjmy",210310
"1876",236977,2010,"Nedaňové příjmy",36603960
"1877",237051,2010,"Daňové příjmy",200231620
"1878",237051,2010,"Kapitálové příjmy",66460130
"1879",237051,2010,"Nedaňové příjmy",30519330
"1880",237108,2010,"Daňové příjmy",160786280
"1881",237108,2010,"Kapitálové příjmy",954240
"1882",237108,2010,"Nedaňové příjmy",8376220
"1883",238295,2010,"Daňové příjmy",526464480
"1884",238295,2010,"Kapitálové příjmy",45031010
"1885",238295,2010,"Nedaňové příjmy",29574280
"1886",238309,2010,"Daňové příjmy",83697920
"1887",238309,2010,"Kapitálové příjmy",4227230
"1888",238309,2010,"Nedaňové příjmy",7249840
"1889",239402,2010,"Daňové příjmy",83969830
"1890",239402,2010,"Kapitálové příjmy",7966530
"1891",239402,2010,"Nedaňové příjmy",13100360
"1892",239500,2010,"Daňové příjmy",155233090
"1893",239500,2010,"Kapitálové příjmy",10260260
"1894",239500,2010,"Nedaňové příjmy",34124140
"1895",239640,2010,"Daňové příjmy",148104270
"1896",239640,2010,"Kapitálové příjmy",6763960
"1897",239640,2010,"Nedaňové příjmy",21787360
"1898",240079,2010,"Daňové příjmy",219166310
"1899",240079,2010,"Kapitálové příjmy",30990540
"1900",240079,2010,"Nedaňové příjmy",68563010
"1901",240702,2010,"Daňové příjmy",171083440
"1902",240702,2010,"Kapitálové příjmy",15668560
"1903",240702,2010,"Nedaňové příjmy",53404500
"1904",241121,2010,"Daňové příjmy",90696090
"1905",241121,2010,"Kapitálové příjmy",12600730
"1906",241121,2010,"Nedaňové příjmy",40231100
"1907",242098,2010,"Daňové příjmy",80094030
"1908",242098,2010,"Kapitálové příjmy",13493410
"1909",242098,2010,"Nedaňové příjmy",16961700
"1910",243132,2010,"Daňové příjmy",359741890
"1911",243132,2010,"Kapitálové příjmy",94203000
"1912",243132,2010,"Nedaňové příjmy",68010340
"1913",243272,2010,"Daňové příjmy",75111840
"1914",243272,2010,"Kapitálové příjmy",38729880
"1915",243272,2010,"Nedaňové příjmy",39596980
"1916",244309,2010,"Daňové příjmy",174987770
"1917",244309,2010,"Kapitálové příjmy",36851810
"1918",244309,2010,"Nedaňové příjmy",24364860
"1919",244732,2010,"Daňové příjmy",1153835880
"1920",244732,2010,"Kapitálové příjmy",78448230
"1921",244732,2010,"Nedaňové příjmy",396901100
"1922",245551,2010,"Daňové příjmy",43842440
"1923",245551,2010,"Kapitálové příjmy",877230
"1924",245551,2010,"Nedaňové příjmy",19250890
"1925",245585,2010,"Daňové příjmy",85793310
"1926",245585,2010,"Kapitálové příjmy",14969600
"1927",245585,2010,"Nedaňové příjmy",14717260
"1928",245836,2010,"Daňové příjmy",166053140
"1929",245836,2010,"Kapitálové příjmy",7352840
"1930",245836,2010,"Nedaňové příjmy",63591800
"1931",245941,2010,"Daňové příjmy",75111720
"1932",245941,2010,"Kapitálové příjmy",2054490
"1933",245941,2010,"Nedaňové příjmy",25165460
"1934",246476,2010,"Daňové příjmy",84204280
"1935",246476,2010,"Kapitálové příjmy",1101730
"1936",246476,2010,"Nedaňové příjmy",19326470
"1937",246875,2010,"Daňové příjmy",254629620
"1938",246875,2010,"Kapitálové příjmy",10866580
"1939",246875,2010,"Nedaňové příjmy",102200280
"1940",247618,2010,"Daňové příjmy",114505650
"1941",247618,2010,"Kapitálové příjmy",67638550
"1942",247618,2010,"Nedaňové příjmy",102961400
"1943",248266,2010,"Daňové příjmy",116798700
"1944",248266,2010,"Kapitálové příjmy",63034830
"1945",248266,2010,"Nedaňové příjmy",40234900
"1946",248789,2010,"Daňové příjmy",58865860
"1947",248789,2010,"Kapitálové příjmy",5714630
"1948",248789,2010,"Nedaňové příjmy",25077480
"1949",248801,2010,"Daňové příjmy",184505080
"1950",248801,2010,"Kapitálové příjmy",3477460
"1951",248801,2010,"Nedaňové příjmy",13283850
"1952",249831,2010,"Daňové příjmy",86829330
"1953",249831,2010,"Kapitálové příjmy",65000
"1954",249831,2010,"Nedaňové příjmy",13324630
"1955",249998,2010,"Daňové příjmy",334764500
"1956",249998,2010,"Kapitálové příjmy",32232180
"1957",249998,2010,"Nedaňové příjmy",185310070
"1958",250627,2010,"Daňové příjmy",128292980
"1959",250627,2010,"Kapitálové příjmy",1681860
"1960",250627,2010,"Nedaňové příjmy",44997810
"1961",250805,2010,"Daňové příjmy",84528170
"1962",250805,2010,"Kapitálové příjmy",13465680
"1963",250805,2010,"Nedaňové příjmy",29916790
"1964",250996,2010,"Daňové příjmy",70336170
"1965",250996,2010,"Kapitálové příjmy",2807250
"1966",250996,2010,"Nedaňové příjmy",17012600
"1967",251810,2010,"Daňové příjmy",254348940
"1968",251810,2010,"Kapitálové příjmy",19367900
"1969",251810,2010,"Nedaňové příjmy",74002150
"1970",251984,2010,"Daňové příjmy",69960250
"1971",251984,2010,"Kapitálové příjmy",708200
"1972",251984,2010,"Nedaňové příjmy",23485320
"1973",252921,2010,"Daňové příjmy",71040900
"1974",252921,2010,"Kapitálové příjmy",4113790
"1975",252921,2010,"Nedaňové příjmy",23419310
"1976",253014,2010,"Daňové příjmy",444274280
"1977",253014,2010,"Kapitálové příjmy",138041020
"1978",253014,2010,"Nedaňové příjmy",228464530
"1979",253316,2010,"Daňové příjmy",124164080
"1980",253316,2010,"Kapitálové příjmy",30144040
"1981",253316,2010,"Nedaňové příjmy",96203900
"1982",253383,2010,"Daňové příjmy",55959340
"1983",253383,2010,"Kapitálové příjmy",5520490
"1984",253383,2010,"Nedaňové příjmy",9673850
"1985",253901,2010,"Daňové příjmy",125047880
"1986",253901,2010,"Kapitálové příjmy",11211220
"1987",253901,2010,"Nedaňové příjmy",11098540
"1988",253979,2010,"Daňové příjmy",375351210
"1989",253979,2010,"Kapitálové příjmy",78162300
"1990",253979,2010,"Nedaňové příjmy",148703850
"1991",254061,2010,"Daňové příjmy",187195780
"1992",254061,2010,"Kapitálové příjmy",101379140
"1993",254061,2010,"Nedaňové příjmy",52129200
"1994",254657,2010,"Daňové příjmy",644108460
"1995",254657,2010,"Kapitálové příjmy",212600
"1996",254657,2010,"Nedaňové příjmy",153738440
"1997",254843,2010,"Daňové příjmy",171404950
"1998",254843,2010,"Kapitálové příjmy",3196510
"1999",254843,2010,"Nedaňové příjmy",90821940
"2000",255513,2010,"Daňové příjmy",57064890
"2001",255513,2010,"Kapitálové příjmy",45491600
"2002",255513,2010,"Nedaňové příjmy",18848830
"2003",255661,2010,"Daňové příjmy",219912020
"2004",255661,2010,"Kapitálové příjmy",34022330
"2005",255661,2010,"Nedaňové příjmy",55101980
"2006",256129,2010,"Daňové příjmy",118156690
"2007",256129,2010,"Kapitálové příjmy",6362270
"2008",256129,2010,"Nedaňové příjmy",35367980
"2009",256455,2010,"Daňové příjmy",38726660
"2010",256455,2010,"Kapitálové příjmy",4365810
"2011",256455,2010,"Nedaňové příjmy",4953250
"2012",256986,2010,"Daňové příjmy",35621210
"2013",256986,2010,"Kapitálové příjmy",10397260
"2014",256986,2010,"Nedaňové příjmy",19250500
"2015",257125,2010,"Daňové příjmy",64794460
"2016",257125,2010,"Kapitálové příjmy",14662720
"2017",257125,2010,"Nedaňové příjmy",34770670
"2018",257265,2010,"Daňové příjmy",35423630
"2019",257265,2010,"Kapitálové příjmy",419760
"2020",257265,2010,"Nedaňové příjmy",16924370
"2021",257966,2010,"Daňové příjmy",34649070
"2022",257966,2010,"Kapitálové příjmy",3574340
"2023",257966,2010,"Nedaňové příjmy",10607340
"2024",258199,2010,"Daňové příjmy",66417040
"2025",258199,2010,"Kapitálové příjmy",7756480
"2026",258199,2010,"Nedaňové příjmy",19028040
"2027",259047,2010,"Daňové příjmy",160226670
"2028",259047,2010,"Kapitálové příjmy",57849340
"2029",259047,2010,"Nedaňové příjmy",29178690
"2030",259438,2010,"Daňové příjmy",62704980
"2031",259438,2010,"Kapitálové příjmy",2716040
"2032",259438,2010,"Nedaňové příjmy",18520440
"2033",259586,2010,"Daňové příjmy",250857400
"2034",259586,2010,"Kapitálové příjmy",15351890
"2035",259586,2010,"Nedaňové příjmy",128352880
"2036",260177,2010,"Daňové příjmy",84422260
"2037",260177,2010,"Kapitálové příjmy",6178470
