"","ico","municipality_id","municipality","date","year","EU_fund_total_CZK","Tax_revenue_CZK","Capital_revenue_CZK","Non_tax_revenue_CZK","lt_tangible_assets_CZK","Saldo_CZK","population_total","unemployment","winner_vote_percentage","party_id","party_name","party_name_short","is_overall_winner","is_winner_in_coalition","winner_vote_percentage_adj","coalition_vote_percentage","coalition_vote_percentage_adj","is_coalition_won","is_election_year"
"1",75370,3209,"Plzeň","2007-12-31",2007,0,19393.303668715,1407.97161488725,4438.49661779103,150903.54327181,581.931537231954,180799,2.9,42.15,53,"Občanská demokratická strana","ODS",1,1,49.9171009000474,54.78,64.8744670772146,1,0
"2",75370,3209,"Plzeň","2008-12-31",2008,158.151552464551,20203.426387576,1321.05496286293,4458.23875759622,156708.359702903,-595.223551654288,185125,3.07,42.15,53,"Občanská demokratická strana","ODS",1,1,49.9171009000474,54.78,64.8744670772146,1,0
"3",75370,3209,"Plzeň","2009-12-31",2009,1749.14384584757,17637.9476473595,1110.36523095962,6152.30292432272,167468.23426865,-5517.46985553254,185855,5.34,42.15,53,"Občanská demokratická strana","ODS",1,1,49.9171009000474,54.78,64.8744670772146,1,0
"4",75370,3209,"Plzeň","2010-12-31",2010,1005.80263945166,18532.703503941,1092.45394889883,6503.31719403405,173276.901687323,980.857023841081,184849,5.7,23.67,53,"Občanská demokratická strana","ODS",0,1,28.597317868793,53.63,64.7940074906367,1,1
"5",75370,3209,"Plzeň","2011-12-31",2011,3984.32746114858,18365.6231577154,1027.06604794695,5869.66088678051,124423.678985671,139.031962774031,184871,5.18,23.67,53,"Občanská demokratická strana","ODS",0,1,28.597317868793,53.63,64.7940074906367,1,0
"6",75370,3209,"Plzeň","2012-12-31",2012,1343.25268374039,19374.2855866685,2771.22859603292,5963.90612273647,131154.36500645,2261.37801700174,185275,5.16,23.67,53,"Občanská demokratická strana","ODS",0,1,28.597317868793,53.63,64.7940074906367,1,0
"7",75370,3209,"Plzeň","2013-12-31",2013,4274.60909220376,18836.7467524734,839.642674269254,6025.86334302466,136616.705836509,805.276197273166,186077,5.14,20.27,7,"Česká strana sociálně demokratická","ČSSD",1,1,23.216126445997,44.13,50.5440384835643,1,1
"8",75370,3209,"Plzeň","2014-12-31",2014,977.780402307138,19514.3543982483,781.243683409437,6096.39564436968,143989.053434805,-2348.90246687495,187245,5.12,20.27,7,"Česká strana sociálně demokratická","ČSSD",1,1,23.216126445997,44.13,50.5440384835643,1,0
"9",75370,3209,"Plzeň","2015-12-31",2015,144.274990382061,20219.9404927467,742.748247834635,5810.82096684202,145247.504789468,-1003.67408395771,188190,4.01,20.27,7,"Česká strana sociálně demokratická","ČSSD",1,1,23.216126445997,44.13,50.5440384835643,1,0
"10",75370,3209,"Plzeň","2016-12-31",2016,51.3848776773771,22204.0771593763,4895.28761255426,5066.68107322438,143697.222623578,6521.89826649254,189131,2.81,20.27,7,"Česká strana sociálně demokratická","ČSSD",1,1,23.216126445997,44.13,50.5440384835643,1,0
"11",75370,3209,"Plzeň","2017-12-31",2017,1005.92224772987,24677.8760768286,2103.261050873,4983.15441261258,149239.510561379,3445.33796739869,189747,2.08,28.68,768,"ANO 2011","ANO",1,1,30.9184993531695,36.23,39.0577835273825,0,1
"12",75370,3209,"Plzeň","2018-12-31",2018,1314.40551881795,25962.9030999118,1285.24343822254,3761.41318738616,125482.862392914,-121.184387705573,191599,1.66,28.68,768,"ANO 2011","ANO",1,1,30.9184993531695,36.23,39.0577835273825,0,0
"13",75370,3209,"Plzeň","2019-12-31",2019,3191.87779864114,32257.3017331686,1099.17798028618,4550.3958610768,127666.85750525,4138.24961076795,194280,2.12,28.68,768,"ANO 2011","ANO",1,1,30.9184993531695,36.23,39.0577835273825,0,0
"14",75370,3209,"Plzeň","2020-12-31",2020,329.941586635188,26362.0145178095,1822.23504034079,4852.07557144324,132774.385804404,-230.885130619988,194840,3.05,28.68,768,"ANO 2011","ANO",1,1,30.9184993531695,36.23,39.0577835273825,0,0
"15",81531,4214,"Ústí nad Labem","2007-12-31",2007,0,9965.42526019784,42.6100485037064,581.672254715176,39302.5097964176,-1838.17632719619,120197,7.63,40.37,53,"Občanská demokratická strana","ODS",1,1,48.4983181162902,48.14,57.8327727054301,1,0
"16",81531,4214,"Ústí nad Labem","2008-12-31",2008,2698.62878941367,9904.96174312533,2.28880222104707,378.177468931782,40215.7591056319,-46.5450654415653,121024,6.98,40.37,53,"Občanská demokratická strana","ODS",1,1,48.4983181162902,48.14,57.8327727054301,1,0
"17",81531,4214,"Ústí nad Labem","2009-12-31",2009,1014.8954687217,9144.4372540302,1.97772069357309,366.801198768298,45317.0121358824,-4077.7304911986,121458,9.53,40.37,53,"Občanská demokratická strana","ODS",1,1,48.4983181162902,48.14,57.8327727054301,1,0
"18",81531,4214,"Ústí nad Labem","2010-12-31",2010,5533.81055331975,9356.6744505722,85.9173415478379,370.223745880327,46849.4476739372,-1182.9605339428,120762,10.5,23.44,7,"Česká strana sociálně demokratická","ČSSD",1,0,28.7536800785083,46.97,57.6177625122669,1,1
"19",81531,4214,"Ústí nad Labem","2011-12-31",2011,616.382890261851,9490.23266341812,0.763851354160603,356.504092583507,30088.3663440574,993.28049252031,120259,10.72,23.44,7,"Česká strana sociálně demokratická","ČSSD",1,0,28.7536800785083,46.97,57.6177625122669,1,0
"20",81531,4214,"Ústí nad Labem","2012-12-31",2012,463.755663236326,9985.46544672391,1.14063283103345,333.22213430118,31512.7353491597,1826.28128821544,119716,11.25,23.44,7,"Česká strana sociálně demokratická","ČSSD",1,0,28.7536800785083,46.97,57.6177625122669,1,0
"21",81531,4214,"Ústí nad Labem","2013-12-31",2013,13.0245470594633,10408.8430552464,0.314134154402229,479.374792627114,31074.6914168459,1692.88303608631,119519,11.78,23.22,768,"ANO 2011","ANO 2011",0,1,27.1008403361345,44.63,52.0891690009337,1,1
"22",81531,4214,"Ústí nad Labem","2014-12-31",2014,84.9870625648579,11077.9812098718,0.454457202155793,383.490753857999,31912.6667915844,827.554222793154,119492,12.31,23.22,768,"ANO 2011","ANO 2011",0,1,27.1008403361345,44.63,52.0891690009337,1,0
"23",81531,4214,"Ústí nad Labem","2015-12-31",2015,2508.43259271036,11319.6025353103,134.537067407457,360.628611269161,32120.1521456423,-545.122764910637,119512,10.23,23.22,768,"ANO 2011","ANO 2011",0,1,27.1008403361345,44.63,52.0891690009337,1,0
"24",81531,4214,"Ústí nad Labem","2016-12-31",2016,246.476254442731,12258.4731993529,37.6582869501073,731.016009757243,31327.2581479681,3175.56161564512,119296,8.53,23.22,768,"ANO 2011","ANO 2011",0,1,27.1008403361345,44.63,52.0891690009337,1,0
"25",81531,4214,"Ústí nad Labem","2017-12-31",2017,128.516577850675,13108.0191727895,0.599173207919798,598.381810072135,30371.2678007163,1886.58890516997,119498,5.84,36.37,768,"ANO 2011","ANO",1,1,39.2340884573894,42.69,46.0517799352751,0,1
"26",81531,4214,"Ústí nad Labem","2018-12-31",2018,182.766306581691,13918.8148538193,1.5359233545772,959.666812749671,28688.7931286273,592.256231879204,119407,4.92,36.37,768,"ANO 2011","ANO",1,1,39.2340884573894,42.69,46.0517799352751,0,0
"27",81531,4214,"Ústí nad Labem","2019-12-31",2019,261.271021803617,14891.8799555045,0.153880574502673,1079.94467621378,29474.4366479244,960.176387906627,119338,3.98,36.37,768,"ANO 2011","ANO",1,1,39.2340884573894,42.69,46.0517799352751,0,0
"28",81531,4214,"Ústí nad Labem","2020-12-31",2020,63.8694886684478,14146.3564646737,2.62585228948766,1818.70036089034,28138.8942104997,1154.37158431029,118651,5.53,36.37,768,"ANO 2011","ANO",1,1,39.2340884573894,42.69,46.0517799352751,0,0
"29",231401,2101,"Benešov","2007-12-31",2007,0,3523.47202739876,149.279871750496,2349.68502359135,40322.3850035524,319.495746270016,54893,2.24,38.19,53,"Občanská demokratická strana","ODS",1,1,45.4480542663335,50.17,59.7048673092943,1,0
"30",231401,2101,"Benešov","2008-12-31",2008,571.52198157677,4004.3832535713,154.655643913497,2555.34975351733,44371.020834083,656.655571947753,55582,2.15,38.19,53,"Občanská demokratická strana","ODS",1,1,45.4480542663335,50.17,59.7048673092943,1,0
"31",231401,2101,"Benešov","2009-12-31",2009,0.734976914986541,3477.29415120238,159.422963794855,251.27208228604,45332.2004741787,362.730627306273,56097,4.4,38.19,53,"Občanská demokratická strana","ODS",1,1,45.4480542663335,50.17,59.7048673092943,1,0
"32",231401,2101,"Benešov","2010-12-31",2010,157.883295090621,3403.88280837586,103.550765440788,259.602322716875,46613.6044342777,-384.465599155376,56830,4.69,24.92,53,"Občanská demokratická strana","ODS",0,1,29.6843359142347,52.09,62.0488385944014,1,1
"33",231401,2101,"Benešov","2011-12-31",2011,68.0035998674596,3286.81898780977,81.8266162082977,267.87738128041,54772.0425834917,589.361230881915,57341,4.35,24.92,53,"Občanská demokratická strana","ODS",0,1,29.6843359142347,52.09,62.0488385944014,1,0
"34",231401,2101,"Benešov","2012-12-31",2012,230.656726628038,3384.30226152383,88.8458358557468,254.826765891205,55273.2872252876,-33.3195537490271,57815,4.26,24.92,53,"Občanská demokratická strana","ODS",0,1,29.6843359142347,52.09,62.0488385944014,1,0
"35",231401,2101,"Benešov","2013-12-31",2013,2906.42519917476,3913.43507813978,65.3003180606894,315.335528754406,56875.8379083641,590.923181638441,58165,4.17,20.38,7,"Česká strana sociálně demokratická","ČSSD",1,1,23.3127430793869,44.31,50.6863417982155,1,1
"36",231401,2101,"Benešov","2014-12-31",2014,1551.6534519257,4146.75205357143,105.972667986889,316.922487025403,61260.372417543,223.402438199945,58576,4.07,20.38,7,"Česká strana sociálně demokratická","ČSSD",1,1,23.3127430793869,44.31,50.6863417982155,1,0
"37",231401,2101,"Benešov","2015-12-31",2015,120.21627303708,4254.6697919669,124.478916939353,293.470624268832,61919.2705361048,127.988959156338,58981,3.64,20.38,7,"Česká strana sociálně demokratická","ČSSD",1,1,23.3127430793869,44.31,50.6863417982155,1,0
"38",231401,2101,"Benešov","2016-12-31",2016,0,4590.88068272551,43.0302535163817,623.184897835425,61653.5986759875,1289.05459294197,59365,2.51,20.38,7,"Česká strana sociálně demokratická","ČSSD",1,1,23.3127430793869,44.31,50.6863417982155,1,0
"39",231401,2101,"Benešov","2017-12-31",2017,1617.42305657851,4860.44366119853,331.386229159692,517.058168228992,63667.8252502511,-1347.51944409106,59740,1.76,30.53,768,"ANO 2011","ANO",1,1,32.1707060063224,37.92,39.9578503688093,0,1
"40",231401,2101,"Benešov","2018-12-31",2018,3680.39453461411,5129.64457403114,117.745329579331,519.143670917522,59918.3613000994,-1513.8374421994,60380,1.38,30.53,768,"ANO 2011","ANO",1,1,32.1707060063224,37.92,39.9578503688093,0,0
"41",231401,2101,"Benešov","2019-12-31",2019,98.7798236701518,5361.51121431615,24.0726623185081,1064.41476303628,61228.6335206974,221.147046311165,61022,1.45,30.53,768,"ANO 2011","ANO",1,1,32.1707060063224,37.92,39.9578503688093,0,0
"42",231401,2101,"Benešov","2020-12-31",2020,108.115687780223,5103.56727594359,568.671503546099,599.903398548953,66199.0402695035,-961.822372055109,61335,2.34,30.53,768,"ANO 2011","ANO",1,1,32.1707060063224,37.92,39.9578503688093,0,0
"43",232947,2125,"Vlašim","2007-12-31",2007,0,4476.27591025541,38.0199518670911,1723.87741634966,49194.3319618042,-231.841471935409,25762,2.19,39.3,7,"Česká strana sociálně demokratická","ČSSD",0,0,47.9502196193265,42.66,52.0497803806735,1,0
"44",232947,2125,"Vlašim","2008-12-31",2008,3721.62548168512,4813.89452489739,121.643305196314,1786.39897777434,50736.4756446991,-154.939595756215,25826,2.62,39.3,7,"Česká strana sociálně demokratická","ČSSD",0,0,47.9502196193265,42.66,52.0497803806735,1,0
"45",232947,2125,"Vlašim","2009-12-31",2009,3252.323412425,4343.48519450358,4601.26301528934,2250.66769885814,59233.2544997097,388.537255660925,25835,4.39,39.3,7,"Česká strana sociálně demokratická","ČSSD",0,0,47.9502196193265,42.66,52.0497803806735,1,0
"46",232947,2125,"Vlašim","2010-12-31",2010,2257.49236205227,4401.64646660213,242.367473378509,1816.82942884802,62387.1829622459,-276.030590513069,25825,5.07,25.45,7,"Česká strana sociálně demokratická","ČSSD",1,0,30.4899964058943,46.43,55.6247753683958,1,1
"47",232947,2125,"Vlašim","2011-12-31",2011,229.609885636751,4273.70674937003,505.24946695096,1835.35628881566,41212.1381868579,295.658483039346,25795,4.45,25.45,7,"Česká strana sociálně demokratická","ČSSD",1,0,30.4899964058943,46.43,55.6247753683958,1,0
"48",232947,2125,"Vlašim","2012-12-31",2012,5061.65909885075,4251.12842677434,2148.76910234508,1883.57705194906,43866.6398132474,757.894851685044,25756,4.52,25.45,7,"Česká strana sociálně demokratická","ČSSD",1,0,30.4899964058943,46.43,55.6247753683958,1,0
"49",232947,2125,"Vlašim","2013-12-31",2013,575.269692110576,5144.6749592328,1216.76308432986,1751.18755163845,47807.7758596055,-1107.58927706166,25756,4.59,23.21,7,"Česká strana sociálně demokratická","ČSSD",1,1,25.743123336291,48.36,53.6379769299024,1,1
"50",232947,2125,"Vlašim","2014-12-31",2014,905.88375896422,5675.94786603093,314.099158816917,1588.77045005233,52930.9797724542,-59.3767907120956,25797,4.67,23.21,7,"Česká strana sociálně demokratická","ČSSD",1,1,25.743123336291,48.36,53.6379769299024,1,0
"51",232947,2125,"Vlašim","2015-12-31",2015,218.042499708749,5570.1205188148,106.607588054833,1427.5197405926,54088.5551023261,-612.685002524174,25751,3.95,23.21,7,"Česká strana sociálně demokratická","ČSSD",1,1,25.743123336291,48.36,53.6379769299024,1,0
"52",232947,2125,"Vlašim","2016-12-31",2016,132.435733385154,5993.68525495531,364.241274776525,1598.45167586475,54653.5691628449,1086.37474698795,25730,3.09,23.21,7,"Česká strana sociálně demokratická","ČSSD",1,1,25.743123336291,48.36,53.6379769299024,1,0
"53",232947,2125,"Vlašim","2017-12-31",2017,2031.25727382061,6594.84006750466,711.108628181254,2874.54839191496,54814.2245301831,2035.70540541589,25776,2.14,32.98,768,"ANO 2011","ANO",1,1,34.5340314136126,42.43,44.4293193717278,0,1
"54",232947,2125,"Vlašim","2018-12-31",2018,239.586257291868,7117.23027235851,51.2473247054279,2029.49123314661,58932.0047942824,-1106.17383426695,25885,1.81,32.98,768,"ANO 2011","ANO",1,1,34.5340314136126,42.43,44.4293193717278,0,0
"55",232947,2125,"Vlašim","2019-12-31",2019,328.236559139785,7428.04788376306,77.745018691949,2233.15940879485,60909.5340027749,899.055105792577,25947,1.73,32.98,768,"ANO 2011","ANO",1,1,34.5340314136126,42.43,44.4293193717278,0,0
"56",232947,2125,"Vlašim","2020-12-31",2020,201.993891393995,7018.29369638108,22.2095425290014,2277.30098046017,60919.5819273904,1461.51074575095,25947,2.28,32.98,768,"ANO 2011","ANO",1,1,34.5340314136126,42.43,44.4293193717278,0,0
"57",232963,2126,"Votice","2007-12-31",2007,0,4134.8830995324,825.870073480294,1834.06563126252,35089.3996325985,647.106713426854,11976,2.09,36.63,7,"Česká strana sociálně demokratická","ČSSD",0,0,44.659839063643,45.39,55.340160936357,1,0
"58",232963,2126,"Votice","2008-12-31",2008,0,4691.95547433128,303.613557069281,2162.14570526666,37737.479647782,878.004651935537,12038,2.19,36.63,7,"Česká strana sociálně demokratická","ČSSD",0,0,44.659839063643,45.39,55.340160936357,1,0
"59",232963,2126,"Votice","2009-12-31",2009,1667.03756065466,4391.28053293856,36.7464429640595,2338.16432272391,42624.525865614,-1007.44469117526,12159,3.57,36.63,7,"Česká strana sociálně demokratická","ČSSD",0,0,44.659839063643,45.39,55.340160936357,1,0
"60",232963,2126,"Votice","2010-12-31",2010,2635.78174864732,4630.82800459092,85.2779144121987,2472.46925725529,42867.9291687162,1117.51188719462,12198,4.4,27,7,"Česká strana sociálně demokratická","ČSSD",1,0,32.9509397119844,43.94,53.6246033683183,1,1
"61",232963,2126,"Votice","2011-12-31",2011,1529.43631651637,4285.52752945,94.1455845316435,2614.91177674872,33608.7000682427,-2357.1783906085,12309,4.12,27,7,"Česká strana sociálně demokratická","ČSSD",1,0,32.9509397119844,43.94,53.6246033683183,1,0
"62",232963,2126,"Votice","2012-12-31",2012,573.193370695257,4408.76934535413,38.2505685510071,2498.66277046784,34639.3958479532,775.18147985705,12312,3.86,27,7,"Česká strana sociálně demokratická","ČSSD",1,0,32.9509397119844,43.94,53.6246033683183,1,0
"63",232963,2126,"Votice","2013-12-31",2013,1493.34638358161,5412.49777525907,21.811042746114,2592.93549465674,34996.9456104275,1022.39800841969,12352,3.6,22.25,768,"ANO 2011","ANO 2011",0,1,25.0168653024511,48.79,54.8572071059141,1,1
"64",232963,2126,"Votice","2014-12-31",2014,4385.54473957068,5790.34936330498,16.3377885783718,2494.33677602268,41399.2494426894,-747.484857027137,12345,3.33,22.25,768,"ANO 2011","ANO 2011",0,1,25.0168653024511,48.79,54.8572071059141,1,0
"65",232963,2126,"Votice","2015-12-31",2015,132.137132680321,5801.75207237108,192.403829029386,2704.85668663483,44347.862898891,1558.1078580102,12353,2.81,22.25,768,"ANO 2011","ANO 2011",0,1,25.0168653024511,48.79,54.8572071059141,1,0
"66",232963,2126,"Votice","2016-12-31",2016,0,6389.38080197459,14.2834021202557,3043.33566804241,44169.9480691106,1653.92049931213,12357,2.49,22.25,768,"ANO 2011","ANO 2011",0,1,25.0168653024511,48.79,54.8572071059141,1,0
"67",232963,2126,"Votice","2017-12-31",2017,4660.49693882466,6857.4523731535,679.891738921002,3153.71322976879,44834.2241008349,876.646667469493,12456,1.91,35.1,768,"ANO 2011","ANO",1,1,36.8581329413,43.93,46.1304210857923,0,1
"68",232963,2126,"Votice","2018-12-31",2018,0,7583.47827694286,148.947279594953,3236.91970264406,48436.0206276621,-1359.03222856224,12443,1.29,35.1,768,"ANO 2011","ANO",1,1,36.8581329413,43.93,46.1304210857923,0,0
"69",232963,2126,"Votice","2019-12-31",2019,1137.34197910808,7984.80064925673,35.8677380474086,3208.31032703897,50801.787468863,-332.828844515867,12445,1.67,35.1,768,"ANO 2011","ANO",1,1,36.8581329413,43.93,46.1304210857923,0,0
"70",232963,2126,"Votice","2020-12-31",2020,361.209951845907,7875.25690288925,380.482479133226,3725.73823515249,53473.1770898876,352.32300882825,12460,2.38,35.1,768,"ANO 2011","ANO",1,1,36.8581329413,43.93,46.1304210857923,0,0
"71",233129,2102,"Beroun","2007-12-31",2007,0,3961.06443727023,2084.89335099931,412.06206729244,33005.8200683001,-1430.73805213951,53587,3.07,43.32,53,"Občanská demokratická strana","ODS",1,1,52.5090909090909,53.23,64.5212121212121,1,0
"72",233129,2102,"Beroun","2008-12-31",2008,18.9846086352502,4527.78634884656,1211.01451394728,368.835593901949,33639.9691075933,512.601908382993,54706,3.17,43.32,53,"Občanská demokratická strana","ODS",1,1,52.5090909090909,53.23,64.5212121212121,1,0
"73",233129,2102,"Beroun","2009-12-31",2009,772.320261239807,3675.39889586491,666.292307137187,318.42173630656,33525.7227394097,-541.529912679512,55428,5.6,43.32,53,"Občanská demokratická strana","ODS",1,1,52.5090909090909,53.23,64.5212121212121,1,0
"74",233129,2102,"Beroun","2010-12-31",2010,2122.17943555556,3602.17191111111,288.704355555556,370.691733333333,34698.5422222222,-699.398577777778,56250,6.28,23.41,53,"Občanská demokratická strana","ODS",0,1,27.5638761332862,55.15,64.9358295066525,1,1
"75",233129,2102,"Beroun","2011-12-31",2011,1132.9074689479,3412.25517196739,335.976890241769,379.216525663903,27601.1637857318,1241.33929393653,57162,5.83,23.41,53,"Občanská demokratická strana","ODS",0,1,27.5638761332862,55.15,64.9358295066525,1,0
"76",233129,2102,"Beroun","2012-12-31",2012,328.102262840243,3587.74923121894,51.181353921282,500.359092456626,27060.0137754699,-53.8164360266181,58157,6.07,23.41,53,"Občanská demokratická strana","ODS",0,1,27.5638761332862,55.15,64.9358295066525,1,0
"77",233129,2102,"Beroun","2013-12-31",2013,0,4029.2786083148,29.5240973059229,416.553829426045,26377.2496343389,397.605766377509,58907,6.31,19.67,768,"ANO 2011","ANO 2011",0,1,22.9013854930725,42.42,49.3887530562347,0,1
"78",233129,2102,"Beroun","2014-12-31",2014,1365.79282011483,4156.44440516723,38.1269276987783,390.752837305561,26862.2076805862,-15.419441217705,59916,6.54,19.67,768,"ANO 2011","ANO 2011",0,1,22.9013854930725,42.42,49.3887530562347,0,0
"79",233129,2102,"Beroun","2015-12-31",2015,362.033704714763,4251.98598595603,61.892187011791,354.78428226085,29265.5991800556,-625.398891611436,60809,5.71,19.67,768,"ANO 2011","ANO 2011",0,1,22.9013854930725,42.42,49.3887530562347,0,0
"80",233129,2102,"Beroun","2016-12-31",2016,0,4598.30890047009,583.186237639812,404.618931917653,28177.7222457449,1479.77251856055,61690,4.64,19.67,768,"ANO 2011","ANO 2011",0,1,22.9013854930725,42.42,49.3887530562347,0,0
"81",233129,2102,"Beroun","2017-12-31",2017,136.867180174146,4900.27367572481,358.586243740631,501.46832663541,27744.961309763,855.288019328294,62706,3.32,26.8,768,"ANO 2011","ANO",1,1,28.7430287430287,33.14,35.5426855426855,0,1
"82",233129,2102,"Beroun","2018-12-31",2018,1673.49852058957,5278.81884623216,293.302398070266,582.305672979027,28576.2816310324,-146.614314333601,63843,2.9,26.8,768,"ANO 2011","ANO",1,1,28.7430287430287,33.14,35.5426855426855,0,0
"83",233129,2102,"Beroun","2019-12-31",2019,194.623429697968,5614.79690868206,73.1260276926394,553.308716250558,30290.8424966501,91.7846680117651,64927,2.87,26.8,768,"ANO 2011","ANO",1,1,28.7430287430287,33.14,35.5426855426855,0,0
"84",233129,2102,"Beroun","2020-12-31",2020,743.786346936614,5140.78470364822,6.41433262214959,470.870716933739,32168.5356189568,-1188.80316976107,66087,3.86,26.8,768,"ANO 2011","ANO",1,1,28.7430287430287,33.14,35.5426855426855,0,0
"85",233242,2108,"Hořovice","2007-12-31",2007,0,2785.73484848485,180.015873015873,189.090187590188,22878.6352813853,164.849567099567,27720,1.38,37.88,53,"Občanská demokratická strana","ODS",1,1,46.2233068944478,48.85,59.6095179987798,1,0
"86",233242,2108,"Hořovice","2008-12-31",2008,0,3081.90579068532,139.288117584558,205.330618027271,23325.3483265451,370.119709580308,28235,1.91,37.88,53,"Občanská demokratická strana","ODS",1,1,46.2233068944478,48.85,59.6095179987798,1,0
"87",233242,2108,"Hořovice","2009-12-31",2009,169.18183566372,2972.29281865248,84.4757510654034,268.732786250132,14718.6264220054,-2092.92255133308,28393,4.78,37.88,53,"Občanská demokratická strana","ODS",1,1,46.2233068944478,48.85,59.6095179987798,1,0
"88",233242,2108,"Hořovice","2010-12-31",2010,1411.76848607524,2691.32128149647,212.708871361764,302.739931597683,15301.7721784044,-351.806379563063,28654,4.84,24.34,53,"Občanská demokratická strana","ODS",0,1,28.8764978051963,48.02,56.9699845770554,1,1
"89",233242,2108,"Hořovice","2011-12-31",2011,159.25697376618,2805.0444140652,214.734079739738,269.141505502873,10480.4622693293,96.0947061673704,28894,4.28,24.34,53,"Občanská demokratická strana","ODS",0,1,28.8764978051963,48.02,56.9699845770554,1,0
"90",233242,2108,"Hořovice","2012-12-31",2012,456.65210631481,3033.12320322458,54.0543115030833,286.630868157233,11803.0960740001,265.592967926413,29027,4.34,24.34,53,"Občanská demokratická strana","ODS",0,1,28.8764978051963,48.02,56.9699845770554,1,0
"91",233242,2108,"Hořovice","2013-12-31",2013,355.373773961524,3589.97479023987,33.0677633616684,317.628058987507,13104.2899253192,-35.2279333723371,29057,4.4,22.06,7,"Česká strana sociálně demokratická","ČSSD",1,1,24.5247359644247,44.87,49.8832684824903,0,1
"92",233242,2108,"Hořovice","2014-12-31",2014,3641.46326121138,3769.02488105004,29.8705222860268,405.827356781515,13243.465027003,307.492503759912,29256,4.46,22.06,7,"Česká strana sociálně demokratická","ČSSD",1,1,24.5247359644247,44.87,49.8832684824903,0,0
"93",233242,2108,"Hořovice","2015-12-31",2015,563.074458446867,3960.52825442779,11.0592643051771,331.358919618529,14430.2065602861,127.763470027247,29360,3.56,22.06,7,"Česká strana sociálně demokratická","ČSSD",1,1,24.5247359644247,44.87,49.8832684824903,0,0
"94",233242,2108,"Hořovice","2016-12-31",2016,0,4095.48039099526,107.32836831415,304.689489505755,17041.8630379147,62.8770071090034,29540,2.68,22.06,7,"Česká strana sociálně demokratická","ČSSD",1,1,24.5247359644247,44.87,49.8832684824903,0,0
"95",233242,2108,"Hořovice","2017-12-31",2017,1314.47587007117,4132.5147529261,81.7549532836375,326.241706412116,17808.2663223935,-15.8778321583963,29647,2.18,27.96,768,"ANO 2011","ANO",1,1,29.6500530222694,36.18,38.3669141039236,0,1
"96",233242,2108,"Hořovice","2018-12-31",2018,266.537024060503,4577.07260114446,988.965066760365,356.180191747816,19714.1021021986,-1022.52258708965,29883,1.75,27.96,768,"ANO 2011","ANO",1,1,29.6500530222694,36.18,38.3669141039236,0,0
"97",233242,2108,"Hořovice","2019-12-31",2019,232.486535129933,5182.24033254787,14.7242627194584,405.685310145697,20604.5193803724,1047.25610733132,30131,1.84,27.96,768,"ANO 2011","ANO",1,1,29.6500530222694,36.18,38.3669141039236,0,0
"98",233242,2108,"Hořovice","2020-12-31",2020,0,4824.89662224568,4.55020451246866,492.386296015306,20995.6604598232,707.536187161895,30316,2.91,27.96,768,"ANO 2011","ANO",1,1,29.6500530222694,36.18,38.3669141039236,0,0
"99",234516,2109,"Kladno","2007-12-31",2007,0,6849.92856717662,666.531086034033,1371.31164269982,44107.8377114284,103.278596515099,117593,4.57,38.16,53,"Občanská demokratická strana","ODS",1,1,48.1028614647674,47.63,60.0403378293206,1,0
"100",234516,2109,"Kladno","2008-12-31",2008,288.546025964871,7243.31694094544,1590.4377271087,1447.01924287309,46294.6871879222,1239.40953835567,119161,4.34,38.16,53,"Občanská demokratická strana","ODS",1,1,48.1028614647674,47.63,60.0403378293206,1,0
"101",234516,2109,"Kladno","2009-12-31",2009,602.188141285274,6141.40960919502,738.562446460799,1422.96559352623,48152.0622260664,-850.753665615982,120239,6.56,38.16,53,"Občanská demokratická strana","ODS",1,1,48.1028614647674,47.63,60.0403378293206,1,0
"102",234516,2109,"Kladno","2010-12-31",2010,1666.58890036182,6432.17232897642,808.883152424845,1361.91880524844,53746.224427263,-2069.6844385121,119121,7.16,23.01,7,"Česká strana sociálně demokratická","ČSSD",1,0,27.2372159090909,48.98,57.9782196969697,1,1
"103",234516,2109,"Kladno","2011-12-31",2011,6532.91225439892,6800.36743039738,424.653534569786,1493.08536830776,46612.1340099617,-2265.59297958434,119859,7.14,23.01,7,"Česká strana sociálně demokratická","ČSSD",1,0,27.2372159090909,48.98,57.9782196969697,1,0
"104",234516,2109,"Kladno","2012-12-31",2012,1672.48585774475,6473.80093014962,238.140065686892,1494.11910576253,46208.4829997014,617.085261420561,120572,7.48,23.01,7,"Česká strana sociálně demokratická","ČSSD",1,0,27.2372159090909,48.98,57.9782196969697,1,0
"105",234516,2109,"Kladno","2013-12-31",2013,836.837037718567,6932.93816580986,421.953240859168,1448.56839941578,47695.3823027222,113.672123082508,121187,7.82,21.74,7,"Česká strana sociálně demokratická","ČSSD",1,1,25.0403132918682,44.37,51.1057360055287,1,1
"106",234516,2109,"Kladno","2014-12-31",2014,1513.02160003939,7203.97146850794,164.870654128922,1646.98548665813,50409.5750457037,22.7479151897079,121872,8.15,21.74,7,"Česká strana sociálně demokratická","ČSSD",1,1,25.0403132918682,44.37,51.1057360055287,1,0
"107",234516,2109,"Kladno","2015-12-31",2015,0,7480.71821201356,123.018795785863,1595.55864535097,52131.9737727959,1332.72898983217,122445,6.89,21.74,7,"Česká strana sociálně demokratická","ČSSD",1,1,25.0403132918682,44.37,51.1057360055287,1,0
