"ico","year","Tax_revenue_CZK","Capital_revenue_CZK","Non_tax_revenue_CZK"
268321,2012,66090113.67,4171356,23158632.98
268321,2013,81931704.07,5343211,22802233.1
268321,2014,87935112.48,18644813.3,27332914.04
268321,2015,92092512.67,3812178.6,26080126.78
268321,2016,93874375.38,3920943.2,25827258.75
268321,2017,104381069.47,2842091.2,26787231.82
268321,2018,116231823.96,2091032,27606092.2
268321,2019,122417576.78,48310172.75,29678958.07
268321,2020,118837402.74,41035037.6,27070033.76
268810,2007,1187215940,330519470,330992740
268810,2008,1275070800,146543920,253351430
268810,2009,1181756010,99429850,323345560
268810,2010,1241221050,195020900,310268170
268810,2011,1229563364.92,209123351.35,323771164.12
268810,2012,1316583659.41,222920494.14,240715005.03
268810,2013,1391280327.86,88345756,212706995.87
268810,2014,1385828493.75,106853746,315236592.79
268810,2015,1431706771.74,108287596,264776814.8
268810,2016,1515235610.63,86230183,255515134.78
268810,2017,1627119777.58,96016281,229526327.8
268810,2018,1788094210.58,88428023.2,230037855.26
268810,2019,1857848038.37,75286052.9,276356002.07
268810,2020,1751701900.06,20923531,231931868.44
269247,2007,70012540,10748170,26004300
269247,2008,78878070,19923590,26910960
269247,2009,70009010,16289540,26006980
269247,2010,69456220,7284580,31209720
269247,2011,67550881.82,6299001.2,32290346.56
269247,2012,70149933.52,6043040,29384662.85
269247,2013,89155058.51,2454985,32226988.89
269247,2014,92592213.05,4007810,37975359.73
269247,2015,95284778.39,6792096,34881969.29
269247,2016,104737245.78,3741848,34081238.51
269247,2017,113514398.5,5530341,33914514.8
269247,2018,125324768.88,22852645.5,36316681.54
269247,2019,135649781.75,5458056,36899692.16
269247,2020,122364065.98,5906969,32998313.53
270059,2007,106675310,4039020,31912550
270059,2008,112100520,12085890,43834680
270059,2009,100345670,3437970,29945760
270059,2010,100712900,32508120,33685070
270059,2011,106546299.16,13116313.2,32190060.75
270059,2012,104336266.55,4369443,29153173.48
270059,2013,123082941.01,4945547,34478266.21
270059,2014,129136410.39,3693252,39532532.61
270059,2015,131827290.87,2530266.4,37129971.65
270059,2016,140828935.79,1746132,41220915.76
270059,2017,149527141.87,19460675,45179129.33
270059,2018,161602012.25,4445960,44883414.97
270059,2019,173464281.9,7928119,45816056.31
270059,2020,162305405.9,15111001,46521660.5
270211,2007,247972990,8432930,32050270
270211,2008,270267500,55367450,52394160
270211,2009,240359160,7691390,39146950
270211,2010,238854450,4306340,40316530
270211,2011,236707211.15,4081615,36159680.95
270211,2012,259119839.35,7742041,36979294.55
270211,2013,286469341.01,17136782,36059659.85
270211,2014,298489946.03,4960724,40199856.8
270211,2015,300917087.58,7948006,38326325.97
270211,2016,329319320.02,32488609,39254157.54
270211,2017,359839369.26,33703525.79,41362696.71
270211,2018,394418740.93,16816449,41295486.76
270211,2019,409033906.18,1418326,41666274.19
270211,2020,380349147.47,1033129.99,38389825.19
271560,2007,81139320,3911740,20520880
271560,2008,92125620,39274770,21225140
271560,2009,83656570,3899200,26733430
271560,2010,82805020,8576060,17091040
271560,2011,80875154.76,8274660.54,22899419.99
271560,2012,83697318.05,8525256,21395132.52
271560,2013,100079132.73,11222591,20830242.31
271560,2014,105813587.63,4228722,22001432.77
271560,2015,106928334.4,1667890.88,20114706.42
271560,2016,111930303.75,1376337,19472230.05
271560,2017,121440942.48,5650494.43,20225835.74
271560,2018,135291747.03,5908526.8,23161293.81
271560,2019,144833901.66,6917678,22708923.16
271560,2020,134465092.63,8013778.6,19671877.63
271632,2007,215398280,175305880,38294740
271632,2008,229385280,141211370,42279740
271632,2009,202369430,73139220,48645670
271632,2010,196498560,38152700,53441380
271632,2011,187477015.98,15022487,75249062.77
271632,2012,189574139.23,19392480,43511980.61
271632,2013,217841335.31,21841048,42269337.26
271632,2014,230778678.74,12147833,41967374.24
271632,2015,233672383.84,11924137.08,44263885.82
271632,2016,253830226.44,3865091,43412613.46
271632,2017,266719252,7702111.27,44090517.61
271632,2018,293300901.33,4930620,47805618.1
271632,2019,314647926.18,9439659.1,47633367.57
271632,2020,294775974.83,42984603,49108552.19
271888,2007,79460770,5621090,32338580
271888,2008,92022520,52175140,22946270
271888,2009,88269290,12344720,23002320
271888,2010,82265460,4363000,22548550
271888,2011,80418890.65,5908826.54,27085239.07
271888,2012,84427397.34,16778914,26347923.79
271888,2013,100007716.44,12976151,29624359.78
271888,2014,105689688.91,13264081.5,25797797.15
271888,2015,104353624.1,3212648.9,28558578.5
271888,2016,109026654.58,6215490,26084951.59
271888,2017,119493391.05,6481434,23644002.31
271888,2018,132925435.99,4503193.64,25286818.23
271888,2019,141553036.58,11653105.5,26979374.29
271888,2020,133742080.4,2064760,25534143.89
272523,2007,72477400,8681870,31524540
272523,2008,81826920,9754610,35290290
272523,2009,71012820,23761330,38060620
272523,2010,79371850,17578040,38997590
272523,2011,72145669.68,20207814,35370361.2
272523,2012,74658719.91,8581920,33599668.14
272523,2013,89507881.98,8084139,34511616.25
272523,2014,93173552.97,500955.74,50776197.9
272523,2015,96648809.81,1725790.5,49106781.54
272523,2016,108718923.03,1503621.5,51785254.98
272523,2017,115761587.08,1101825,53675275.62
272523,2018,124307471.93,1376904.78,56538909.5
272523,2019,132952226.66,439773,51851392.59
272523,2020,122094020.36,5915787,51115321.73
272728,2007,128336630,21562080,50446740
272728,2008,134898850,20109220,44889170
272728,2009,117347310,9600820,47917420
272728,2010,122605810,12694420,50735930
272728,2011,116405211.67,1951202,51104014.75
272728,2012,121332103.98,8024425,53560967.76
272728,2013,143230461.73,3124549,48151334.63
272728,2014,149568951.88,727710,50173757.33
272728,2015,151191281.81,373890,47536761.19
272728,2016,163731761.48,393621,45026559.84
272728,2017,178598340.61,2403290,48951667.6
272728,2018,212495469.88,94700,46993903.36
272728,2019,210551647.63,569090.75,62486583.44
272728,2020,198021121.95,1849305,51388566.48
272868,2007,221470570,29736300,19408920
272868,2008,232122970,26622740,23778800
272868,2009,198204890,165012760,33251220
272868,2010,223341180,9209850,25020750
272868,2011,200956138.83,10233498.2,24328086.38
272868,2012,213697038.31,8714399.71,20817879.07
272868,2013,235563818.85,7622044.2,20526233
272868,2014,246538459.2,11266542.59,23567230.78
272868,2015,254326181.46,6438169.01,24577798.08
272868,2016,273128282.82,7209751,23973235.33
272868,2017,292751875.83,14353469,26330939.65
272868,2018,319747009.48,2621226,31204587.11
272868,2019,349227352.7,4216884.5,31139772.97
272868,2020,338977255.16,15981304.45,50905106.9
272876,2007,94332430,1327490,19287410
272876,2008,97578800,1075810,21493950
272876,2009,87778340,2643040,22482340
272876,2010,87684990,2389640,28684940
272876,2011,84361600.55,4185895,29177592.31
272876,2012,90563134.79,2379733,30612934.07
272876,2013,107193635.99,2249132,29896093.04
272876,2014,110605509.96,2191139,28355332.71
272876,2015,113053919.67,1468693,28770291.55
272876,2016,121839931.58,3566361,30797720.68
272876,2017,130208359.72,4912693,33530523.33
272876,2018,143260744.16,1905529,33735773.45
272876,2019,154374283.77,470377,35097318.44
272876,2020,143036642.67,1504010,34774467.82
273571,2007,61005800,1384240,20254670
273571,2008,63235060,490190,20719210
273571,2009,55539160,389740,23807150
273571,2010,56041920,349800,26866580
273571,2011,56983534.96,2199561,31304069.16
273571,2012,60106557.99,8853610.2,28121717.67
273571,2013,76936990.67,20367545.56,29374078.61
273571,2014,84754661.23,4896585,26215275.91
273571,2015,86324647.33,3428061,20137825.66
273571,2016,93363461.3,924305,24501847.34
273571,2017,100448625.46,2720171,26055469.06
273571,2018,112127595.57,53500,25534059.53
273571,2019,119387989.63,130000,23786886.05
273571,2020,111033309.74,1428402,25584303.71
274046,2007,1053976180,104568360,87076810
274046,2008,1180670920,131663760,106086310
274046,2009,1066510410,146496490,85422240
274046,2010,1173058360,434068730,129576370
274046,2011,1160770236.67,129741585,84295137.04
274046,2012,1165146068.62,161993925.45,302261201.36
274046,2013,1236992775.72,72304840,297546270.2
274046,2014,1270009531.19,72445668.26,289254981.81
274046,2015,1329603617.6,55293077.17,303126056.82
274046,2016,1435921882.99,70617121,294466505.54
274046,2017,1564683612.75,101053421.34,289525602.52
274046,2018,1698960725.68,33258997.97,298321698.99
274046,2019,1793941882.37,42954551,306043435.27
274046,2020,1716607631.74,42360772.2,299755164.03
274101,2007,85230720,13490080,12081380
274101,2008,95200250,14735540,14609090
274101,2009,84409780,40408830,13007900
274101,2010,91501960,18258860,12116290
274101,2011,87476380.97,11401820,13551629.54
274101,2012,93276851.18,12487980,12146395.9
274101,2013,110987457.44,12592140,11182495.25
274101,2014,115577164.95,1708744,11443542.41
274101,2015,117234038.96,8031111,11191209.43
274101,2016,129411968.84,6619923,10930574.46
274101,2017,144086928,956070,11521847.7
274101,2018,160231944.91,2875890,11863002.08
274101,2019,175394151.7,454322,14511868.1
274101,2020,166262032.04,2771420,14548856.69
274879,2007,83371210,4257280,25316610
274879,2008,92029180,37079170,25365160
274879,2009,85616340,6254730,20123130
274879,2010,88742700,6105450,25644130
274879,2011,88487746.36,2081372.05,23136338.24
274879,2012,92756439.02,1449532,24692426.34
274879,2013,104522184.73,1984218,27751628.62
274879,2014,111790695.14,347400,28446795.3
274879,2015,113462488.25,2988006,29206160.64
274879,2016,111966095.57,1916425,28104017.98
274879,2017,118179283.44,200016,29129084.78
274879,2018,120698536.61,2569480,30352764.66
274879,2019,120086961.72,7303123,36474032.59
274879,2020,113056284.4,4122274.31,45456124.86
274968,2007,59264980,4779480,13390090
274968,2008,66190180,8950040,13869020
274968,2009,57494470,16711160,13695500
274968,2010,57685300,26312230,13660920
274968,2011,59198099.22,3205299.74,15303877.28
274968,2012,61615695.64,4171647.5,13997158.01
274968,2013,78911274.52,887266,14861479.3
274968,2014,79737676.96,864375.39,22830812.32
274968,2015,82140684.45,1272844,16086486.56
274968,2016,88399845.93,491643,16822275
274968,2017,95695957.69,2655062,16627011.23
274968,2018,104571502.45,1627020,17834868.31
274968,2019,110584520.46,745082,22337776.88
274968,2020,103069983.17,427491,25556456.17
275336,2007,128631810,15718280,48358670
275336,2008,134579690,6119040,50602280
275336,2009,112867680,1607050,53509040
275336,2010,121881410,530540,58576690
275336,2011,118674970.5,1666883,60039050.72
275336,2012,133874863.14,5706459,58921559.61
275336,2013,147884377.47,1907469,60580744.59
275336,2014,154212777.41,611487,58726317.17
275336,2015,158611329.6,1015118,59797253.8
275336,2016,170871801.02,4180915.94,57390483.49
275336,2017,190966698.47,18685366.49,58727657.59
275336,2018,204119686.22,7259438,58952288.91
275336,2019,211491427.32,25905252.8,61937303.54
275336,2020,203446048.65,1798297,65953773.02
275808,2007,64423990,5901400,25781090
275808,2008,62983690,7831620,24899130
275808,2009,52336060,3677140,26490800
275808,2010,54306700,5831020,37795710
275808,2011,56113162.56,5917596,30589698.38
275808,2012,56854951.47,7440342,30828165.5
275808,2013,73332932.16,6287615,30169037.32
275808,2014,78022020.64,20664618,30531558.36
275808,2015,83216920.46,13046223,29408742.89
275808,2016,83719080.07,6847543,25921206.15
275808,2017,88971968.21,1525509,25427374.9
275808,2018,95466004.46,2792879,30140140.66
275808,2019,99696052.68,22725478.22,29072605.58
275808,2020,97595747.69,13554037,28455589.84
276111,2007,81729400,77300,23321810
276111,2008,94779900,78080,17265260
276111,2009,80752690,1007200,18145820
276111,2010,84443610,NA,17023760
276111,2011,81091064.85,NA,20115106.59
276111,2012,82199649.69,2000,15436824.68
276111,2013,102317045.94,10000,16125355.48
276111,2014,108193084.77,15500,20984716.16
276111,2015,110589669.12,5560,21783203.29
276111,2016,120367383.05,2000,22448310.84
276111,2017,128806844.71,121001,19885895.93
276111,2018,139253198.42,46604,19054282.46
276111,2019,145494975.47,2652745.41,23706578.37
276111,2020,136645303.94,2587700.59,25849839.77
276227,2007,186553250,18416350,51779690
276227,2008,188499690,89890220,72625460
276227,2009,178728590,55136740,64236150
276227,2010,181033550,56111900,61723960
276227,2011,168030775.87,21993807,57549566.08
276227,2012,167003213.09,8640770,60196789.91
276227,2013,200530486.36,8330441,70633975.34
276227,2014,206442448,18483790,63754022.8
276227,2015,223661910.74,19103660,65056363.89
276227,2016,238487270.42,23806514.83,61271887.59
276227,2017,253962523.5,17369987.19,59635435.09
276227,2018,274555413.45,18111624.56,60931283.91
276227,2019,289617183.07,6956122.41,63806110.14
276227,2020,270213865.34,16106035,74492944.96
276944,2007,115602290,20049810,73195000
276944,2008,123824890,17731960,58926640
276944,2009,113086530,477800,10897630
276944,2010,114329810,823290,12529560
276944,2011,119243489.36,448869.4,9657146.54
276944,2012,127030300.44,88464,7067703.54
276944,2013,145232184.43,86000,7190890.98
276944,2014,152815812.89,77626,8858997.85
276944,2015,153493506.78,1243671,10314758.01
276944,2016,160815665.92,13746410.3,8773188.26
276944,2017,166560236.9,4937260.7,23609217.6
276944,2018,182999588.2,741061,31554334.83
276944,2019,199092227.22,5000,33655515.25
276944,2020,197360049.74,164000,24378984.01
277037,2007,111592760,3910320,19908330
277037,2008,119170920,5620610,20060860
277037,2009,101503650,90901370,20955060
277037,2010,119231370,8024320,27779500
277037,2011,103831097.56,5972774.13,35301144.33
277037,2012,108016600,11489315,29998167.31
277037,2013,125358263.08,6533284,26109564.11
277037,2014,130825992.43,2231238,29608464.2
277037,2015,132841332.94,1441574.28,27825311.77
277037,2016,143382859.46,3843924.4,26715969.84
277037,2017,155152460.23,6436646.7,25421176.11
277037,2018,167635399.82,4520152.73,33728159.93
277037,2019,178682082.82,6246145.2,34099415.23
277037,2020,168637680.53,10722293,34159587.84
277177,2007,98220760,24193720,48173460
277177,2008,106723760,19553160,45638000
277177,2009,94951370,19710370,43757190
277177,2010,93259370,26180470,51352910
277177,2011,98251582.81,9661557,54459153.49
277177,2012,99422074.53,9833084.98,51655958.39
277177,2013,115039636.98,5082321,57271764.94
277177,2014,123894617.48,17119019,59845157.1
277177,2015,131687233.38,35094095,62600269.1
277177,2016,136963733.56,12456030,63257882.9
277177,2017,149539329.21,18594080,66090620.26
277177,2018,163912107.27,7052469,65037245.31
277177,2019,168313903.4,52905931.1,65310101.87
277177,2020,168673315.44,11547556,83486902.29
277444,2007,188531990,45096460,66641740
277444,2008,205849460,64888450,73049400
277444,2009,188755540,65293450,67570260
277444,2010,185982230,39769520,68571800
277444,2011,182206013.74,9692972.23,68159216.06
277444,2012,184291213.77,9981244.6,71756265.19
277444,2013,209768140.57,6340975,69369322.99
277444,2014,224046093.91,5332498,74928448.12
277444,2015,232186651.84,46957558.4,89337637.55
277444,2016,270514697.63,7470061.58,82115449.03
277444,2017,274650008.03,17759685.9,88197567.76
277444,2018,293827764.38,5750912.11,89940716.86
277444,2019,311731853.21,2986958.9,96529794.93
277444,2020,293520554.49,2226020,118413835.65
277819,2007,166988210,29591990,66397850
277819,2008,183751320,19237160,61278080
277819,2009,160591460,22522240,71429620
277819,2010,173103970,29037210,57082710
277819,2011,158780151.63,3667974,64451360.97
277819,2012,165238625.94,21356181,67930778.13
277819,2013,184222722.58,7461663,78569094.82
277819,2014,186990882.72,3949794,83526450.63
277819,2015,195209158.89,6344431,105506513.83
277819,2016,211972210.04,6019982,90456425.37
277819,2017,224185090.08,11442571,92772167.92
277819,2018,241505239.17,30448487,91772467.68
277819,2019,263388307.15,8538605,104939586.73
277819,2020,244259478.81,12126662,82029992.01
278360,2007,331256370,49951810,68889690
278360,2008,364368140,26679490,58985510
278360,2009,312996280,70833900,45782800
278360,2010,319214350,66221780,49617280
278360,2011,316684736.71,67349038,50536560.12
278360,2012,331375899.2,12201831,56108766.69
278360,2013,369817581.69,13089189.4,57342367.61
278360,2014,387083244.59,21265317.67,65885943.76
278360,2015,405823760.09,17420318.05,78058398.54
278360,2016,438477116.4,20277462.18,73150637.16
278360,2017,479075186.69,6187211,66570459.83
278360,2018,520378227.5,4435689,75294107.16
278360,2019,558726356.14,8462000.88,74573033.9
278360,2020,517797760.18,2411380,117532213
278475,2007,132237730,16087470,19846880
278475,2008,142638870,18361210,28346660
278475,2009,121801700,25687330,27574840
278475,2010,130595880,11644570,117940760
278475,2011,126856654.71,16270540,94237907.09
278475,2012,135819382.4,15791460,84422167.3
278475,2013,154245605.25,55148722,83434284.06
278475,2014,163068359.63,21635091.28,86740384.92
278475,2015,169884791.94,39112379.6,89511532.62
278475,2016,166012031.56,5471844.8,92862162.48
278475,2017,190137454.47,18461709.48,90844470.11
278475,2018,208904363.32,11030238.33,90960994.05
278475,2019,223145590.58,7670475.53,95343617.84
278475,2020,209588869.82,11144446.5,107947631.84
278653,2007,154295070,25757350,17176120
278653,2008,172848620,36246620,16137070
278653,2009,149771250,18194610,16061320
278653,2010,151210070,40927500,16194400
278653,2011,154649704.86,2936570.05,29361846.2
278653,2012,151698285.15,1730968,20094035.54
278653,2013,173003748.4,3427720,19053289.29
278653,2014,183043991.7,1496988,17107572.84
278653,2015,187088621.38,4199851,17886248.16
278653,2016,205629388.84,4272705,15418937.28
278653,2017,222810555.81,12896034,18833235.06
278653,2018,242930311.61,1729228,17051398.4
278653,2019,256996655.67,1790198,16646380.52
278653,2020,237710051.04,1440474.38,18641944.04
279072,2007,42828110,5680970,7287200
279072,2008,46597620,5296080,9541420
279072,2009,41033810,4423310,8659370
279072,2010,40996850,3082860,9562000
279072,2011,39943775.48,1140913,10471001.31
279072,2012,42020867.32,2302671,10285815.06
279072,2013,53059285.54,4328156,11166535.1
279072,2014,56231494.06,1815694,11223143.08
279072,2015,55985079.9,2084657,13926861.63
279072,2016,59071683.76,11511847,13226048.65
279072,2017,63844936.78,4406604,12147210.08
279072,2018,70328338.5,12766265,13831705.81
279072,2019,76717411.04,9994947,15349741.01
279072,2020,72199561.73,15668098,13773700.84
279102,2007,93850270,19853770,31400460
279102,2008,111616420,16995810,24321390
279102,2009,96111020,13622730,21605010
279102,2010,100386310,5838440,23070430
279102,2011,97111941.07,4875554,27111499.07
279102,2012,101188358.59,9728654.14,23430160.32
279102,2013,121425328.84,9728909.5,21890045.2
279102,2014,127447152.81,12402056.96,20797942.19
279102,2015,131110892.11,4288811.6,31941316.64
279102,2016,140467509.3,15069908.06,20174314.96
279102,2017,149616803.9,14535055,20538794.54
279102,2018,170721049.79,5000177,20094363.52
279102,2019,177141215.44,10360417.66,21743577.03
279102,2020,166993486.57,17145252.74,19027062.1
279676,2007,146274770,27043940,20961440
279676,2008,156472010,38856390,23388460
279676,2009,137491970,14283770,27210670
279676,2010,137964610,20527730,24504750
279676,2011,134361365.09,26431152,27938537.1
279676,2012,145995927.75,11556860.61,21213079.56
279676,2013,165701547.79,6724469,22312983.66
279676,2014,174698988.43,5422238.59,20525672.11
279676,2015,178357614.09,13845255,24176831.26
279676,2016,192098614.79,15056523,21573903.36
279676,2017,203372762.63,29088210.61,19860653.77
279676,2018,222667815.17,14768218.5,20390502.48
279676,2019,234940982.27,4048968,20620586.14
279676,2020,231176476.59,37936545,23849780.17
279773,2007,143346390,17195160,25744540
279773,2008,146002520,17663370,29193800
279773,2009,126405070,4266140,26664550
279773,2010,125835080,10504660,27859840
279773,2011,124815516.98,8470607,34432876.98
279773,2012,131502291.36,4067883,31850103.63
279773,2013,152118974.26,5853241,30785439.37
279773,2014,157924727.29,4901387.2,33851270.03
279773,2015,170753043.48,2394115.78,31748356.62
279773,2016,171193520.05,8486943.53,29974263.81
279773,2017,185260302.57,4682437.9,31331109.21
279773,2018,205556568.55,19122441.5,32141678.83
279773,2019,221116595.72,6458451.8,42157294.38
279773,2020,209805766.38,29105494,46584873.74
279846,2007,65662460,10770250,11959570
279846,2008,68714790,46146590,14200340
279846,2009,68139350,32453920,11774170
279846,2010,63444810,32467650,11461900
279846,2011,63014352.1,24223065.5,12841737.41
279846,2012,72877127.76,8295554,13109827.06
279846,2013,80747604.81,3825974,15074338.87
279846,2014,84944442.44,1043442,12769083.22
279846,2015,87222417.7,1763425,13877275.02
279846,2016,96139948.83,985232,11161702.69
279846,2017,100080807.26,3437979,10866541.92
279846,2018,107747080.42,3957185.11,13160585.91
279846,2019,114376782.77,7380325,13425296.23
279846,2020,107276460.06,2624284.02,10508797.18
279943,2007,211168370,10328660,51875300
279943,2008,227346690,19720650,53030350
279943,2009,198469040,11731180,54910050
279943,2010,208839700,70931200,44867180
279943,2011,217673883.21,13205833,45850502.73
279943,2012,211794757.71,16533942.2,43817109.63
279943,2013,236613671.14,16674703.45,40690730.78
279943,2014,247714767.96,9928291.68,40434661.83
279943,2015,247939639.33,16207794.16,43768039.81
279943,2016,267588596.65,18049810.52,43068768.02
279943,2017,289643576.65,11081122,42698368.11
279943,2018,319965438.5,14273898.6,47248514.28
279943,2019,344398125.27,20591123.45,49467057.71
279943,2020,319368881.96,16106819.58,52620860.07
279978,2007,127386740,24990350,30976540
279978,2008,132915980,11721950,35063610
279978,2009,106509510,20467250,38799060
279978,2010,112908930,35438280,42245870
279978,2011,115327473,25200347.5,35963976.65
279978,2012,124866043.64,12446778,36340294.66
279978,2013,144759806.33,9200375,27441195.88
279978,2014,154554619.03,2423486.2,31670096.46
279978,2015,158911836.17,15681578.7,27667742.13
279978,2016,171393113.55,4502346.65,26562440.42
279978,2017,175193595.69,765815.4,28377826.39
279978,2018,192430451.94,6230933.32,29617442.87
279978,2019,206435357.14,2456779.51,29908569.21
279978,2020,196932009.15,13486812,33467069.56
281859,2007,82888280,498860,5799090
281859,2008,99034350,745560,7900660
281859,2009,83832200,746060,8367280
281859,2010,88967050,1892180,9396860
281859,2011,89532048.08,1494768,9756729.66
281859,2012,94482619.15,1168576,11110055.26
281859,2013,112492579.58,5704560.1,10929485.4
281859,2014,120893417.64,618355,12045597.93
281859,2015,127025810.87,851600,14996135.66
281859,2016,137185985.73,2729248,14130232.4
281859,2017,153681312.12,6260846,16005317.78
281859,2018,167383814.81,2697787,14912072.58
281859,2019,170464386.41,876609,17384760.54
281859,2020,173392721.61,890055,20916305
281964,2007,93362970,4209450,32798350
281964,2008,105575150,828580,31967130
281964,2009,98330070,120500,31607920
281964,2010,103887600,277020,32432980
281964,2011,106669125.24,746300,36892782.5
281964,2012,114839169.01,1192000,34164505.82
281964,2013,135307017.53,15745578,37506730.44
281964,2014,144113729.69,2139205,37456561.14
281964,2015,156226729.71,25431278,35868634.23
281964,2016,166206546.74,4632530.63,36661552.98
281964,2017,181245929.65,6584384,40883934.85
281964,2018,197158003,6117977.73,40366722.44
281964,2019,215184570.49,4419659.98,48776228.93
281964,2020,203245344.17,139220,46484471.09
282481,2007,53664370,11773190,12432650
282481,2008,57906910,191780,13748440
282481,2009,50180760,6232980,4822850
282481,2010,53523010,1447820,5185280
282481,2011,51697523.08,7980461.61,4293329.18
282481,2012,56286151.85,1518700,4203758.66
282481,2013,68795700.81,6853166,4426247.03
282481,2014,75399608.46,478270,8146495.38
282481,2015,79592226.15,1113832.55,9788202.6
282481,2016,87129084.59,387166.21,42074549.54
282481,2017,100196061.79,326187,24692685.76
282481,2018,110963603.41,328650.4,9539811.12
282481,2019,120473905.66,166018,7050912.22
282481,2020,114960087.45,675235.93,8794000.69
282651,2007,73915710,6798920,13755090
282651,2008,82396920,1949300,13484490
282651,2009,68846060,3794850,15925560
282651,2010,69264000,533450,15292420
282651,2011,71439101.08,465246,17490541.48
282651,2012,75433615.86,1499487,17923581.28
282651,2013,104863034.55,462251,18016812.01
282651,2014,107929490.07,435450,18955444.54
282651,2015,114482654.54,848529,21332647.83
282651,2016,116830704.22,134500,27096257.95
282651,2017,127854110.76,142328.73,50432903.24
282651,2018,141998047.44,2395636,32539106
282651,2019,147475076.49,14650145,30119011.73
282651,2020,141699430.92,6758328,28244767.21
282707,2007,77385340,2603710,22893540
282707,2008,87421190,4293430,26197060
282707,2009,77190700,3429390,21514140
282707,2010,80060760,5247420,20777780
282707,2011,79700247.12,6904899,21395873.49
282707,2012,85692593.73,8711174,23268658.18
282707,2013,110673903.01,189140,27498593.54
282707,2014,114343220.04,371819,25405219.31
282707,2015,116608184.2,1263701,24448657.5
282707,2016,127424755.18,4500658,21965395.8
282707,2017,136853457.23,13102033.5,24651812.85
282707,2018,155751372.52,12810835,26056703.85
282707,2019,168268705.07,2730099,26276138.47
282707,2020,156962234.23,10437225.5,25605708.4
282979,2007,37993640,20101600,13571620
282979,2008,44450100,8423150,14176340
282979,2009,33355420,321260,14769610
282979,2010,34458580,5089610,16500740
282979,2011,34448268.07,2335678,16918955.03
282979,2012,37606941.34,2539234.05,18350842.26
282979,2013,49758886.5,2722250,19659471.32
282979,2014,52145531.34,1593651,32602719.39
282979,2015,52912001.51,1596361,32679955.18
282979,2016,57215943.14,1712930,47991457.15
282979,2017,61731189.61,2061582,37578125.19
282979,2018,74972949.24,349119.9,43138603.55
282979,2019,80971284.77,210000,41682706.03
282979,2020,77035667.08,5971127,39990725.41
283061,2007,274850060,4316150,60495100
283061,2008,302255280,31614250,72913920
283061,2009,253056620,312898240,84241040
283061,2010,321361120,34048710,57587070
283061,2011,257290828.53,22968685.41,66811678.74
283061,2012,272073626.78,16112733,68430419.56
283061,2013,306084767.31,12300068,73530091.97
283061,2014,311871009.27,13500992.2,65730706.13
283061,2015,316895389.27,7053253.1,72952516.29
283061,2016,339268866.85,7211197,66907556.6
283061,2017,366452174.17,16184202.44,61056974.22
283061,2018,415947433.99,41057160,81823050.65
283061,2019,438852575.88,12436927.65,72700031.73
283061,2020,406733873.05,12157665.23,69330425.15
283193,2007,64065260,6659630,23128100
283193,2008,71958870,34167390,32750880
283193,2009,64971210,21249550,25010340
283193,2010,65383060,7397020,26959950
283193,2011,61670884.71,1822659,20311249.55
283193,2012,63745338.85,5469209,25120452.28
283193,2013,80748106.75,2224697,23384225.4
283193,2014,87702588.72,1161057,22561546.33
283193,2015,87873090.74,975369,32268725.09
283193,2016,95087906.75,825832,43526123.6
283193,2017,107271878.18,2386575,41448794.62
283193,2018,117282691.02,1210020,41066791.38
283193,2019,125778072.44,18625770.52,39318074.92
283193,2020,122496456.75,356280,35622095.71
283347,2007,94152320,20410050,33905670
283347,2008,89075370,16090190,35179950
283347,2009,79557560,16517090,36853620
283347,2010,79200790,11272970,32941830
283347,2011,80825103.05,10905227,34704441.18
283347,2012,98320373.47,13005956,33004114.94
283347,2013,114427649.04,29203746,34039820.11
283347,2014,127184406.53,570834,38490770.28
283347,2015,129791843.22,8062917.37,39785806.87
283347,2016,156223464.75,8636901,42030595.84
283347,2017,153432224.14,8203195,44742998.27
283347,2018,151317064.04,5907612,39408986.21
283347,2019,164694527.13,3901774,40893253.85
283347,2020,154736941.32,2949182.61,44340126.24
283509,2007,46396290,26226460,20382700
283509,2008,55256940,22878660,22731010
283509,2009,44423490,34017840,25582980
283509,2010,51342000,13148130,32492570
283509,2011,48878257.45,8531927,26083691.24
283509,2012,51469740.13,23062663.66,29150804.1
283509,2013,69327657.69,18109503,23631552.83
283509,2014,72647690.42,9952777,29760343.15
283509,2015,74147723.24,18953819,24505734.15
283509,2016,83768055.18,2600380,19226739.74
283509,2017,89658930.16,11380671,23773059.7
283509,2018,97748116.01,7059029,26556259.54
283509,2019,109873779.33,11676554,26832938.97
283509,2020,104153172.29,20317781.14,30470783.17
283924,2007,955711170,157810950,235751660
283924,2008,1047022300,88296060,430945160
283924,2009,860285890,139297460,258992770
283924,2010,913555070,152139330,257888660
283924,2011,893450721.2,56061824,252420415.59
283924,2012,939904624.43,63391551,245168625.13
283924,2013,992812994.44,30694318.26,235643557.62
283924,2014,1018365683.2,76492668.33,239816116.76
283924,2015,1045223435.47,31215277,248624923.37
283924,2016,1130302592.71,20684390,255173185.1
283924,2017,1207990812.51,12679245.8,233287456.25
283924,2018,1295273401.18,13647114.07,250449847.68
283924,2019,1393205461.16,24443776.36,258028979.16
283924,2020,1306530546.07,9563407.9,284120659.08
284165,2007,61659470,11500860,23690620
284165,2008,62846890,14300060,25486240
284165,2009,58146080,7094580,13320200
