ico,municipality_id,municipality,date,year,EU_fund_total_CZK,Tax_revenue_CZK,Capital_revenue_CZK,Non_tax_revenue_CZK,lt_tangible_assets_CZK,Saldo_CZK,population_total,unemployment
248801,6110,Pelhřimov,2017-12-31,2017,165.50084275892658,5857.337981148813,207.1481295187403,442.7160935905966,54853.045400975825,-64.04930294965469,45090,1.97
248801,6110,Pelhřimov,2018-12-31,2018,136.32722350434938,6303.419185824605,52.732225279602346,458.7503053435115,56228.65675372803,-672.0831473016133,45064,1.39
248801,6110,Pelhřimov,2019-12-31,2019,0,6626.374486536842,28.889233908530365,334.7009690369516,57255.80885308077,46.00123563855831,45086,1.22
248801,6110,Pelhřimov,2020-12-31,2020,0,6243.004633134387,610.1331232943578,391.813504470724,59799.504167646606,-218.31231124226107,45071,1.81
249831,3107,Milevsko,2007-12-31,2007,0,4903.830531841561,2.6512540431624156,601.1421602417944,40871.672941301236,387.98663767962245,18859,4.63
249831,3107,Milevsko,2008-12-31,2008,46.785676336202314,5111.456805865477,2.130485601955159,511.93656359579217,41947.50770375093,-11.73520348528318,18822,4.86
249831,3107,Milevsko,2009-12-31,2009,2018.007137015401,4686.477960701009,0,377.26500265533724,45865.46946362188,-3062.6266595857674,18830,6.5
249831,3107,Milevsko,2010-12-31,2010,421.3697509486398,4640.549943883278,3.4738923627812515,712.1281599059377,48219.13099246433,564.8078670300893,18711,6.13
249831,3107,Milevsko,2011-12-31,2011,1904.7851251745997,4567.317290211669,5.149349951649296,606.7097834962931,39029.69161007844,-262.33586655205704,18614,5.51
249831,3107,Milevsko,2012-12-31,2012,0,4618.129209533053,42.68845033969589,328.1580578022215,39145.26376361479,69.71721449369028,18546,5.3
249831,3107,Milevsko,2013-12-31,2013,712.202553283566,5814.544021421616,0,363.36721789462297,39007.07685167153,935.9825078437736,18486,5.09
249831,3107,Milevsko,2014-12-31,2014,1151.4099079389148,6075.880630347666,57.92358929925268,406.03191107982235,41390.12969511535,-1071.7504570562114,18466,4.88
249831,3107,Milevsko,2015-12-31,2015,388.4141047845854,6318.122299198961,5.951883524572418,367.39252164970776,41755.674685538,950.5768883957567,18476,4.47
249831,3107,Milevsko,2016-12-31,2016,126.62015259687178,6549.597864733772,115.27799880102458,646.8271186440678,42859.856282631205,-6.738617363343288,18349,3.81
249831,3107,Milevsko,2017-12-31,2017,122.48643909922744,7143.178899786313,48.69333187222618,380.65457235219986,44535.797167278506,367.1503742260709,18251,2.79
249831,3107,Milevsko,2018-12-31,2018,167.83951008962444,7676.534283829109,639.1894210150107,394.5402424808929,45599.832369824595,609.7284109528784,18187,2.42
249831,3107,Milevsko,2019-12-31,2019,500.0507436248972,8158.782740334522,1.325747189470798,759.6813528927886,49098.78918563202,-1319.8556512201756,18235,2.69
249831,3107,Milevsko,2020-12-31,2020,862.8717469050894,7675.302380192572,1.7419532324621734,765.9515972489684,49642.350422558455,972.6157964236589,18175,3.03
249998,3108,Písek,2007-12-31,2007,0,7110.003692833959,3396.6231948844534,3564.0094458805465,82856.72192960292,2777.1742045830015,51451,3.48
249998,3108,Písek,2008-12-31,2008,597.8128124033406,7699.711568202907,4233.650440767089,3671.6519099907205,91716.30644911846,3558.9812094030312,51728,3.65
249998,3108,Písek,2009-12-31,2009,1057.7096479907266,6897.522604327666,1672.444744976816,3825.4648377125195,93833.77028593508,496.6178516228748,51760,5.72
249998,3108,Písek,2010-12-31,2010,355.2850591172088,6478.017299765853,623.7239003812141,3585.92933026298,96957.06020086305,-1098.187781798479,51677,6.27
249998,3108,Písek,2011-12-31,2011,1005.9484560043204,6121.759626200671,595.9355948385604,3567.8791972379745,78967.01654033098,490.32109169463797,51846,5.39
249998,3108,Písek,2012-12-31,2012,1082.2618459732964,6348.09696948709,515.073288699065,3546.1270883835473,81232.5480114664,104.07007926430259,51978,5.42
249998,3108,Písek,2013-12-31,2013,1022.2027719251029,7371.58954592641,413.7716252066592,3477.607984928294,82861.96988715445,652.135636894919,52018,5.45
249998,3108,Písek,2014-12-31,2014,894.0920357307161,7745.593131421561,438.0179861217605,3735.8923414737,83172.99643881308,986.7677045315155,52168,5.48
249998,3108,Písek,2015-12-31,2015,356.1686604802449,7826.4536232660485,556.0833247871424,3618.606062948436,83328.12159207884,1229.9947023820894,52265,4.15
249998,3108,Písek,2016-12-31,2016,0,8210.617668551628,694.4223472515756,3951.1616045010564,78664.655673730507,1126.010929532943,52521,3.34
249998,3108,Písek,2017-12-31,2017,710.5030676310209,8853.389701037564,476.439515487731,3611.666308126325,78963.90693956376,-222.86663132384126,52816,2.26
249998,3108,Písek,2018-12-31,2018,1043.430689934301,9605.704029479866,396.37232638692797,3636.4219530882324,83094.31768509629,-3500.9444133205325,53121,1.62
249998,3108,Písek,2019-12-31,2019,207.26275359874043,10284.196616434248,811.4996526840606,3373.851411006148,82181.51995295397,1203.623309154296,53352,1.67
249998,3108,Písek,2020-12-31,2020,1019.8748894463895,9788.310170370509,262.18959054911727,3851.701318967293,80612.57438320259,1580.9488034748115,53413,2.32
250627,3109,Prachatice,2007-12-31,2007,0,4021.8996214361764,403.8912220513427,1223.2896604755708,59050.61989826097,-467.3550810363185,33812,2.98
250627,3109,Prachatice,2008-12-31,2008,32.549193667702326,4275.565024411895,439.98431720668736,1264.768752774079,60575.59224737387,-57.43157271785767,33795,3.77
250627,3109,Prachatice,2009-12-31,2009,1470.1348306237069,3878.011232633757,612.8185042861365,1230.3334318652085,63955.79219627549,-1701.5684303872304,33830,5.27
250627,3109,Prachatice,2010-12-31,2010,0,3829.641194029851,50.204776119402986,1343.2182089552239,66077.5895522388,904.4119402985075,33500,5.64
250627,3109,Prachatice,2011-12-31,2011,195.75397879647605,3570.0995153053605,134.8104225772734,1297.1321379722265,50487.66197790055,-94.52370374794774,33485,5.34
250627,3109,Prachatice,2012-12-31,2012,174.86224461119915,3775.3131537564655,200.94553499357232,1153.6415076683907,50576.16911626655,1168.0792014708961,33449,5.24
250627,3109,Prachatice,2013-12-31,2013,342.66046341171545,4364.7888236701965,102.09938371327709,1294.6099841440794,51182.05146143721,70.24213426673967,33426,5.14
250627,3109,Prachatice,2014-12-31,2014,2330.8163694726104,4508.3950299994,26.723855522889544,1135.7631547369053,52657.499951100974,447.557645047099,33334,5.04
250627,3109,Prachatice,2015-12-31,2015,483.2730349960982,4500.393747223723,84.09478360045621,1114.5595672009124,53279.08899573804,-748.5222366288492,33318,4.41
