"year","municipality_id","municipality_name","vote_percentage","party_id","party_name","party_name_short","winer","coallition"
2010,6101,"Bystřice nad Pernštejnem",33.25,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6102,"Havlíčkův Brod",23.34,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6103,"Humpolec",24.5,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6104,"Chotěboř",24.64,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6105,"Jihlava",21.5,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6106,"Moravské Budějovice",23.79,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6107,"Náměšť nad Oslavou",26.91,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6108,"Nové Město na Moravě",24.75,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6109,"Pacov",23.27,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6110,"Pelhřimov",23.92,53,"Občanská demokratická strana","ODS",0,1
2010,6111,"Světlá nad Sázavou",22.77,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6112,"Telč",19.73,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6113,"Třebíč",22,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6114,"Velké Meziříčí",23.32,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6115,"Žďár nad Sázavou",22.73,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6201,"Blansko",25.44,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6202,"Boskovice",26.8,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6203,"Brno",21.98,53,"Občanská demokratická strana","ODS",0,1
2010,6204,"Břeclav",25.78,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6205,"Bučovice",29.26,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6206,"Hodonín",26.3,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6207,"Hustopeče",23.18,53,"Občanská demokratická strana","ODS",0,1
2010,6208,"Ivančice",22.42,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6209,"Kuřim",23.4,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6210,"Kyjov",23.11,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6211,"Mikulov",20.34,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6212,"Moravský Krumlov",21.13,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6213,"Pohořelice",25.59,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6214,"Rosice",20.86,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6215,"Slavkov u Brna",23.73,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6216,"Šlapanice",21.06,721,"TOP 09","TOP 09",0,1
2010,6217,"Tišnov",24.52,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6218,"Veselí nad Moravou",27.15,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6219,"Vyškov",28.64,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6220,"Znojmo",24.68,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,6221,"Židlochovice",23.62,53,"Občanská demokratická strana","ODS",0,1
2010,7101,"Hranice",21.46,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7102,"Jeseník",24.23,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7103,"Konice",27.26,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7104,"Lipník nad Bečvou",24.98,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7105,"Litovel",28.25,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7106,"Mohelnice",25.64,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7107,"Olomouc",22.48,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7108,"Prostějov",26.89,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7109,"Přerov",26.78,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7110,"Šternberk",24.89,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7111,"Šumperk",24.04,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7112,"Uničov",27.2,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7113,"Zábřeh",25.09,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7201,"Bystřice pod Hostýnem",22.61,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7202,"Holešov",24.12,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7203,"Kroměříž",21.69,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7204,"Luhačovice",23.26,53,"Občanská demokratická strana","ODS",0,1
2010,7205,"Otrokovice",26.79,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7206,"Rožnov pod Radhoštěm",28.76,53,"Občanská demokratická strana","ODS",0,1
2010,7207,"Uherské Hradiště",23.73,53,"Občanská demokratická strana","ODS",0,1
2010,7208,"Uherský Brod",23.71,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7209,"Valašské Klobouky",22.38,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,7210,"Valašské Meziříčí",24.57,53,"Občanská demokratická strana","ODS",0,1
2010,7211,"Vizovice",23.03,53,"Občanská demokratická strana","ODS",0,1
2010,7212,"Vsetín",27.12,53,"Občanská demokratická strana","ODS",0,1
2010,7213,"Zlín",24.16,53,"Občanská demokratická strana","ODS",0,1
2010,8101,"Bílovec",25.61,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8102,"Bohumín",39.2,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8103,"Bruntál",24.73,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8104,"Český Těšín",30.86,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8105,"Frenštát pod Radhoštěm",23.78,53,"Občanská demokratická strana","ODS",0,1
2010,8106,"Frýdek-Místek",29.67,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8107,"Frýdlant nad Ostravicí",25.65,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8108,"Havířov",34.51,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8109,"Hlučín",29.26,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8110,"Jablunkov",33.36,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8111,"Karviná",42.83,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8112,"Kopřivnice",24.82,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8113,"Kravaře",22.84,53,"Občanská demokratická strana","ODS",0,1
2010,8114,"Krnov",27.52,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8115,"Nový Jičín",24.28,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8116,"Odry",26.52,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8117,"Opava",23.32,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8118,"Orlová",37.69,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8119,"Ostrava",28.18,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8120,"Rýmařov",33.98,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8121,"Třinec",33.39,7,"Česká strana sociálně demokratická","ČSSD",1,0
2010,8122,"Vítkov",28.1,7,"Česká strana sociálně demokratická","ČSSD",1,0
2013,2101,"Benešov",20.38,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2102,"Beroun",19.67,768,"ANO 2011","ANO 2011",0,1
2013,2103,"Brandýs nad Labem-Stará Boleslav",19.56,768,"ANO 2011","ANO 2011",0,1
2013,2104,"Čáslav",28.98,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2105,"Černošice",32.81,721,"TOP 09","TOP 09",0,0
2013,2106,"Český Brod",20.11,768,"ANO 2011","ANO 2011",0,1
2013,2107,"Dobříš",19.25,768,"ANO 2011","ANO 2011",0,1
2013,2108,"Hořovice",22.06,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2109,"Kladno",21.74,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2110,"Kolín",21.95,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2111,"Kralupy nad Vltavou",19.66,768,"ANO 2011","ANO 2011",0,1
2013,2112,"Kutná Hora",22.37,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2113,"Lysá nad Labem",18.92,768,"ANO 2011","ANO 2011",0,1
2013,2114,"Mělník",19.44,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2115,"Mladá Boleslav",20.1,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2116,"Mnichovo Hradiště",21.23,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2117,"Neratovice",22.56,768,"ANO 2011","ANO 2011",0,1
2013,2118,"Nymburk",22.55,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2119,"Poděbrady",19.81,768,"ANO 2011","ANO 2011",0,1
2013,2120,"Příbram",22.21,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2121,"Rakovník",23.37,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2122,"Říčany",24.93,721,"TOP 09","TOP 09",0,0
2013,2123,"Sedlčany",20.49,768,"ANO 2011","ANO 2011",0,1
2013,2124,"Slaný",21.46,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2125,"Vlašim",23.21,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,2126,"Votice",22.25,768,"ANO 2011","ANO 2011",0,1
2013,3101,"Blatná",23.79,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3102,"České Budějovice",18.48,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3103,"Český Krumlov",19.46,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3104,"Dačice",20.3,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3105,"Jindřichův Hradec",23.68,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3106,"Kaplice",22.38,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3107,"Milevsko",21.17,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3108,"Písek",20.41,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3109,"Prachatice",23.23,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3110,"Soběslav",25.41,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3111,"Strakonice",22.36,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3112,"Tábor",21.25,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3113,"Trhové Sviny",21.17,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3114,"Třeboň",20.79,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3115,"Týn nad Vltavou",20.39,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3116,"Vimperk",20.82,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3117,"Vodňany",19.44,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3201,"Blovice",21.11,768,"ANO 2011","ANO 2011",0,1
2013,3202,"Domažlice",23.68,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3203,"Horažďovice",25.23,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3204,"Horšovský Týn",22.45,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3205,"Klatovy",22.02,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3206,"Kralovice",23.43,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3207,"Nepomuk",24.84,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3208,"Nýřany",26.71,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3209,"Plzeň",20.27,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3210,"Přeštice",23.09,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3211,"Rokycany",20.93,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3212,"Stod",25.41,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3213,"Stříbro",24.04,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3214,"Sušice",19.86,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,3215,"Tachov",25.22,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4101,"Aš",21.93,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4102,"Cheb",23.71,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4103,"Karlovy Vary",22.55,768,"ANO 2011","ANO 2011",0,1
2013,4104,"Kraslice",22.97,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4105,"Mariánské Lázně",22.12,768,"ANO 2011","ANO 2011",0,1
2013,4106,"Ostrov",22.6,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4107,"Sokolov",26.36,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4201,"Bílina",25.67,47,"Komunistická strana Čech a Moravy","KSČM",0,0
2013,4202,"Děčín",22.46,768,"ANO 2011","ANO 2011",0,1
2013,4203,"Chomutov",24.68,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4204,"Kadaň",23.66,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4205,"Litoměřice",19.15,768,"ANO 2011","ANO 2011",0,1
2013,4206,"Litvínov",22.42,768,"ANO 2011","ANO 2011",0,1
2013,4207,"Louny",21.96,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4208,"Lovosice",32.04,768,"ANO 2011","ANO 2011",0,1
2013,4209,"Most",24.83,768,"ANO 2011","ANO 2011",0,1
2013,4210,"Podbořany",30.59,47,"Komunistická strana Čech a Moravy","KSČM",0,0
2013,4211,"Roudnice nad Labem",19.22,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4212,"Rumburk",21.65,768,"ANO 2011","ANO 2011",0,1
2013,4213,"Teplice",20.35,768,"ANO 2011","ANO 2011",0,1
2013,4214,"Ústí nad Labem",23.22,768,"ANO 2011","ANO 2011",0,1
2013,4215,"Varnsdorf",21.59,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,4216,"Žatec",22.85,47,"Komunistická strana Čech a Moravy","KSČM",0,0
2013,5101,"Česká Lípa",21.53,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5102,"Frýdlant",22.14,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5103,"Jablonec nad Nisou",24.23,768,"ANO 2011","ANO 2011",0,1
2013,5104,"Jilemnice",18.64,768,"ANO 2011","ANO 2011",0,1
2013,5105,"Liberec",23.43,768,"ANO 2011","ANO 2011",0,1
2013,5106,"Nový Bor",23.18,768,"ANO 2011","ANO 2011",0,1
2013,5107,"Semily",20.83,721,"TOP 09","TOP 09",0,0
2013,5108,"Tanvald",20.68,768,"ANO 2011","ANO 2011",0,1
2013,5109,"Turnov",22.21,721,"TOP 09","TOP 09",0,0
2013,5110,"Železný Brod",20.77,768,"ANO 2011","ANO 2011",0,1
2013,5201,"Broumov",21.85,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5202,"Dobruška",19.07,768,"ANO 2011","ANO 2011",0,1
2013,5203,"Dvůr Králové nad Labem",21.39,768,"ANO 2011","ANO 2011",0,1
2013,5204,"Hořice",23.82,768,"ANO 2011","ANO 2011",0,1
2013,5205,"Hradec Králové",20.25,768,"ANO 2011","ANO 2011",0,1
2013,5206,"Jaroměř",20.56,768,"ANO 2011","ANO 2011",0,1
2013,5207,"Jičín",20.66,768,"ANO 2011","ANO 2011",0,1
2013,5208,"Kostelec nad Orlicí",19.56,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5209,"Náchod",23.72,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5210,"Nová Paka",19.11,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5211,"Nové Město nad Metují",18.24,768,"ANO 2011","ANO 2011",0,1
2013,5212,"Nový Bydžov",21.18,768,"ANO 2011","ANO 2011",0,1
2013,5213,"Rychnov nad Kněžnou",20.32,768,"ANO 2011","ANO 2011",0,1
2013,5214,"Trutnov",19.23,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5215,"Vrchlabí",21.2,768,"ANO 2011","ANO 2011",0,1
2013,5301,"Česká Třebová",25.73,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5302,"Hlinsko",23.77,768,"ANO 2011","ANO 2011",0,1
2013,5303,"Holice",25.62,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5304,"Chrudim",23.01,768,"ANO 2011","ANO 2011",0,1
2013,5305,"Králíky",23.89,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5306,"Lanškroun",22.03,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5307,"Litomyšl",16.58,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5308,"Moravská Třebová",28.65,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5309,"Pardubice",22.02,768,"ANO 2011","ANO 2011",0,1
2013,5310,"Polička",19.98,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5311,"Přelouč",23.29,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5312,"Svitavy",28.85,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5313,"Ústí nad Orlicí",21.58,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,5314,"Vysoké Mýto",17.62,768,"ANO 2011","ANO 2011",0,1
2013,5315,"Žamberk",18.26,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6101,"Bystřice nad Pernštejnem",30.83,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6102,"Havlíčkův Brod",22,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6103,"Humpolec",25.54,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6104,"Chotěboř",24.87,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6105,"Jihlava",20.78,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6106,"Moravské Budějovice",23.35,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6107,"Náměšť nad Oslavou",23.04,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6108,"Nové Město na Moravě",24.86,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6109,"Pacov",26.98,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6110,"Pelhřimov",26.99,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6111,"Světlá nad Sázavou",22.05,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6112,"Telč",19.37,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6113,"Třebíč",21.31,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6114,"Velké Meziříčí",23.07,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6115,"Žďár nad Sázavou",22.91,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6201,"Blansko",28.89,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6202,"Boskovice",27.77,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6203,"Brno",20.77,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6204,"Břeclav",24.72,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6205,"Bučovice",29.17,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6206,"Hodonín",25.67,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6207,"Hustopeče",22.21,768,"ANO 2011","ANO 2011",0,1
2013,6208,"Ivančice",23.48,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6209,"Kuřim",22.73,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6210,"Kyjov",20.96,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6211,"Mikulov",22.04,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6212,"Moravský Krumlov",23.91,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6213,"Pohořelice",25.77,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6214,"Rosice",23.16,768,"ANO 2011","ANO 2011",0,1
2013,6215,"Slavkov u Brna",26.21,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6216,"Šlapanice",18.79,768,"ANO 2011","ANO 2011",0,1
2013,6217,"Tišnov",23.88,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6218,"Veselí nad Moravou",25.91,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6219,"Vyškov",30.91,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6220,"Znojmo",27.09,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,6221,"Židlochovice",22.27,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7101,"Hranice",19.94,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7102,"Jeseník",24.03,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7103,"Konice",25.38,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7104,"Lipník nad Bečvou",22.76,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7105,"Litovel",26.95,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7106,"Mohelnice",23.45,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7107,"Olomouc",20.94,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7108,"Prostějov",25.51,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7109,"Přerov",23.92,768,"ANO 2011","ANO 2011",0,1
2013,7110,"Šternberk",22.48,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7111,"Šumperk",24.4,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7112,"Uničov",25.04,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7113,"Zábřeh",22.45,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7201,"Bystřice pod Hostýnem",20.22,792,"Úsvit přímé demokracie Tomia Okamury","Úsvit",0,0
2013,7202,"Holešov",25.39,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7203,"Kroměříž",21.16,768,"ANO 2011","ANO 2011",0,1
2013,7204,"Luhačovice",20.23,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7205,"Otrokovice",24.03,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7206,"Rožnov pod Radhoštěm",20.79,768,"ANO 2011","ANO 2011",0,1
2013,7207,"Uherské Hradiště",20.03,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7208,"Uherský Brod",21.56,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7209,"Valašské Klobouky",20.24,1,"Křesťan.a demokrat.unie-Českosl.strana lidová","KDU-ČSL",0,1
2013,7210,"Valašské Meziříčí",25.96,768,"ANO 2011","ANO 2011",0,1
2013,7211,"Vizovice",18.35,768,"ANO 2011","ANO 2011",0,1
2013,7212,"Vsetín",20.82,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,7213,"Zlín",20.68,768,"ANO 2011","ANO 2011",0,1
2013,8101,"Bílovec",23.14,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8102,"Bohumín",35.42,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8103,"Bruntál",24.5,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8104,"Český Těšín",28.23,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8105,"Frenštát pod Radhoštěm",22.84,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8106,"Frýdek-Místek",26.39,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8107,"Frýdlant nad Ostravicí",23.33,768,"ANO 2011","ANO 2011",0,1
2013,8108,"Havířov",31.51,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8109,"Hlučín",25.23,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8110,"Jablunkov",26.74,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8111,"Karviná",36.05,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8112,"Kopřivnice",24.99,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8113,"Kravaře",22.28,768,"ANO 2011","ANO 2011",0,1
2013,8114,"Krnov",26.41,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8115,"Nový Jičín",24.96,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8116,"Odry",24.09,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8117,"Opava",23.29,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8118,"Orlová",31.88,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8119,"Ostrava",25.51,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8120,"Rýmařov",31.27,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8121,"Třinec",31.74,7,"Česká strana sociálně demokratická","ČSSD",1,1
2013,8122,"Vítkov",24.68,7,"Česká strana sociálně demokratická","ČSSD",1,1
2017,2101,"Benešov",30.53,768,"ANO 2011","ANO",1,1
2017,2102,"Beroun",26.8,768,"ANO 2011","ANO",1,1
2017,2103,"Brandýs nad Labem-Stará Boleslav",26.93,768,"ANO 2011","ANO",1,1
2017,2104,"Čáslav",29.27,768,"ANO 2011","ANO",1,1
2017,2105,"Černošice",19.51,721,"TOP 09","TOP 09",0,0
2017,2106,"Český Brod",26.06,768,"ANO 2011","ANO",1,1
2017,2107,"Dobříš",26.29,768,"ANO 2011","ANO",1,1
2017,2108,"Hořovice",27.96,768,"ANO 2011","ANO",1,1
2017,2109,"Kladno",30.48,768,"ANO 2011","ANO",1,1
2017,2110,"Kolín",27.09,768,"ANO 2011","ANO",1,1
2017,2111,"Kralupy nad Vltavou",28.03,768,"ANO 2011","ANO",1,1
2017,2112,"Kutná Hora",28.22,768,"ANO 2011","ANO",1,1
2017,2113,"Lysá nad Labem",25.48,768,"ANO 2011","ANO",1,1
2017,2114,"Mělník",28.61,768,"ANO 2011","ANO",1,1
2017,2115,"Mladá Boleslav",34.4,768,"ANO 2011","ANO",1,1
2017,2116,"Mnichovo Hradiště",30.7,768,"ANO 2011","ANO",1,1
2017,2117,"Neratovice",35.12,768,"ANO 2011","ANO",1,1
2017,2118,"Nymburk",30.6,768,"ANO 2011","ANO",1,1
2017,2119,"Poděbrady",26.01,768,"ANO 2011","ANO",1,1
2017,2120,"Příbram",32.06,768,"ANO 2011","ANO",1,1
2017,2121,"Rakovník",30.76,768,"ANO 2011","ANO",1,1
2017,2122,"Říčany",21.53,768,"ANO 2011","ANO",1,1
2017,2123,"Sedlčany",27.54,768,"ANO 2011","ANO",1,1
2017,2124,"Slaný",30.72,768,"ANO 2011","ANO",1,1
2017,2125,"Vlašim",32.98,768,"ANO 2011","ANO",1,1
2017,2126,"Votice",35.1,768,"ANO 2011","ANO",1,1
2017,3101,"Blatná",28.12,768,"ANO 2011","ANO",1,1
2017,3102,"České Budějovice",27.67,768,"ANO 2011","ANO",1,1
2017,3103,"Český Krumlov",26.14,768,"ANO 2011","ANO",1,1
2017,3104,"Dačice",25.43,768,"ANO 2011","ANO",1,1
2017,3105,"Jindřichův Hradec",29.67,768,"ANO 2011","ANO",1,1
2017,3106,"Kaplice",34.18,768,"ANO 2011","ANO",1,1
2017,3107,"Milevsko",30.61,768,"ANO 2011","ANO",1,1
2017,3108,"Písek",26.85,768,"ANO 2011","ANO",1,1
2017,3109,"Prachatice",25.15,768,"ANO 2011","ANO",1,1
2017,3110,"Soběslav",31.57,768,"ANO 2011","ANO",1,1
