ico,year,Tax_revenue_CZK,Capital_revenue_CZK,Non_tax_revenue_CZK,lt_tangible_assets_CZK,Saldo_CZK,municipality_id,municipality,date,population_total,unemployment,EU_fund_total_CZK
278360,2007,331256370,49951810,68889690,2835873920,7207330,5214,Trutnov,2007-12-31,64617,5.26,0
278360,2008,364368140,26679490,58985510,2976651860,-1942530,5214,Trutnov,2008-12-31,64771,5,456108983.56
278360,2009,312996280,70833900,45782800,3049195080,-163015690,5214,Trutnov,2009-12-31,64663,7.45,932732
278360,2010,319214350,66221780,49617280,3229096000,-165041720,5214,Trutnov,2010-12-31,64748,7.6,31288340.54
278360,2011,316684736.71,67349038,50536560.12,2245921548.45,42216604.1199999,5214,Trutnov,2011-12-31,64499,7.2,0
278360,2012,331375899.2,12201831,56108766.69,2204456207.15,17045195.2399999,5214,Trutnov,2012-12-31,64381,7.35,8542502
278360,2013,369817581.69,13089189.4,57342367.61,2160581927.21,60598580.05,5214,Trutnov,2013-12-31,64210,7.5,21855582.98
278360,2014,387083244.59,21265317.67,65885943.76,2136587299.81,70063379.6099999,5214,Trutnov,2014-12-31,64100,7.64,18225713.9
278360,2015,405823760.09,17420318.05,78058398.54,2146272415.29,47412435.3099999,5214,Trutnov,2015-12-31,64032,5.75,4027581
278360,2016,438477116.4,20277462.18,73150637.16,2124565140.3,77644561.79,5214,Trutnov,2016-12-31,63839,4.27,0
278360,2017,479075186.69,6187211,66570459.83,2118597641.83,24634591.3199999,5214,Trutnov,2017-12-31,63675,3.15,40472351.88
278360,2018,520378227.5,4435689,75294107.16,2287405494.44,-55713546.3499999,5214,Trutnov,2018-12-31,63555,2.41,16216074.23
278360,2019,558726356.14,8462000.88,74573033.9,2204995798.22,-55755449.3800001,5214,Trutnov,2019-12-31,63419,2.71,14159393.1
278360,2020,517797760.18,2411380,117532213,2288050546.38,-13948133.1700001,5214,Trutnov,2020-12-31,63046,3.57,0
278475,2007,132237730,16087470,19846880,1661744440,29728870,5215,Vrchlabí,2007-12-31,28506,3.37,0
278475,2008,142638870,18361210,28346660,1725557520,-23172580,5215,Vrchlabí,2008-12-31,28527,3.57,1100000
278475,2009,121801700,25687330,27574840,2051649990,-163081780,5215,Vrchlabí,2009-12-31,28095,5.75,29041385.31
278475,2010,130595880,11644570,117940760,2357302000,-55192030,5215,Vrchlabí,2010-12-31,28125,5.95,3045858.24
278475,2011,126856654.71,16270540,94237907.09,2100009711.72,-72316094.56,5215,Vrchlabí,2011-12-31,28143,5.47,4584592
278475,2012,135819382.4,15791460,84422167.3,2140625410.94,57931573.27,5215,Vrchlabí,2012-12-31,28121,5.7,0
278475,2013,154245605.25,55148722,83434284.06,2163836563.26,63921103.48,5215,Vrchlabí,2013-12-31,27983,5.93,10184282.61
278475,2014,163068359.63,21635091.28,86740384.92,2251429288.82,21550522.92,5215,Vrchlabí,2014-12-31,27960,6.17,10863071.85
278475,2015,169884791.94,39112379.6,89511532.62,2212262705.95,-2458062.63,5215,Vrchlabí,2015-12-31,27808,4.38,1944566
278475,2016,166012031.56,5471844.8,92862162.48,2199328202.45,64058811.1,5215,Vrchlabí,2016-12-31,27793,3.21,0
278475,2017,190137454.47,18461709.48,90844470.11,2205942188.34,63295621.5799999,5215,Vrchlabí,2017-12-31,27782,1.76,60570762.15
278475,2018,208904363.32,11030238.33,90960994.05,2320704102.69,6875675.84000003,5215,Vrchlabí,2018-12-31,27712,1.41,9134660.26
278475,2019,223145590.58,7670475.53,95343617.84,2377034478.4,42853549.27,5215,Vrchlabí,2019-12-31,27610,1.41,11146217.89
278475,2020,209588869.82,11144446.5,107947631.84,2436118618.93,15703345.39,5215,Vrchlabí,2020-12-31,27483,2.44,900182.05
278653,2007,154295070,25757350,17176120,1263734740,-3712970,5301,Česká Třebová,2007-12-31,18815,5.13,0
278653,2008,172848620,36246620,16137070,1281059890,37006850,5301,Česká Třebová,2008-12-31,18782,6.31,192237174.28
278653,2009,149771250,18194610,16061320,1435451750,-67910130,5301,Česká Třebová,2009-12-31,18712,9.67,40553
278653,2010,151210070,40927500,16194400,1573264000,-28681400,5301,Česká Třebová,2010-12-31,18660,10.45,0
278653,2011,154649704.86,2936570.05,29361846.2,1308626848.33,10483964.89,5301,Česká Třebová,2011-12-31,18583,8.74,61545341.77
278653,2012,151698285.15,1730968,20094035.54,1303736906.52,7650043.21999991,5301,Česká Třebová,2012-12-31,18487,8.29,0
278653,2013,173003748.4,3427720,19053289.29,1287439557.02,23186488.6899999,5301,Česká Třebová,2013-12-31,18382,7.84,680673.25
278653,2014,183043991.7,1496988,17107572.84,1268416277.77,15168151.74,5301,Česká Třebová,2014-12-31,18364,7.4,11342961.15
278653,2015,187088621.38,4199851,17886248.16,1264809586.06,19561322.67,5301,Česká Třebová,2015-12-31,18298,5.28,4378795.11
278653,2016,205629388.84,4272705,15418937.28,1270495909.95,20297535.45,5301,Česká Třebová,2016-12-31,18215,4.62,931700
278653,2017,222810555.81,12896034,18833235.06,1289103399.06,26102174.6399999,5301,Česká Třebová,2017-12-31,18102,2.97,48743777.18
278653,2018,242930311.61,1729228,17051398.4,1357796503.38,-27584759.66,5301,Česká Třebová,2018-12-31,18088,2.12,11529984.21
278653,2019,256996655.67,1790198,16646380.52,1438087170.97,9884626.19000006,5301,Česká Třebová,2019-12-31,17969,2.22,16464618.47
278653,2020,237710051.04,1440474.38,18641944.04,1472768782.99,18541896.02,5301,Česká Třebová,2020-12-31,17853,3.23,8961047.63
279072,2007,42828110,5680970,7287200,430737240,4838400,5305,Králíky,2007-12-31,9192,5.36,0
279072,2008,46597620,5296080,9541420,715565570,4583850,5305,Králíky,2008-12-31,9175,5.58,396270
279072,2009,41033810,4423310,8659370,815052340,-18926760,5305,Králíky,2009-12-31,9080,8.92,75940835.02
279072,2010,40996850,3082860,9562000,877266000,18306240,5305,Králíky,2010-12-31,9016,8.53,1380312.4
279072,2011,39943775.48,1140913,10471001.31,648607353,-44715405.35,5305,Králíky,2011-12-31,8931,7,46013861.08
279072,2012,42020867.32,2302671,10285815.06,689340315.92,7766071.39,5305,Králíky,2012-12-31,8910,7.07,0
279072,2013,53059285.54,4328156,11166535.1,714905753.03,7887334.97,5305,Králíky,2013-12-31,8860,7.14,6253674.19
279072,2014,56231494.06,1815694,11223143.08,723419542.4,9930278.48,5305,Králíky,2014-12-31,8804,7.2,5909438.47
279072,2015,55985079.9,2084657,13926861.63,819304787.27,2232211.25999999,5305,Králíky,2015-12-31,8719,6.01,7474262
279072,2016,59071683.76,11511847,13226048.65,980262064.75,17604970.51,5305,Králíky,2016-12-31,8643,4.05,4657816.11
279072,2017,63844936.78,4406604,12147210.08,984021827.35,270578.930000007,5305,Králíky,2017-12-31,8555,2.42,68882298.21
279072,2018,70328338.5,12766265,13831705.81,975045109.71,9727897.25999999,5305,Králíky,2018-12-31,8649,2.2,2420969.99
279072,2019,76717411.04,9994947,15349741.01,1003245827.26,-3727671.25,5305,Králíky,2019-12-31,8676,2.61,3529546.91
279072,2020,72199561.73,15668098,13773700.84,1056599629.47,-492885.540000021,5305,Králíky,2020-12-31,8618,3.97,5905022.49
279102,2007,93850270,19853770,31400460,1192398700,10178540,5306,Lanškroun,2007-12-31,22623,3.26,0
279102,2008,111616420,16995810,24321390,1207678010,24466020,5306,Lanškroun,2008-12-31,22824,5.09,1100000
279102,2009,96111020,13622730,21605010,1223975600,18508820,5306,Lanškroun,2009-12-31,22917,7.59,31741989.59
279102,2010,100386310,5838440,23070430,1243429000,14994010,5306,Lanškroun,2010-12-31,22983,6.61,8754696.06
279102,2011,97111941.07,4875554,27111499.07,1018992879.56,-20933296.66,5306,Lanškroun,2011-12-31,23017,5.44,19291876
279102,2012,101188358.59,9728654.14,23430160.32,1064028768.02,47483770.75,5306,Lanškroun,2012-12-31,23101,5.31,0
279102,2013,121425328.84,9728909.5,21890045.2,1083855623.49,25911733.13,5306,Lanškroun,2013-12-31,23148,5.18,3226698.94
279102,2014,127447152.81,12402056.96,20797942.19,1134745138.35,-4594077.94,5306,Lanškroun,2014-12-31,23170,5.06,24205932.47
279102,2015,131110892.11,4288811.6,31941316.64,1160262785.79,13070979.52,5306,Lanškroun,2015-12-31,23206,4.02,14350591.86
279102,2016,140467509.3,15069908.06,20174314.96,1203389871.03,17677422.75,5306,Lanškroun,2016-12-31,23176,3.01,1334386.29
279102,2017,149616803.9,14535055,20538794.54,1223404255.65,4214375.95000005,5306,Lanškroun,2017-12-31,23179,2.12,1508496.34
279102,2018,170721049.79,5000177,20094363.52,1358985112.55,-77149508.74,5306,Lanškroun,2018-12-31,23208,1.65,88979800.04
279102,2019,177141215.44,10360417.66,21743577.03,1426042906.26,-55953123.55,5306,Lanškroun,2019-12-31,23140,2.28,6473358.23
279102,2020,166993486.57,17145252.74,19027062.1,1437604254.07,31275284.69,5306,Lanškroun,2020-12-31,23085,3.14,0
279676,2007,146274770,27043940,20961440,1115358920,-6968890,5313,Ústí nad Orlicí,2007-12-31,26614,3.46,0
279676,2008,156472010,38856390,23388460,1142461090,20241150,5313,Ústí nad Orlicí,2008-12-31,26635,4.58,28379823.67
279676,2009,137491970,14283770,27210670,1000593810,-33617350,5313,Ústí nad Orlicí,2009-12-31,26631,8.09,54701948.51
279676,2010,137964610,20527730,24504750,1150175000,-91870530,5313,Ústí nad Orlicí,2010-12-31,26747,7.76,16391681
279676,2011,134361365.09,26431152,27938537.1,1088900051.69,19184420.1600001,5313,Ústí nad Orlicí,2011-12-31,26717,6.95,1265229.94
279676,2012,145995927.75,11556860.61,21213079.56,922593972.79,20399439.01,5313,Ústí nad Orlicí,2012-12-31,26642,6.53,773794
279676,2013,165701547.79,6724469,22312983.66,958976290.33,-83942.7799999714,5313,Ústí nad Orlicí,2013-12-31,26538,6.11,14909513.42
279676,2014,174698988.43,5422238.59,20525672.11,897018382.37,-2927465.73000002,5313,Ústí nad Orlicí,2014-12-31,26463,5.7,23108374.51
279676,2015,178357614.09,13845255,24176831.26,891313838.62,11512736.75,5313,Ústí nad Orlicí,2015-12-31,26368,4.43,13388755.9
279676,2016,192098614.79,15056523,21573903.36,904887955.73,17477074.55,5313,Ústí nad Orlicí,2016-12-31,26376,3.38,7480072.5
279676,2017,203372762.63,29088210.61,19860653.77,984138962.61,5282446.40999997,5313,Ústí nad Orlicí,2017-12-31,26348,1.84,47598107.72
279676,2018,222667815.17,14768218.5,20390502.48,1031891856.17,-27104325.45,5313,Ústí nad Orlicí,2018-12-31,26384,1.2,4577304.3
279676,2019,234940982.27,4048968,20620586.14,1033785282.64,-13003846.16,5313,Ústí nad Orlicí,2019-12-31,26573,1.28,0
279676,2020,231176476.59,37936545,23849780.17,1046162482.83,22362070.59,5313,Ústí nad Orlicí,2020-12-31,26511,1.64,2016786
279773,2007,143346390,17195160,25744540,1340960900,10602280,5314,Vysoké Mýto,2007-12-31,32467,3.3,0
279773,2008,146002520,17663370,29193800,1414662840,22985280,5314,Vysoké Mýto,2008-12-31,32634,3.59,56977175.84
279773,2009,126405070,4266140,26664550,1606658050,-51317780,5314,Vysoké Mýto,2009-12-31,32613,7.73,55280889.58
279773,2010,125835080,10504660,27859840,1693732000,32599650,5314,Vysoké Mýto,2010-12-31,32496,7.79,11926942.92
279773,2011,124815516.98,8470607,34432876.98,1247801101.33,-11591850.29,5314,Vysoké Mýto,2011-12-31,32625,6.58,61993875.06
279773,2012,131502291.36,4067883,31850103.63,1224786602.24,7198057.80000007,5314,Vysoké Mýto,2012-12-31,32602,5.98,0
279773,2013,152118974.26,5853241,30785439.37,1425350132.64,17659286.86,5314,Vysoké Mýto,2013-12-31,32624,5.38,6480572.56
279773,2014,157924727.29,4901387.2,33851270.03,1481360702.68,-24610427.77,5314,Vysoké Mýto,2014-12-31,32518,4.79,18735125
279773,2015,170753043.48,2394115.78,31748356.62,1470145060.6,40262405.23,5314,Vysoké Mýto,2015-12-31,32498,4,10515659.7
279773,2016,171193520.05,8486943.53,29974263.81,1458543321.46,16859418.25,5314,Vysoké Mýto,2016-12-31,32453,3.39,0
279773,2017,185260302.57,4682437.9,31331109.21,1511370352.14,4030665.29999995,5314,Vysoké Mýto,2017-12-31,32384,2.32,719950
279773,2018,205556568.55,19122441.5,32141678.83,1578584719.5,-23045869.78,5314,Vysoké Mýto,2018-12-31,32418,1.94,3427370
279773,2019,221116595.72,6458451.8,42157294.38,1550185365.11,42217819.8,5314,Vysoké Mýto,2019-12-31,32454,1.96,4130157.91
279773,2020,209805766.38,29105494,46584873.74,1565303144.74,25778280.37,5314,Vysoké Mýto,2020-12-31,32482,2.59,1826900.35
279846,2007,65662460,10770250,11959570,845993050,4202800,5315,Žamberk,2007-12-31,29147,3.06,0
279846,2008,68714790,46146590,14200340,817504660,27063870,5315,Žamberk,2008-12-31,29331,3.55,13540330.6
279846,2009,68139350,32453920,11774170,836372130,4665340,5315,Žamberk,2009-12-31,29248,6,11906322.42
279846,2010,63444810,32467650,11461900,862744000,-4386920,5315,Žamberk,2010-12-31,29304,5.4,4073943.06
279846,2011,63014352.1,24223065.5,12841737.41,603516772.72,-10898348.12,5315,Žamberk,2011-12-31,29305,5.12,26870580
279846,2012,72877127.76,8295554,13109827.06,605375225.53,-3149230.12,5315,Žamberk,2012-12-31,29284,5.29,2022066
279846,2013,80747604.81,3825974,15074338.87,604014833,26195339.76,5315,Žamberk,2013-12-31,29199,5.46,5117809.57
279846,2014,84944442.44,1043442,12769083.22,650618785.31,15456342.45,5315,Žamberk,2014-12-31,29162,5.62,2120364
279846,2015,87222417.7,1763425,13877275.02,648242620.73,14477947.81,5315,Žamberk,2015-12-31,29090,4.68,2292490
279846,2016,96139948.83,985232,11161702.69,645993032.69,23047240.12,5315,Žamberk,2016-12-31,29175,3.4,1184573.43
279846,2017,100080807.26,3437979,10866541.92,619393647.33,3551175.08999997,5315,Žamberk,2017-12-31,29273,2.23,18541322.45
279846,2018,107747080.42,3957185.11,13160585.91,626341738.84,17145889.89,5315,Žamberk,2018-12-31,29495,1.35,6332679.48
279846,2019,114376782.77,7380325,13425296.23,652365323.89,-20698082.08,5315,Žamberk,2019-12-31,29463,1.27,1578944
279846,2020,107276460.06,2624284.02,10508797.18,669351703.23,-6266249.20999998,5315,Žamberk,2020-12-31,29462,2.01,0
279943,2007,211168370,10328660,51875300,1832256200,31411340,6201,Blansko,2007-12-31,55204,3.68,0
279943,2008,227346690,19720650,53030350,1876676180,9988740,6201,Blansko,2008-12-31,55508,4.05,7396509.94
279943,2009,198469040,11731180,54910050,2027062320,13403810,6201,Blansko,2009-12-31,55664,7.29,18860009.96
279943,2010,208839700,70931200,44867180,1975273000,73827750,6201,Blansko,2010-12-31,55287,6.72,1812680.94
279943,2011,217673883.21,13205833,45850502.73,1548179392.77,-49335904.4200001,6201,Blansko,2011-12-31,55566,5.76,86359902.28
279943,2012,211794757.71,16533942.2,43817109.63,1594524567.27,-3505824.73000014,6201,Blansko,2012-12-31,55976,5.72,2636461.79
279943,2013,236613671.14,16674703.45,40690730.78,1569375961.98,41243762.3099999,6201,Blansko,2013-12-31,56270,5.68,3234614.35
279943,2014,247714767.96,9928291.68,40434661.83,1639226821.3,-7961078.14999986,6201,Blansko,2014-12-31,56379,5.64,47391686.31
279943,2015,247939639.33,16207794.16,43768039.81,1674448310.36,16958026.01,6201,Blansko,2015-12-31,56523,4.73,22538757.35
279943,2016,267588596.65,18049810.52,43068768.02,1737495192.57,30595392.3900001,6201,Blansko,2016-12-31,56624,3.76,0
279943,2017,289643576.65,11081122,42698368.11,1741260480.3,43762109.53,6201,Blansko,2017-12-31,56848,2.72,12963177.02
279943,2018,319965438.5,14273898.6,47248514.28,1760927650.74,28552726.4199998,6201,Blansko,2018-12-31,56965,1.77,29017949.6
279943,2019,344398125.27,20591123.45,49467057.71,1834999169.96,10203834.8900001,6201,Blansko,2019-12-31,57126,1.71,1827100
279943,2020,319368881.96,16106819.58,52620860.07,1883786338.25,40378802.2500002,6201,Blansko,2020-12-31,57045,2.56,1620432
279978,2007,127386740,24990350,30976540,1258676060,-14649000,6202,Boskovice,2007-12-31,50459,4.4,0
279978,2008,132915980,11721950,35063610,1309608180,32688600,6202,Boskovice,2008-12-31,50740,5.07,51007344.79
279978,2009,106509510,20467250,38799060,1381274310,-11007950,6202,Boskovice,2009-12-31,50875,8.49,57740596
279978,2010,112908930,35438280,42245870,1353594000,10666890,6202,Boskovice,2010-12-31,51075,8.11,35734616.18
279978,2011,115327473,25200347.5,35963976.65,1117524034.59,17797123.6700001,6202,Boskovice,2011-12-31,51281,7.47,122875898.61
279978,2012,124866043.64,12446778,36340294.66,1105130993.99,23847396.3,6202,Boskovice,2012-12-31,51378,7.52,0
279978,2013,144759806.33,9200375,27441195.88,1119810181.5,28288601.91,6202,Boskovice,2013-12-31,51476,7.57,7474229.75
279978,2014,154554619.03,2423486.2,31670096.46,1115032336.24,30859392.8299999,6202,Boskovice,2014-12-31,51546,7.62,21044152.84
279978,2015,158911836.17,15681578.7,27667742.13,1164900029.42,3864100.38,6202,Boskovice,2015-12-31,51603,6.33,8576171
279978,2016,171393113.55,4502346.65,26562440.42,1235948745.5,7194261.26999998,6202,Boskovice,2016-12-31,51624,5.41,21742075.65
279978,2017,175193595.69,765815.4,28377826.39,1272586908.47,-14337650.08,6202,Boskovice,2017-12-31,51697,3.71,86638837.38
279978,2018,192430451.94,6230933.32,29617442.87,1327619982.63,-25628427.0400001,6202,Boskovice,2018-12-31,51836,3.3,8972262.51
279978,2019,206435357.14,2456779.51,29908569.21,1391158720.76,-18336727.9299999,6202,Boskovice,2019-12-31,52010,3.42,7072466.34
279978,2020,196932009.15,13486812,33467069.56,1353187678.87,40876806.1800001,6202,Boskovice,2020-12-31,52059,3.98,3937046.38
281859,2007,82888280,498860,5799090,847367870,1445530,6208,Ivančice,2007-12-31,23693,4.32,0
281859,2008,99034350,745560,7900660,875335110,9785560,6208,Ivančice,2008-12-31,23761,4.26,3564711.68
281859,2009,83832200,746060,8367280,895519560,-6627270,6208,Ivančice,2009-12-31,23823,7.9,31437
281859,2010,88967050,1892180,9396860,887737000,16845250,6208,Ivančice,2010-12-31,23949,8.33,3083098
281859,2011,89532048.08,1494768,9756729.66,726857135.31,12011011.8800001,6208,Ivančice,2011-12-31,24037,7.01,11855085.8
281859,2012,94482619.15,1168576,11110055.26,734523339.81,-27473738.45,6208,Ivančice,2012-12-31,24042,7.3,0
281859,2013,112492579.58,5704560.1,10929485.4,752529914.44,-58816586.73,6208,Ivančice,2013-12-31,23993,7.59,648246
281859,2014,120893417.64,618355,12045597.93,643919880.96,25542847.12,6208,Ivančice,2014-12-31,23996,7.89,10262781.5
281859,2015,127025810.87,851600,14996135.66,698717479.31,7255167.25,6208,Ivančice,2015-12-31,23994,6.19,30695020.2
281859,2016,137185985.73,2729248,14130232.4,729535352.74,12783440.8800001,6208,Ivančice,2016-12-31,24150,5.1,2857555.4
281859,2017,153681312.12,6260846,16005317.78,739303325.84,22870068.14,6208,Ivančice,2017-12-31,24251,3.04,24798386.2
281859,2018,167383814.81,2697787,14912072.58,771814542.69,-10018977.6,6208,Ivančice,2018-12-31,24378,1.89,0
281859,2019,170464386.41,876609,17384760.54,823375798.82,-56555.439999938,6208,Ivančice,2019-12-31,24459,1.63,15846667.94
281859,2020,173392721.61,890055,20916305,949306738.22,-31810422.6700001,6208,Ivančice,2020-12-31,24653,2.31,0
281964,2007,93362970,4209450,32798350,665865650,-7669860,6209,Kuřim,2007-12-31,20439,2.58,0
281964,2008,105575150,828580,31967130,689088060,16444170,6209,Kuřim,2008-12-31,20813,2.82,571200
281964,2009,98330070,120500,31607920,770008790,-34162550,6209,Kuřim,2009-12-31,21277,5.5,160838227.23
281964,2010,103887600,277020,32432980,872269000,-82098140,6209,Kuřim,2010-12-31,21644,5.44,8567859.75
281964,2011,106669125.24,746300,36892782.5,751760167.37,27294613.91,6209,Kuřim,2011-12-31,21845,5.11,5843162
281964,2012,114839169.01,1192000,34164505.82,753651988.13,29289556.79,6209,Kuřim,2012-12-31,21956,5.18,6335117
281964,2013,135307017.53,15745578,37506730.44,785185652.57,41182426.04,6209,Kuřim,2013-12-31,22198,5.25,26745138.1
281964,2014,144113729.69,2139205,37456561.14,792686454.67,20417100.49,6209,Kuřim,2014-12-31,22380,5.33,5462030.09
281964,2015,156226729.71,25431278,35868634.23,814802825.27,51357925.09,6209,Kuřim,2015-12-31,22614,4.7,3543595.67
281964,2016,166206546.74,4632530.63,36661552.98,843639742.68,54152924.8,6209,Kuřim,2016-12-31,22743,4.24,0
281964,2017,181245929.65,6584384,40883934.85,858519311.72,-16337337.4300001,6209,Kuřim,2017-12-31,22855,3.14,21375203.62
281964,2018,197158003,6117977.73,40366722.44,1069289832.3,-101573019.44,6209,Kuřim,2018-12-31,23003,2.36,43055501.76
281964,2019,215184570.49,4419659.98,48776228.93,1173653323.85,-56583613.91,6209,Kuřim,2019-12-31,23345,2.28,0
281964,2020,203245344.17,139220,46484471.09,1163034152.34,2037478.72000003,6209,Kuřim,2020-12-31,23554,3.24,0
282481,2007,53664370,11773190,12432650,474997620,7625760,6214,Rosice,2007-12-31,23954,4.4,0
282481,2008,57906910,191780,13748440,486519230,-1001110,6214,Rosice,2008-12-31,24163,4,999600
282481,2009,50180760,6232980,4822850,474269820,-12376640,6214,Rosice,2009-12-31,24208,7.3,24602405.28
282481,2010,53523010,1447820,5185280,447305000,79910,6214,Rosice,2010-12-31,24403,7.56,6457148.21
282481,2011,51697523.08,7980461.61,4293329.18,319207876.47,-1464027.35000002,6214,Rosice,2011-12-31,24671,6.46,47313424.77
282481,2012,56286151.85,1518700,4203758.66,310580907.62,10217137.12,6214,Rosice,2012-12-31,24904,6.6,0
282481,2013,68795700.81,6853166,4426247.03,321781502.35,5919801.31,6214,Rosice,2013-12-31,25092,6.74,3494848.83
282481,2014,75399608.46,478270,8146495.38,320081500.72,13773020.74,6214,Rosice,2014-12-31,25313,6.87,27576798.48
282481,2015,79592226.15,1113832.55,9788202.6,294299196.92,11851954.41,6214,Rosice,2015-12-31,25507,5.95,6416066.68
282481,2016,87129084.59,387166.21,42074549.54,302791405.4,36808021.78,6214,Rosice,2016-12-31,25721,4.83,18203572.67
282481,2017,100196061.79,326187,24692685.76,337674937.49,7226128.96999997,6214,Rosice,2017-12-31,25887,3.2,1674398
282481,2018,110963603.41,328650.4,9539811.12,380353492.78,-27778075.21,6214,Rosice,2018-12-31,26090,2.33,4300439.22
282481,2019,120473905.66,166018,7050912.22,331915853.23,-13480510.5599999,6214,Rosice,2019-12-31,26284,2.11,0
282481,2020,114960087.45,675235.93,8794000.69,322515908.32,17154884.83,6214,Rosice,2020-12-31,26440,2.6,3526018.65
282651,2007,73915710,6798920,13755090,782100380,1519050,6216,Šlapanice,2007-12-31,57965,2.52,0
282651,2008,82396920,1949300,13484490,800331270,20538130,6216,Šlapanice,2008-12-31,59169,2.46,1100000
282651,2009,68846060,3794850,15925560,828449160,-17768670,6216,Šlapanice,2009-12-31,60278,4.81,42296692.04
282651,2010,69264000,533450,15292420,792127000,6509460,6216,Šlapanice,2010-12-31,61740,5.24,11396656.84
282651,2011,71439101.08,465246,17490541.48,605443133.66,11834826.29,6216,Šlapanice,2011-12-31,62661,4.65,131401880
282651,2012,75433615.86,1499487,17923581.28,601016910.29,9657618.44,6216,Šlapanice,2012-12-31,63498,4.78,0
282651,2013,104863034.55,462251,18016812.01,601912103.84,33764242.91,6216,Šlapanice,2013-12-31,64446,4.91,31038346.09
282651,2014,107929490.07,435450,18955444.54,751539560.42,-68030700.69,6216,Šlapanice,2014-12-31,65569,5.05,73274191.85
282651,2015,114482654.54,848529,21332647.83,634300657.61,33483648.05,6216,Šlapanice,2015-12-31,66461,4.05,1792010
282651,2016,116830704.22,134500,27096257.95,643601667.52,37751516.23,6216,Šlapanice,2016-12-31,67446,3.34,2854938
282651,2017,127854110.76,142328.73,50432903.24,504682445.94,34737862.1,6216,Šlapanice,2017-12-31,68364,2.45,10205677
282651,2018,141998047.44,2395636,32539106,525330987.75,-14068967.33,6216,Šlapanice,2018-12-31,69537,1.97,159599689.86
282651,2019,147475076.49,14650145,30119011.73,662149110.96,-39781374.62,6216,Šlapanice,2019-12-31,70414,1.94,0
282651,2020,141699430.92,6758328,28244767.21,955917332.95,-56697223.23,6216,Šlapanice,2020-12-31,71102,2.85,2048520
282707,2007,77385340,2603710,22893540,808710490,-2933990,6217,Tišnov,2007-12-31,28141,3.42,0
282707,2008,87421190,4293430,26197060,839336750,4467660,6217,Tišnov,2008-12-31,28549,3.82,1100000
282707,2009,77190700,3429390,21514140,725408900,-15988970,6217,Tišnov,2009-12-31,28801,6.91,43631
282707,2010,80060760,5247420,20777780,726931000,7120700,6217,Tišnov,2010-12-31,29075,7.88,6456057.56
282707,2011,79700247.12,6904899,21395873.49,565547321.48,-12538093.3200001,6217,Tišnov,2011-12-31,29491,6.84,86793363
282707,2012,85692593.73,8711174,23268658.18,586117709.13,24519699.33,6217,Tišnov,2012-12-31,29778,6.99,0
282707,2013,110673903.01,189140,27498593.54,629065311.68,-669045.450000048,6217,Tišnov,2013-12-31,29996,7.14,50175316.54
282707,2014,114343220.04,371819,25405219.31,721656529.79,-23882878.95,6217,Tišnov,2014-12-31,30248,7.28,32330034.64
282707,2015,116608184.2,1263701,24448657.5,801529069.45,12103640.62,6217,Tišnov,2015-12-31,30553,6.08,32769440.76
282707,2016,127424755.18,4500658,21965395.8,856675319.46,-219244.790000081,6217,Tišnov,2016-12-31,30836,5.22,3004374.8
282707,2017,136853457.23,13102033.5,24651812.85,753549155.81,375971.949999988,6217,Tišnov,2017-12-31,31167,4.26,33157550.57
282707,2018,155751372.52,12810835,26056703.85,794065462.43,13409660.9300001,6217,Tišnov,2018-12-31,31482,3.62,24615380.85
282707,2019,168268705.07,2730099,26276138.47,835925331.61,30671302.48,6217,Tišnov,2019-12-31,31725,3.5,14094116.48
282707,2020,156962234.23,10437225.5,25605708.4,834710936.5,24092863.99,6217,Tišnov,2020-12-31,31895,4.23,906669.55
282979,2007,37993640,20101600,13571620,330421540,3969870,6221,Židlochovice,2007-12-31,28826,2.68,0
282979,2008,44450100,8423150,14176340,360014640,-1904960,6221,Židlochovice,2008-12-31,29167,2.6,592620
282979,2009,33355420,321260,14769610,365054660,-2217300,6221,Židlochovice,2009-12-31,29608,4.94,3305512.68
282979,2010,34458580,5089610,16500740,399192000,4469190,6221,Židlochovice,2010-12-31,29916,4.79,8624149
282979,2011,34448268.07,2335678,16918955.03,255207418.94,-6681608.86000001,6221,Židlochovice,2011-12-31,30501,4.35,14904243
282979,2012,37606941.34,2539234.05,18350842.26,285084971.8,7309480.49000001,6221,Židlochovice,2012-12-31,31050,4.86,9872690.43
282979,2013,49758886.5,2722250,19659471.32,300156479.46,2908388.19,6221,Židlochovice,2013-12-31,31415,5.37,14981867.94
282979,2014,52145531.34,1593651,32602719.39,308386858.19,9214103.97999996,6221,Židlochovice,2014-12-31,31921,5.89,177727357.83
282979,2015,52912001.51,1596361,32679955.18,310033354.95,6667360.66999996,6221,Židlochovice,2015-12-31,32333,4.45,3597836.5
282979,2016,57215943.14,1712930,47991457.15,349891581.17,7293019.35000008,6221,Židlochovice,2016-12-31,32774,3.8,2607918.39
282979,2017,61731189.61,2061582,37578125.19,396666277.7,-28118238.06,6221,Židlochovice,2017-12-31,33168,3.35,21998290.14
282979,2018,74972949.24,349119.9,43138603.55,497758518.57,-50408431.02,6221,Židlochovice,2018-12-31,33522,2.75,157164102.65
282979,2019,80971284.77,210000,41682706.03,617581009.15,-49802369.3200001,6221,Židlochovice,2019-12-31,33816,2.18,12223017.61
282979,2020,77035667.08,5971127,39990725.41,774069301.16,-29151093.9400001,6221,Židlochovice,2020-12-31,33903,3.44,5096477.34
