ico,year,Tax_revenue_CZK,Capital_revenue_CZK,Non_tax_revenue_CZK,lt_tangible_assets_CZK,Saldo_CZK,municipality_id,municipality,date,population_total,unemployment,EU_fund_total_CZK
253316,2015,183427747.52,20306031,80736666.03,2986969533.44,62020895.5899999,3202,Domažlice,2015-12-31,40510,5.2,2865034
253316,2016,177583617.52,7232021.5,74823177.43,2987726151.37,64587460.32,3202,Domažlice,2016-12-31,40491,3.71,0
253316,2017,196234926.7,9926138.9,64575163.81,3006628202.96,12714790.1600001,3202,Domažlice,2017-12-31,40610,2.14,94998124.17
253316,2018,209529298.98,27552384.69,58767151.76,3174791041.73,19082388.6700001,3202,Domažlice,2018-12-31,40662,2.06,37408613.43
253316,2019,216766438.56,5418401,83544298.05,3490256844.3,-205330255.17,3202,Domažlice,2019-12-31,40679,2.01,24153382.18
253316,2020,204134374.2,9026684,64134475.22,3518485501.02,-9464116.45000005,3202,Domažlice,2020-12-31,40464,3.42,7293404.32
253383,2007,58172300,5294790,8580400,849556770,-4907250,3204,Horšovský Týn,2007-12-31,13987,3.85,0
253383,2008,61942140,7672020,7524390,816142090,-2415680,3204,Horšovský Týn,2008-12-31,14071,4.78,2958539.35
253383,2009,60731930,3167300,8509790,838962670,-1793430,3204,Horšovský Týn,2009-12-31,14221,8.01,32715
253383,2010,55959340,5520490,9673850,834320860,15434370,3204,Horšovský Týn,2010-12-31,14205,8.14,0
253383,2011,58639951.28,2084108,9852568.44,746074637.89,-667239.859999985,3204,Horšovský Týn,2011-12-31,14263,6.63,3873644
253383,2012,57956453.5,561980,11303490.81,763711476.23,1896350.55000001,3204,Horšovský Týn,2012-12-31,14276,6.41,2762418.2
253383,2013,72142803.14,4761901,10991623.65,762025805.07,14411978.42,3204,Horšovský Týn,2013-12-31,14328,6.19,2140944.28
253383,2014,79879885.56,11544177.6,11132137.65,765066282.34,19546454.22,3204,Horšovský Týn,2014-12-31,14337,5.96,3624371.08
253383,2015,84261016.6,1806423.68,11749653.11,770543215.84,-16309557.93,3204,Horšovský Týn,2015-12-31,14404,5.36,2705374.73
253383,2016,93625235.02,23817198.1,14546270.77,773947865.23,64162110.78,3204,Horšovský Týn,2016-12-31,14583,4.67,0
253383,2017,98464842.08,1807390,10456418.43,1049081570.68,-12091373.05,3204,Horšovský Týn,2017-12-31,14574,2.74,0
253383,2018,97588018.61,4135311,20826276.03,1127369854.82,-46752010.45,3204,Horšovský Týn,2018-12-31,14688,2.23,7997672.55
253383,2019,106553121.86,5797265.33,16325158.59,1112724589.96,37758680.57,3204,Horšovský Týn,2019-12-31,14825,2.45,0
253383,2020,99257261.28,1735314.53,17924311.81,1164763380.2,-9152157.44999999,3204,Horšovský Týn,2020-12-31,14804,3.38,3639830.16
253901,2007,128810050,19416440,30109910,894452100,31603960,4101,Aš,2007-12-31,17739,3.49,0
253901,2008,144151920,42414680,24746620,878436420,31936110,4101,Aš,2008-12-31,17879,4.94,123226540.5
253901,2009,124950830,65187940,13275840,874928970,-118950580,4101,Aš,2009-12-31,17949,7.63,14404113.95
253901,2010,125047880,11211220,11098540,961541000,47717700,4101,Aš,2010-12-31,17543,6.72,44735104.83
253901,2011,129856008.87,13887397,31268047.57,624362167.99,34938798.27,4101,Aš,2011-12-31,17592,5.63,0
253901,2012,141220865.87,12829087,18579353.06,609445239.3,16473776.72,4101,Aš,2012-12-31,17612,5.34,0
253901,2013,170686371.07,7899373.45,23467354.64,637269964.5,34232630.41,4101,Aš,2013-12-31,17622,5.05,10486874
253901,2014,183898765.19,2574167.55,21643965.79,728556704.04,-17530017.47,4101,Aš,2014-12-31,17653,4.76,48167539.53
253901,2015,193388172.03,4239507,19153520.78,801067776.96,-14256488.59,4101,Aš,2015-12-31,17640,3.88,48972760.57
253901,2016,216092875.67,3947281,18634232.61,808926199.42,70812295.45,4101,Aš,2016-12-31,17688,2.66,0
253901,2017,240490349.31,5567452.5,22741387.09,713889637.87,41866662.67,4101,Aš,2017-12-31,17643,1.84,5167874.02
253901,2018,243316321.61,5385461,22886256.17,791815763.25,-809672.99000001,4101,Aš,2018-12-31,17655,1.34,16822646.38
253901,2019,264379554.17,8073300.04,24829390.28,837820241.59,48573960.71,4101,Aš,2019-12-31,17695,1.52,6649335.95
253901,2020,254799900.4,6522260,29337536.3,897356756.4,91971857.09,4101,Aš,2020-12-31,17611,3.47,8404485.91
253979,2007,376876030,33952010,116842400,3204925840,23724450,4102,Cheb,2007-12-31,52736,5.55,0
253979,2008,412258980,82400730,132393300,3345600280,42474210,4102,Cheb,2008-12-31,52927,6.02,127354833.94
253979,2009,359575310,50140990,125385350,3556156130,-104336380,4102,Cheb,2009-12-31,52766,8.72,93216078.96
253979,2010,375351210,78162300,148703850,3433662460,17139560,4102,Cheb,2010-12-31,51167,9.03,13461034.7
253979,2011,384195242.46,62905815.71,138327315.38,2825896002.31,-72657391.6200001,4102,Cheb,2011-12-31,50992,7.51,58284578.51
253979,2012,387194236.69,57774162,129608042.8,2878039370.51,-44581068.0799999,4102,Cheb,2012-12-31,50721,7.44,139883125.95
253979,2013,443447123.53,41597818.23,133867508.27,3055339898.38,39261237.1199999,4102,Cheb,2013-12-31,50396,7.37,29787593
253979,2014,446752531.61,43960442.49,132190641.52,3074260445.99,61098828.7,4102,Cheb,2014-12-31,50155,7.29,45611712.56
253979,2015,456432847.52,62266349.24,127193279.43,3254428871.37,39860108.6600001,4102,Cheb,2015-12-31,50072,6.54,26179188.58
253979,2016,510599840.3,150402822.3,125108903.61,3235981866.43,179224666.95,4102,Cheb,2016-12-31,50151,4.05,3743720.4
253979,2017,561685128.03,55221678.33,134712511.59,3247851156.91,47646355.0800002,4102,Cheb,2017-12-31,49944,2.3,50914565.46
253979,2018,567888156.21,17123225.56,134066973.43,3432921672.71,36174356.98,4102,Cheb,2018-12-31,49957,1.67,79922463.84
253979,2019,613595179.47,59419750.81,131958990.98,3531830628.02,14791074.52,4102,Cheb,2019-12-31,49955,2,1762970
253979,2020,560966555.96,43382652.1,128547660.39,3600276170.85,56435979.96,4102,Cheb,2020-12-31,49917,3.88,0
254061,2007,174996920,46892920,52715580,1870276630,-18128930,4105,Mariánské Lázně,2007-12-31,24728,3.62,0
254061,2008,187633040,46457660,53087980,1974740820,-20508970,4105,Mariánské Lázně,2008-12-31,24646,4.3,10298767
254061,2009,162147230,85447260,57820170,1949835760,25273010,4105,Mariánské Lázně,2009-12-31,24586,6.43,45145
254061,2010,187195780,101379140,52129200,1895671960,33031820,4105,Mariánské Lázně,2010-12-31,24369,6.85,57302603.32
254061,2011,174555513.17,52187875,62053936,1577324617.48,-110880043.53,4105,Mariánské Lázně,2011-12-31,24405,6.16,23940183.33
254061,2012,171464047.15,15810052.24,51308803.68,1480018428.23,52280344.27,4105,Mariánské Lázně,2012-12-31,24224,5.89,27265702.89
254061,2013,199168151.51,31387467.42,57675417.16,1446491131.8,43230662.3200001,4105,Mariánské Lázně,2013-12-31,24193,5.62,5758623.25
254061,2014,212984366.69,12108364,53224704.74,1462166139.71,1013875.24000001,4105,Mariánské Lázně,2014-12-31,24211,5.36,25461359.1
254061,2015,212297313.79,5458207.23,50497512.12,1476267973.23,-9116970.81000006,4105,Mariánské Lázně,2015-12-31,24139,4.22,3906761
254061,2016,231003851.08,5610596.67,53502564.68,1447597951.33,43000519.86,4105,Mariánské Lázně,2016-12-31,23998,2.83,279125
254061,2017,242668146.13,5023585.22,50255098.38,1430998765.18,35343234.4299999,4105,Mariánské Lázně,2017-12-31,23976,2.06,10153661.92
254061,2018,255127700.24,2255246.76,52614898.02,1496047150.57,-6823790.41999984,4105,Mariánské Lázně,2018-12-31,23928,2.22,14498984
254061,2019,281684047.92,2664946.64,56378595.62,1532728793.25,-33000070.9100001,4105,Mariánské Lázně,2019-12-31,23984,2.04,24154134.3
254061,2020,245791968.69,4894090.92,41326284.33,1486715689.1,19416392.6800001,4105,Mariánské Lázně,2020-12-31,23906,5.45,0
254657,2007,669069120,15582520,76794520,9275791580,167058870,4103,Karlovy Vary,2007-12-31,89284,5.55,0
254657,2008,712286800,2457740,93819700,9681253640,-263999240,4103,Karlovy Vary,2008-12-31,89983,5.29,23352615
254657,2009,635116620,167500,253560410,10015522930,-430825860,4103,Karlovy Vary,2009-12-31,90076,8.14,43248
254657,2010,644108460,212600,153738440,10063327640,28148140,4103,Karlovy Vary,2010-12-31,89630,8.52,307797377.29
254657,2011,654058884.21,8123000,81867858.88,9976902449.97,-67963416.5800004,4103,Karlovy Vary,2011-12-31,89409,7.61,146637913.68
254657,2012,673670846.7,104531521,81991605.15,9968862019.69,-135097055.75,4103,Karlovy Vary,2012-12-31,88969,7.72,0
254657,2013,765844616.12,38906942.86,104810628.18,9756221274.34,192189966.01,4103,Karlovy Vary,2013-12-31,88633,7.83,23534973.45
254657,2014,747919865.84,38778538,137684996.71,9777357625.23,37172057.78,4103,Karlovy Vary,2014-12-31,88592,7.94,174468146.01
254657,2015,749597717.93,47826975,151417778.71,9938366370.68,-79728308.5299997,4103,Karlovy Vary,2015-12-31,87863,6.77,107315805.33
254657,2016,802724916.92,94198111.64,169609355.4,9798007241.6,234566513.23,4103,Karlovy Vary,2016-12-31,87589,5.13,0
254657,2017,869838116.64,32799755,123187780.68,9643791384.38,94413851.6600001,4103,Karlovy Vary,2017-12-31,87280,3.18,16693024.68
254657,2018,916543376.61,19784114,141583418.59,9916822512.61,-148441027.18,4103,Karlovy Vary,2018-12-31,87166,2.69,217207296.48
254657,2019,979318882.9,41293103.34,124297712.41,9828356136.86,60280801.2600002,4103,Karlovy Vary,2019-12-31,87182,2.59,24744266.62
254657,2020,882039592.33,24308294.28,112627768.47,9664493637.89,-58306118.4200001,4103,Karlovy Vary,2020-12-31,87001,6.26,103374465.27
254843,2007,172744470,13225900,76327920,1764550120,28776060,4106,Ostrov,2007-12-31,29881,6.18,0
254843,2008,191770890,4737300,88157130,1866891230,29076140,4106,Ostrov,2008-12-31,29940,6.8,133545179.52
254843,2009,161621470,20600880,92562610,1919496150,-14683780,4106,Ostrov,2009-12-31,29356,9.54,2536655.7
254843,2010,171404950,3196510,90821940,2039068450,-47796090,4106,Ostrov,2010-12-31,29186,9.85,4897035.34
254843,2011,168821994.83,8357949,86465908.13,1768451585.2,4097420.83000016,4106,Ostrov,2011-12-31,29043,8.46,28551105.33
254843,2012,181358906.07,22816828,89548673.08,1828852942.26,-6988591.56999993,4106,Ostrov,2012-12-31,28899,8.47,2171614.5
254843,2013,199000743.4,7470345,95562198.98,1928354694.76,7276488.26999998,4106,Ostrov,2013-12-31,28664,8.48,219099
254843,2014,209018720.43,14962751.36,95812512.03,2002388549.75,-34265967.98,4106,Ostrov,2014-12-31,28424,8.48,45056147.05
254843,2015,209197890.83,9125928.73,116087071.81,2081742672.65,74373369.5599999,4106,Ostrov,2015-12-31,28477,7.11,64091655.44
254843,2016,223353530.46,40100008.2,87201699.81,2114552835.02,-3636383.47999978,4106,Ostrov,2016-12-31,28196,5.9,0
254843,2017,248653086.57,2721948.61,85861940.51,2170316352.52,-10327113.8400002,4106,Ostrov,2017-12-31,28048,3.7,3372117.65
254843,2018,262032448.2,21771063.03,88215974.09,2177312698.21,54152654.5999999,4106,Ostrov,2018-12-31,27848,3.21,1360794.05
254843,2019,288025391,823160.37,83833385.02,2237641211.05,2157845.67999983,4106,Ostrov,2019-12-31,27636,2.32,1741395
254843,2020,265932649.36,6641051.32,94307423.33,2297172315.45,-22230204.9799998,4106,Ostrov,2020-12-31,27373,4.51,35119376.22
255513,2007,57271900,11160600,24673560,1109973430,-25123320,3203,Horažďovice,2007-12-31,12185,3.58,0
255513,2008,65735190,10143160,25228480,1124531310,32434340,3203,Horažďovice,2008-12-31,12197,4.18,5829637
255513,2009,54780540,6968460,26054360,1133664140,13415750,3203,Horažďovice,2009-12-31,12205,7.31,7769007.5
255513,2010,57064890,45491600,18848830,1184701000,6313260,3203,Horažďovice,2010-12-31,12116,7.7,30004842.54
255513,2011,63076206.78,3785268,23856671.08,903203416.57,-1787685.50999999,3203,Horažďovice,2011-12-31,12118,5.78,33362776.59
255513,2012,56466793.16,6999707,24142852.59,943713319.11,11590790.36,3203,Horažďovice,2012-12-31,12010,6.05,5383568.8
255513,2013,73834974.8,4342651,25671240.13,956275249.16,16390105.6,3203,Horažďovice,2013-12-31,11911,6.32,14425989.8
255513,2014,77218556.86,465102.29,25629002.96,972593844.72,13051886.18,3203,Horažďovice,2014-12-31,11823,6.58,12986867.53
255513,2015,77348255.95,1382805,26366262.3,983758300.57,28633128.88,3203,Horažďovice,2015-12-31,11707,4.95,5721610
255513,2016,80968331.14,13996731.5,31603404.68,980867168.64,33978492.14,3203,Horažďovice,2016-12-31,11648,4.14,0
255513,2017,89819386.02,11308782.66,28553425.52,1017227138.96,-15452444.93,3203,Horažďovice,2017-12-31,11640,2.59,6387555.53
255513,2018,98038570,3447645,28631420.38,1076199403.47,-18974995.44,3203,Horažďovice,2018-12-31,11608,2.24,8593406.2
255513,2019,104791119.77,13236199.34,36057923.13,1145186959.51,-838466.199999988,3203,Horažďovice,2019-12-31,11535,2.65,17020705.07
255513,2020,97815381.5,8007261,31204577.65,1184579412.52,-10056764.3,3203,Horažďovice,2020-12-31,11525,2.93,1889307.29
255661,2007,231553230,6860070,72231210,3049312820,-8497040,3205,Klatovy,2007-12-31,51185,3.98,0
255661,2008,254777940,57484730,64903740,3396695060,-77335770,3205,Klatovy,2008-12-31,51447,3.95,11432987
255661,2009,209894170,29429950,59468700,3571180550,-131448200,3205,Klatovy,2009-12-31,51544,5.94,744981.86
255661,2010,219912020,34022330,55101980,3707772000,-43011000,3205,Klatovy,2010-12-31,50948,6.6,0
255661,2011,219845261.98,22020815.31,62934353.28,2793579441.93,62851183.6299999,3205,Klatovy,2011-12-31,50799,5.96,39472139.99
255661,2012,252852718.65,22063378.27,59807977.87,2844537883.64,21831972.9499998,3205,Klatovy,2012-12-31,50751,5.65,34612967.36
255661,2013,284412929.4,29566728.42,63861987.76,2865535171.28,65978832.23,3205,Klatovy,2013-12-31,50598,5.34,27989738.31
255661,2014,295578837,31441543.02,75116027.52,3021744654.69,12418432.6000001,3205,Klatovy,2014-12-31,50588,5.04,93565312.4
255661,2015,295494077.24,18010561.49,87237365.4,3109235806.39,25635961.1599998,3205,Klatovy,2015-12-31,50549,3.57,64479919.32
255661,2016,311492312.83,18526589.98,78886964.88,3101597234.53,83725099.84,3205,Klatovy,2016-12-31,50511,2.33,13510953.59
255661,2017,333942749.25,13856233.52,83299138.26,3116858411.21,45132541.72,3205,Klatovy,2017-12-31,50479,1.68,73232534.94
255661,2018,373207669.97,19905106.22,87897733.49,3241253547.28,12017504.1500001,3205,Klatovy,2018-12-31,50564,1.43,62700212.03
255661,2019,412522492.34,14489383.5,113355113.35,3311349651.68,55869808.6400001,3205,Klatovy,2019-12-31,50720,1.73,54207297.37
255661,2020,404285852.14,18572639,98764553.45,3458911443.11,-19380734.8,3205,Klatovy,2020-12-31,50690,2.59,29754746.59
256129,2007,124522930,389530,58708360,1688533980,35250150,3214,Sušice,2007-12-31,24975,6.26,0
256129,2008,134793820,7563660,68453120,1704420290,49053230,3214,Sušice,2008-12-31,25025,6.61,32803782.22
256129,2009,114091460,2370400,33937740,1839947020,-50001250,3214,Sušice,2009-12-31,24972,8.82,52908533.05
256129,2010,118156690,6362270,35367980,1853052000,50884200,3214,Sušice,2010-12-31,24737,9.9,9453600
256129,2011,121068374.71,3215627,33426000.02,1435054499.64,9809058.62,3214,Sušice,2011-12-31,24705,8.58,78321472.9
256129,2012,124075072.45,11876678.27,42175997.61,1530881608.32,-23012830.7700001,3214,Sušice,2012-12-31,24579,8.68,0
256129,2013,145508440.73,10275055.53,41370358.79,1587769647.59,48476696.9300001,3214,Sušice,2013-12-31,24547,8.78,15058964.13
256129,2014,151886690.77,6977883.78,37994826.78,1669703719.67,-66831813.0599999,3214,Sušice,2014-12-31,24448,8.87,4661332.44
256129,2015,155218193.24,3351150,34128206.27,1694365044.49,39170710.45,3214,Sušice,2015-12-31,24361,7.51,0
256129,2016,160898213.18,315630,41288327.42,1706862869.63,36158144.5999999,3214,Sušice,2016-12-31,24293,6.89,2538746.17
256129,2017,172117790.66,2727720,41847924.3,1724124814.78,34761695.83,3214,Sušice,2017-12-31,24199,4.84,2347056
256129,2018,189967603.27,4454286.5,41442778.65,1745380468.14,37365478.86,3214,Sušice,2018-12-31,24164,4.3,0
256129,2019,204330668.59,3352198,47651475.49,1805355589.1,-994326.380000114,3214,Sušice,2019-12-31,24150,3.8,14267958.76
256129,2020,190659395.88,588151.9,45015331.01,1881558226.3,-35388616.5999999,3214,Sušice,2020-12-31,24038,4.74,0
256455,2007,37683670,7537010,5957370,474089080,10757590,3201,Blovice,2007-12-31,11378,2.25,0
256455,2008,42787370,2215760,7531880,492109980,881040,3201,Blovice,2008-12-31,11541,3.09,11692294
256455,2009,35574320,3751670,7230540,528142550,3762590,3201,Blovice,2009-12-31,11556,5.56,44068318.6
256455,2010,38726660,4365810,4953250,563967000,5215710,3201,Blovice,2010-12-31,11668,4.96,1936100.63
256455,2011,36762997.19,3324797,5507620.16,471564143.98,-22346657.01,3201,Blovice,2011-12-31,11697,4.75,1480991.75
256455,2012,37197079.23,4244867,7486750.86,488880264.75,-21153904.79,3201,Blovice,2012-12-31,11759,4.81,0
256455,2013,52464905.71,3672828.3,9427342.79,491631636.68,14656660.07,3201,Blovice,2013-12-31,11811,4.87,18692830.8
256455,2014,54738383.01,2924713.26,9654258.36,514160725.62,2598832.13,3201,Blovice,2014-12-31,11870,4.92,18625103.26
256455,2015,55479887.09,7817730.3,11195604.87,514211043.94,15972568.25,3201,Blovice,2015-12-31,11926,4.24,5446036.1
256455,2016,59015881.75,4562814,12743343.94,521134457.13,11225483.35,3201,Blovice,2016-12-31,11981,3.39,0
256455,2017,65263964.8,1768839.5,9733661.54,522543083.85,22188486.89,3201,Blovice,2017-12-31,12068,2.01,5282631.5
256455,2018,71798475.98,23169533.93,10054183.37,539518147.18,-6538475.83000001,3201,Blovice,2018-12-31,12157,1.63,2754818.67
256455,2019,74391662.28,1600917.5,11168508.04,572667421.64,-8610128.68000001,3201,Blovice,2019-12-31,12185,1.81,24364979.97
256455,2020,70699069.99,3249115.92,9329838.82,585966281.95,16428581.74,3201,Blovice,2020-12-31,12234,2.25,804650
256986,2007,35849570,4341660,25476670,561737250,17240880,3207,Nepomuk,2007-12-31,11305,3.3,0
256986,2008,39988900,1985260,25510020,575913840,7792980,3207,Nepomuk,2008-12-31,11681,3.58,15258526.99
256986,2009,32393260,4030000,27075630,611755110,-9552700,3207,Nepomuk,2009-12-31,11661,5.81,26687456.7
256986,2010,35621210,10397260,19250500,621797000,13170590,3207,Nepomuk,2010-12-31,11713,6.03,0
256986,2011,36134679.2,6856354,23216126.79,557567754.31,-16974159.89,3207,Nepomuk,2011-12-31,11728,5.3,28949027.83
256986,2012,36351707.94,14532656,23325122.85,569526357.91,2199391.69000003,3207,Nepomuk,2012-12-31,11713,5.63,0
256986,2013,50876157.27,2179426,25065599.65,578710276.69,13299029.68,3207,Nepomuk,2013-12-31,11695,5.96,2506199.96
256986,2014,51224092.32,4682160,28592066.89,591281463.02,4399306.24000001,3207,Nepomuk,2014-12-31,11619,6.28,2541663
256986,2015,49360659.28,5378618.46,28114725.24,618539256.28,-4402438.73000002,3207,Nepomuk,2015-12-31,11575,5.21,11554909.38
256986,2016,52444368.78,9551307.33,24355790.86,618169586.31,2612985.27999997,3207,Nepomuk,2016-12-31,11479,4.5,10596402.04
256986,2017,58053489.07,12063041.67,23720577.99,645365450.1,-16700133.19,3207,Nepomuk,2017-12-31,11476,3.55,2694269.32
256986,2018,61958645.4,15408630,29632484.94,649243292.58,5378862.75999999,3207,Nepomuk,2018-12-31,11563,2.42,15742430.13
256986,2019,74703808.65,2584833,29961348.78,678395240.35,-23745963.94,3207,Nepomuk,2019-12-31,11583,2.74,0
256986,2020,70074363.86,13488026,30395660.69,620885687.05,9875052.57000005,3207,Nepomuk,2020-12-31,11603,3.54,6855376.87
257125,2007,66217400,14719570,21170590,960694440,17487290,3210,Přeštice,2007-12-31,21027,2.09,0
257125,2008,70719010,13075390,22543990,987048460,4213050,3210,Přeštice,2008-12-31,21453,2.01,0
257125,2009,63717130,12268090,27759240,1054520090,587830,3210,Přeštice,2009-12-31,21859,4.81,8707996.7
257125,2010,64794460,14662720,34770670,1066398000,5866770,3210,Přeštice,2010-12-31,22094,5.13,6180262
257125,2011,68819271.72,4870470,37580046.3,752813607.3,22061959.1,3210,Přeštice,2011-12-31,22147,4.21,3498699
257125,2012,70712558.24,11796979,41259488.62,798779589.37,-8249834.73000002,3210,Přeštice,2012-12-31,22203,4.4,17893426.16
257125,2013,91394202.06,9195891,63141157.49,869885113.77,25360030.42,3210,Přeštice,2013-12-31,22185,4.59,8470144.13
257125,2014,97426096.11,8433399.5,43121596.54,858498219.28,14711285.85,3210,Přeštice,2014-12-31,22200,4.77,2113892.38
257125,2015,96674992.94,9832212,52648767.97,862424449.39,25198531.85,3210,Přeštice,2015-12-31,22206,3.67,10205325.7
257125,2016,102368492.89,13931967,42757589.13,854805873.29,17178211.8800001,3210,Přeštice,2016-12-31,22323,2.95,0
257125,2017,110978700.65,8161136,47831328.57,910714098.88,18858827.65,3210,Přeštice,2017-12-31,22486,1.96,1185800
257125,2018,121538439.92,13034276.7,44735646.54,942890189.11,-24435256.45,3210,Přeštice,2018-12-31,22586,1.5,17873404.99
257125,2019,140260625.07,22472119,49090203.98,959273994.75,47244836.53,3210,Přeštice,2019-12-31,22885,1.61,1698447.96
257125,2020,127024949.06,19307616,54419877.09,937510370.79,52675572.61,3210,Přeštice,2020-12-31,22905,2.43,5410990.52
257265,2007,38459270,448440,16483760,511546970,-425600,3212,Stod,2007-12-31,22049,2.32,0
257265,2008,36918530,4349990,16322790,541233720,-5182310,3212,Stod,2008-12-31,22341,2.86,1013880
257265,2009,34239460,2891480,15138040,544235530,4536690,3212,Stod,2009-12-31,22517,5.76,48909
257265,2010,35423630,419760,16924370,557231000,-13312570,3212,Stod,2010-12-31,22686,5.35,2726679.41
257265,2011,34814321.78,2404414.48,15983508.86,457260275.16,-13422568.02,3212,Stod,2011-12-31,22713,4.6,0
257265,2012,37693648.97,4812782.46,17191379.23,453552993.79,6680695.22,3212,Stod,2012-12-31,22774,4.54,0
257265,2013,47785911.29,805520,18541766.26,452472184.26,10326773.31,3212,Stod,2013-12-31,22715,4.48,2643867
257265,2014,51763063.19,4396960,17390455.9,458448604.02,8032847.01999998,3212,Stod,2014-12-31,22842,4.41,8080047
257265,2015,54681437.71,4348242.9,17409964.89,464027021.1,-18171232.3,3212,Stod,2015-12-31,22906,3.96,677445
257265,2016,59144570.58,2676880,17513649.54,475732658.23,12140737.5,3212,Stod,2016-12-31,22993,2.66,0
257265,2017,65858666.63,4858624,18705894.05,653050088.52,17656815.77,3212,Stod,2017-12-31,23093,1.62,2220350
257265,2018,69593154.24,2845770,22778766.4,666022451.02,7325621.26000005,3212,Stod,2018-12-31,23250,1.46,74171508.83
257265,2019,74505711.47,128160,23118233.16,736399673.59,-37860702.03,3212,Stod,2019-12-31,23393,1.62,508200
257265,2020,75257150.51,12111440,21855350.09,792594414.38,23308344.43,3212,Stod,2020-12-31,23389,2.52,761035.2
257966,2007,35251430,6801130,10124120,389591550,938650,3206,Kralovice,2007-12-31,22158,4.27,0
257966,2008,40360780,1690580,8309180,403593600,3454770,3206,Kralovice,2008-12-31,22305,4.24,22166096
257966,2009,32612960,343200,9724510,418061590,-10510480,3206,Kralovice,2009-12-31,22358,5.98,1227039
257966,2010,34649070,3574340,10607340,425812000,7650620,3206,Kralovice,2010-12-31,22394,7.2,0
257966,2011,35339428.43,489640,12319307.9,339027101.33,6170945.88,3206,Kralovice,2011-12-31,22353,6.72,0
257966,2012,36353077.7,455130,12206702.04,339879567.92,2793848.91000001,3206,Kralovice,2012-12-31,22283,6.83,24354997.38
257966,2013,47102727.06,182292,11131928.13,370499505.45,-17932130.83,3206,Kralovice,2013-12-31,22274,6.94,2339692.5
257966,2014,48983203.05,827650,9178030.78,406567139.37,6519484.69,3206,Kralovice,2014-12-31,22178,7.04,31170136.41
257966,2015,49521365.57,97000,11629647.15,420843537.2,798421,3206,Kralovice,2015-12-31,22192,5.72,12643722.92
257966,2016,54029373.78,1079121,11156002.38,421865300.98,9321678.84999999,3206,Kralovice,2016-12-31,22274,4.91,0
257966,2017,59596428.37,414798,11925529.75,436354694.35,1431842.31,3206,Kralovice,2017-12-31,22253,3.65,3183723.75
257966,2018,65246682.18,549155.72,13062694.52,427441341.92,15151491.93,3206,Kralovice,2018-12-31,22343,3.12,1473054
257966,2019,67867161.49,509900,12894693.15,463868160.46,10668166.9,3206,Kralovice,2019-12-31,22367,2.85,8413476.45
257966,2020,64084265.86,1690980,11521688.1,470574446.94,4598242.96000001,3206,Kralovice,2020-12-31,22490,4.01,0
258199,2007,68633780,5500730,12380450,463139070,8776060,3208,Nýřany,2007-12-31,50903,2.68,0
258199,2008,76199650,12345710,14783920,491660390,13993720,3208,Nýřany,2008-12-31,51698,3.45,23588061.3
258199,2009,68779590,4005400,13813570,495271020,11298820,3208,Nýřany,2009-12-31,52336,5.95,35169
258199,2010,66417040,7756480,19028040,479306000,3747810,3208,Nýřany,2010-12-31,52742,5.68,0
258199,2011,68089388.9,744230,13081110.55,425362590.83,-2650754.94,3208,Nýřany,2011-12-31,53365,4.77,33478359.52
258199,2012,68584209.16,646970,13834488.76,437187577.43,7866170.41000003,3208,Nýřany,2012-12-31,53949,4.79,0
258199,2013,85312805.37,653000,12603502.53,427447860.05,16193608.72,3208,Nýřany,2013-12-31,54399,4.81,0
258199,2014,91679402.84,1633600,9419673.35,439648538.57,11265363.78,3208,Nýřany,2014-12-31,54844,4.83,5421196.86
258199,2015,93954281.93,327725,22355984.36,448071390.63,35652674.28,3208,Nýřany,2015-12-31,55286,3.61,0
258199,2016,101460704.9,1296392,12325669.41,463733116.99,24717668.89,3208,Nýřany,2016-12-31,55733,3.11,0
258199,2017,113134625.36,28700,10235323.87,469448563.8,40063878.13,3208,Nýřany,2017-12-31,56308,2.39,0
258199,2018,121638272.81,2863206,10846688.85,511063446.71,12987554.8699999,3208,Nýřany,2018-12-31,56935,1.9,6929646
258199,2019,128887551.67,1969000,14577251.8,543297545.59,31787423.87,3208,Nýřany,2019-12-31,57612,2.14,0
258199,2020,121253313.84,151410,11379798.34,563148155.33,19915084.2600001,3208,Nýřany,2020-12-31,58181,3.22,0
259047,2007,174508180,41919460,49763670,1986342870,92456830,3211,Rokycany,2007-12-31,46762,2.94,0
259047,2008,188341320,33197660,52275740,2070802930,43966390,3211,Rokycany,2008-12-31,47341,3.74,1100000
259047,2009,154395770,5347780,48313550,2225050600,-93386080,3211,Rokycany,2009-12-31,47358,6.33,38511324.75
259047,2010,160226670,57849340,29178690,1951958000,80828390,3211,Rokycany,2010-12-31,47587,5.94,0
259047,2011,165047280.94,15645936,29733449.36,1632835244.01,874656.720000029,3211,Rokycany,2011-12-31,47613,4.79,45029443.72
259047,2012,161140898.73,3710822,60869067.05,1703948308.78,67979670.0799999,3211,Rokycany,2012-12-31,47770,4.68,0
259047,2013,188721128.25,21145175,63857363.54,1749362412.18,51859321.01,3211,Rokycany,2013-12-31,47799,4.57,5816261.6
259047,2014,194903163.47,2682606,66104030.76,1808173255.08,14123107.3699999,3211,Rokycany,2014-12-31,47887,4.47,36188432.08
259047,2015,194061382.26,2765656,70049138.7,1833874822.69,42657991.6800001,3211,Rokycany,2015-12-31,47986,3.81,0
259047,2016,208142988.07,73664897,68437842.69,1848157509.77,80822139.67,3211,Rokycany,2016-12-31,48184,3.3,0
