code_of_unit,unit_name,population_total,population_males,population_females,avg_age_total,avg_age_males,avg_age_females,region,date
3204,Horšovský Týn,13820,6956,6864,39.66808972503618,38.343300747556064,41.0106351981352,Plzeňský kraj,2006-12-31
3205,Klatovy,50826,25066,25760,40.16121670011412,38.8456075959467,41.44138198757764,Plzeňský kraj,2006-12-31
3206,Kralovice,22046,10999,11047,40.29002993740361,39.04404945904173,41.53059654204761,Plzeňský kraj,2006-12-31
3207,Nepomuk,11178,5579,5599,41.60359634997316,39.70218677182291,43.49821396677978,Plzeňský kraj,2006-12-31
3208,Nýřany,49869,24614,25255,39.42251699452566,38.35272609084261,40.46515541476936,Plzeňský kraj,2006-12-31
3209,Plzeň,178812,86287,92525,41.76257186318592,40.23306523578291,43.18895974061065,Plzeňský kraj,2006-12-31
3210,Přeštice,20609,10214,10395,40.37146392352856,39.205698061484235,41.51693121693122,Plzeňský kraj,2006-12-31
3211,Rokycany,46117,22808,23309,41.12157122102479,39.78305857593827,42.43131408468832,Plzeňský kraj,2006-12-31
3212,Stod,21749,10878,10871,39.78861097061934,38.53125574554146,41.04677582559102,Plzeňský kraj,2006-12-31
3213,Stříbro,16532,8203,8329,38.71104524558432,37.404790930147506,39.99753872013447,Plzeňský kraj,2006-12-31
3214,Sušice,24974,12294,12680,41.30531753023144,39.67699690906133,42.884069400630914,Plzeňský kraj,2006-12-31
3215,Tachov,35285,17587,17698,38.224415473997446,37.188576789674194,39.25375748672166,Plzeňský kraj,2006-12-31
5301,Česká Třebová,18884,9263,9621,40.11147002753654,38.42410666090899,41.73604614904895,Pardubický kraj,2006-12-31
5302,Hlinsko,21488,10626,10862,40.039836187639615,38.26143421795596,41.77959860062604,Pardubický kraj,2006-12-31
5303,Holice,16497,8090,8407,39.677608049948475,37.91310259579728,41.37557987391459,Pardubický kraj,2006-12-31
5304,Chrudim,81988,40316,41672,40.044360150265895,38.5170651850382,41.52195718947975,Pardubický kraj,2006-12-31
5305,Králíky,9216,4534,4682,38.63031684027778,37.3392148213498,39.880606578385304,Pardubický kraj,2006-12-31
5306,Lanškroun,22050,10825,11225,38.768843537414966,37.39136258660509,40.09723830734966,Pardubický kraj,2006-12-31
5307,Litomyšl,26207,12876,13331,39.18870912351662,37.914958061509786,40.41898582251894,Pardubický kraj,2006-12-31
5308,Moravská Třebová,27293,13484,13809,39.47710035540248,37.82275289231682,41.09251212977044,Pardubický kraj,2006-12-31
5309,Pardubice,121586,59028,62558,41.1522379221292,39.503388222538454,42.70804693244669,Pardubický kraj,2006-12-31
5310,Polička,19419,9634,9785,39.43768989134353,37.79219431181233,41.05779253960143,Pardubický kraj,2006-12-31
5311,Přelouč,23766,11776,11990,41.01611545905916,39.54194972826087,42.46396997497915,Pardubický kraj,2006-12-31
5312,Svitavy,31667,15536,16131,39.64181955979411,38.04582904222451,41.17894116917736,Pardubický kraj,2006-12-31
5313,Ústí nad Orlicí,26648,13155,13493,39.93087661362954,38.50919802356518,41.31694211813533,Pardubický kraj,2006-12-31
5314,Vysoké Mýto,32234,15760,16474,39.683160637835826,38.12493654822335,41.17384970256161,Pardubický kraj,2006-12-31
5315,Žamberk,28808,14314,14494,38.557414607053595,37.226770993433,39.87153304815786,Pardubický kraj,2006-12-31
7101,Hranice,34788,16989,17799,39.07755547890077,37.57587262346224,40.51089948873532,Olomoucký kraj,2006-12-31
7102,Jeseník,41827,20749,21078,39.40735649221794,37.82575063858499,40.964275547964704,Olomoucký kraj,2006-12-31
7103,Konice,11385,5646,5739,40.67127799736495,39.16436415161176,42.15377243422199,Olomoucký kraj,2006-12-31
7104,Lipník nad Bečvou,15394,7542,7852,39.546121865661945,37.901219835587376,41.12608252674478,Olomoucký kraj,2006-12-31
7105,Litovel,23451,11667,11784,40.24947763421603,38.68273763606754,41.800661914460285,Olomoucký kraj,2006-12-31
7106,Mohelnice,18703,9179,9524,39.61131903972625,37.92619021679921,41.23540529189416,Olomoucký kraj,2006-12-31
7107,Olomouc,159005,76380,82625,40.19734913996415,38.512529457973294,41.75482602118003,Olomoucký kraj,2006-12-31
7108,Prostějov,98248,47537,50711,40.44221765328556,38.866703830700295,41.919120112007256,Olomoucký kraj,2006-12-31
7109,Přerov,84486,41183,43303,40.708780152924746,39.01669378141466,42.31802646467912,Olomoucký kraj,2006-12-31
7110,Šternberk,23834,11681,12153,39.57128471930855,38.09104528721856,40.99403439479964,Olomoucký kraj,2006-12-31
7111,Šumperk,72266,35676,36590,40.10644009631085,38.48444332324251,41.687920196775075,Olomoucký kraj,2006-12-31
7112,Uničov,22881,11211,11670,39.629233862156376,38.207341004370704,40.99520137103685,Olomoucký kraj,2006-12-31
7113,Zábřeh,33626,16424,17202,39.6205019925058,38.3319532391622,40.850773165910944,Olomoucký kraj,2006-12-31
8101,Bílovec,25798,12678,13120,39.18613846034577,37.77299258558132,40.551676829268295,Moravskoslezský kraj,2006-12-31
8102,Bohumín,29792,14667,15125,40.08418367346939,38.221415422376765,41.89054545454545,Moravskoslezský kraj,2006-12-31
8103,Bruntál,38979,19203,19776,38.329292696067114,37.11719522991199,39.50627022653722,Moravskoslezský kraj,2006-12-31
8104,Český Těšín,26869,13048,13821,38.796214968923294,37.27176578786021,40.23540264814413,Moravskoslezský kraj,2006-12-31
8105,Frenštát pod Radhoštěm,18828,9180,9648,39.91395793499044,38.12004357298475,41.62085406301824,Moravskoslezský kraj,2006-12-31
8106,Frýdek-Místek,108988,53542,55446,39.359241384372595,37.96854805573195,40.70217869638928,Moravskoslezský kraj,2006-12-31
8107,Frýdlant nad Ostravicí,22501,11116,11385,40.87069463579397,39.144296509535806,42.55630215195433,Moravskoslezský kraj,2006-12-31
8108,Havířov,98679,48549,50130,40.2410593946027,38.69833570207419,41.73512866546978,Moravskoslezský kraj,2006-12-31
8109,Hlučín,39723,19425,20298,40.15491025350553,38.5848906048906,41.65740467041088,Moravskoslezský kraj,2006-12-31
8110,Jablunkov,22464,10979,11485,38.42427884615385,36.87289370616632,39.907313887679585,Moravskoslezský kraj,2006-12-31
8111,Karviná,73997,37077,36920,40.122052245361296,38.59364295924697,41.65696099674973,Moravskoslezský kraj,2006-12-31
8112,Kopřivnice,41621,20523,21098,38.540436318204755,37.192296447887735,39.85183429708977,Moravskoslezský kraj,2006-12-31
8113,Kravaře,21035,10374,10661,38.494152602804846,37.14449585502217,39.807475846543475,Moravskoslezský kraj,2006-12-31
8114,Krnov,42459,20908,21551,39.486457523728774,37.68715324277788,41.232077397800566,Moravskoslezský kraj,2006-12-31
8115,Nový Jičín,48217,23462,24755,39.07701640500238,37.53196658426392,40.541365380731165,Moravskoslezský kraj,2006-12-31
8116,Odry,17493,8643,8850,38.711799005316415,37.07352771028578,40.31175141242938,Moravskoslezský kraj,2006-12-31
8117,Opava,101771,49531,52240,39.74581658822258,38.06756374795582,41.33704058192956,Moravskoslezský kraj,2006-12-31
8118,Orlová,46417,22824,23593,38.40609044100222,36.92087276550999,39.842898317297504,Moravskoslezský kraj,2006-12-31
8119,Ostrava,337197,162954,174243,40.12027835360338,38.40060385139365,41.72853715787722,Moravskoslezský kraj,2006-12-31
8120,Rýmařov,16735,8308,8427,39.64102181057664,38.22014925373134,41.04182983268067,Moravskoslezský kraj,2006-12-31
8121,Třinec,55632,27108,28524,40.10914581535807,38.39803747971079,41.735310615621934,Moravskoslezský kraj,2006-12-31
8122,Vítkov,14095,7002,7093,39.199042213550904,37.65452727792059,40.72374171718596,Moravskoslezský kraj,2006-12-31
5101,Česká Lípa,76340,37523,38817,37.69080429656798,36.46375556325454,38.87694824432594,Liberecký kraj,2006-12-31
5102,Frýdlant,24545,12130,12415,38.47905887146058,37.28103874690849,39.64957712444623,Liberecký kraj,2006-12-31
5103,Jablonec nad Nisou,53539,25863,27676,39.89916696240124,38.38218690793798,41.31677265500795,Liberecký kraj,2006-12-31
5104,Jilemnice,22702,11263,11439,40.02541626288433,38.369217792772794,41.65613252906723,Liberecký kraj,2006-12-31
5105,Liberec,135611,65591,70020,40.16537375286666,38.53369364699425,41.69384461582405,Liberecký kraj,2006-12-31
5106,Nový Bor,26122,12841,13281,39.71177551489166,38.17634919398801,41.196333107446726,Liberecký kraj,2006-12-31
5107,Semily,26382,12981,13401,40.550602683647945,38.74073646098143,42.30374598910529,Liberecký kraj,2006-12-31
5108,Tanvald,21895,10717,11178,39.93023521351907,38.368246710833255,41.427804616210416,Liberecký kraj,2006-12-31
5109,Turnov,31525,15413,16112,40.927279936558286,39.414422889768375,42.37450347567031,Liberecký kraj,2006-12-31
5110,Železný Brod,12113,5857,6256,41.23606868653513,39.81756872118832,42.564098465473144,Liberecký kraj,2006-12-31
5201,Broumov,17318,8527,8791,39.297609423720985,37.71965521285329,40.82817654419293,Královéhradecký kraj,2006-12-31
5202,Dobruška,19889,9755,10134,40.10173965508572,38.36796514607894,41.77067298204066,Královéhradecký kraj,2006-12-31
5203,Dvůr Králové nad Labem,27223,13289,13934,40.75247033758219,39.08093159756189,42.34663413233817,Královéhradecký kraj,2006-12-31
5204,Hořice,18398,9031,9367,40.72953581911077,38.99263647436607,42.40413152556849,Královéhradecký kraj,2006-12-31
5205,Hradec Králové,143413,69242,74171,41.33738573211634,39.70614655844719,42.86022164997101,Královéhradecký kraj,2006-12-31
5206,Jaroměř,19147,9432,9715,39.33924374575651,37.70186598812553,40.92892434379825,Královéhradecký kraj,2006-12-31
5207,Jičín,46402,22871,23531,40.679927589328045,39.012876568580296,42.300220985083506,Královéhradecký kraj,2006-12-31
5208,Kostelec nad Orlicí,24800,12169,12631,40.635201612903224,39.1077738515901,42.10676114321907,Královéhradecký kraj,2006-12-31
5209,Náchod,61432,29855,31577,40.80801536658419,39.1559705242003,42.36996864806663,Královéhradecký kraj,2006-12-31
5210,Nová Paka,13298,6586,6712,40.68085426379907,38.961433343455816,42.36799761620977,Královéhradecký kraj,2006-12-31
5211,Nové Město nad Metují,14405,7050,7355,40.71964595626518,39.525390070921986,41.86437797416723,Královéhradecký kraj,2006-12-31
5212,Nový Bydžov,16999,8387,8612,40.47488087534561,38.809288184094434,42.096957733395264,Královéhradecký kraj,2006-12-31
5213,Rychnov nad Kněžnou,34064,16788,17276,39.34059417566933,37.955086966881105,40.68696457513313,Královéhradecký kraj,2006-12-31
5214,Trutnov,64500,31559,32941,39.97537984496124,38.276228651097945,41.6032451959564,Královéhradecký kraj,2006-12-31
5215,Vrchlabí,28355,14047,14308,39.986087109857166,38.30899836263971,41.63258317025441,Královéhradecký kraj,2006-12-31
4101,Aš,17384,8509,8875,38.74833179935573,37.36614173228347,40.07352112676056,Karlovarský kraj,2006-12-31
4102,Cheb,51748,25540,26208,38.63235294117647,37.33116679718089,39.90037393162393,Karlovarský kraj,2006-12-31
4103,Karlovy Vary,88434,42894,45540,40.97221656828822,39.375460437357205,42.47619675010979,Karlovarský kraj,2006-12-31
4104,Kraslice,14059,6982,7077,38.97955046589373,37.70209109137783,40.239861523244315,Karlovarský kraj,2006-12-31
4105,Mariánské Lázně,24603,11860,12743,40.77321871316506,39.005733558178754,42.41822961625991,Karlovarský kraj,2006-12-31
4106,Ostrov,29320,14362,14958,38.44515688949522,37.16202478763403,39.67716272228907,Karlovarský kraj,2006-12-31
4107,Sokolov,79054,39154,39900,38.33238039820882,37.022449813556726,39.61781954887218,Karlovarský kraj,2006-12-31
3101,Blatná,13655,6723,6932,41.15228853899671,39.649040606871935,42.61021350259665,Jihočeský kraj,2006-12-31
3102,České Budějovice,150481,73610,76871,40.25334427602156,38.87301997011276,41.5751128514004,Jihočeský kraj,2006-12-31
3103,Český Krumlov,41341,20674,20667,38.592765051643646,37.57463480700397,39.61124014128804,Jihočeský kraj,2006-12-31
3104,Dačice,20039,9975,10064,39.55803682818504,38.03984962406015,41.06279809220986,Jihočeský kraj,2006-12-31
3105,Jindřichův Hradec,47360,23146,24214,39.88614864864865,38.47636740689536,41.23374907078549,Jihočeský kraj,2006-12-31
3106,Kaplice,19660,9811,9849,37.62914547304171,36.59152991540108,38.662757640369584,Jihočeský kraj,2006-12-31
3107,Milevsko,18933,9303,9630,41.60632229440659,40.154950016123834,43.00841121495327,Jihočeský kraj,2006-12-31
3108,Písek,51349,25103,26246,40.84970496017449,39.25285822411664,42.37700983006934,Jihočeský kraj,2006-12-31
3109,Prachatice,33771,16874,16897,38.676186669035566,37.594998222116864,39.75590341480736,Jihočeský kraj,2006-12-31
3110,Soběslav,22089,10848,11241,40.992598125763955,39.59513274336283,42.34120629837203,Jihočeský kraj,2006-12-31
3111,Strakonice,45011,22209,22802,40.413887716336006,38.98300238641992,41.80756074028594,Jihočeský kraj,2006-12-31
3112,Tábor,80233,39316,40917,40.72109356499196,39.300539220673514,42.08606447197986,Jihočeský kraj,2006-12-31
3113,Trhové Sviny,17797,8928,8869,39.534893521380006,38.140008960573475,40.93905739091217,Jihočeský kraj,2006-12-31
3114,Třeboň,25238,12427,12811,40.7091687138442,39.261969904240765,42.11298883771759,Jihočeský kraj,2006-12-31
3115,Týn nad Vltavou,14045,6937,7108,38.19640441438234,37.056580654461584,39.3088069780529,Jihočeský kraj,2006-12-31
3116,Vimperk,17638,8714,8924,39.77786597119855,38.56036263484049,40.96671896010758,Jihočeský kraj,2006-12-31
3117,Vodňany,11366,5558,5808,39.74106985746965,38.17218423893487,41.24242424242424,Jihočeský kraj,2006-12-31
6201,Blansko,54803,26810,27993,40.552387643012246,39.04248414770608,41.99848176329797,Jihomoravský kraj,2006-12-31
6202,Boskovice,50313,24760,25553,39.775376145330235,38.192366720516965,41.309259186788246,Jihomoravský kraj,2006-12-31
6203,Brno,366680,174592,192088,41.750106359768736,39.864776163856305,43.463714547499066,Jihomoravský kraj,2006-12-31
6204,Břeclav,58651,28504,30147,39.85919251163663,38.09823182711198,41.52418151059807,Jihomoravský kraj,2006-12-31
6205,Bučovice,15740,7810,7930,39.72592121982211,38.1067861715749,41.32055485498108,Jihomoravský kraj,2006-12-31
6206,Hodonín,61711,30211,31500,39.701552397465605,37.90683856873324,41.422825396825395,Jihomoravský kraj,2006-12-31
6207,Hustopeče,34696,17064,17632,39.714001614018905,37.93313408345054,41.4375,Jihomoravský kraj,2006-12-31
6208,Ivančice,23242,11489,11753,39.87328973410206,38.38153886326051,41.33153237471283,Jihomoravský kraj,2006-12-31
6209,Kuřim,19836,9710,10126,39.536852187941115,38.22615859938208,40.7936993877148,Jihomoravský kraj,2006-12-31
6210,Kyjov,56040,27601,28439,40.0884011420414,38.18370711206116,41.936970357607514,Jihomoravský kraj,2006-12-31
6211,Mikulov,19607,9531,10076,39.12268577548834,37.53829608645473,40.621377530766175,Jihomoravský kraj,2006-12-31
6212,Moravský Krumlov,22267,11030,11237,39.9539902097274,38.649864007252944,41.234092729376165,Jihomoravský kraj,2006-12-31
6213,Pohořelice,12523,6249,6274,39.404495727860734,37.72291566650664,41.07937519923494,Jihomoravský kraj,2006-12-31
6214,Rosice,23381,11335,12046,40.309931140669775,38.72973092192325,41.79686202888926,Jihomoravský kraj,2006-12-31
6215,Slavkov u Brna,20694,10208,10486,39.80999323475403,38.15223354231975,41.42380316612626,Jihomoravský kraj,2006-12-31
6216,Šlapanice,56157,27649,28508,40.122469148993005,38.7593945531484,41.44447172723446,Jihomoravský kraj,2006-12-31
6217,Tišnov,27656,13610,14046,40.661194677466014,39.12711241734019,42.14765769614125,Jihomoravský kraj,2006-12-31
6218,Veselí nad Moravou,39540,19324,20216,39.9185128983308,38.17072034775409,41.58918678274634,Jihomoravský kraj,2006-12-31
6219,Vyškov,50669,24797,25872,39.90087627543468,38.460882364802195,41.281037414965986,Jihomoravský kraj,2006-12-31
6220,Znojmo,90318,44317,46001,39.37343608140127,37.73798993614189,40.94901197800048,Jihomoravský kraj,2006-12-31
6221,Židlochovice,28039,13801,14238,39.71099183280431,38.0771320918774,41.294704312403425,Jihomoravský kraj,2006-12-31
4201,Bílina,20679,10171,10508,38.36943275787031,37.13022318356111,39.568899885801294,Ústecký kraj,2007-12-31
4202,Děčín,80370,39891,40479,39.74469329351748,38.21863327567622,41.2485856864053,Ústecký kraj,2007-12-31
4203,Chomutov,81632,40112,41520,38.73079184633477,37.419600119664935,39.99751926782274,Ústecký kraj,2007-12-31
4204,Kadaň,44111,21805,22306,38.58034277164426,37.19938087594589,39.930287814937685,Ústecký kraj,2007-12-31
4205,Litoměřice,58672,29073,29599,39.60679710935369,38.22156296219861,40.967414439677015,Ústecký kraj,2007-12-31
4206,Litvínov,40382,20069,20313,40.32668020405131,38.84022621954258,41.79527888544282,Ústecký kraj,2007-12-31
4207,Louny,43358,21300,22058,39.560980672540246,38.18,40.89450539486808,Ústecký kraj,2007-12-31
4208,Lovosice,26933,13404,13529,40.91629228084506,39.22881229483736,42.58818094463744,Ústecký kraj,2007-12-31
4209,Most,76346,37200,39146,38.69668351976528,37.13510752688172,40.18063148214377,Ústecký kraj,2007-12-31
4210,Podbořany,16043,8011,8032,39.58919778096366,38.15410061165897,41.02054282868526,Ústecký kraj,2007-12-31
4211,Roudnice nad Labem,31554,15521,16033,40.55523863852443,39.01208040719026,42.04911744526913,Ústecký kraj,2007-12-31
4212,Rumburk,34473,17052,17421,38.92534737330664,37.40053952615529,40.41785775787842,Ústecký kraj,2007-12-31
4213,Teplice,108523,53073,55450,39.681482266432,38.1232736042809,41.172894499549145,Ústecký kraj,2007-12-31
4214,Ústí nad Labem,120197,58805,61392,39.35859880030283,37.80264433296488,40.84898683867605,Ústecký kraj,2007-12-31
4215,Varnsdorf,20598,10083,10515,39.191280706864745,37.56277893484082,40.7528768426058,Ústecký kraj,2007-12-31
4216,Žatec,27309,13552,13757,39.22141052400307,37.878320543093274,40.54448644326525,Ústecký kraj,2007-12-31
7201,Bystřice pod Hostýnem,16000,7831,8169,40.5164375,38.75999233814328,42.20020810380708,Zlínský kraj,2007-12-31
7202,Holešov,21680,10608,11072,40.45428966789668,38.70418552036199,42.13105130057804,Zlínský kraj,2007-12-31
7203,Kroměříž,70109,34012,36097,40.6434908499622,38.90500411619429,42.28156079452586,Zlínský kraj,2007-12-31
7204,Luhačovice,19451,9516,9935,40.37291141843607,38.578709541824296,42.09144438852542,Zlínský kraj,2007-12-31
7205,Otrokovice,34901,17221,17680,40.45275207014126,38.705040357702806,42.155090497737554,Zlínský kraj,2007-12-31
7206,Rožnov pod Radhoštěm,35339,17256,18083,40.46573191091995,39.07307603152527,41.79469667643643,Zlínský kraj,2007-12-31
7207,Uherské Hradiště,90486,44018,46468,40.48326812987644,38.83443136898541,42.04517087027632,Zlínský kraj,2007-12-31
7208,Uherský Brod,53756,26465,27291,40.40401071508297,38.59676931796712,42.15655344252684,Zlínský kraj,2007-12-31
7209,Valašské Klobouky,23917,11908,12009,38.90477484634361,37.325747396708095,40.470522108418685,Zlínský kraj,2007-12-31
7210,Valašské Meziříčí,42036,20593,21443,39.734751165667525,38.203248676734816,41.20554493307839,Zlínský kraj,2007-12-31
7211,Vizovice,16341,7994,8347,38.91239826204027,37.389291968976735,40.37109141008746,Zlínský kraj,2007-12-31
7212,Vsetín,67594,33158,34436,39.873805367340296,38.21041679232764,41.47546172610059,Zlínský kraj,2007-12-31
