ID,IČO,Název,Od,Do,DIČ,Adresa,Ulice,PSČ,Sídlo,Zřizovatel,Počet obyvatel,Kraj,Obec,Základní územní jednotka ,Datum vzniku,Kapitola ID,Druh ÚJ ,NACE,NUTS,COFOG,municipality
1.74490527912211E+018,00581364,Obec Hranice,44562,2958465,CZ00581364,374 01 Hranice, 86,374 01,Hranice,00581364,205,CZ031,Hranice,544540,33239,0,4,84110,CZ0311,0,
2.57756762653355E+018,00253961,Město Hranice,44562,2958465,CZ00253961,"U Pošty 182, 351 24 Hranice",U Pošty 182,351 24,Hranice,00253961,2151,CZ041,Hranice,554553,26846,0,4,84110,CZ0411,0,
7.2975635408324E+018,00301311,Město Hranice,44562,2958465,CZ00301311,"Pernštejnské nám. 1, 753 37 Hranice",Pernštejnské nám. 1,753 37,Hranice,00301311,17818,CZ071,Hranice,513750,29221,0,4,84110,CZ0714,0,
7.58830314535818E+018,00601144,Obec Hraničné Petrovice,44562,2958465,CZ00601144,"Hraničné Petrovice, 783 06 Domašov nad Bystřicí",Hraničné Petrovice ,783 06,Domašov nad Bystřicí,00601144,150,CZ071,Hraničné Petrovice,546976,33323,0,4,84110,CZ0712,0,
7.62647315062387E+018,00249670,Obec Hrazany,44562,2958465,CZ00249670,"Hrazany, 399 01 Milevsko",Hrazany ,399 01,Milevsko,00249670,275,CZ031,Hrazany,549410,26846,0,4,84110,CZ0314,0,
1.8597643257516E+018,00296732,Obec Hrčava,44562,2958465,CZ00296732,"Hrčava 53, 739 98 Mosty u Jablunkova",Hrčava 53,739 98,Mosty u Jablunkova,00296732,247,CZ080,Hrčava,598232,33562,0,4,84110,CZ0802,0,
4.8718915966656E+018,00244961,Obec Hrdějovice,44562,2958465,CZ00244961,"Dlouhá 221, 373 61 Hrdějovice",Dlouhá 221,373 61,Hrdějovice,00244961,1558,CZ031,Hrdějovice,544558,26846,0,4,84110,CZ0311,0,
7.05682568523121E+018,00288276,Obec Hrdibořice,44562,2958465,CZ00288276,"Hrdibořice 12, 798 12 Kralice na Hané",Hrdibořice 12,798 12,Kralice na Hané,00288276,213,CZ071,Hrdibořice,589535,22282,0,4,84110,CZ0713,0,
3.50160178155357E+018,00234419,Obec Hrdlív,44562,2958465,CZ00234419,"Hrdlív 79, 273 06 Libušín",Hrdlív 79,273 06,Libušín,00234419,505,CZ020,Hrdlív,532363,33408,0,4,84110,CZ0203,0,
3.41064126732459E+018,00237841,Obec Hrdlořezy,44562,2958465,CZ00237841,"Hrdlořezy, 293 07 Josefův Důl",Hrdlořezy ,293 07,Josefův Důl,00237841,722,CZ020,Hrdlořezy,535869,26846,0,4,84110,CZ0207,0,
6.00356920060821E+018,00234427,Obec Hřebeč,44562,2958465,CZ00234427,"nám. Draha 75, 273 45 Hřebeč",nám. Draha 75,273 45,Hřebeč,00234427,2092,CZ020,Hřebeč,532371,33408,0,4,84110,CZ0203,0,
7.76472366519417E+018,00243752,Obec Hřebečníky,44562,2958465,CZ00243752,"Hřebečníky 36, 270 41 Slabce",Hřebečníky 36,270 41,Slabce,00243752,246,CZ020,Hřebečníky,541761,26846,0,4,84110,CZ020C,0,
3.14213240222547E+018,00233277,Obec Hředle,44562,2958465,CZ00233277,"Hředle 25, 267 51 Zdice",Hředle 25,267 51,Zdice,00233277,390,CZ020,Hředle,531219,26846,0,4,84110,CZ0202,0,
6.48161063320149E+018,00243761,Obec Hředle,44562,2958465,CZ00243761,270 08 Hředle, 76,270 08,Hředle,00243761,603,CZ020,Hředle,541770,26846,0,4,84110,CZ020C,0,
1.31367558714294E+018,00249688,Obec Hrejkovice,44562,2958465,CZ00249688,398 59 Hrejkovice, 88,398 59,Hrejkovice,00249688,499,CZ031,Hrejkovice,549428,26846,0,4,84110,CZ0314,0,
7.68730693523079E+018,00261351,Obec Hřensko,44562,2958465,CZ00261351,407 17 Hřensko 71, ,407 17,Hřensko 71,00261351,277,CZ042,Hřensko,562513,26846,0,4,84110,CZ0421,0,
4.05039046971276E+018,00579271,Obec Hřibiny - Ledská,44562,2958465,CZ00579271,"Hřibiny - Ledská, 517 41 Kostelec nad Orlicí",Hřibiny - Ledská ,517 41,Kostelec nad Orlicí,00579271,355,CZ052,Hřibiny - Ledská,548642,33202,0,4,84110,CZ0524,0,
1.92576039650926E+018,00581011,Obec Hřibojedy,44562,2958465,CZ00581011,544 56 Hřibojedy 60, ,544 56,Hřibojedy 60,00581011,224,CZ052,Hřibojedy,579301,33201,0,4,84110,CZ0525,0,
6.25643304169069E+018,00242268,Obec Hřiměždice,44562,2958465,CZ00242268,262 14 Hřiměždice, 46,262 14,Hřiměždice,00242268,398,CZ020,Hřiměždice,540285,26846,0,4,84110,CZ020B,0,
4.12902933185194E+018,00246794,Obec Hříšice,44562,2958465,CZ00246794,"Hříšice, 380 01 Dačice",Hříšice ,380 01,Dačice,00246794,339,CZ031,Hříšice,546445,26846,0,4,84110,CZ0313,0,
1.90585308374189E+018,00556301,Obec Hříškov,44562,2958465,CZ00556301,439 04 Hříškov 50, ,439 04,Hříškov 50,00556301,411,CZ042,Hříškov,566195,33202,0,4,84110,CZ0424,0,
4.28966240232881E+016,00264971,Obec Hřivice,44562,2958465,CZ00264971,439 65 Hřivice 24, ,439 65,Hřivice 24,00264971,637,CZ042,Hřivice,566217,26846,0,4,84110,CZ0424,0,
8.11159020973781E+018,00283983,Obec Hřivínův Újezd,44562,2958465,CZ00283983,"Hřivínův Újezd, 763 07 Velký Ořechov",Hřivínův Újezd ,763 07,Velký Ořechov,00283983,542,CZ072,Hřivínův Újezd,585271,26846,0,4,84110,CZ0724,0,
4.3514148501811E+018,00266337,Město Hrob,44562,2958465,CZ00266337,"U radnice 234, 417 04 Hrob",U radnice 234,417 04,Hrob,00266337,2017,CZ042,Hrob,567558,26846,0,4,84110,CZ0426,0,
4.31271667556766E+018,00263664,Obec Hrobce,44562,2958465,CZ00263664,411 83 Hrobce 14, ,411 83,Hrobce 14,00263664,692,CZ042,Hrobce,564893,26846,0,4,84110,CZ0423,0,
6.7870192595098E+018,00266345,Obec Hrobčice,44562,2958465,CZ00266345,417 57 Hrobčice 61, ,417 57,Hrobčice 61,00266345,1400,CZ042,Hrobčice,567566,26846,0,4,84110,CZ0426,0,
8.34314738153489E+017,00568571,Obec Hrobice,44562,2958465,CZ00568571,"Hrobice 92, 763 15 Slušovice",Hrobice 92,763 15,Slušovice,00568571,465,CZ072,Hrobice,585262,33201,0,4,84110,CZ0724,0,
2.8360366400994E+018,00273635,Obec Hrobice,44562,2958465,CZ00273635,"Hrobice 28, 533 52 Staré Hradiště",Hrobice 28,533 52,Staré Hradiště,00273635,227,CZ053,Hrobice,575046,26846,0,4,84110,CZ0532,0,
1.58166271429757E+017,00270156,Město Hrochův Týnec,44562,2958465,CZ00270156,"Smetanova 25, 538 62 Hrochův Týnec",Smetanova 25,538 62,Hrochův Týnec,00270156,2082,CZ053,Hrochův Týnec,571491,33373,0,4,84110,CZ0531,0,
5.7444839193172E+017,00257800,Obec Hromnice,44562,2958465,CZ00257800,330 04 Hromnice 60, ,330 04,Hromnice 60,00257800,1266,CZ032,Hromnice,558915,26846,0,4,84110,CZ0325,0,
8.42577864121154E+018,00272680,Město Hronov,44562,2958465,CZ00272680,"nám. Čs.armády 5, 549 31 Hronov",nám. Čs.armády 5,549 31,Hronov,00272680,6075,CZ052,Hronov,574082,26846,0,4,84110,CZ0523,0,
7.45530035492331E+018,00289426,Město Hrotovice,44562,2958465,CZ00289426,"náměstí 8. května 1, 675 55 Hrotovice",náměstí 8. května 1,675 55,Hrotovice,00289426,1773,CZ063,Hrotovice,590673,29221,0,4,84110,CZ0634,0,
8.0975153110259E+018,00270164,Obec Hroubovice,44562,2958465,CZ00270164,538 52 Hroubovice 51, ,538 52,Hroubovice 51,00270164,348,CZ053,Hroubovice,571504,33373,0,4,84110,CZ0531,0,
4.8558471021728E+018,00377261,Obec Hroznatín,44562,2958465,CZ00377261,"Hroznatín, 675 05 Rudíkov",Hroznatín ,675 05,Rudíkov,00377261,115,CZ063,Hroznatín,550639,33201,0,4,84110,CZ0634,0,
7.73872421440939E+018,00254592,Město Hroznětín,44562,2958465,CZ00254592,"Krušnohorské náměstí 1, 362 33 Hroznětín",Krušnohorské náměstí 1,362 33,Hroznětín,00254592,2061,CZ041,Hroznětín,555185,26846,0,4,84110,CZ0412,0,
8.65215484092957E+018,00284912,Obec Hroznová Lhota,44562,2958465,CZ00284912,696 63 Hroznová Lhota, ,696 63,Hroznová Lhota,00284912,1222,CZ064,Hroznová Lhota,586188,26846,0,4,84110,CZ0645,0,
5.14448551516603E+018,00275751,Obec Hrubá Skála,44562,2958465,CZ00275751,"Hrubá Skála, 511 01 Turnov",Hrubá Skála ,511 01,Turnov,00275751,611,CZ051,Hrubá Skála,577146,33201,0,4,84110,CZ0514,0,
2.47874210600457E+018,00284921,Obec Hrubá Vrbka,44562,2958465,CZ00284921,696 73 Hrubá Vrbka 133, ,696 73,Hrubá Vrbka 133,00284921,631,CZ064,Hrubá Vrbka,586196,26846,0,4,84110,CZ0645,0,
5.77348426444869E+018,00288284,Obec Hrubčice,44562,2958465,CZ00288284,"Hrubčice 10, 798 21 Bedihošť",Hrubčice 10,798 21,Bedihošť,00288284,819,CZ071,Hrubčice,589543,22282,0,4,84110,CZ0713,0,
4.72384468706857E+018,00876054,Obec Hrubý Jeseník,44562,2958465,CZ00876054,"Hrubý Jeseník 30, 289 32 Oskořínek",Hrubý Jeseník 30,289 32,Oskořínek,00876054,585,CZ020,Hrubý Jeseník,599638,33604,0,4,84110,CZ0208,0,
3.98041007356112E+018,00240222,Obec Hrusice,44562,2958465,CZ00240222,"Hrusice 142, 251 66 Obec Hrusice",Hrusice 142,251 66,Obec Hrusice,00240222,869,CZ020,Hrusice,538248,26846,0,4,84110,CZ0209,0,
7.56300282628283E+018,47919779,Obec Hruška,44562,2958465,CZ47919779,"Hruška 30, 798 27 Němčice nad Hanou",Hruška 30,798 27,Němčice nad Hanou,47919779,258,CZ071,Hruška,543543,33866,0,4,84110,CZ0713,0,
3.70995108554535E+018,00283185,Obec Hrušky,44562,2958465,CZ00283185,"U zbrojnice 100, 691 56 Hrušky",U zbrojnice 100,691 56,Hrušky,00283185,1640,CZ064,Hrušky,584487,26846,0,4,84110,CZ0644,0,
6.34390013028054E+018,00372102,Obec Hrušky,44562,2958465,CZ00372102,"Hrušky 166, 683 52 Křenovice",Hrušky 166,683 52,Křenovice,00372102,769,CZ064,Hrušky,593079,33201,0,4,84110,CZ0646,0,
5.46802368436699E+018,00509094,Obec Hrušov,44562,2958465,CZ00509094,"Hrušov 65, 294 73 Brodce nad Jizerou",Hrušov 65,294 73,Brodce nad Jizerou,00509094,229,CZ020,Hrušov,565733,33210,0,4,84110,CZ0207,0,
9.15604575841314E+018,00854034,Obec Hrušová,44562,2958465,CZ00854034,565 55 Hrušová 94, ,565 55,Hrušová 94,00854034,391,CZ053,Hrušová,580341,33604,0,4,84110,CZ0534,0,
2.08679591624578E+018,00261874,Obec Hrušovany,44562,2958465,CZ00261874,431 43 Hrušovany 15, ,431 43,Hrušovany 15,00261874,541,CZ042,Hrušovany,563072,26846,0,4,84110,CZ0422,0,
6.67234491893477E+018,00292877,Město Hrušovany nad Jevišovkou,44562,2958465,CZ00292877,"nám. Míru 22, 671 67 Hrušovany nad Jevišovkou",nám. Míru 22,671 67,Hrušovany nad Jevišovkou,00292877,3309,CZ064,Hrušovany nad Jevišovkou,594156,33201,0,4,84110,CZ0647,0,
6.62505080676452E+018,00281824,Obec Hrušovany u Brna,44562,2958465,CZ00281824,"Masarykova 17, 664 62 Hrušovany u Brna",Masarykova 17,664 62,Hrušovany u Brna,00281824,3567,CZ064,Hrušovany u Brna,583081,26846,0,4,84110,CZ0643,0,
3.48272137248192E+018,00377279,Obec Hrutov,44562,2958465,CZ00377279,"Hrutov 11, 675 27 Předín",Hrutov 11,675 27,Předín,00377279,107,CZ063,Hrutov,590681,33201,0,4,84110,CZ0632,0,
8.10173319398555E+018,00373711,Obec Hubenov,44562,2958465,CZ00373711,"Hubenov, 588 05 Dušejov",Hubenov ,588 05,Dušejov,00373711,142,CZ063,Hubenov,587222,33202,0,4,84110,CZ0632,0,
6.01489816509418E+017,00473812,Obec Hudčice,44562,2958465,CZ00473812,"Hudčice 83, 262 72 Březnice",Hudčice 83,262 72,Březnice,00473812,253,CZ020,Hudčice,513580,33055,0,4,84110,CZ020B,0,
7.59997360480004E+018,00233285,Obec Hudlice,44562,2958465,CZ00233285,267 03 Hudlice, ,267 03,Hudlice,00233285,1238,CZ020,Hudlice,531227,26846,0,4,84110,CZ0202,0,
2.68704429889621E+018,00297194,Obec Hukvaldy,44562,2958465,CZ00297194,739 46 Hukvaldy 3, ,739 46,Hukvaldy 3,00297194,2126,CZ080,Hukvaldy,598691,33562,0,4,84110,CZ0802,0,
4.95789642781543E+018,00231801,Obec Hulice,44562,2958465,CZ00231801,"Hulice, 257 63 Trhový Štěpánov",Hulice ,257 63,Trhový Štěpánov,00231801,287,CZ020,Hulice,529737,26846,0,4,84110,CZ0201,0,
7.77751505642694E+018,00287229,Město Hulín,44562,2958465,CZ00287229,"nám. Míru 162, 768 24 Hulín",nám. Míru 162,768 24,Hulín,00287229,6687,CZ072,Hulín,588491,26846,0,4,84110,CZ0721,0,
5.37569203630393E+018,00268852,Obec Humburky,44562,2958465,CZ00268852,"Humburky 41, 504 01 Nový Bydžov",Humburky 41,504 01,Nový Bydžov,00268852,393,CZ052,Humburky,570087,26846,0,4,84110,CZ0521,0,
7.65857969641419E+018,00248266,Město Humpolec,44562,2958465,CZ00248266,"Horní náměstí 300, 396 22 Humpolec",Horní náměstí 300,396 22,Humpolec,00248266,10975,CZ063,Humpolec,547999,26846,0,4,84110,CZ0633,0,
7.07506114797146E+017,00261360,Obec Huntířov,44562,2958465,CZ00261360,"Huntířov 69, 407 42 Markvartice",Huntířov 69,407 42,Markvartice,00261360,807,CZ042,Huntířov,562521,26846,0,4,84110,CZ0421,0,
1.39334684968008E+018,00258741,Obec Hůrky,44562,2958465,CZ00258741,"Hůrky 50, 337 01 Rokycany",Hůrky 50,337 01,Rokycany,00258741,228,CZ032,Hůrky,559849,26846,0,4,84110,CZ0326,0,
1.08679529887865E+016,15060896,Obec Hurtova Lhota,44562,2958465,CZ15060896,"Hurtova Lhota 45, 580 01 Havlíčkův Brod",Hurtova Lhota 45,580 01,Havlíčkův Brod,15060896,245,CZ063,Hurtova Lhota,530646,33970,0,4,84110,CZ0631,0,
8.82030418609756E+018,00581381,Obec Hůry,44562,2958465,CZ00581381,"Na sadech 155, 373 71 Hůry",Na sadech 155,373 71,Hůry,00581381,615,CZ031,Hůry,535753,33239,0,4,84110,CZ0311,0,
2.96226327062629E+018,00876241,Obec Husí Lhota,44562,2958465,CZ00876241,"Husí Lhota, 294 06 Březno",Husí Lhota ,294 06,Březno,00876241,158,CZ020,Husí Lhota,599522,33604,0,4,84110,CZ0207,0,
4.42122119019819E+018,00240231,Obec Husinec,44562,2958465,CZ00240231,"Husinec, 250 68 Řež",Husinec ,250 68,Řež,00240231,1536,CZ020,Husinec,538256,26846,0,4,84110,CZ0209,0,
5.07449352994947E+018,00250449,Město Husinec,44562,2958465,CZ00250449,"Prokopovo nám. 1, 384 21 Husinec",Prokopovo nám. 1,384 21,Husinec,00250449,1439,CZ031,Husinec,550230,26846,0,4,84110,CZ0315,0,
2.31310088338466E+018,00303828,Obec Huslenky,44562,2958465,CZ00303828,756 02 Huslenky 494, ,756 02,Huslenky 494,00303828,2194,CZ072,Huslenky,542784,29495,0,4,84110,CZ0723,0,
5.58058331483197E+018,00290971,Obec Huštěnovice,44562,2958465,CZ00290971,"Huštěnovice, 687 03 Babice",Huštěnovice ,687 03,Babice,00290971,975,CZ072,Huštěnovice,592218,16558,0,4,84110,CZ0722,0,
8.78256133992562E+018,00283193,Město Hustopeče,44562,2958465,CZ00283193,"Dukelské nám. 2/2, 693 17 Hustopeče",Dukelské nám. 2/2,693 17,Hustopeče,00283193,5974,CZ064,Hustopeče,584495,26846,0,4,84110,CZ0644,0,
4.31763362291219E+018,00301329,Městys Hustopeče nad Bečvou,44562,2958465,CZ00301329,"nám. Míru 21, 753 66 Hustopeče nad Bečvou",nám. Míru 21,753 66,Hustopeče nad Bečvou,00301329,1767,CZ071,Hustopeče nad Bečvou,513768,29221,0,4,84110,CZ0714,0,
5.23383388531797E+018,00303836,Obec Hutisko - Solanec,44562,2958465,CZ00303836,"Hutisko - Solanec 512, 756 62 Hutisko - Solanec",Hutisko - Solanec 512,756 62,Hutisko - Solanec,00303836,2038,CZ072,Hutisko - Solanec,542814,29495,0,4,84110,CZ0723,0,
5.43833174267077E+018,00296040,Obec Huzová,44562,2958465,CZ00296040,793 57 Huzová 325, ,793 57,Huzová 325,00296040,568,CZ071,Huzová,597414,29495,0,4,84110,CZ0712,0,
2.29113318379153E+018,00291811,Městys Hvězdlice,44562,2958465,CZ00291811,"Hvězdlice 72, 683 41 Bohdalice",Hvězdlice 72,683 41,Bohdalice,00291811,562,CZ064,Hvězdlice,593087,29221,0,4,84110,CZ0646,0,
1.78555042207542E+018,00231819,Obec Hvězdonice,44562,2958465,CZ00231819,"Hvězdonice 56, 257 24 Hvězdonice",Hvězdonice 56,257 24,Hvězdonice,00231819,336,CZ020,Hvězdonice,529745,26846,0,4,84110,CZ0201,0,
2.49685516787973E+018,00377287,Obec Hvězdoňovice,44562,2958465,CZ00377287,"Hvězdoňovice, 675 21 Okříšky",Hvězdoňovice ,675 21,Okříšky,00377287,114,CZ063,Hvězdoňovice,590690,33201,0,4,84110,CZ0634,0,
4.55275653332114E+018,00639826,Obec Hvozd,44562,2958465,CZ00639826,"Hvozd 16, 270 35 Hvozd",Hvozd 16,270 35,Hvozd,00639826,170,CZ020,Hvozd,565334,33208,0,4,84110,CZ020C,0,
7.43311771960533E+018,00288306,Obec Hvozd,44562,2958465,CZ00288306,798 55 Hvozd, ,798 55,Hvozd,00288306,642,CZ071,Hvozd,589560,22282,0,4,84110,CZ0713,0,
8.64463558877347E+018,00257826,Obec Hvozd,44562,2958465,CZ00257826,"Hvozd 65, 331 01 Plasy",Hvozd 65,331 01,Plasy,00257826,250,CZ032,Hvozd,558931,26846,0,4,84110,CZ0325,0,
6.75453934260633E+018,00242292,Obec Hvožďany,44562,2958465,CZ00242292,"Hvožďany, 262 42 Rožmitál pod Třemšínem",Hvožďany ,262 42,Rožmitál pod Třemšínem,00242292,792,CZ020,Hvožďany,540315,26846,0,4,84110,CZ020B,0,
7.77944879909114E+018,00572241,Obec Hvožďany,44562,2958465,CZ00572241,"Hvožďany 27, 345 22 Poběžovice",Hvožďany 27,345 22,Poběžovice,00572241,39,CZ032,Hvožďany,566331,33207,0,4,84110,CZ0321,0,
2.86324210385529E+018,00362948,Obec Hvozdec,44562,2958465,CZ00362948,"Náve 16, 664 71 Veverská Bitýška",Náve 16,664 71,Veverská Bitýška,00362948,343,CZ064,Hvozdec,583090,33201,0,4,84110,CZ0643,0,
8.45998200541835E+018,00581399,Obec Hvozdec,44562,2958465,CZ00581399,"Hvozdec, 373 72 Lišov",Hvozdec ,373 72,Lišov,00581399,132,CZ031,Hvozdec,535613,33239,0,4,84110,CZ0311,0,
9.22243326358513E+018,00233293,Obec Hvozdec,44562,2958465,CZ00233293,"Hvozdec 12, 267 62 Komárov u Hořic",Hvozdec 12,267 62,Komárov u Hořic,00233293,254,CZ020,Hvozdec,531235,26846,0,4,84110,CZ0202,0,
3.29255391408971E+018,00283991,Obec Hvozdná,44562,2958465,CZ00283991,"Hlavní 210, 763 10 Hvozdná",Hlavní 210,763 10,Hvozdná,00283991,1302,CZ072,Hvozdná,585289,26846,0,4,84110,CZ0724,0,
4.7928059053071E+018,00241253,Obec Hvozdnice,44562,2958465,CZ00241253,252 05 Hvozdnice 160, ,252 05,Hvozdnice 160,00241253,540,CZ020,Hvozdnice,539261,33239,0,4,84110,CZ020A,0,
7.50900837399522E+018,45978662,Obec Hvozdnice,44562,2958465,CZ45978662,"Hvozdnice 51, 503 27 Lhota pod Libčany",Hvozdnice 51,503 27,Lhota pod Libčany,45978662,235,CZ052,Hvozdnice,573621,33604,0,4,84110,CZ0521,0,
1.49310687830712E+018,00543705,Obec Hybrálec,44562,2958465,CZ00543705,"Hybrálec 69, 586 01 Jihlava",Hybrálec 69,586 01,Jihlava,00543705,466,CZ063,Hybrálec,550281,33401,0,4,84110,CZ0632,0,
8.75572076126068E+018,00190187,Obec Hynčice,44562,2958465,CZ00190187,"Hynčice 15, 549 83 Meziměstí",Hynčice 15,549 83,Meziměstí,00190187,192,CZ052,Hynčice,574163,33604,0,4,84110,CZ0523,0,
4.24486474579857E+018,00302643,Obec Hynčina,44562,2958465,CZ00302643,"Hynčina 125, 789 01 Zábřeh",Hynčina 125,789 01,Zábřeh,00302643,186,CZ071,Hynčina,536113,29495,0,4,84110,CZ0715,0,
7.19125304199673E+018,00233307,Obec Hýskov,44562,2958465,CZ00233307,"Na Břasích 206, 267 06 Hýskov",Na Břasích 206,267 06,Hýskov,00233307,2022,CZ020,Hýskov,531243,26846,0,4,84110,CZ0202,0,
5.89817414957955E+018,00488453,Obec Hýsly,44562,2958465,CZ00488453,"Hýsly 100, 696 50 Moravany",Hýsly 100,696 50,Moravany,00488453,418,CZ064,Hýsly,586200,32919,0,4,84110,CZ0645,0,
3.98786324536778E+018,00600164,Obec Ivaň,44562,2958465,CZ00600164,"Ivaň 267, 691 23 Pohořelice",Ivaň 267,691 23,Pohořelice,00600164,743,CZ064,Ivaň,584517,33203,0,4,84110,CZ0643,0,
5.58791999414587E+018,00288314,Obec Ivaň,44562,2958465,CZ00288314,"Ivaň 197, 798 23 Klenovice na Hané",Ivaň 197,798 23,Klenovice na Hané,00288314,469,CZ071,Ivaň,589578,22282,0,4,84110,CZ0713,0,
5.16473281410367E+018,00281859,Město Ivančice,44562,2958465,CZ00281859,"Palackého náměstí 196/6, 664 91 Ivančice",Palackého náměstí 196/6,664 91,Ivančice,00281859,9854,CZ064,Ivančice,583120,26846,0,4,84110,CZ0643,0,
6.77290966587275E+018,00291846,Město Ivanovice na Hané,44562,2958465,CZ00291846,"Palackého nám. 796/11, 683 23 Ivanovice na Hané",Palackého nám. 796/11,683 23,Ivanovice na Hané,00291846,2930,CZ064,Ivanovice na Hané,593117,29221,0,4,84110,CZ0646,0,
1.67042149762384E+018,00237949,Obec Jabkenice,44562,2958465,CZ00237949,294 45 Jabkenice, ,294 45,Jabkenice,00237949,451,CZ020,Jabkenice,535966,26846,0,4,84110,CZ0207,0,
7.84259921185324E+018,00636754,Obec Jabloňany,44562,2958465,CZ00636754,"Jabloňany 88, 679 01 Skalice nad Svitavou",Jabloňany 88,679 01,Skalice nad Svitavou,00636754,400,CZ064,Jabloňany,581666,33201,0,4,84110,CZ0641,0,
7.90510194034253E+018,00275778,Město Jablonec nad Jizerou,44562,2958465,CZ00275778,512 43 Jablonec nad Jizerou, ,512 43,Jablonec nad Jizerou,00275778,1601,CZ051,Jablonec nad Jizerou,577162,33381,0,4,84110,CZ0514,0,
1.44919181302377E+018,00262340,Statutární město Jablonec nad Nisou,44562,2958465,CZ00262340,"Mírové nám. 3100/19, 467 51 Jablonec nad Nisou",Mírové nám. 3100/19,467 51,Jablonec nad Nisou,00262340,45317,CZ051,Jablonec nad Nisou,563510,26846,0,4,84110,CZ0512,0,
2.24087305378755E+018,00242357,Obec Jablonná,44562,2958465,CZ00242357,"Jablonná, 262 63 Kamýk nad Vltavou",Jablonná ,262 63,Kamýk nad Vltavou,00242357,406,CZ020,Jablonná,540374,26846,0,4,84110,CZ020B,0,
1.5916184770969E+018,00278963,Město Jablonné nad Orlicí,44562,2958465,CZ00278963,"nám. 5.května 4, 561 64 Jablonné nad Orlicí",nám. 5.května 4,561 64,Jablonné nad Orlicí,00278963,3137,CZ053,Jablonné nad Orlicí,580376,26846,0,4,84110,CZ0534,0,
1.7385115829938E+018,00260576,Město Jablonné v Podještědí,44562,2958465,CZ00260576,"nám. Míru 22, 471 25 Jablonné v Podještědí",nám. Míru 22,471 25,Jablonné v Podještědí,00260576,3653,CZ051,Jablonné v Podještědí,561631,33392,0,4,84110,CZ0513,0,
5.7202565073398E+018,00842460,Obec Jabloňov,44562,2958465,CZ00842460,"Jabloňov 75, 594 01 Velké Meziříčí",Jabloňov 75,594 01,Velké Meziříčí,00842460,340,CZ063,Jabloňov,595730,33604,0,4,84110,CZ0635,0,
7.43922451551225E+018,00303852,Obec Jablůnka,44562,2958465,CZ00303852,756 23 Jablůnka 365, ,756 23,Jablůnka 365,00303852,2048,CZ072,Jablůnka,542865,29495,0,4,84110,CZ0723,0,
4.02639043553706E+018,00296759,Město Jablunkov,44562,2958465,CZ00296759,"Dukelská 144, 739 91 Jablunkov",Dukelská 144,739 91,Jablunkov,00296759,5445,CZ080,Jablunkov,598259,33562,0,4,84110,CZ0802,0,
5.44842761736605E+018,00254622,Město Jáchymov,44562,2958465,CZ00254622,"nám. Republiky 1, 362 51 Jáchymov",nám. Republiky 1,362 51,Jáchymov,00254622,2381,CZ041,Jáchymov,555215,26846,0,4,84110,CZ0412,0,
7.92718099673448E+018,00579297,Obec Jahodov,44562,2958465,CZ00579297,"Jahodov 1, 516 01 Rychnov nad Kněžnou",Jahodov 1,516 01,Rychnov nad Kněžnou,00579297,98,CZ052,Jahodov,548782,33202,0,4,84110,CZ0524,0,
1.0800223500783E+018,00300187,Obec Jakartovice,44562,2958465,CZ00300187,747 53 Jakartovice 98, ,747 53,Jakartovice 98,00300187,1051,CZ080,Jakartovice,507377,29221,0,4,84110,CZ0805,0,
4.9957781494291E+018,60798483,Obec Jakubčovice nad Odrou,44562,2958465,CZ60798483,"Oderská 100, 742 36 Jakubčovice nad Odrou",Oderská 100,742 36,Jakubčovice nad Odrou,60798483,644,CZ080,Jakubčovice nad Odrou,554065,34335,0,4,84110,CZ0804,0,
6.52335221021688E+018,00289493,Obec Jakubov u Moravských Budějovic,44562,2958465,CZ00289493,"Jakubov u Moravských Budějovic 155, 675 44 Jakubov u Moravských Budějovic - p.Leson",Jakubov u Moravských Budějovic 155,675 44,Jakubov u Moravských Budějovic - p.Leson,00289493,648,CZ063,Jakubov u Moravských Budějovic,590746,29221,0,4,84110,CZ0634,0,
4.32463169534168E+018,00635979,Obec Jakubovice,44562,2958465,CZ00635979,"Jakubovice 113, 789 91 Štíty",Jakubovice 113,789 91,Štíty,00635979,218,CZ071,Jakubovice,553344,33208,0,4,84110,CZ0715,0,
3.82775827370468E+018,00290980,Obec Jalubí,44562,2958465,CZ00290980,687 05 Jalubí 135, ,687 05,Jalubí 135,00290980,1820,CZ072,Jalubí,592226,16556,0,4,84110,CZ0722,0,
5.48928729487805E+018,00285960,Obec Jamné,44562,2958465,CZ00285960,588 27 Jamné 2, ,588 27,Jamné 2,00285960,567,CZ063,Jamné,587249,33401,0,4,84110,CZ0632,0,
5.22477551788228E+018,00278980,Obec Jamné nad Orlicí,44562,2958465,CZ00278980,561 65 Jamné nad Orlicí 280, ,561 65,Jamné nad Orlicí 280,00278980,701,CZ053,Jamné nad Orlicí,580392,26846,0,4,84110,CZ0534,0,
2.30486558797068E+018,00292907,Obec Jamolice,44562,2958465,CZ00292907,"Jamolice 8, 672 01 Moravský Krumlov",Jamolice 8,672 01,Moravský Krumlov,00292907,440,CZ064,Jamolice,594181,33201,0,4,84110,CZ0647,0,
8.45416455308644E+018,00842133,Obec Jámy,44562,2958465,CZ00842133,592 32 Jámy 4, ,592 32,Jámy 4,00842133,627,CZ063,Jámy,595756,33604,0,4,84110,CZ0635,0,
