ID,IČO,Název,Od,Do,DIČ,Adresa,Ulice,PSČ,Sídlo,Zřizovatel,Počet obyvatel,Kraj,Obec,Základní územní jednotka ,Datum vzniku,Kapitola ID,Druh ÚJ ,NACE,NUTS,COFOG,municipality
6.3593010824461E+018,00254398,Město Abertamy,44562,2958465,CZ00254398,"Farní 2, 362 35 Abertamy",Farní 2,362 35,Abertamy,00254398,924,CZ041,Abertamy,554979,26846,0,4,84110,CZ0412,0,Aš
1.77815891821694E+018,00279889,Město Adamov,44562,2958465,CZ00279889,"Pod Horkou 101/2, 679 04 Adamov",Pod Horkou 101/2,679 04,Adamov,00279889,4515,CZ064,Adamov,581291,33201,0,4,84110,CZ0641,0,Benešov
2.48013530962762E+018,00639664,Obec Adamov,44562,2958465,CZ00639664,"Adamov, 286 01 Čáslav",Adamov ,286 01,Čáslav,00639664,132,CZ020,Adamov,531367,33239,0,4,84110,CZ0205,0,Beroun
5.24147305566511E+018,00581160,Obec Adamov,44562,2958465,CZ00581160,"V Chalupách 47, 373 71 Adamov",V Chalupách 47,373 71,Adamov,00581160,979,CZ031,Adamov,535826,33239,0,4,84110,CZ0311,0,Bílina
1.37363741698413E+018,00653560,Obec Adršpach,44562,2958465,CZ00653560,"Horní Adršpach 128, 549 52 Adršpach",Horní Adršpach 128,549 52,Adršpach,00653560,513,CZ052,Adršpach,547786,33208,0,4,84110,CZ0523,0,Bílovec
2.42944675361226E+018,00297429,Obec Albrechtice,44562,2958465,CZ00297429,"Obecní 186, 735 43 Albrechtice",Obecní 186,735 43,Albrechtice,00297429,3849,CZ080,Albrechtice,598925,26846,0,4,84110,CZ0803,0,Blansko
3.34775359118043E+018,00296228,Město Albrechtice,44562,2958465,CZ00296228,"nám. ČSA 23/10, 793 95 Město Albrechtice",nám. ČSA 23/10,793 95,Město Albrechtice,00296228,3481,CZ080,Albrechtice,597635,29495,0,4,84110,CZ0801,0,Blatná
9.02368322185344E+018,00581003,Obec Albrechtice,44562,2958465,CZ00581003,"Albrechtice 145, 563 01 Lanškroun",Albrechtice 145,563 01,Lanškroun,00581003,452,CZ053,Albrechtice,547981,33201,0,4,84110,CZ0534,0,Blovice
6.74747027984235E+018,00579106,Obec Albrechtice nad Orlicí,44562,2958465,CZ00579106,"Na Výsluní 275, 517 22 Albrechtice nad Orlicí",Na Výsluní 275,517 22,Albrechtice nad Orlicí,00579106,1002,CZ052,Albrechtice nad Orlicí,576077,33202,0,4,84110,CZ0524,0,Bohumín
3.78282463733225E+017,00249521,Obec Albrechtice nad Vltavou,44562,2958465,CZ00249521,398 16 Albrechtice nad Vltavou 79, ,398 16,Albrechtice nad Vltavou 79,00249521,946,CZ031,Albrechtice nad Vltavou,549258,26846,0,4,84110,CZ0314,0,Boskovice
1.60570175521663E+018,00262277,Obec Albrechtice v Jizerských horách,44562,2958465,CZ00262277,468 43 Albrechtice v Jizerských horách 226, ,468 43,Albrechtice v Jizerských horách 226,00262277,350,CZ051,Albrechtice v Jizerských horách,563528,26846,0,4,84110,CZ0512,0,Brandýs nad Labem-Stará Boleslav
5.78723124639272E+017,00600814,Obec Albrechtičky,44562,2958465,CZ00600814,742 55 Albrechtičky 131, ,742 55,Albrechtičky 131,00600814,704,CZ080,Albrechtičky,568741,33208,0,4,84110,CZ0804,0,Břeclav
6.91589812011733E+018,00488542,Obec Alojzov,44562,2958465,CZ00488542,"Alojzov, 798 04 Určice",Alojzov ,798 04,Určice,00488542,259,CZ071,Alojzov,506761,33390,0,4,84110,CZ0713,0,Brno
1.11809698753906E+018,00575976,Město Andělská Hora,44562,2958465,CZ00575976,"Andělská Hora 197, 793 31 Světlá Hora",Andělská Hora 197,793 31,Světlá Hora,00575976,375,CZ080,Andělská Hora,551929,33147,0,4,84110,CZ0801,0,Broumov
3.38197799176774E+018,00573175,Obec Andělská Hora,44562,2958465,CZ00573175,"Andělská Hora 18, 364 71 Andělská Hora",Andělská Hora 18,364 71,Andělská Hora,00573175,376,CZ041,Andělská Hora,538001,33207,0,4,84110,CZ0412,0,Bruntál
5.94071826792519E+018,00580988,Obec Anenská Studánka,44562,2958465,CZ00580988,"Anenská Studánka 16, 563 01 Lanškroun",Anenská Studánka 16,563 01,Lanškroun,00580988,168,CZ053,Anenská Studánka,573426,33201,0,4,84110,CZ0534,0,Bučovice
5.72400076746687E+018,00284751,Obec Archlebov,44562,2958465,CZ00284751,696 33 Archlebov 2, ,696 33,Archlebov 2,00284751,878,CZ064,Archlebov,586030,26846,0,4,84110,CZ0645,0,Bystřice nad Pernštejnem
7.0128347317066E+018,00475858,Obec Arneštovice,44562,2958465,CZ00475858,"Arneštovice 16, 394 21 Hořepník",Arneštovice 16,394 21,Hořepník,00475858,83,CZ063,Arneštovice,509388,33055,0,4,84110,CZ0633,0,Bystřice pod Hostýnem
1.04874871565434E+018,00373613,Obec Arnolec,44562,2958465,CZ00373613,"Arnolec 344, 588 27 Jamné",Arnolec 344,588 27,Jamné,00373613,178,CZ063,Arnolec,586854,33202,0,4,84110,CZ0632,0,Čáslav
5.9719257015382E+018,00261173,Obec Arnoltice,44562,2958465,CZ00261173,407 14 Arnoltice, ,407 14,Arnoltice,00261173,412,CZ042,Arnoltice,562343,26846,0,4,84110,CZ0421,0,Černošice
5.85407654922635E+018,00253901,Město Aš,44562,2958465,CZ00253901,"Kamenná 473/52, 352 01 Aš",Kamenná 473/52,352 01,Aš,00253901,13105,CZ041,Aš,554499,26846,0,4,84110,CZ0411,0,Česká Lípa
4.16804666554201E+018,00582964,Obec Babice,44562,2958465,CZ00582964,"Babice 40, 384 11 Netolice",Babice 40,384 11,Netolice,00582964,135,CZ031,Babice,537241,33202,0,4,84110,CZ0315,0,Česká Třebová
5.50049877490575E+018,00635260,Obec Babice,44562,2958465,CZ00635260,"Babice 65, 785 01 Šternberk",Babice 65,785 01,Šternberk,00635260,453,CZ071,Babice,552356,33208,0,4,84110,CZ0712,0,České Budějovice
6.1763169742315E+018,00375357,Obec Babice,44562,2958465,CZ00375357,"Babice, 675 44 Lesonice",Babice ,675 44,Lesonice,00375357,191,CZ063,Babice,590274,33201,0,4,84110,CZ0634,0,Český Brod
6.47504653578705E+018,00240028,Obec Babice,44562,2958465,CZ00240028,"Na Návsi 6, 251 01 Babice",Na Návsi 6,251 01,Babice,00240028,1318,CZ020,Babice,538043,26846,0,4,84110,CZ0209,0,Český Krumlov
7.71468359259376E+018,00290777,Obec Babice,44562,2958465,CZ00290777,687 03 Babice 508, ,687 03,Babice 508,00290777,1838,CZ072,Babice,592013,16558,0,4,84110,CZ0722,0,Český Těšín
8.42537145823333E+018,45978484,Obec Babice,44562,2958465,CZ45978484,"Babice 72, 503 51 Chlumec nad Cidlinou",Babice 72,503 51,Chlumec nad Cidlinou,45978484,190,CZ052,Babice,569828,33604,0,4,84110,CZ0521,0,Cheb
2.74254671070099E+018,00281557,Obec Babice nad Svitavou,44562,2958465,CZ00281557,"Babice nad Svitavou 197, 664 01 Bílovice nad Svitavou",Babice nad Svitavou 197,664 01,Bílovice nad Svitavou,00281557,1373,CZ064,Babice nad Svitavou,582794,26846,0,4,84110,CZ0643,0,Chomutov
9.22660081534813E+017,00362531,Obec Babice u Rosic,44562,2958465,CZ00362531,"Náves 14, 664 84 Zastávka",Náves 14,664 84,Zastávka,00362531,779,CZ064,Babice u Rosic,582808,33201,0,4,84110,CZ0643,0,Chotěboř
6.20427123263187E+018,00572551,Obec Babylon,44562,2958465,CZ00572551,345 31 Babylon 27, ,345 31,Babylon 27,00572551,327,CZ032,Babylon,553433,33207,0,4,84110,CZ0321,0,Chrudim
4.01869702167909E+018,60114525,Obec Bačalky,44562,2958465,CZ60114525,"Bačalky 18, 507 23 Libáň",Bačalky 18,507 23,Libáň,60114525,159,CZ052,Bačalky,553701,34414,0,4,84110,CZ0522,0,Dačice
8.81493287091762E+018,00274682,Obec Bačetín,44562,2958465,CZ00274682,"Bačetín, 518 01 Dobruška",Bačetín ,518 01,Dobruška,00274682,390,CZ052,Bačetín,576085,26846,0,4,84110,CZ0524,0,Děčín
7.12568666751289E+018,00375365,Obec Bačice,44562,2958465,CZ00375365,"Bačice 36, 675 55 Hrotovice",Bačice 36,675 55,Hrotovice,00375365,195,CZ063,Bačice,590282,33201,0,4,84110,CZ0634,0,Dobříš
3.75266247355664E+018,00579777,Obec Bačkov,44562,2958465,CZ00579777,"Bačkov, 582 91 Světlá nad Sázavou",Bačkov ,582 91,Světlá nad Sázavou,00579777,119,CZ063,Bačkov,546194,33201,0,4,84110,CZ0631,0,Dobruška
4.58420510636918E+018,48527408,Obec Bačkovice,44562,2958465,CZ48527408,"Bačkovice 19, 675 32 Třebelovice",Bačkovice 19,675 32,Třebelovice,48527408,95,CZ063,Bačkovice,544833,33970,0,4,84110,CZ0634,0,Domažlice
9.65516917251374E+017,00512231,Obec Bácovice,44562,2958465,CZ00512231,"Bácovice 23, 393 01 Pelhřimov",Bácovice 23,393 01,Pelhřimov,00512231,90,CZ063,Bácovice,561118,33604,0,4,84110,CZ0633,0,Dvůr Králové nad Labem
1.28984983797616E+018,00237418,Město Bakov nad Jizerou,44562,2958465,CZ00237418,"Mírové nám. 208, 294 01 Bakov nad Jizerou",Mírové nám. 208,294 01,Bakov nad Jizerou,00237418,5141,CZ020,Bakov nad Jizerou,535427,26846,0,4,84110,CZ0207,0,Frenštát pod Radhoštěm
7.97817556928698E+018,00842401,Obec Baliny,44562,2958465,CZ00842401,"Baliny 9, 594 01 Velké Meziříčí",Baliny 9,594 01,Velké Meziříčí,00842401,129,CZ063,Baliny,595217,33604,0,4,84110,CZ0635,0,Frýdek-Místek
3.91070720516154E+018,00512516,Obec Balkova Lhota,44562,2958465,CZ00512516,"Balkova Lhota, 391 31 Dražice",Balkova Lhota ,391 31,Dražice,00512516,149,CZ031,Balkova Lhota,563251,33201,0,4,84110,CZ0317,0,Frýdlant
4.17665724413267E+018,00579441,Obec Banín,44562,2958465,CZ00579441,"Banín 41, 568 02 Svitavy 2",Banín 41,568 02,Svitavy 2,00579441,316,CZ053,Banín,572560,33201,0,4,84110,CZ0533,0,Frýdlant nad Ostravicí
5.84435018178179E+018,00290785,Obec Bánov,44562,2958465,CZ00290785,687 54 Bánov 428, ,687 54,Bánov 428,00290785,2137,CZ072,Bánov,592021,16558,0,4,84110,CZ0722,0,Havířov
5.85172109989508E+018,00512915,Obec Báňovice,44562,2958465,CZ00512915,"Báňovice, 380 01 Dačice",Báňovice ,380 01,Dačice,00512915,109,CZ031,Báňovice,562726,33178,0,4,84110,CZ0313,0,Havlíčkův Brod
7.68778675446035E+018,00600113,Obec Bantice,44562,2958465,CZ00600113,"Bantice 14, 671 61 Prosiměřice",Bantice 14,671 61,Prosiměřice,00600113,285,CZ064,Bantice,593729,33201,0,4,84110,CZ0647,0,Hlinsko
1.0591053125222E+018,00268593,Obec Barchov,44562,2958465,CZ00268593,"Barchov 62, 504 01 Nový Bydžov",Barchov 62,504 01,Nový Bydžov,00268593,309,CZ052,Barchov,569836,26846,0,4,84110,CZ0521,0,Hlučín
6.26197275576208E+018,00273317,Obec Barchov,44562,2958465,CZ00273317,"Barchov 68, 530 02 Pardubice 2",Barchov 68,530 02,Pardubice 2,00273317,273,CZ053,Barchov,574724,26846,0,4,84110,CZ0532,0,Hodonín
2.71956053839907E+018,00235237,Obec Barchovice,44562,2958465,CZ00235237,281 63 Barchovice 68, ,281 63,Barchovice 68,00235237,249,CZ020,Barchovice,533173,26846,0,4,84110,CZ0204,0,Holešov
7.62248547310611E+018,00287024,Obec Bařice - Velké Těšany,44562,2958465,CZ00287024,"Bařice - Velké Těšany 68, 767 01 Kroměříž",Bařice - Velké Těšany 68,767 01,Kroměříž,00287024,460,CZ072,Bařice - Velké Těšany,588300,26846,0,4,84110,CZ0721,0,Holice
3.23980064270245E+018,00297721,Obec Bartošovice,44562,2958465,CZ00297721,742 54 Bartošovice 135, ,742 54,Bartošovice 135,00297721,1735,CZ080,Bartošovice,599212,26846,0,4,84110,CZ0804,0,Horažďovice
6.98065475435123E+018,00274691,Obec Bartošovice v Orlických horách,44562,2958465,CZ00274691,"Bartošovice v Orlických horách, 517 61 Rokytnice",Bartošovice v Orlických horách ,517 61,Rokytnice,00274691,206,CZ052,Bartošovice v Orlických horách,576093,26846,0,4,84110,CZ0524,0,Hořice
8.4852932395339E+018,00579785,Obec Bartoušov,44562,2958465,CZ00579785,"Bartoušov, 580 01 Havlíčkův Brod",Bartoušov ,580 01,Havlíčkův Brod,00579785,167,CZ063,Bartoušov,548260,33201,0,4,84110,CZ0631,0,Hořovice
1.21789325110124E+018,00296511,Obec Baška,44562,2958465,CZ00296511,739 01 Baška 420, ,739 01,Baška 420,00296511,3932,CZ080,Baška,598011,33562,0,4,84110,CZ0802,0,Horšovský Týn
1.84575578568095E+018,00271314,Obec Bašnice,44562,2958465,CZ00271314,"Bašnice 3, 508 01 Hořice",Bašnice 3,508 01,Hořice,00271314,211,CZ052,Bašnice,572667,26846,0,4,84110,CZ0522,0,Hradec Králové
8.02195423353189E+018,00240036,Obec Bašť,44562,2958465,CZ00240036,"Bašť 127, 250 65 Líbeznice",Bašť 127,250 65,Líbeznice,00240036,2891,CZ020,Bašť,538051,26846,0,4,84110,CZ0209,0,Hranice
6.65350082027134E+017,00285595,Městys Batelov,44562,2958465,CZ00285595,"nám. Míru 148, 588 51 Batelov",nám. Míru 148,588 51,Batelov,00285595,2368,CZ063,Batelov,586862,33401,0,4,84110,CZ0632,0,Humpolec
1.57830468044041E+016,00277657,Obec Batňovice,44562,2958465,CZ00277657,542 37 Batňovice 186, ,542 37,Batňovice 186,00277657,789,CZ052,Batňovice,579041,26846,0,4,84110,CZ0525,0,Hustopeče
6.27933831302976E+018,00250945,Město Bavorov,44562,2958465,CZ00250945,"Náměstí Míru 1, 387 73 Bavorov",Náměstí Míru 1,387 73,Bavorov,00250945,1642,CZ031,Bavorov,550809,26846,0,4,84110,CZ0316,0,Ivančice
2.43939607064389E+018,00600148,Obec Bavory,44562,2958465,CZ00600148,"Bavory 9, 692 01 Mikulov",Bavory 9,692 01,Mikulov,00600148,411,CZ064,Bavory,584304,33203,0,4,84110,CZ0644,0,Jablonec nad Nisou
6.64537141578548E+018,00509612,Obec Bavoryně,44562,2958465,CZ00509612,267 51 Bavoryně 8, ,267 51,Bavoryně 8,00509612,367,CZ020,Bavoryně,534421,33239,0,4,84110,CZ0202,0,Jablunkov
5.88283637815776E+018,00573001,Obec Bdeněves,44562,2958465,CZ00573001,"Bdeněves 49, 330 32 Kozolupy",Bdeněves 49,330 32,Kozolupy,00573001,751,CZ032,Bdeněves,566756,33207,0,4,84110,CZ0325,0,Jaroměř
4.65371227134257E+018,00639770,Obec Bdín,44562,2958465,CZ00639770,270 54 Bdín, 38,270 54,Bdín,00639770,71,CZ020,Bdín,565423,33208,0,4,84110,CZ020C,0,Jeseník
1.64343075429081E+018,00271322,Obec Běchary,44562,2958465,CZ00271322,"Běchary 5, 507 32 Kopidlno",Běchary 5,507 32,Kopidlno,00271322,264,CZ052,Běchary,572675,26846,0,4,84110,CZ0522,0,Jičín
6.72606167640408E+018,00263346,Obec Bechlín,44562,2958465,CZ00263346,411 86 Bechlín 85, ,411 86,Bechlín 85,00263346,1283,CZ042,Bechlín,564575,26846,0,4,84110,CZ0423,0,Jihlava
1.04927268493687E+018,00252069,Město Bechyně,44562,2958465,CZ00252069,"nám. T. G. Masaryka 2, 391 65 Bechyně",nám. T. G. Masaryka 2,391 65,Bechyně,00252069,4965,CZ031,Bechyně,552054,26846,0,4,84110,CZ0317,0,Jilemnice
1.17181093682476E+018,00581178,Obec Bečice,44562,2958465,CZ00581178,"Bečice, 375 01 Týn nad Vltavou",Bečice ,375 01,Týn nad Vltavou,00581178,107,CZ031,Bečice,536156,33239,0,4,84110,CZ0311,0,Jindřichův Hradec
8.53783684974952E+018,00512524,Obec Bečice,44562,2958465,CZ00512524,391 75 Bečice, 5,391 75,Bečice,00512524,76,CZ031,Bečice,563366,33201,0,4,84110,CZ0317,0,Kadaň
3.59122248757575E+018,00265811,Obec Bečov,44562,2958465,CZ00265811,435 26 Bečov 126, ,435 26,Bečov 126,00265811,1390,CZ042,Bečov,567043,26846,0,4,84110,CZ0425,0,Kaplice
7.30486586426046E+018,00254410,Město Bečov nad Teplou,44562,2958465,CZ00254410,"nám. 5. května 1, 364 64 Bečov nad Teplou",nám. 5. května 1,364 64,Bečov nad Teplou,00254410,954,CZ041,Bečov nad Teplou,554995,26846,0,4,84110,CZ0412,0,Karlovy Vary
1.275633033403E+018,00235245,Obec Bečváry,44562,2958465,CZ00235245,281 43 Bečváry, 161,281 43,Bečváry,00235245,1040,CZ020,Bečváry,533181,26846,0,4,84110,CZ0204,0,Karviná
7.58894187920191E+018,00288004,Obec Bedihošť,44562,2958465,CZ00288004,"Prostějovská 13, 798 21 Bedihošť",Prostějovská 13,798 21,Bedihošť,00288004,1083,CZ071,Bedihošť,589268,22282,0,4,84110,CZ0713,0,Kladno
6.81953193236336E+018,00512923,Obec Bednárec,44562,2958465,CZ00512923,"Bednárec, 378 42 Nová Včelnice",Bednárec ,378 42,Nová Včelnice,00512923,120,CZ031,Bednárec,562548,33178,0,4,84110,CZ0313,0,Klatovy
4.65196491350409E+018,00666874,Obec Bednáreček,44562,2958465,CZ00666874,"Bednáreček 100, 378 42 Bednáreček",Bednáreček 100,378 42,Bednáreček,00666874,190,CZ031,Bednáreček,561053,33604,0,4,84110,CZ0313,0,Kolín
1.97310854075936E+018,00525511,Obec Bedřichov,44562,2958465,CZ00525511,468 12 Bedřichov 218, ,468 12,Bedřichov 218,00525511,360,CZ051,Bedřichov,563536,33086,0,4,84110,CZ0512,0,Konice
6.58062018568348E+018,00636665,Obec Bedřichov,44562,2958465,CZ00636665,"Bedřichov, 679 71 Lysice",Bedřichov ,679 71,Lysice,00636665,227,CZ064,Bedřichov,581313,33201,0,4,84110,CZ0641,0,Kopřivnice
4.46451467548967E+018,00573507,Obec Běhařov,44562,2958465,CZ00573507,"Běhařov 68, 340 21 Janovice nad Úhlavou",Běhařov 68,340 21,Janovice nad Úhlavou,00573507,213,CZ032,Běhařov,541842,33207,0,4,84110,CZ0322,0,Kostelec nad Orlicí
7.46175526280824E+018,00292478,Městys Běhařovice,44562,2958465,CZ00292478,671 39 Běhařovice, 43,671 39,Běhařovice,00292478,377,CZ064,Běhařovice,593737,33201,0,4,84110,CZ0647,0,Králíky
5.83246587296515E+018,00534650,Obec Bělá,44562,2958465,CZ00534650,"Bělá 150, 747 24 Chuchelná",Bělá 150,747 24,Chuchelná,00534650,648,CZ080,Bělá,512974,33084,0,4,84110,CZ0805,0,Kralovice
7.3405627480369E+018,00179612,Obec Bělá,44562,2958465,CZ00179612,"Bělá 1, 584 01 Ledeč nad Sázavou",Bělá 1,584 01,Ledeč nad Sázavou,00179612,218,CZ063,Bělá,573566,33604,0,4,84110,CZ0631,0,Kralupy nad Vltavou
7.66732512235337E+018,00275603,Obec Bělá,44562,2958465,CZ00275603,"Bělá 2, 514 01 Jilemnice",Bělá 2,514 01,Jilemnice,00275603,275,CZ051,Bělá,576972,33201,0,4,84110,CZ0514,0,Kraslice
8.04844515250774E+018,00512249,Obec Bělá,44562,2958465,CZ00512249,"Bělá 34, 394 03 Horní Cerekev",Bělá 34,394 03,Horní Cerekev,00512249,49,CZ063,Bělá,561126,33604,0,4,84110,CZ0633,0,Kravaře
6.07846080086349E+018,00253235,Město Bělá nad Radbuzou,44562,2958465,CZ00253235,345 26 Bělá nad Radbuzou 200, ,345 26,Bělá nad Radbuzou 200,00253235,1756,CZ032,Bělá nad Radbuzou,553441,26846,0,4,84110,CZ0321,0,Krnov
4.64676510373949E+018,00579459,Obec Bělá nad Svitavou,44562,2958465,CZ00579459,569 05 Bělá nad Svitavou 215, ,569 05,Bělá nad Svitavou 215,00579459,498,CZ053,Bělá nad Svitavou,572586,33201,0,4,84110,CZ0533,0,Kroměříž
3.31925600023801E+018,00237434,Město Bělá pod Bezdězem,44562,2958465,CZ00237434,"Masarykovo náměstí 90, 294 21 Bělá pod Bezdězem",Masarykovo náměstí 90,294 21,Bělá pod Bezdězem,00237434,4754,CZ020,Bělá pod Bezdězem,535443,26846,0,4,84110,CZ0207,0,Kuřim
1.89446740612159E+018,00302333,Obec Bělá pod Pradědem,44562,2958465,CZ00302333,790 85 Bělá pod Pradědem 381, ,790 85,Bělá pod Pradědem 381,00302333,1753,CZ071,Bělá pod Pradědem,523917,29495,0,4,84110,CZ0711,0,Kutná Hora
2.25393407260058E+018,00484164,Obec Bělá u Jevíčka,44562,2958465,CZ00484164,"Bělá u Jevíčka 7, 569 43 Jevíčko",Bělá u Jevíčka 7,569 43,Jevíčko,00484164,354,CZ053,Bělá u Jevíčka,505391,33389,0,4,84110,CZ0533,0,Kyjov
6.4324543005569E+018,00250953,Město Bělčice,44562,2958465,CZ00250953,387 43 Bělčice 17, ,387 43,Bělčice 17,00250953,983,CZ031,Bělčice,550817,26846,0,4,84110,CZ0316,0,Lanškroun
2.33534349855549E+018,00582506,Obec Běleč,44562,2958465,CZ00582506,"Běleč 22, 391 43 Běleč",Běleč 22,391 43,Běleč,00582506,199,CZ031,Běleč,560448,33663,0,4,84110,CZ0317,0,Liberec
5.03848423295148E+018,00640263,Obec Běleč,44562,2958465,CZ00640263,"Běleč 64, 273 63 Bratronice",Běleč 64,273 63,Bratronice,00640263,307,CZ020,Běleč,535010,33239,0,4,84110,CZ0203,0,Lipník nad Bečvou
7.01584520534638E+018,00532070,Obec Běleč,44562,2958465,CZ00532070,"Běleč 3, 679 23 Lomnice",Běleč 3,679 23,Lomnice,00532070,189,CZ064,Běleč,581321,33055,0,4,84110,CZ0643,0,Litoměřice
6.69770731334573E+018,00268615,Obec Běleč nad Orlicí,44562,2958465,CZ00268615,"Běleč nad Orlicí, 503 46 Třebechovice pod Orebem",Běleč nad Orlicí ,503 46,Třebechovice pod Orebem,00268615,382,CZ052,Běleč nad Orlicí,569852,26846,0,4,84110,CZ0521,0,Litomyšl
3.26744957216668E+017,00298654,Obec Bělkovice - Lašťany,44562,2958465,CZ00298654,"Bělkovice - Lašťany, 783 16 Dolany u Olomouce",Bělkovice - Lašťany ,783 16,Dolany u Olomouce,00298654,2274,CZ071,Bělkovice - Lašťany,500526,29495,0,4,84110,CZ0712,0,Litovel
8.22811322345787E+018,00234125,Obec Běloky,44562,2958465,CZ00234125,"Běloky 19, 273 53 Hostouň",Běloky 19,273 53,Hostouň,00234125,189,CZ020,Běloky,532070,33408,0,4,84110,CZ0203,0,Litvínov
8.62776139254929E+018,00301019,Obec Bělotín,44562,2958465,CZ00301019,753 64 Bělotín, 151,753 64,Bělotín,00301019,1825,CZ071,Bělotín,512231,29221,0,4,84110,CZ0714,0,Louny
5.66481030581956E+018,00287032,Obec Bělov,44562,2958465,CZ00287032,"Bělov 97, 768 21 Kvasice",Bělov 97,768 21,Kvasice,00287032,317,CZ072,Bělov,588318,26846,0,4,84110,CZ0724,0,Lovosice
5.80218530332117E+018,00265829,Obec Bělušice,44562,2958465,CZ00265829,"Bělušice 64, 434 01 Most",Bělušice 64,434 01,Most,00265829,227,CZ042,Bělušice,567051,26846,0,4,84110,CZ0425,0,Luhačovice
9.13626756363038E+018,00235253,Obec Bělušice,44562,2958465,CZ00235253,"Bělušice, 280 02 Kolín",Bělušice ,280 02,Kolín,00235253,320,CZ020,Bělušice,533190,26846,0,4,84110,CZ0204,0,Lysá nad Labem
2.92549826380977E+018,00653306,Obec Benátky,44562,2958465,CZ00653306,"Benátky 50, 503 03 Smiřice",Benátky 50,503 03,Smiřice,00653306,120,CZ052,Benátky,569861,33055,0,4,84110,CZ0521,0,Mariánské Lázně
5.31257908218042E+018,00276375,Obec Benátky,44562,2958465,CZ00276375,"Benátky, 570 01 Litomyšl",Benátky ,570 01,Litomyšl,00276375,384,CZ053,Benátky,577774,33389,0,4,84110,CZ0533,0,Mělník
5.7371220866455E+018,00237442,Město Benátky nad Jizerou,44562,2958465,CZ00237442,"Zámek 49, 294 71 Benátky nad Jizerou",Zámek 49,294 71,Benátky nad Jizerou,00237442,7575,CZ020,Benátky nad Jizerou,535451,26846,0,4,84110,CZ0207,0,Mikulov
3.42875370212474E+018,00275581,Obec Benecko,44562,2958465,CZ00275581,512 37 Benecko, 190,512 37,Benecko,00275581,1104,CZ051,Benecko,576981,33201,0,4,84110,CZ0514,0,Milevsko
3.71327019446841E+018,00279927,Obec Benešov,44562,2958465,CZ00279927,679 53 Benešov, 122,679 53,Benešov,00279927,660,CZ064,Benešov,581330,33201,0,4,84110,CZ0641,0,Mladá Boleslav
5.0646858280855E+018,00231401,Město Benešov,44562,2958465,CZ00231401,"Masarykovo náměstí 100, 256 01 Benešov",Masarykovo náměstí 100,256 01,Benešov,00231401,16804,CZ020,Benešov,529303,26846,0,4,84110,CZ0201,0,Mnichovo Hradiště
2.58737039641462E+018,00245780,Obec Benešov nad Černou,44562,2958465,CZ00245780,382 82 Benešov nad Černou, 126,382 82,Benešov nad Černou,00245780,1480,CZ031,Benešov nad Černou,545406,26846,0,4,84110,CZ0312,0,Mohelnice
6.91969793605116E+018,00261181,Město Benešov nad Ploučnicí,44562,2958465,CZ00261181,"nám. Míru 1, 407 22 Benešov nad Ploučnicí",nám. Míru 1,407 22,Benešov nad Ploučnicí,00261181,3659,CZ042,Benešov nad Ploučnicí,562351,26846,0,4,84110,CZ0421,0,Moravská Třebová
2.98490502617323E+018,00275590,Obec Benešov u Semil,44562,2958465,CZ00275590,512 06 Benešov u Semil 125, ,512 06,Benešov u Semil 125,00275590,846,CZ051,Benešov u Semil,576999,33201,0,4,84110,CZ0514,0,Moravské Budějovice
8.28041473994787E+017,00869066,Obec Benešovice,44562,2958465,CZ00869066,"Benešovice 109, 349 01 Stříbro",Benešovice 109,349 01,Stříbro,00869066,200,CZ032,Benešovice,560723,33604,0,4,84110,CZ0327,0,Moravský Krumlov
7.87053240483428E+018,00375381,Obec Benetice,44562,2958465,CZ00375381,675 06 Benetice, 46,675 06,Benetice,00375381,193,CZ063,Benetice,590304,33201,0,4,84110,CZ0634,0,Most
3.0994335550193E+018,00636126,Obec Beňov,44562,2958465,CZ00636126,"Beňov 3, 750 02 Přerov 2",Beňov 3,750 02,Přerov 2,00636126,678,CZ071,Beňov,512281,33208,0,4,84110,CZ0714,0,Náchod
2.83844308580371E+018,00640301,Obec Bernardov,44562,2958465,CZ00640301,"Bernardov 13, 284 01 Kutná Hora",Bernardov 13,284 01,Kutná Hora,00640301,188,CZ020,Bernardov,531111,33239,0,4,84110,CZ0205,0,Náměšť nad Oslavou
9.93690309891339E+017,00473359,Obec Bernartice,44562,2958465,CZ00473359,257 69 Bernartice, 39,257 69,Bernartice,00473359,229,CZ020,Bernartice,532568,33055,0,4,84110,CZ0201,0,Nepomuk
2.717601059687E+018,00277665,Obec Bernartice,44562,2958465,CZ00277665,542 04 Bernartice 77, ,542 04,Bernartice 77,00277665,935,CZ052,Bernartice,579050,26846,0,4,84110,CZ0525,0,Neratovice
2.73117705584169E+018,00249530,Městys Bernartice,44562,2958465,CZ00249530,"Náměstí svobody 33, 398 43 Bernartice",Náměstí svobody 33,398 43,Bernartice,00249530,1326,CZ031,Bernartice,549266,26846,0,4,84110,CZ0314,0,Nová Paka
8.80161817235123E+018,00302325,Obec Bernartice,44562,2958465,CZ00302325,790 57 Bernartice 60, ,790 57,Bernartice 60,00302325,871,CZ071,Bernartice,524891,29495,0,4,84110,CZ0711,0,Nové Město na Moravě
