municipality_id;municipality ;2020;2019;2018;2017;2016;2015;2014;2011;2010;2009;2008;2007;2006
4210;Podbořany;5,54;4,35;4,95;5,00;6,45;7,66;9,53;9,33;10,77;10,20;7,46;6,49;8,95
2119;Poděbrady;4,82;3,43;4,05;4,25;6,00;7,03;7,94;8,03;8,45;7,35;6,15;4,78;5,79
6213;Pohořelice;4,61;3,50;4,14;4,46;5,96;6,18;7,54;7,50;8,47;7,67;4,00;4,25;6,37
5310;Polička;2,50;1,96;1,94;2,50;3,43;4,28;5,61;5,86;6,76;6,05;3,79;3,70;4,82
3109;Prachatice;2,70;2,46;2,29;3,02;3,87;4,41;5,04;5,34;5,64;5,27;3,77;2,98;4,05
5311;Přelouč;3,70;2,63;2,64;3,39;4,44;5,51;5,74;6,16;6,89;6,47;4,29;4,28;4,97
7109;Přerov;5,41;3,77;4,67;6,22;7,60;8,74;10,50;9,40;9,68;9,40;5,64;6,03;7,97
3210;Přeštice;2,43;1,61;1,50;1,96;2,95;3,67;4,77;4,21;5,13;4,81;2,01;2,09;3,04
2120;Příbram;4,69;3,51;3,77;4,60;6,67;8,13;9,36;8,26;9,01;8,23;5,28;5,06;5,74
7108;Prostějov;2,79;1,97;2,29;2,76;3,85;4,82;6,77;7,14;7,76;7,01;3,16;2,90;4,25
2121;Rakovník;3,19;2,48;2,87;3,43;4,59;5,70;7,07;6,61;6,86;6,52;4,07;3,79;4,63
2122;Říčany;1,90;0,98;0,92;1,21;1,59;2,30;2,90;2,63;3,12;2,47;1,36;1,24;1,74
3211;Rokycany;3,38;2,49;2,44;2,73;3,30;3,81;4,47;4,79;5,94;6,33;3,74;2,94;4,13
6214;Rosice;2,60;2,11;2,33;3,20;4,83;5,95;6,87;6,46;7,56;7,30;4,00;4,40;5,29
4211;Roudnice nad Labem;3,35;2,63;3,12;3,43;5,52;6,71;8,53;7,36;8,10;7,67;5,63;6,36;7,84
7206;Rožnov pod Radhoštěm;3,34;2,57;2,72;3,77;4,98;6,62;8,09;8,03;8,41;9,12;5,32;5,61;7,29
4212;Rumburk;6,24;4,36;4,50;5,35;7,70;8,55;10,33;10,87;12,01;11,85;8,91;8,91;10,80
5213;Rychnov nad Kněžnou;1,89;1,49;1,30;1,31;1,66;2,70;4,40;3,93;4,92;5,20;2,71;2,08;3,13
8120;Rýmařov;4,66;4,01;5,00;6,08;7,36;9,65;11,95;10,99;11,73;11,05;7,17;7,46;9,15
2123;Sedlčany;3,54;2,84;2,65;3,37;4,52;5,73;7,72;6,42;7,31;6,12;3,66;2,83;3,38
5107;Semily;4,09;3,39;3,27;3,95;5,40;6,68;7,40;7,85;7,75;7,91;5,22;4,77;5,35
2124;Slaný;4,48;3,23;3,97;4,72;5,79;6,57;8,04;7,07;7,54;6,59;4,32;4,34;4,95
6216;Šlapanice;2,85;1,94;1,97;2,45;3,34;4,05;5,05;4,65;5,24;4,81;2,46;2,52;3,38
6215;Slavkov u Brna;2,91;2,15;2,20;2,60;2,94;4,05;5,19;5,47;5,99;5,92;2,77;2,78;4,21
3110;Soběslav;3,22;1,90;2,34;4,24;5,56;6,75;7,67;7,49;8,00;7,33;4,34;3,69;4,49
4107;Sokolov;5,91;3,80;4,23;4,95;7,46;8,66;9,71;9,10;9,62;9,36;6,34;6,20;8,50
7110;Šternberk;4,46;3,09;3,36;4,56;6,24;7,94;9,71;9,13;9,74;10,39;5,82;5,45;7,03
3212;Stod;2,52;1,62;1,46;1,62;2,66;3,96;4,41;4,60;5,35;5,76;2,86;2,32;2,94
3111;Strakonice;3,52;2,93;2,97;3,14;5,09;5,58;6,54;6,39;7,93;6,60;4,41;3,72;4,52
3213;Stříbro;3,37;2,87;2,54;3,64;4,82;6,09;6,99;9,43;11,03;13,01;9,49;4,97;6,27
7111;Šumperk;4,28;3,30;3,92;4,89;6,80;7,32;9,55;9,68;10,02;10,08;5,72;5,76;7,02
3214;Sušice;4,74;3,80;4,30;4,84;6,89;7,51;8,87;8,58;9,90;8,82;6,61;6,26;7,57
6111;Světlá nad Sázavou;4,11;3,60;3,50;4,04;5,41;6,79;7,22;7,31;9,57;9,77;6,55;3,35;4,24
5312;Svitavy;3,37;2,66;2,80;3,87;6,01;7,65;9,18;9,44;10,74;9,97;6,99;6,74;8,33
3112;Tábor;3,54;2,91;3,02;4,04;5,44;5,93;7,26;6,99;7,30;6,80;3,73;3,29;4,04
3215;Tachov;3,88;2,81;2,97;3,52;4,90;6,02;7,33;8,27;10,03;10,31;6,92;5,29;6,45
5108;Tanvald;5,56;3,94;4,19;4,51;6,30;6,89;8,07;8,41;8,71;9,73;5,95;5,14;5,48
6112;Telč;5,06;4,38;4,66;4,89;6,37;7,53;9,43;8,22;10,16;9,93;5,76;5,62;6,69
4213;Teplice;4,71;2,65;3,14;3,90;6,40;7,35;8,88;9,02;9,55;9,07;6,54;7,30;9,74
6217;Tišnov;4,23;3,50;3,62;4,26;5,22;6,08;7,28;6,84;7,88;6,91;3,82;3,42;4,85
6113;Třebíč;4,40;3,57;3,94;5,12;7,06;8,30;9,49;9,49;10,25;9,25;6,00;6,04;7,90
3114;Třeboň;2,48;1,58;1,34;1,86;3,41;4,31;5,94;4,76;5,00;5,29;2,78;2,78;3,60
3113;Trhové Sviny;2,48;1,79;1,85;2,38;3,33;3,68;5,46;4,77;5,34;5,35;2,74;2,57;3,15
8121;Třinec;3,01;2,44;2,32;2,88;3,72;5,09;5,99;4,89;5,57;5,78;3,95;5,60;7,29
5214;Trutnov;3,57;2,71;2,41;3,15;4,27;5,75;7,64;7,20;7,60;7,45;5,00;5,26;6,75
5109;Turnov;3,23;2,24;2,47;2,96;4,08;4,87;5,89;5,70;6,82;6,43;4,18;3,15;3,55
3115;Týn nad Vltavou;2,80;1,84;2,04;2,68;4,16;4,56;5,70;5,13;5,32;5,41;3,26;2,90;3,93
7207;Uherské Hradiště;3,21;2,48;2,64;3,34;4,79;5,31;6,45;6,56;7,35;6,97;4,19;3,69;4,49
7208;Uherský Brod;2,60;1,76;1,87;2,87;3,91;4,80;6,12;6,62;7,59;7,53;4,37;4,19;5,15
7112;Uničov;4,14;3,44;3,22;4,70;5,95;7,35;8,88;9,30;10,14;15,08;6,32;5,71;7,91
4214;Ústí nad Labem;5,53;3,98;4,92;5,84;8,53;10,23;12,31;10,72;10,50;9,53;6,98;7,63;9,38
5313;Ústí nad Orlicí;1,64;1,28;1,20;1,84;3,38;4,43;5,70;6,95;7,76;8,09;4,58;3,46;4,57
7209;Valašské Klobouky;2,38;1,68;1,70;2,60;5,40;6,63;8,17;9,33;10,07;10,83;6,45;6,35;7,13
7210;Valašské Meziříčí;3,99;3,06;2,76;3,94;5,58;6,51;7,61;7,19;7,91;6,78;4,72;5,09;6,39
4215;Varnsdorf;5,60;4,28;4,63;4,84;7,58;8,23;9,64;10,86;12,40;12,96;9,81;9,67;10,68
6114;Velké Meziříčí;3,23;2,76;3,08;4,28;5,44;6,27;7,57;7,70;8,62;8,29;4,49;3,84;5,10
6218;Veselí nad Moravou;5,27;4,49;4,79;6,11;7,61;8,43;9,51;9,72;11,15;10,89;7,03;6,79;8,42
3116;Vimperk;2,87;2,60;2,04;2,91;3,84;4,15;4,95;5,00;5,28;5,02;3,00;2,75;3,49
8122;Vítkov;7,03;6,19;6,80;8,00;10,01;12,24;13,20;12,32;13,59;12,96;9,61;8,93;10,55
7211;Vizovice;2,71;1,81;2,05;2,89;3,83;4,69;5,74;5,61;6,55;6,11;3,14;3,12;4,23
2125;Vlašim;2,28;1,73;1,81;2,14;3,09;3,95;4,67;4,45;5,07;4,39;2,62;2,19;2,83
3117;Vodňany;3,14;2,39;2,90;3,25;4,82;6,63;8,65;8,67;8,72;7,60;5,24;4,91;5,52
2126;Votice;2,38;1,67;1,29;1,91;2,49;2,81;3,33;4,12;4,40;3,57;2,19;2,09;2,22
5215;Vrchlabí;2,44;1,41;1,41;1,76;3,21;4,38;6,17;5,47;5,95;5,75;3,57;3,37;4,56
7212;Vsetín;4,18;3,06;3,40;4,25;6,42;7,39;9,13;8,33;9,73;10,68;5,80;5,17;7,25
6219;Vyškov;2,63;1,74;1,96;2,43;3,42;4,49;5,82;6,76;6,87;7,10;3,98;3,74;5,19
5314;Vysoké Mýto;2,59;1,96;1,94;2,32;3,39;4,00;4,79;6,58;7,79;7,73;3,59;3,30;4,36
7113;Zábřeh;3,73;2,73;3,35;3,77;5,32;6,20;8,18;8,64;9,56;9,79;5,31;5,40;7,54
5315;Žamberk;2,01;1,27;1,35;2,23;3,40;4,68;5,62;5,12;5,40;6,00;3,55;3,06;3,62
4216;Žatec;5,82;4,76;5,49;5,84;7,95;8,77;10,25;10,28;10,61;10,18;7,83;8,48;11,84
6115;Žďár nad Sázavou;3,25;2,36;2,49;3,29;4,67;5,01;6,21;6,14;6,85;6,13;3,68;3,40;4,13
5110;Železný Brod;3,51;2,48;2,81;3,22;4,13;4,60;6,07;7,60;8,87;10,30;6,02;4,35;3,62
6221;Židlochovice;3,44;2,18;2,75;3,35;3,80;4,45;5,89;4,35;4,79;4,94;2,60;2,68;3,71
7213;Zlín;3,05;2,22;2,30;2,92;3,84;5,02;6,38;5,60;6,48;6,41;3,24;3,16;4,21
6220;Znojmo;6,81;5,39;6,24;7,00;8,79;9,62;11,05;10,61;11,53;11,34;8,01;8,67;9,87
