"","year","ico","lt_tangible_assets_CZK"
"200",2007,274046,9767215120
"201",2007,299308,12308809530
"202",2007,262978,11682307890
"203",2007,75370,27283209720
"204",2007,845451,40692111260
"205",2007,44992785,55773866600
"206",2008,75370,29010635090
"207",2008,81531,4867072030
"208",2008,231401,2466230080
"209",2008,232947,1310320220
"210",2008,232963,454283780
"211",2008,233129,1840308150
"212",2008,233242,658591210
"213",2008,234516,5516521220
"214",2008,234877,1977956790
"215",2008,235334,408715310
"216",2008,235440,5655078580
"217",2008,236021,2233357780
"218",2008,236195,1928396700
"219",2008,236977,1441226040
"220",2008,237051,1667728900
"221",2008,237108,1331881550
"222",2008,238295,4601609580
"223",2008,238309,883025670
"224",2008,239402,1037785250
"225",2008,239500,1732387120
"226",2008,239640,1653313580
"227",2008,240079,2030483520
"228",2008,240702,1954785330
"229",2008,241121,575630300
"230",2008,242098,1420929410
"231",2008,243132,4279396850
"232",2008,243272,968980400
"233",2008,244309,1717170960
"234",2008,244732,9439245440
"235",2008,245551,556233720
"236",2008,245585,1252639420
"237",2008,245836,2352945010
"238",2008,245941,796755970
"239",2008,246476,774909960
"240",2008,246875,2678401020
"241",2008,247618,2047238640
"242",2008,248266,729144800
"243",2008,248789,737722630
"244",2008,248801,2092226540
"245",2008,249831,789535990
"246",2008,249998,4744301100
"247",2008,250627,2047152140
"248",2008,250805,1206572330
"249",2008,250996,915410280
"250",2008,251810,3004390660
"251",2008,251984,836661600
"252",2008,252921,823070850
"253",2008,253014,3767199170
"254",2008,253316,2395505140
"255",2008,253383,816142090
"256",2008,253901,878436420
"257",2008,253979,3345600280
"258",2008,254061,1974740820
"259",2008,254657,9681253640
"260",2008,254843,1866891230
"261",2008,255513,1124531310
"262",2008,255661,3396695060
"263",2008,256129,1704420290
"264",2008,256455,492109980
"265",2008,256986,575913840
"266",2008,257125,987048460
"267",2008,257265,541233720
"268",2008,257966,403593600
"269",2008,258199,491660390
"270",2008,259047,2070802930
"271",2008,259438,376614230
"272",2008,259586,2212869680
"273",2008,260177,1334882880
"274",2008,260231,2572450720
"275",2008,260428,3749952630
"276",2008,260771,1170971300
"277",2008,261238,3315646370
"278",2008,261602,1135713280
"279",2008,261718,1143264190
"280",2008,261891,3988260270
"281",2008,261912,1843868810
"282",2008,262340,4485925970
"283",2008,262587,505282550
"284",2008,262633,662177070
"285",2008,262781,604836020
"286",2008,262978,12181826750
"287",2008,263958,2650592700
"288",2008,263991,870719500
"289",2008,264334,553098230
"290",2008,265209,1450916960
"291",2008,265365,1045656230
"292",2008,265781,1415578280
"293",2008,266027,1945617550
"294",2008,266094,7524795600
"295",2008,266230,781286820
"296",2008,266621,3262504640
"297",2008,267449,2079664030
"298",2008,267538,873697130
"299",2008,268321,629412750
"300",2008,268810,8862042980
"301",2008,269247,1430913660
"302",2008,270059,1282476320
"303",2008,270211,2416656170
"304",2008,271560,639230670
"305",2008,271632,2271710850
"306",2008,271888,672741940
"307",2008,272523,613265170
"308",2008,272728,1581852040
"309",2008,272868,1617680260
"310",2008,272876,655139270
"311",2008,273571,511133350
"312",2008,274046,9808214810
"313",2008,274101,666287130
"314",2008,274879,694240960
"315",2008,274968,844925840
"316",2008,275336,1743649710
"317",2008,275808,690866990
"318",2008,276111,585736170
"319",2008,276227,1376032180
"320",2008,276944,1916563170
"321",2008,277037,1286686550
"322",2008,277177,1493711080
"323",2008,277444,1669482970
"324",2008,277819,2588232390
"325",2008,278360,2976651860
"326",2008,278475,1725557520
"327",2008,278653,1281059890
"328",2008,279072,715565570
"329",2008,279102,1207678010
"330",2008,279676,1142461090
"331",2008,279773,1414662840
"332",2008,279846,817504660
"333",2008,279943,1876676180
"334",2008,279978,1309608180
"335",2008,281859,875335110
"336",2008,281964,689088060
"337",2008,282481,486519230
"338",2008,282651,800331270
"339",2008,282707,839336750
"340",2008,282979,360014640
"341",2008,283061,2229396410
"342",2008,283193,371893210
"343",2008,283347,808048630
"344",2008,283509,616593410
"345",2008,283924,8882975490
"346",2008,284165,760561370
"347",2008,284301,1409032240
"348",2008,284611,653707550
"349",2008,284653,160095750
"350",2008,284891,2663389540
"351",2008,285030,1387403390
"352",2008,285455,941765420
"353",2008,286010,4851847180
"354",2008,286745,659991460
"355",2008,287113,694964580
"356",2008,287172,962878890
"357",2008,287351,2165965950
"358",2008,288365,414812270
"359",2008,288659,4151122810
"360",2008,289931,720603600
"361",2008,289965,387335470
"362",2008,290629,3310215460
"363",2008,291463,2141186360
"364",2008,291471,3169522290
"365",2008,291676,423005290
"366",2008,292311,658903030
"367",2008,292427,1431750130
"368",2008,293199,192292550
"369",2008,293881,2876676100
"370",2008,294136,1344922830
"371",2008,294900,852738340
"372",2008,295671,1303246360
"373",2008,295841,2337572710
"374",2008,295892,1457295110
"375",2008,296139,2222210970
"376",2008,296317,986376630
"377",2008,296643,3034556320
"378",2008,296651,760721240
"379",2008,296759,505164350
"380",2008,297313,2732435750
"381",2008,297437,1051813530
"382",2008,297488,4553277440
"383",2008,297534,4085639690
"384",2008,297569,2051792120
"385",2008,297577,1630673300
"386",2008,297755,670059120
"387",2008,297852,1250234620
"388",2008,298077,1791558730
"389",2008,298212,2338645400
"390",2008,298221,680351040
"391",2008,299138,1281806310
"392",2008,299308,12742295870
"393",2008,299529,1286152170
"394",2008,299634,1424725970
"395",2008,300063,646487830
"396",2008,300292,664673320
"397",2008,300535,6376192380
"398",2008,300870,554940110
"399",2008,301311,1407975290
"400",2008,301493,575554860
"401",2008,301825,3537594370
"402",2008,302724,1026078980
"403",2008,303038,1248522240
"404",2008,303461,2349373100
"405",2008,303640,915737890
"406",2008,304271,1228606680
"407",2008,304387,3300526420
"408",2008,304450,2004504950
"409",2008,845451,41248111610
"410",2008,44992785,57431784220
"411",2009,75370,31124808680
"412",2009,81531,5504113660
"413",2009,231401,2543000450
"414",2009,232947,1530291130
"415",2009,232963,518271610
"416",2009,233129,1858263760
"417",2009,233242,417905960
"418",2009,234516,5789755810
"419",2009,234877,2081913640
"420",2009,235334,402884170
"421",2009,235440,5678050250
"422",2009,236021,2311224150
"423",2009,236195,2085087310
"424",2009,236977,1434985410
"425",2009,237051,1851182890
"426",2009,237108,1287632920
"427",2009,238295,4644528770
"428",2009,238309,906766460
"429",2009,239402,1104061370
"430",2009,239500,1707385350
"431",2009,239640,1817708320
"432",2009,240079,2072569060
"433",2009,240702,2246087760
"434",2009,241121,602354000
"435",2009,242098,1145742520
"436",2009,243132,4441779160
"437",2009,243272,988158620
"438",2009,244309,1804811430
"439",2009,244732,10122940860
"440",2009,245551,508782020
"441",2009,245585,1186619760
"442",2009,245836,2372815520
"443",2009,245941,814183290
"444",2009,246476,830496220
"445",2009,246875,2910473070
"446",2009,247618,2167971570
"447",2009,248266,980313850
"448",2009,248789,803792550
"449",2009,248801,2266137660
"450",2009,249831,863646790
"451",2009,249998,4856835950
"452",2009,250627,2163624450
"453",2009,250805,1288901530
"454",2009,250996,726946420
"455",2009,251810,3211169530
"456",2009,251984,910737960
"457",2009,252921,850660990
"458",2009,253014,4156208100
"459",2009,253316,2527801320
"460",2009,253383,838962670
"461",2009,253901,874928970
"462",2009,253979,3556156130
"463",2009,254061,1949835760
"464",2009,254657,10015522930
"465",2009,254843,1919496150
"466",2009,255513,1133664140
"467",2009,255661,3571180550
"468",2009,256129,1839947020
"469",2009,256455,528142550
"470",2009,256986,611755110
"471",2009,257125,1054520090
"472",2009,257265,544235530
"473",2009,257966,418061590
"474",2009,258199,495271020
"475",2009,259047,2225050600
"476",2009,259438,332811750
"477",2009,259586,2407796490
"478",2009,260177,1324565400
"479",2009,260231,2624702090
"480",2009,260428,3178729540
"481",2009,260771,1202940930
"482",2009,261238,3437063790
"483",2009,261602,1157150550
"484",2009,261718,1239524130
"485",2009,261891,4036548400
"486",2009,261912,2002622550
"487",2009,262340,4762700100
"488",2009,262587,536368220
"489",2009,262633,676300600
"490",2009,262781,620040730
"491",2009,262978,12143394300
"492",2009,263958,2858419780
"493",2009,263991,925709550
"494",2009,264334,892678600
"495",2009,265209,1541886930
"496",2009,265365,1050792600
"497",2009,265781,1499527700
"498",2009,266027,2075826680
"499",2009,266094,7668715200
"500",2009,266230,987795530
"501",2009,266621,3408603480
"502",2009,267449,2209867270
"503",2009,267538,762209960
"504",2009,268321,688183650
"505",2009,268810,9188540360
"506",2009,269247,1561623580
"507",2009,270059,1174286600
"508",2009,270211,2529601380
"509",2009,271560,734655100
"510",2009,271632,2415704480
"511",2009,271888,688693870
"512",2009,272523,660809780
"513",2009,272728,1863725280
"514",2009,272868,1751692670
"515",2009,272876,739559390
"516",2009,273571,540924790
"517",2009,274046,10182187190
"518",2009,274101,743694440
"519",2009,274879,728859120
"520",2009,274968,837349950
"521",2009,275336,1861091620
"522",2009,275808,572157490
"523",2009,276111,610584190
"524",2009,276227,1063501450
"525",2009,276944,1968500110
"526",2009,277037,1289604020
"527",2009,277177,1521296550
"528",2009,277444,1631208290
"529",2009,277819,2656940590
"530",2009,278360,3049195080
"531",2009,278475,2051649990
"532",2009,278653,1435451750
"533",2009,279072,815052340
"534",2009,279102,1223975600
"535",2009,279676,1000593810
"536",2009,279773,1606658050
"537",2009,279846,836372130
"538",2009,279943,2027062320
"539",2009,279978,1381274310
"540",2009,281859,895519560
"541",2009,281964,770008790
"542",2009,282481,474269820
"543",2009,282651,828449160
"544",2009,282707,725408900
"545",2009,282979,365054660
"546",2009,283061,2283082010
"547",2009,283193,466898890
"548",2009,283347,874768450
"549",2009,283509,647617330
"550",2009,283924,8749502680
"551",2009,284165,643356010
"552",2009,284301,1468329540
"553",2009,284611,675353240
"554",2009,284653,155363310
"555",2009,284891,2532487610
"556",2009,285030,1443019630
"557",2009,285455,1068637140
"558",2009,286010,5117475350
"559",2009,286745,752871530
"560",2009,287113,798166050
"561",2009,287172,1102397100
"562",2009,287351,2308320800
"563",2009,288365,417269260
"564",2009,288659,4351989420
"565",2009,289931,736874840
"566",2009,289965,351415800
"567",2009,290629,3374245530
"568",2009,291463,2241688970
"569",2009,291471,3315124160
"570",2009,291676,445679990
"571",2009,292311,712792670
"572",2009,292427,1538462660
"573",2009,293199,192068060
"574",2009,293881,3076198780
"575",2009,294136,1486667250
"576",2009,294900,886310280
"577",2009,295671,1321469240
"578",2009,295841,2477156770
"579",2009,295892,1464996310
"580",2009,296139,2355911950
"581",2009,296317,1195698930
"582",2009,296643,3301663070
"583",2009,296651,806055380
"584",2009,296759,528781700
"585",2009,297313,2803454230
"586",2009,297437,1097636220
"587",2009,297488,4751993240
"588",2009,297534,4673435210
"589",2009,297569,2143767510
"590",2009,297577,1770415390
"591",2009,297755,686297420
"592",2009,297852,1391135220
"593",2009,298077,1868799310
"594",2009,298212,1990479210
"595",2009,298221,690671230
"596",2009,299138,1314945930
"597",2009,299308,13053043430
"598",2009,299529,1259105070
"599",2009,299634,1548660720
"600",2009,300063,658785140
"601",2009,300292,833917580
"602",2009,300535,6898568550
"603",2009,300870,584809970
"604",2009,301311,1414259320
"605",2009,301493,581051130
"606",2009,301825,3550671990
"607",2009,302724,762133620
"608",2009,303038,1296072540
"609",2009,303461,2583880650
"610",2009,303640,987791890
"611",2009,304271,1285008830
"612",2009,304387,3304682420
"613",2009,304450,2046863080
"614",2009,845451,43543061790
"615",2009,44992785,60963776790
"616",2010,279943,1975273000
"617",2010,279978,1353594000
"618",2010,44992785,60997810000
"619",2010,282979,399192000
"620",2010,283509,636435000
"621",2010,282707,726931000
"622",2010,282651,792127000
"623",2010,281859,887737000
"624",2010,281964,872269000
"625",2010,283061,2356603000
"626",2010,283347,843786000
"627",2010,283193,466386000
"628",2010,282481,447305000
"629",2010,285455,1125273000
"630",2010,285030,1435097000
"631",2010,284891,2516484000
"632",2010,292311,729246000
"633",2010,292427,1578136000
"634",2010,291676,454206000
"635",2010,293881,3600799000
"636",2010,293199,237923000
"637",2010,284301,1451674000
"638",2010,284611,664566870
"639",2010,284653,95684000
"640",2010,284165,1354774000
"641",2010,283924,9133090370
"642",2010,287113,814999740
"643",2010,287351,2282579250
"644",2010,291463,2388153000
"645",2010,291471,3526522000
"646",2010,287172,1161430000
"647",2010,304450,2042713680
"648",2010,304387,3225908110
"649",2010,269247,1571861000
"650",2010,304271,980167950
"651",2010,268810,9519945000
"652",2010,271560,891490000
"653",2010,271632,2694404000
"654",2010,271888,676003000
"655",2010,272868,1829776000
"656",2010,272876,850683000
"657",2010,272523,673777000
"658",2010,272728,1868097000
"659",2010,274968,820549000
"660",2010,274879,789098000
"661",2010,275336,1910870000
"662",2010,277819,2704661000
"663",2010,278360,3229096000
"664",2010,278475,2357302000
"665",2010,248266,1038080000
"666",2010,248789,848171000
"667",2010,248801,2299054000
"668",2010,267449,2379444000
"669",2010,267538,775229000
"670",2010,268321,771928000
"671",2010,286745,862585060
"672",2010,286010,5367492000
"673",2010,289931,687183000
"674",2010,289965,430710000
"675",2010,290629,3555663000
"676",2010,295841,2521960000
"677",2010,295671,1324101000
"678",2010,294136,1559363000
"679",2010,294900,792947000
"680",2010,270059,1132655000
"681",2010,270211,2701948000
"682",2010,273571,564304000
"683",2010,276944,2076953000
"684",2010,278653,1573264000
"685",2010,279676,1150175000
"686",2010,279072,877266000
"687",2010,279846,862744000
"688",2010,277177,1560883000
"689",2010,277444,1636503000
"690",2010,274046,10642835000
"691",2010,277037,1414383000
"692",2010,274101,758361000
"693",2010,279102,1243429000
"694",2010,288659,4514710440
"695",2010,288365,411870870
"696",2010,299529,1167772380
"697",2010,279773,1693732000
"698",2010,301825,3536599580
"699",2010,303038,1287430000
"700",2010,303640,1029968000
"701",2010,299634,1612679180
"702",2010,301311,1382323000
"703",2010,299138,1391758180
"704",2010,301493,578403730
"705",2010,299308,13369917000
"706",2010,303461,2627745250
"707",2010,302724,818827630
"708",2010,297577,1809374240
"709",2010,297569,2218317380
"710",2010,297437,1388158940
"711",2010,295892,1482632320
"712",2010,296643,3526803700
"713",2010,296317,1279409740
"714",2010,296651,755142440
"715",2010,296759,591008160
"716",2010,296139,2603513250
"717",2010,297313,2911884960
"718",2010,845451,44261677200
"719",2010,300535,7079470300
"720",2010,300292,841556810
"721",2010,298212,2023114000
"722",2010,298221,819124580
"723",2010,297534,4606011000
"724",2010,297488,4882980500
"725",2010,298077,1947843970
"726",2010,297852,1393525000
"727",2010,300870,589110980
"728",2010,300063,726121620
"729",2010,297755,693056860
"730",2010,253901,961541000
"731",2010,253979,3433662460
"732",2010,254061,1895671960
"733",2010,254843,2039068450
"734",2010,254657,10063327640
"735",2010,259438,293082000
"736",2010,259586,2495159000
"737",2010,260428,3392324000
"738",2010,262340,4906911000
"739",2010,260771,1221424000
"740",2010,262587,549499000
"741",2010,262781,719629000
"742",2010,262633,685545000
"743",2010,262978,12224497000
"744",2010,275808,592524350
"745",2010,276227,1043836840
"746",2010,276111,686888000
"747",2010,261718,1217817000
"748",2010,261602,1190756000
"749",2010,261238,3535761000
"750",2010,261912,2179862000
"751",2010,261891,4789596000
"752",2010,264334,709036000
"753",2010,263958,2903735000
"754",2010,263991,987084000
"755",2010,265209,1461299000
"756",2010,265365,972313000
"757",2010,265781,1685440000
"758",2010,266027,2169599000
"759",2010,266230,1047100000
"760",2010,266094,7773932000
"761",2010,266621,2492557000
"762",2010,81531,5657633000
"763",2010,253316,2809218000
"764",2010,253383,834320860
"765",2010,255513,1184701000
"766",2010,255661,3707772000
"767",2010,75370,32030062000
"768",2010,256129,1853052000
"769",2010,256455,563967000
"770",2010,257125,1066398000
"771",2010,257265,557231000
"772",2010,257966,425812000
"773",2010,258199,479306000
"774",2010,256986,621797000
"775",2010,259047,1951958000
"776",2010,260177,1327375000
"777",2010,260231,2691540000
"778",2010,245585,1156105210
"779",2010,245836,2405626000
"780",2010,245941,836165000
"781",2010,245551,522101000
"782",2010,244732,11103600810
"783",2010,246476,856624000
"784",2010,246875,3044053000
"785",2010,249831,902228160
"786",2010,249998,5010450000
"787",2010,247618,2376117700
"788",2010,250627,2213599250
"789",2010,250805,1330176650
"790",2010,251984,924322110
"791",2010,232947,1611149000
"792",2010,232963,522903000
"793",2010,231401,2649051140
"794",2010,233129,1951793000
"795",2010,233242,438456980
"796",2010,253014,4189762940
"797",2010,252921,879847000
"798",2010,251810,3592216000
"799",2010,250996,735909090
"800",2010,235334,422057650
"801",2010,234516,6402304000
"802",2010,234877,2208266000
"803",2010,236021,2459124000
"804",2010,236195,2008065000
"805",2010,235440,5532408400
"806",2010,238309,904263000
"807",2010,236977,1483075720
"808",2010,237051,1890826000
"809",2010,237108,1303189900
"810",2010,239500,1842416830
"811",2010,238295,4728488000
"812",2010,239402,1165829000
"813",2010,241121,611309210
"814",2010,239640,1891680000
"815",2010,240079,2170836450
"816",2010,240702,2378898710
"817",2010,243132,4418506000
"818",2010,243272,988309000
"819",2010,244309,1837781050
"820",2010,242098,1160312000
"821",2011,236977,1190111384.38
"822",2011,237051,2616067629.93
"823",2011,237108,1042581271.2
"824",2011,236195,1856654039.21
"825",2011,236021,2300452510.73
"826",2011,233242,302822476.81
"827",2011,233129,1577737724.32
"828",2011,232947,1063067104.53
"829",2011,232963,413689489.14
"830",2011,239402,1001977699.27
"831",2011,239500,1386684172.45
"832",2011,231401,3140683693.78
"833",2011,239640,1616136995.87
"834",2011,235334,359558024.89
"835",2011,235440,5557257254.78
"836",2011,241121,564096198.1
"837",2011,238309,790042908.2
"838",2011,238295,3868546670.4
"839",2011,234877,1930799292.86
"840",2011,240079,1871507741.81
"841",2011,240702,1938473074.89
"842",2011,234516,5586883770.3
"843",2011,245836,1521550480.69
"844",2011,245941,661421447.68
"845",2011,244309,1596038994.7
"846",2011,249831,726498679.63
"847",2011,249998,4094123939.55
"848",2011,250627,1690579361.33
"849",2011,250805,1042013099.95
"850",2011,246476,604786629.67
"851",2011,247618,1880605976.7
"852",2011,246875,2524489547.45
"853",2011,253383,746074637.89
"854",2011,253316,2778544695.81
"855",2011,243132,3282181584.51
"856",2011,243272,899102455.98
"857",2011,251984,687230740.53
"858",2011,242098,930682251.66
"859",2011,245585,797328257.75
"860",2011,251810,2945996995.48
"861",2011,250996,478683970.57
"862",2011,245551,426355918.07
"863",2011,244732,9259581497.9
"864",2011,253014,3840820904.66
"865",2011,252921,769544180.48
"866",2011,257265,457260275.16
"867",2011,256455,471564143.98
"868",2011,257125,752813607.3
"869",2011,256986,557567754.31
"870",2011,75370,23002329957.76
"871",2011,255513,903203416.57
"872",2011,255661,2793579441.93
"873",2011,256129,1435054499.64
"874",2011,260177,991963944.71
"875",2011,260231,2451816854.06
"876",2011,259047,1632835244.01
"877",2011,257966,339027101.33
"878",2011,258199,425362590.83
"879",2011,253979,2825896002.31
"880",2011,254061,1577324617.48
"881",2011,253901,624362167.99
"882",2011,259586,1742053422
"883",2011,259438,242644038.62
"884",2011,254843,1768451585.2
"885",2011,254657,9976902449.97
"886",2011,266094,5953131865.88
"887",2011,266027,1608174062.61
"888",2011,266230,681658778.24
"889",2011,261912,1917836898.86
"890",2011,261891,3976009821.35
"891",2011,261602,796273219.9
"892",2011,261718,922289114.66
"893",2011,265781,1337200268.54
"894",2011,261238,3775789268.01
"895",2011,265209,1063637198.36
"896",2011,265365,742293526.89
"897",2011,266621,1665377768
"898",2011,81531,3618396848.17
"899",2011,263958,2275718357.05
"900",2011,264334,596729465.19
"901",2011,262340,3856286346.73
"902",2011,262587,399858084.38
"903",2011,260428,2981218243.89
"904",2011,262633,486582122.68
"905",2011,263991,745260963.62
"906",2011,262781,577978589.27
"907",2011,260771,945098127.63
"908",2011,262978,10036326180.84
"909",2011,271560,824428042.25
"910",2011,271632,2289711001.57
"911",2011,271888,551066312.06
"912",2011,275336,1453719279.02
"913",2011,275808,475179680.52
"914",2011,276111,461009102.57
"915",2011,276227,1029235876.59
"916",2011,274879,668925886.67
"917",2011,274968,569640816.12
"918",2011,278475,2100009711.72
"919",2011,277819,2253653065.74
"920",2011,272728,1761403944.91
"921",2011,278360,2245921548.45
"922",2011,268810,7997443052.4
"923",2011,272523,499583110.59
"924",2011,272868,1530120625.24
"925",2011,272876,690597931.68
"926",2011,269247,1055436639.23
"927",2011,273571,418731337.27
"928",2011,274101,632999458.61
"929",2011,270059,1012556253.35
"930",2011,270211,2230890970.3
"931",2011,274046,8442314816.27
"932",2011,277037,1225263652.85
"933",2011,277177,1484554706.57
"934",2011,277444,1319779208.87
"935",2011,267538,656460584.51
"936",2011,267449,2030557706.66
"937",2011,268321,628801899.23
"938",2011,248789,816228635.72
"939",2011,276944,1733448779.64
"940",2011,248266,814482513.65
"941",2011,279676,1088900051.69
"942",2011,248801,1955194999.74
"943",2011,279846,603516772.72
"944",2011,279072,648607353
"945",2011,278653,1308626848.33
"946",2011,279773,1247801101.33
"947",2011,286745,853402573.29
"948",2011,286010,4806358990.91
"949",2011,295841,1883544437.58
"950",2011,295671,1020480056.72
"951",2011,279978,1117524034.59
"952",2011,279943,1548179392.77
"953",2011,294136,1376426965.22
"954",2011,279102,1018992879.56
"955",2011,302724,729678572.25
"956",2011,294900,537745471.53
"957",2011,44992785,45100304060.47
"958",2011,283061,1743280364.97
"959",2011,289931,561849604.86
"960",2011,289965,366858965.81
"961",2011,290629,2868499665.39
"962",2011,283347,735267704.49
"963",2011,283193,415171221.85
"964",2011,287113,643466649.9
"965",2011,299138,1034665903.43
"966",2011,299634,1454328523.63
"967",2011,303461,2038063168.92
"968",2011,287351,1792358005.19
"969",2011,303038,866126869.49
"970",2011,303640,683962252.42
"971",2011,299308,12830009766.29
"972",2011,299529,1027071215.45
"973",2011,292311,636643880.5
"974",2011,291676,487789118.78
"975",2011,292427,1285990708.18
"976",2011,285030,899782870.93
"977",2011,284891,1905443358.6
"978",2011,285455,1054190003.01
"979",2011,282707,565547321.48
"980",2011,281859,726857135.31
"981",2011,282979,255207418.94
"982",2011,281964,751760167.37
"983",2011,282651,605443133.66
"984",2011,283509,503795726.59
"985",2011,293199,217666643.66
"986",2011,293881,2485971933.77
"987",2011,287172,842514966.76
"988",2011,304450,1763929837.36
"989",2011,288659,3651819988.58
"990",2011,288365,382869731.1
"991",2011,282481,319207876.47
"992",2011,301825,2232592013.42
"993",2011,301311,973516257.61
"994",2011,301493,457647162.84
"995",2011,304387,2286045940.29
"996",2011,304271,758081994.71
"997",2011,291463,1979030200.12
"998",2011,291471,2820798474.79
