"year","ico","class_of_revenue","Revenue_CZK"
"2018","00272868","Nedaňové příjmy",31204587.11
"2018","00272876","Daňové příjmy",143260744.16
"2018","00272876","Kapitálové příjmy",1905529
"2018","00272876","Nedaňové příjmy",33735773.45
"2018","00273571","Daňové příjmy",112127595.57
"2018","00273571","Kapitálové příjmy",53500
"2018","00273571","Nedaňové příjmy",25534059.53
"2018","00274046","Daňové příjmy",1698960725.68
"2018","00274046","Kapitálové příjmy",33258997.97
"2018","00274046","Nedaňové příjmy",298321698.99
"2018","00274101","Daňové příjmy",160231944.91
"2018","00274101","Kapitálové příjmy",2875890
"2018","00274101","Nedaňové příjmy",11863002.08
"2018","00274879","Daňové příjmy",120698536.61
"2018","00274879","Kapitálové příjmy",2569480
"2018","00274879","Nedaňové příjmy",30352764.66
"2018","00274968","Daňové příjmy",104571502.45
"2018","00274968","Kapitálové příjmy",1627020
"2018","00274968","Nedaňové příjmy",17834868.31
"2018","00275336","Daňové příjmy",204119686.22
"2018","00275336","Kapitálové příjmy",7259438
"2018","00275336","Nedaňové příjmy",58952288.91
"2018","00275808","Daňové příjmy",95466004.46
"2018","00275808","Kapitálové příjmy",2792879
"2018","00275808","Nedaňové příjmy",30140140.66
"2018","00276111","Daňové příjmy",139253198.42
"2018","00276111","Kapitálové příjmy",46604
"2018","00276111","Nedaňové příjmy",19054282.46
"2018","00276227","Daňové příjmy",274555413.45
"2018","00276227","Kapitálové příjmy",18111624.56
"2018","00276227","Nedaňové příjmy",60931283.91
"2018","00276944","Daňové příjmy",182999588.2
"2018","00276944","Kapitálové příjmy",741061
"2018","00276944","Nedaňové příjmy",31554334.83
"2018","00277037","Daňové příjmy",167635399.82
"2018","00277037","Kapitálové příjmy",4520152.73
"2018","00277037","Nedaňové příjmy",33728159.93
"2018","00277177","Daňové příjmy",163912107.27
"2018","00277177","Kapitálové příjmy",7052469
"2018","00277177","Nedaňové příjmy",65037245.31
"2018","00277444","Daňové příjmy",293827764.38
"2018","00277444","Kapitálové příjmy",5750912.11
"2018","00277444","Nedaňové příjmy",89940716.86
"2018","00277819","Daňové příjmy",241505239.17
"2018","00277819","Kapitálové příjmy",30448487
"2018","00277819","Nedaňové příjmy",91772467.68
"2018","00278360","Daňové příjmy",520378227.5
"2018","00278360","Kapitálové příjmy",4435689
"2018","00278360","Nedaňové příjmy",75294107.16
"2018","00278475","Daňové příjmy",208904363.32
"2018","00278475","Kapitálové příjmy",11030238.33
"2018","00278475","Nedaňové příjmy",90960994.05
"2018","00278653","Daňové příjmy",242930311.61
"2018","00278653","Kapitálové příjmy",1729228
"2018","00278653","Nedaňové příjmy",17051398.4
"2018","00279072","Daňové příjmy",70328338.5
"2018","00279072","Kapitálové příjmy",12766265
"2018","00279072","Nedaňové příjmy",13831705.81
"2018","00279102","Daňové příjmy",170721049.79
"2018","00279102","Kapitálové příjmy",5000177
"2018","00279102","Nedaňové příjmy",20094363.52
"2018","00279676","Daňové příjmy",222667815.17
"2018","00279676","Kapitálové příjmy",14768218.5
"2018","00279676","Nedaňové příjmy",20390502.48
"2018","00279773","Daňové příjmy",205556568.55
"2018","00279773","Kapitálové příjmy",19122441.5
"2018","00279773","Nedaňové příjmy",32141678.83
"2018","00279846","Daňové příjmy",107747080.42
"2018","00279846","Kapitálové příjmy",3957185.11
"2018","00279846","Nedaňové příjmy",13160585.91
"2018","00279943","Daňové příjmy",319965438.5
"2018","00279943","Kapitálové příjmy",14273898.6
"2018","00279943","Nedaňové příjmy",47248514.28
"2018","00279978","Daňové příjmy",192430451.94
"2018","00279978","Kapitálové příjmy",6230933.32
"2018","00279978","Nedaňové příjmy",29617442.87
"2018","00281859","Daňové příjmy",167383814.81
"2018","00281859","Kapitálové příjmy",2697787
"2018","00281859","Nedaňové příjmy",14912072.58
"2018","00281964","Daňové příjmy",197158003
"2018","00281964","Kapitálové příjmy",6117977.73
"2018","00281964","Nedaňové příjmy",40366722.44
"2018","00282481","Daňové příjmy",110963603.41
"2018","00282481","Kapitálové příjmy",328650.4
"2018","00282481","Nedaňové příjmy",9539811.12
"2018","00282651","Daňové příjmy",141998047.44
"2018","00282651","Kapitálové příjmy",2395636
"2018","00282651","Nedaňové příjmy",32539106
"2018","00282707","Daňové příjmy",155751372.52
"2018","00282707","Kapitálové příjmy",12810835
"2018","00282707","Nedaňové příjmy",26056703.85
"2018","00282979","Daňové příjmy",74972949.24
"2018","00282979","Kapitálové příjmy",349119.9
"2018","00282979","Nedaňové příjmy",43138603.55
"2018","00283061","Daňové příjmy",415947433.99
"2018","00283061","Kapitálové příjmy",41057160
"2018","00283061","Nedaňové příjmy",81823050.65
"2018","00283193","Daňové příjmy",117282691.02
"2018","00283193","Kapitálové příjmy",1210020
"2018","00283193","Nedaňové příjmy",41066791.38
"2018","00283347","Daňové příjmy",151317064.04
"2018","00283347","Kapitálové příjmy",5907612
"2018","00283347","Nedaňové příjmy",39408986.21
"2018","00283509","Daňové příjmy",97748116.01
"2018","00283509","Kapitálové příjmy",7059029
"2018","00283509","Nedaňové příjmy",26556259.54
"2018","00283924","Daňové příjmy",1295273401.18
"2018","00283924","Kapitálové příjmy",13647114.07
"2018","00283924","Nedaňové příjmy",250449847.68
"2018","00284165","Daňové příjmy",92057447.05
"2018","00284165","Kapitálové příjmy",855248
"2018","00284165","Nedaňové příjmy",14844422.19
"2018","00284301","Daňové příjmy",298328317.12
"2018","00284301","Kapitálové příjmy",4277893
"2018","00284301","Nedaňové příjmy",46530851.33
"2018","00284611","Daňové příjmy",86381159.46
"2018","00284611","Kapitálové příjmy",1762920
"2018","00284611","Nedaňové příjmy",17216118.04
"2018","00284653","Daňové příjmy",79791257.01
"2018","00284653","Kapitálové příjmy",1209004
"2018","00284653","Nedaňové příjmy",11079228.05
"2018","00284891","Daňové příjmy",410193776.04
"2018","00284891","Kapitálové příjmy",4780244
"2018","00284891","Nedaňové příjmy",65513971.97
"2018","00285030","Daňové příjmy",194604331.07
"2018","00285030","Kapitálové příjmy",4382902
"2018","00285030","Nedaňové příjmy",38637190.16
"2018","00285455","Daňové příjmy",177371257.72
"2018","00285455","Kapitálové příjmy",5838771
"2018","00285455","Nedaňové příjmy",24493327.87
"2018","00286010","Daňové příjmy",881669183.43
"2018","00286010","Kapitálové příjmy",52993098
"2018","00286010","Nedaňové příjmy",168519041.26
"2018","00286745","Daňové příjmy",95954626.49
"2018","00286745","Kapitálové příjmy",4758356
"2018","00286745","Nedaňové příjmy",15001876.21
"2018","00287113","Daňové příjmy",137842372.89
"2018","00287113","Kapitálové příjmy",605529
"2018","00287113","Nedaňové příjmy",29680899.83
"2018","00287172","Daňové příjmy",197351087.42
"2018","00287172","Kapitálové příjmy",1388402
"2018","00287172","Nedaňové příjmy",19302504.42
"2018","00287351","Daňové příjmy",442424563.78
"2018","00287351","Kapitálové příjmy",2014460
"2018","00287351","Nedaňové příjmy",21938180.08
"2018","00288365","Daňové příjmy",48293544.25
"2018","00288365","Kapitálové příjmy",4450039
"2018","00288365","Nedaňové příjmy",6644500.95
"2018","00288659","Daňové příjmy",768810284.01
"2018","00288659","Kapitálové příjmy",91444051
"2018","00288659","Nedaňové příjmy",137031911.15
"2018","00289931","Daňové příjmy",128725183.09
"2018","00289931","Kapitálové příjmy",786430
"2018","00289931","Nedaňové příjmy",7114503.41
"2018","00289965","Daňové příjmy",78549840.05
"2018","00289965","Kapitálové příjmy",35708344.68
"2018","00289965","Nedaňové příjmy",11713398.12
"2018","00290629","Daňové příjmy",591583868.92
"2018","00290629","Kapitálové příjmy",21230580
"2018","00290629","Nedaňové příjmy",19232590.05
"2018","00291463","Daňové příjmy",289748743.22
"2018","00291463","Kapitálové příjmy",15233208
"2018","00291463","Nedaňové příjmy",73657364.02
"2018","00291471","Daňové příjmy",440735854.05
"2018","00291471","Kapitálové příjmy",1675205.3
"2018","00291471","Nedaňové příjmy",125143819.48
"2018","00291676","Daňové příjmy",111771344.85
"2018","00291676","Kapitálové příjmy",1950702
"2018","00291676","Nedaňové příjmy",9003490.56
"2018","00292311","Daňové příjmy",115610921.64
"2018","00292311","Kapitálové příjmy",2736781.61
"2018","00292311","Nedaňové příjmy",20525891.57
"2018","00292427","Daňové příjmy",359540401.07
"2018","00292427","Kapitálové příjmy",15026751.09
"2018","00292427","Nedaňové příjmy",47653652.15
"2018","00293199","Daňové příjmy",101541331.24
"2018","00293199","Kapitálové příjmy",8141739
"2018","00293199","Nedaňové příjmy",17432778.7
"2018","00293881","Daňové příjmy",623768694.02
"2018","00293881","Kapitálové příjmy",44434363
"2018","00293881","Nedaňové příjmy",95709869.95
"2018","00294136","Daňové příjmy",135744642.44
"2018","00294136","Kapitálové příjmy",4541381.5
"2018","00294136","Nedaňové příjmy",8454692.69
"2018","00294900","Daňové příjmy",161533898.56
"2018","00294900","Kapitálové příjmy",23397461.5
"2018","00294900","Nedaňové příjmy",44096141.58
"2018","00295671","Daňové příjmy",194086543.69
"2018","00295671","Kapitálové příjmy",13344451.1
"2018","00295671","Nedaňové příjmy",44767502.99
"2018","00295841","Daňové příjmy",364327990.3
"2018","00295841","Kapitálové příjmy",46608332
"2018","00295841","Nedaňové příjmy",77884428.98
"2018","00295892","Daňové příjmy",276065726.66
"2018","00295892","Kapitálové příjmy",15522852.1
"2018","00295892","Nedaňové příjmy",95244378.84
"2018","00296139","Daňové příjmy",376812903.76
"2018","00296139","Kapitálové příjmy",10028412
"2018","00296139","Nedaňové příjmy",183380093.96
"2018","00296317","Daňové příjmy",142498868.82
"2018","00296317","Kapitálové příjmy",3213104
"2018","00296317","Nedaňové příjmy",61199871.44
"2018","00296643","Daňové příjmy",921555249.77
"2018","00296643","Kapitálové příjmy",5453029
"2018","00296643","Nedaňové příjmy",152995573.18
"2018","00296651","Daňové příjmy",160828504.88
"2018","00296651","Kapitálové příjmy",664896
"2018","00296651","Nedaňové příjmy",28485101.87
"2018","00296759","Daňové příjmy",90441603.23
"2018","00296759","Kapitálové příjmy",10540575
"2018","00296759","Nedaňové příjmy",12142314.31
"2018","00297313","Daňové příjmy",557319600.86
"2018","00297313","Kapitálové příjmy",3251413.95
"2018","00297313","Nedaňové příjmy",83608828.75
"2018","00297437","Daňové příjmy",360314937.67
"2018","00297437","Kapitálové příjmy",49473421
"2018","00297437","Nedaňové příjmy",42436099.95
"2018","00297488","Daňové příjmy",1152771080.52
"2018","00297488","Kapitálové příjmy",9268861
"2018","00297488","Nedaňové příjmy",67204212.12
"2018","00297534","Daňové příjmy",919190292.56
"2018","00297534","Kapitálové příjmy",31373356.6
"2018","00297534","Nedaňové příjmy",135015168.7
"2018","00297569","Daňové příjmy",337131032.36
"2018","00297569","Kapitálové příjmy",11583214
"2018","00297569","Nedaňové příjmy",330484441.73
"2018","00297577","Daňové příjmy",452094620.1
"2018","00297577","Kapitálové příjmy",3850326
"2018","00297577","Nedaňové příjmy",72191725.74
"2018","00297755","Daňové příjmy",122354670.19
"2018","00297755","Kapitálové příjmy",4395340
"2018","00297755","Nedaňové příjmy",44164615.35
"2018","00297852","Daňové příjmy",170898673.12
"2018","00297852","Kapitálové příjmy",26206102.66
"2018","00297852","Nedaňové příjmy",56134644.99
"2018","00298077","Daňové příjmy",355251550.35
"2018","00298077","Kapitálové příjmy",7053285
"2018","00298077","Nedaňové příjmy",28033041.04
"2018","00298212","Daňové příjmy",394575332.34
"2018","00298212","Kapitálové příjmy",1348492.49
"2018","00298212","Nedaňové příjmy",126925894.7
"2018","00298221","Daňové příjmy",120533253.58
"2018","00298221","Kapitálové příjmy",7640687.25
"2018","00298221","Nedaňové příjmy",11013854.37
"2018","00299138","Daňové příjmy",182866332.64
"2018","00299138","Kapitálové příjmy",8765726
"2018","00299138","Nedaňové příjmy",50559805.44
"2018","00299308","Daňové příjmy",1918807093.4
"2018","00299308","Kapitálové příjmy",756237
"2018","00299308","Nedaňové příjmy",96430005.37
"2018","00299529","Daňové příjmy",227835951.63
"2018","00299529","Kapitálové příjmy",6300823
"2018","00299529","Nedaňové příjmy",27469445.79
"2018","00299634","Daňové příjmy",194850672.21
"2018","00299634","Kapitálové příjmy",5705239
"2018","00299634","Nedaňové příjmy",21012074.7
"2018","00300063","Daňové příjmy",212118084.56
"2018","00300063","Kapitálové příjmy",5931897
"2018","00300063","Nedaňové příjmy",34339174.51
"2018","00300292","Daňové příjmy",98575917.04
"2018","00300292","Kapitálové příjmy",20775842
"2018","00300292","Nedaňové příjmy",18660521.89
"2018","00300535","Daňové příjmy",1018857484.83
"2018","00300535","Kapitálové příjmy",18572616.61
"2018","00300535","Nedaňové příjmy",136614941.74
"2018","00300870","Daňové příjmy",96701266.88
"2018","00300870","Kapitálové příjmy",1192115.5
"2018","00300870","Nedaňové příjmy",27086749.24
"2018","00301311","Daňové příjmy",293439328.51
"2018","00301311","Kapitálové příjmy",1864551.6
"2018","00301311","Nedaňové příjmy",44797421.03
"2018","00301493","Daňové příjmy",142134700.03
"2018","00301493","Kapitálové příjmy",20306973.5
"2018","00301493","Nedaňové příjmy",29035790.62
"2018","00301825","Daňové příjmy",734945460.02
"2018","00301825","Kapitálové příjmy",15948157.7
"2018","00301825","Nedaňové příjmy",133487563.27
"2018","00302724","Daňové příjmy",188229477.77
"2018","00302724","Kapitálové příjmy",2632383
"2018","00302724","Nedaňové příjmy",34693016.56
"2018","00303038","Daňové příjmy",166693642.33
"2018","00303038","Kapitálové příjmy",21058849.62
"2018","00303038","Nedaňové příjmy",16349435.92
"2018","00303461","Daňové příjmy",437596552.48
"2018","00303461","Kapitálové příjmy",38344542.31
"2018","00303461","Nedaňové příjmy",80295493.49
"2018","00303640","Daňové příjmy",223530843.94
"2018","00303640","Kapitálové příjmy",5709070.2
"2018","00303640","Nedaňové příjmy",18691383.48
"2018","00304271","Daňové příjmy",272553167.23
"2018","00304271","Kapitálové příjmy",3603316
"2018","00304271","Nedaňové příjmy",11494955.01
"2018","00304387","Daňové příjmy",393449708.11
"2018","00304387","Kapitálové příjmy",18220733
"2018","00304387","Nedaňové příjmy",87943030.45
"2018","00304450","Daňové příjmy",423822234.3
"2018","00304450","Kapitálové příjmy",33533730.91
"2018","00304450","Nedaňové příjmy",103119584.49
"2018","00845451","Daňové příjmy",8106922370.68
"2018","00845451","Kapitálové příjmy",72280634.15
"2018","00845451","Nedaňové příjmy",1661807584.23
"2018","44992785","Daňové příjmy",10601270475.85
"2018","44992785","Kapitálové příjmy",236247459.32
"2018","44992785","Nedaňové příjmy",920037927.49
"2019","00075370","Daňové příjmy",6266948580.72
"2019","00075370","Kapitálové příjmy",213548298.01
"2019","00075370","Nedaňové příjmy",884050907.89
"2019","00081531","Daňové příjmy",1777167170.13
"2019","00081531","Kapitálové příjmy",18363.8
"2019","00081531","Nedaňové příjmy",128878437.77
"2019","00231401","Daňové příjmy",327170137.32
"2019","00231401","Kapitálové příjmy",1468962
"2019","00231401","Nedaňové příjmy",64952717.67
"2019","00232947","Daňové příjmy",192735558.44
"2019","00232947","Kapitálové příjmy",2017250
"2019","00232947","Nedaňové příjmy",57943787.18
"2019","00232963","Daňové příjmy",99370844.08
"2019","00232963","Kapitálové příjmy",446374
"2019","00232963","Nedaňové příjmy",39927422.02
"2019","00233129","Daňové příjmy",364551918.89
"2019","00233129","Kapitálové příjmy",4747853.6
"2019","00233129","Nedaňové příjmy",35924675.02
"2019","00233242","Daňové příjmy",156146083.46
"2019","00233242","Kapitálové příjmy",443656.76
"2019","00233242","Nedaňové příjmy",12223704.08
"2019","00234516","Daňové příjmy",1301924131.83
"2019","00234516","Kapitálové příjmy",17898847.71
"2019","00234516","Nedaňové příjmy",98468300.65
"2019","00234877","Daňové příjmy",287867859.81
"2019","00234877","Kapitálové příjmy",2709982
"2019","00234877","Nedaňové příjmy",17163747.71
"2019","00235334","Daňové příjmy",136232303.32
"2019","00235334","Nedaňové příjmy",9106614.23
"2019","00235440","Daňové příjmy",583288176.48
"2019","00235440","Kapitálové příjmy",52265293.96
"2019","00235440","Nedaňové příjmy",268713979.91
"2019","00236021","Daňové příjmy",202473194.59
"2019","00236021","Kapitálové příjmy",8301618
"2019","00236021","Nedaňové příjmy",51918594.15
"2019","00236195","Daňové příjmy",388805846.39
"2019","00236195","Kapitálové příjmy",3118443.5
"2019","00236195","Nedaňové příjmy",87088330.95
"2019","00236977","Daňové příjmy",337917126.65
"2019","00236977","Kapitálové příjmy",13501137.54
"2019","00236977","Nedaňové příjmy",29267738.31
"2019","00237051","Daňové příjmy",360694688.36
"2019","00237051","Kapitálové příjmy",831282
"2019","00237051","Nedaňové příjmy",42133698.99
"2019","00237108","Daňové příjmy",319324103.72
"2019","00237108","Kapitálové příjmy",2035745
"2019","00237108","Nedaňové příjmy",17236789.86
"2019","00238295","Daňové příjmy",971347015.08
"2019","00238295","Kapitálové příjmy",37869438.51
"2019","00238295","Nedaňové příjmy",80412230.6
"2019","00238309","Daňové příjmy",153290365.3
"2019","00238309","Kapitálové příjmy",12635991
"2019","00238309","Nedaňové příjmy",8949386.53
"2019","00239402","Daňové příjmy",184548861.41
"2019","00239402","Kapitálové příjmy",17001
"2019","00239402","Nedaňové příjmy",14565236.67
"2019","00239500","Daňové příjmy",294321966.45
"2019","00239500","Kapitálové příjmy",47605017.91
"2019","00239500","Nedaňové příjmy",38229406.46
"2019","00239640","Daňové příjmy",268379785.67
"2019","00239640","Kapitálové příjmy",3077699
"2019","00239640","Nedaňové příjmy",32747244.68
"2019","00240079","Daňové příjmy",353583950.18
"2019","00240079","Kapitálové příjmy",16436239
"2019","00240079","Nedaňové příjmy",59306404.47
"2019","00240702","Daňové příjmy",322682590.59
"2019","00240702","Kapitálové příjmy",13279845.11
"2019","00240702","Nedaňové příjmy",142782446.71
"2019","00241121","Daňové příjmy",169452153.89
"2019","00241121","Kapitálové příjmy",2775716
"2019","00241121","Nedaňové příjmy",54477665.64
"2019","00242098","Daňové příjmy",162682424.68
"2019","00242098","Kapitálové příjmy",401255
"2019","00242098","Nedaňové příjmy",24955824.88
"2019","00243132","Daňové příjmy",623067451.91
"2019","00243132","Kapitálové příjmy",48469330.88
"2019","00243132","Nedaňové příjmy",87258457.68
"2019","00243272","Daňové příjmy",128721513.78
"2019","00243272","Kapitálové příjmy",24905804
"2019","00243272","Nedaňové příjmy",17607811.58
"2019","00244309","Daňové příjmy",280492229.63
"2019","00244309","Kapitálové příjmy",22902205.6
"2019","00244309","Nedaňové příjmy",18143784.45
"2019","00244732","Daňové příjmy",1812488229.98
"2019","00244732","Kapitálové příjmy",51830899.93
"2019","00244732","Nedaňové příjmy",380757661.76
"2019","00245551","Daňové příjmy",99361792.45
"2019","00245551","Kapitálové příjmy",936337.4
"2019","00245551","Nedaňové příjmy",18085381.51
"2019","00245585","Daňové příjmy",145162058.07
"2019","00245585","Kapitálové příjmy",13135671.02
"2019","00245585","Nedaňové příjmy",24876010.36
"2019","00245836","Daňové příjmy",261945183.46
"2019","00245836","Kapitálové příjmy",4312965
"2019","00245836","Nedaňové příjmy",79275703.57
"2019","00245941","Daňové příjmy",147535420.04
"2019","00245941","Kapitálové příjmy",13266414.04
"2019","00245941","Nedaňové příjmy",19975966.16
"2019","00246476","Daňové příjmy",142750884.09
"2019","00246476","Kapitálové příjmy",17043120.2
"2019","00246476","Nedaňové příjmy",23098909.64
"2019","00246875","Daňové příjmy",406815228.31
"2019","00246875","Kapitálové příjmy",757319.99
"2019","00246875","Nedaňové příjmy",116889679.64
"2019","00247618","Daňové příjmy",175291502.95
"2019","00247618","Kapitálové příjmy",3580506
"2019","00247618","Nedaňové příjmy",141552671.12
"2019","00248266","Daňové příjmy",212137708.02
"2019","00248266","Kapitálové příjmy",7632237.1
"2019","00248266","Nedaňové příjmy",92075873.38
"2019","00248789","Daňové příjmy",103455732.44
"2019","00248789","Kapitálové příjmy",42830
"2019","00248789","Nedaňové příjmy",30668996.45
"2019","00248801","Daňové příjmy",298756720.1
"2019","00248801","Kapitálové příjmy",1302500
"2019","00248801","Nedaňové příjmy",15090327.89
"2019","00249831","Daňové příjmy",148775403.27
"2019","00249831","Kapitálové příjmy",24175
"2019","00249831","Nedaňové příjmy",13852789.47
"2019","00249998","Daňové příjmy",548682457.88
"2019","00249998","Kapitálové příjmy",43295129.47
"2019","00249998","Nedaňové příjmy",180001720.48
"2019","00250627","Daňové příjmy",206083103.36
"2019","00250627","Kapitálové příjmy",510800
"2019","00250627","Nedaňové příjmy",52101180.45
"2019","00250805","Daňové příjmy",139106609.02
"2019","00250805","Kapitálové příjmy",10254860
"2019","00250805","Nedaňové příjmy",28898242.29
"2019","00250996","Daňové příjmy",121384309.23
"2019","00250996","Kapitálové příjmy",2790953
"2019","00250996","Nedaňové příjmy",19045188.54
"2019","00251810","Daňové příjmy",407023777.43
"2019","00251810","Kapitálové příjmy",42952112
"2019","00251810","Nedaňové příjmy",82934967.91
"2019","00251984","Daňové příjmy",133781179.47
"2019","00251984","Kapitálové příjmy",3998414.4
"2019","00251984","Nedaňové příjmy",24599832.7
"2019","00252921","Daňové příjmy",126091918.24
"2019","00252921","Kapitálové příjmy",11211130.94
"2019","00252921","Nedaňové příjmy",20816709.74
"2019","00253014","Daňové příjmy",638027239.92
"2019","00253014","Kapitálové příjmy",12648312.19
"2019","00253014","Nedaňové příjmy",201270369.74
"2019","00253316","Daňové příjmy",216766438.56
"2019","00253316","Kapitálové příjmy",5418401
"2019","00253316","Nedaňové příjmy",83544298.05
"2019","00253383","Daňové příjmy",106553121.86
"2019","00253383","Kapitálové příjmy",5797265.33
"2019","00253383","Nedaňové příjmy",16325158.59
"2019","00253901","Daňové příjmy",264379554.17
"2019","00253901","Kapitálové příjmy",8073300.04
"2019","00253901","Nedaňové příjmy",24829390.28
"2019","00253979","Daňové příjmy",613595179.47
"2019","00253979","Kapitálové příjmy",59419750.81
"2019","00253979","Nedaňové příjmy",131958990.98
"2019","00254061","Daňové příjmy",281684047.92
"2019","00254061","Kapitálové příjmy",2664946.64
"2019","00254061","Nedaňové příjmy",56378595.62
"2019","00254657","Daňové příjmy",979318882.9
"2019","00254657","Kapitálové příjmy",41293103.34
"2019","00254657","Nedaňové příjmy",124297712.41
"2019","00254843","Daňové příjmy",288025391
"2019","00254843","Kapitálové příjmy",823160.37
"2019","00254843","Nedaňové příjmy",83833385.02
"2019","00255513","Daňové příjmy",104791119.77
"2019","00255513","Kapitálové příjmy",13236199.34
"2019","00255513","Nedaňové příjmy",36057923.13
"2019","00255661","Daňové příjmy",412522492.34
"2019","00255661","Kapitálové příjmy",14489383.5
"2019","00255661","Nedaňové příjmy",113355113.35
"2019","00256129","Daňové příjmy",204330668.59
"2019","00256129","Kapitálové příjmy",3352198
"2019","00256129","Nedaňové příjmy",47651475.49
"2019","00256455","Daňové příjmy",74391662.28
"2019","00256455","Kapitálové příjmy",1600917.5
"2019","00256455","Nedaňové příjmy",11168508.04
"2019","00256986","Daňové příjmy",74703808.65
"2019","00256986","Kapitálové příjmy",2584833
"2019","00256986","Nedaňové příjmy",29961348.78
"2019","00257125","Daňové příjmy",140260625.07
"2019","00257125","Kapitálové příjmy",22472119
"2019","00257125","Nedaňové příjmy",49090203.98
"2019","00257265","Daňové příjmy",74505711.47
"2019","00257265","Kapitálové příjmy",128160
"2019","00257265","Nedaňové příjmy",23118233.16
"2019","00257966","Daňové příjmy",67867161.49
"2019","00257966","Kapitálové příjmy",509900
"2019","00257966","Nedaňové příjmy",12894693.15
"2019","00258199","Daňové příjmy",128887551.67
"2019","00258199","Kapitálové příjmy",1969000
"2019","00258199","Nedaňové příjmy",14577251.8
"2019","00259047","Daňové příjmy",260111927.6
"2019","00259047","Nedaňové příjmy",82847453.87
"2019","00259438","Daňové příjmy",125160571.65
"2019","00259438","Kapitálové příjmy",3594999.32
"2019","00259438","Nedaňové příjmy",18804150.88
"2019","00259586","Daňové příjmy",419401623.91
"2019","00259586","Kapitálové příjmy",12925442.93
"2019","00259586","Nedaňové příjmy",141612122.88
"2019","00260177","Daňové příjmy",153446793.78
"2019","00260177","Kapitálové příjmy",2363485.49
"2019","00260177","Nedaňové příjmy",23392277.03
"2019","00260231","Daňové příjmy",229042980.49
"2019","00260231","Kapitálové příjmy",9149521.16
"2019","00260231","Nedaňové příjmy",52716105.38
"2019","00260428","Daňové příjmy",670768411.53
"2019","00260428","Kapitálové příjmy",2729363
"2019","00260428","Nedaňové příjmy",33684501.52
"2019","00260771","Daňové příjmy",190496002.31
"2019","00260771","Kapitálové příjmy",60200
"2019","00260771","Nedaňové příjmy",9219452.93
"2019","00261238","Daňové příjmy",855526565.06
"2019","00261238","Kapitálové příjmy",8517777
"2019","00261238","Nedaňové příjmy",55107202.05
"2019","00261602","Daňové příjmy",184640766.92
"2019","00261602","Kapitálové příjmy",3376304.58
"2019","00261602","Nedaňové příjmy",32022550.59
"2019","00261718","Daňové příjmy",263232267.99
"2019","00261718","Kapitálové příjmy",4415032
"2019","00261718","Nedaňové příjmy",106926201.03
"2019","00261891","Daňové příjmy",857094294.98
"2019","00261891","Kapitálové příjmy",29752702.63
"2019","00261891","Nedaňové příjmy",134261049.69
"2019","00261912","Daňové příjmy",343290124.04
"2019","00261912","Kapitálové příjmy",9167095
"2019","00261912","Nedaňové příjmy",54995253.3
"2019","00262340","Daňové příjmy",764314496.09
"2019","00262340","Kapitálové příjmy",25124127
"2019","00262340","Nedaňové příjmy",147168304.1
"2019","00262587","Daňové příjmy",105008143.23
"2019","00262587","Kapitálové příjmy",1151476
"2019","00262587","Nedaňové příjmy",18081238.72
"2019","00262633","Daňové příjmy",106656048.34
"2019","00262633","Kapitálové příjmy",1005144
"2019","00262633","Nedaňové příjmy",42534556.61
"2019","00262781","Daňové příjmy",142626728.61
"2019","00262781","Kapitálové příjmy",3674588
"2019","00262781","Nedaňové příjmy",30376351.13
"2019","00262978","Daňové příjmy",2078739360.2
"2019","00262978","Kapitálové příjmy",39165381.1
"2019","00262978","Nedaňové příjmy",241100325.88
"2019","00263958","Daňové příjmy",429715581.23
"2019","00263958","Kapitálové příjmy",12267871.52
"2019","00263958","Nedaňové příjmy",50689574.01
"2019","00263991","Daňové příjmy",180254048.33
"2019","00263991","Kapitálové příjmy",297623.2
"2019","00263991","Nedaňové příjmy",30114579
"2019","00264334","Daňové příjmy",250646512.99
"2019","00264334","Kapitálové příjmy",2161220.47
"2019","00264334","Nedaňové příjmy",18949548.73
"2019","00265209","Daňové příjmy",329308239.11
"2019","00265209","Kapitálové příjmy",2058849
"2019","00265209","Nedaňové příjmy",39278238.36
"2019","00265365","Daňové příjmy",127181198.52
"2019","00265365","Kapitálové příjmy",13584347.17
"2019","00265365","Nedaňové příjmy",9034398.42
"2019","00265781","Daňové příjmy",353622298.6
"2019","00265781","Kapitálové příjmy",4868650
"2019","00265781","Nedaňové příjmy",33540533.23
"2019","00266027","Daňové příjmy",425923266.59
"2019","00266027","Kapitálové příjmy",2618834.8
"2019","00266027","Nedaňové příjmy",53583778.61
"2019","00266094","Daňové příjmy",1220310701.55
"2019","00266094","Kapitálové příjmy",10944724.84
"2019","00266094","Nedaňové příjmy",96869383.98
"2019","00266230","Daňové příjmy",322531053.72
"2019","00266230","Kapitálové příjmy",4089135.88
"2019","00266230","Nedaňové příjmy",35976214.86
"2019","00266621","Daňové příjmy",928641917.88
"2019","00266621","Kapitálové příjmy",11546927.11
"2019","00266621","Nedaňové příjmy",128337211.98
"2019","00267449","Daňové příjmy",423958659.69
"2019","00267449","Kapitálové příjmy",4486696.5
"2019","00267449","Nedaňové příjmy",104316916.84
"2019","00267538","Daňové příjmy",163658115.85
"2019","00267538","Kapitálové příjmy",15432758.2
"2019","00267538","Nedaňové příjmy",25809097.31
"2019","00268321","Daňové příjmy",122417576.78
"2019","00268321","Kapitálové příjmy",48310172.75
