"year","ico","class_of_revenue","Revenue_CZK"
"2012","00261602","Nedaňové příjmy",27882801.8
"2012","00261718","Daňové příjmy",161351623.45
"2012","00261718","Kapitálové příjmy",1575142
"2012","00261718","Nedaňové příjmy",29467744.09
"2012","00261891","Daňové příjmy",566405166.75
"2012","00261891","Kapitálové příjmy",21037381
"2012","00261891","Nedaňové příjmy",78775532.6
"2012","00261912","Daňové příjmy",232523042.95
"2012","00261912","Kapitálové příjmy",14367275.9
"2012","00261912","Nedaňové příjmy",31232131.58
"2012","00262340","Daňové příjmy",460903802.32
"2012","00262340","Kapitálové příjmy",33895443.17
"2012","00262340","Nedaňové příjmy",157458257.34
"2012","00262587","Daňové příjmy",61415167.63
"2012","00262587","Kapitálové příjmy",1904100
"2012","00262587","Nedaňové příjmy",26650055.6
"2012","00262633","Daňové příjmy",59971992.37
"2012","00262633","Kapitálové příjmy",880660
"2012","00262633","Nedaňové příjmy",34295228.7
"2012","00262781","Daňové příjmy",74547009.31
"2012","00262781","Kapitálové příjmy",1877500
"2012","00262781","Nedaňové příjmy",27942248.64
"2012","00262978","Daňové příjmy",1291836574.92
"2012","00262978","Kapitálové příjmy",80613
"2012","00262978","Nedaňové příjmy",105962353.91
"2012","00263958","Daňové příjmy",273449519.34
"2012","00263958","Kapitálové příjmy",35572345.85
"2012","00263958","Nedaňové příjmy",42555305.93
"2012","00263991","Daňové příjmy",102988867.35
"2012","00263991","Kapitálové příjmy",10417522
"2012","00263991","Nedaňové příjmy",20691162.02
"2012","00264334","Daňové příjmy",138632834.3
"2012","00264334","Kapitálové příjmy",205400
"2012","00264334","Nedaňové příjmy",34573483.94
"2012","00265209","Daňové příjmy",193071320.73
"2012","00265209","Kapitálové příjmy",16481426
"2012","00265209","Nedaňové příjmy",34159350.58
"2012","00265365","Daňové příjmy",66854133.46
"2012","00265365","Kapitálové příjmy",4890896
"2012","00265365","Nedaňové příjmy",9247521.55
"2012","00265781","Daňové příjmy",208835260.85
"2012","00265781","Kapitálové příjmy",9273693.89
"2012","00265781","Nedaňové příjmy",45020733.15
"2012","00266027","Daňové příjmy",322654757.15
"2012","00266027","Kapitálové příjmy",5414359
"2012","00266027","Nedaňové příjmy",55097511.76
"2012","00266094","Daňové příjmy",818324967.61
"2012","00266094","Kapitálové příjmy",128294331.5
"2012","00266094","Nedaňové příjmy",77784575.45
"2012","00266230","Daňové příjmy",160070179.53
"2012","00266230","Kapitálové příjmy",5395806
"2012","00266230","Nedaňové příjmy",83976435.07
"2012","00266621","Daňové příjmy",581659703.4
"2012","00266621","Kapitálové příjmy",9336372
"2012","00266621","Nedaňové příjmy",93635839.42
"2012","00267449","Daňové příjmy",268664301.35
"2012","00267449","Kapitálové příjmy",27080978
"2012","00267449","Nedaňové příjmy",77256367.83
"2012","00267538","Daňové příjmy",91817254.62
"2012","00267538","Kapitálové příjmy",1387021
"2012","00267538","Nedaňové příjmy",8620776.91
"2012","00268321","Daňové příjmy",66090113.67
"2012","00268321","Kapitálové příjmy",4171356
"2012","00268321","Nedaňové příjmy",23158632.98
"2012","00268810","Daňové příjmy",1316583659.41
"2012","00268810","Kapitálové příjmy",222920494.14
"2012","00268810","Nedaňové příjmy",240715005.03
"2012","00269247","Daňové příjmy",70149933.52
"2012","00269247","Kapitálové příjmy",6043040
"2012","00269247","Nedaňové příjmy",29384662.85
"2012","00270059","Daňové příjmy",104336266.55
"2012","00270059","Kapitálové příjmy",4369443
"2012","00270059","Nedaňové příjmy",29153173.48
"2012","00270211","Daňové příjmy",259119839.35
"2012","00270211","Kapitálové příjmy",7742041
"2012","00270211","Nedaňové příjmy",36979294.55
"2012","00271560","Daňové příjmy",83697318.05
"2012","00271560","Kapitálové příjmy",8525256
"2012","00271560","Nedaňové příjmy",21395132.52
"2012","00271632","Daňové příjmy",189574139.23
"2012","00271632","Kapitálové příjmy",19392480
"2012","00271632","Nedaňové příjmy",43511980.61
"2012","00271888","Daňové příjmy",84427397.34
"2012","00271888","Kapitálové příjmy",16778914
"2012","00271888","Nedaňové příjmy",26347923.79
"2012","00272523","Daňové příjmy",74658719.91
"2012","00272523","Kapitálové příjmy",8581920
"2012","00272523","Nedaňové příjmy",33599668.14
"2012","00272728","Daňové příjmy",121332103.98
"2012","00272728","Kapitálové příjmy",8024425
"2012","00272728","Nedaňové příjmy",53560967.76
"2012","00272868","Daňové příjmy",213697038.31
"2012","00272868","Kapitálové příjmy",8714399.71
"2012","00272868","Nedaňové příjmy",20817879.07
"2012","00272876","Daňové příjmy",90563134.79
"2012","00272876","Kapitálové příjmy",2379733
"2012","00272876","Nedaňové příjmy",30612934.07
"2012","00273571","Daňové příjmy",60106557.99
"2012","00273571","Kapitálové příjmy",8853610.2
"2012","00273571","Nedaňové příjmy",28121717.67
"2012","00274046","Daňové příjmy",1165146068.62
"2012","00274046","Kapitálové příjmy",161993925.45
"2012","00274046","Nedaňové příjmy",302261201.36
"2012","00274101","Daňové příjmy",93276851.18
"2012","00274101","Kapitálové příjmy",12487980
"2012","00274101","Nedaňové příjmy",12146395.9
"2012","00274879","Daňové příjmy",92756439.02
"2012","00274879","Kapitálové příjmy",1449532
"2012","00274879","Nedaňové příjmy",24692426.34
"2012","00274968","Daňové příjmy",61615695.64
"2012","00274968","Kapitálové příjmy",4171647.5
"2012","00274968","Nedaňové příjmy",13997158.01
"2012","00275336","Daňové příjmy",133874863.14
"2012","00275336","Kapitálové příjmy",5706459
"2012","00275336","Nedaňové příjmy",58921559.61
"2012","00275808","Daňové příjmy",56854951.47
"2012","00275808","Kapitálové příjmy",7440342
"2012","00275808","Nedaňové příjmy",30828165.5
"2012","00276111","Daňové příjmy",82199649.69
"2012","00276111","Kapitálové příjmy",2000
"2012","00276111","Nedaňové příjmy",15436824.68
"2012","00276227","Daňové příjmy",167003213.09
"2012","00276227","Kapitálové příjmy",8640770
"2012","00276227","Nedaňové příjmy",60196789.91
"2012","00276944","Daňové příjmy",127030300.44
"2012","00276944","Kapitálové příjmy",88464
"2012","00276944","Nedaňové příjmy",7067703.54
"2012","00277037","Daňové příjmy",108016600
"2012","00277037","Kapitálové příjmy",11489315
"2012","00277037","Nedaňové příjmy",29998167.31
"2012","00277177","Daňové příjmy",99422074.53
"2012","00277177","Kapitálové příjmy",9833084.98
"2012","00277177","Nedaňové příjmy",51655958.39
"2012","00277444","Daňové příjmy",184291213.77
"2012","00277444","Kapitálové příjmy",9981244.6
"2012","00277444","Nedaňové příjmy",71756265.19
"2012","00277819","Daňové příjmy",165238625.94
"2012","00277819","Kapitálové příjmy",21356181
"2012","00277819","Nedaňové příjmy",67930778.13
"2012","00278360","Daňové příjmy",331375899.2
"2012","00278360","Kapitálové příjmy",12201831
"2012","00278360","Nedaňové příjmy",56108766.69
"2012","00278475","Daňové příjmy",135819382.4
"2012","00278475","Kapitálové příjmy",15791460
"2012","00278475","Nedaňové příjmy",84422167.3
"2012","00278653","Daňové příjmy",151698285.15
"2012","00278653","Kapitálové příjmy",1730968
"2012","00278653","Nedaňové příjmy",20094035.54
"2012","00279072","Daňové příjmy",42020867.32
"2012","00279072","Kapitálové příjmy",2302671
"2012","00279072","Nedaňové příjmy",10285815.06
"2012","00279102","Daňové příjmy",101188358.59
"2012","00279102","Kapitálové příjmy",9728654.14
"2012","00279102","Nedaňové příjmy",23430160.32
"2012","00279676","Daňové příjmy",145995927.75
"2012","00279676","Kapitálové příjmy",11556860.61
"2012","00279676","Nedaňové příjmy",21213079.56
"2012","00279773","Daňové příjmy",131502291.36
"2012","00279773","Kapitálové příjmy",4067883
"2012","00279773","Nedaňové příjmy",31850103.63
"2012","00279846","Daňové příjmy",72877127.76
"2012","00279846","Kapitálové příjmy",8295554
"2012","00279846","Nedaňové příjmy",13109827.06
"2012","00279943","Daňové příjmy",211794757.71
"2012","00279943","Kapitálové příjmy",16533942.2
"2012","00279943","Nedaňové příjmy",43817109.63
"2012","00279978","Daňové příjmy",124866043.64
"2012","00279978","Kapitálové příjmy",12446778
"2012","00279978","Nedaňové příjmy",36340294.66
"2012","00281859","Daňové příjmy",94482619.15
"2012","00281859","Kapitálové příjmy",1168576
"2012","00281859","Nedaňové příjmy",11110055.26
"2012","00281964","Daňové příjmy",114839169.01
"2012","00281964","Kapitálové příjmy",1192000
"2012","00281964","Nedaňové příjmy",34164505.82
"2012","00282481","Daňové příjmy",56286151.85
"2012","00282481","Kapitálové příjmy",1518700
"2012","00282481","Nedaňové příjmy",4203758.66
"2012","00282651","Daňové příjmy",75433615.86
"2012","00282651","Kapitálové příjmy",1499487
"2012","00282651","Nedaňové příjmy",17923581.28
"2012","00282707","Daňové příjmy",85692593.73
"2012","00282707","Kapitálové příjmy",8711174
"2012","00282707","Nedaňové příjmy",23268658.18
"2012","00282979","Daňové příjmy",37606941.34
"2012","00282979","Kapitálové příjmy",2539234.05
"2012","00282979","Nedaňové příjmy",18350842.26
"2012","00283061","Daňové příjmy",272073626.78
"2012","00283061","Kapitálové příjmy",16112733
"2012","00283061","Nedaňové příjmy",68430419.56
"2012","00283193","Daňové příjmy",63745338.85
"2012","00283193","Kapitálové příjmy",5469209
"2012","00283193","Nedaňové příjmy",25120452.28
"2012","00283347","Daňové příjmy",98320373.47
"2012","00283347","Kapitálové příjmy",13005956
"2012","00283347","Nedaňové příjmy",33004114.94
"2012","00283509","Daňové příjmy",51469740.13
"2012","00283509","Kapitálové příjmy",23062663.66
"2012","00283509","Nedaňové příjmy",29150804.1
"2012","00283924","Daňové příjmy",939904624.43
"2012","00283924","Kapitálové příjmy",63391551
"2012","00283924","Nedaňové příjmy",245168625.13
"2012","00284165","Daňové příjmy",55456792.2
"2012","00284165","Kapitálové příjmy",6233565
"2012","00284165","Nedaňové příjmy",22898286.41
"2012","00284301","Daňové příjmy",211689821.91
"2012","00284301","Kapitálové příjmy",1724842
"2012","00284301","Nedaňové příjmy",41487428.58
"2012","00284611","Daňové příjmy",48568176.79
"2012","00284611","Kapitálové příjmy",1235454
"2012","00284611","Nedaňové příjmy",25979393.74
"2012","00284653","Daňové příjmy",42463994.55
"2012","00284653","Kapitálové příjmy",6879436
"2012","00284653","Nedaňové příjmy",4633052.22
"2012","00284891","Daňové příjmy",269549142.68
"2012","00284891","Kapitálové příjmy",12586551
"2012","00284891","Nedaňové příjmy",41494212.36
"2012","00285030","Daňové příjmy",126358374.82
"2012","00285030","Kapitálové příjmy",5329795
"2012","00285030","Nedaňové příjmy",25909419.19
"2012","00285455","Daňové příjmy",116575351.28
"2012","00285455","Kapitálové příjmy",8380364
"2012","00285455","Nedaňové příjmy",16450718.84
"2012","00286010","Daňové příjmy",626977656.56
"2012","00286010","Kapitálové příjmy",85507387.33
"2012","00286010","Nedaňové příjmy",45402043.95
"2012","00286745","Daňové příjmy",53568906.22
"2012","00286745","Kapitálové příjmy",101526
"2012","00286745","Nedaňové příjmy",12590493.93
"2012","00287113","Daňové příjmy",87556958.08
"2012","00287113","Kapitálové příjmy",1895599
"2012","00287113","Nedaňové příjmy",31885582.07
"2012","00287172","Daňové příjmy",125999544.29
"2012","00287172","Kapitálové příjmy",3266994
"2012","00287172","Nedaňové příjmy",25405801.75
"2012","00287351","Daňové příjmy",295320389.29
"2012","00287351","Kapitálové příjmy",2410342
"2012","00287351","Nedaňové příjmy",30274723.73
"2012","00288365","Daňové příjmy",26374675.65
"2012","00288365","Kapitálové příjmy",4356472.3
"2012","00288365","Nedaňové příjmy",6282214.23
"2012","00288659","Daňové příjmy",515388607.95
"2012","00288659","Kapitálové příjmy",29684651.23
"2012","00288659","Nedaňové příjmy",110195734.41
"2012","00289931","Daňové příjmy",78322642.87
"2012","00289931","Kapitálové příjmy",5842479
"2012","00289931","Nedaňové příjmy",4046037.56
"2012","00289965","Daňové příjmy",43031119.82
"2012","00289965","Kapitálové příjmy",2876781
"2012","00289965","Nedaňové příjmy",14118408.61
"2012","00290629","Daňové příjmy",395985372.79
"2012","00290629","Kapitálové příjmy",18988126
"2012","00290629","Nedaňové příjmy",22229174.72
"2012","00291463","Daňové příjmy",190953268.19
"2012","00291463","Kapitálové příjmy",13616025
"2012","00291463","Nedaňové příjmy",42599196.52
"2012","00291471","Daňové příjmy",297943275.16
"2012","00291471","Kapitálové příjmy",11555242
"2012","00291471","Nedaňové příjmy",128208840.15
"2012","00291676","Daňové příjmy",62858297.41
"2012","00291676","Kapitálové příjmy",12611982
"2012","00291676","Nedaňové příjmy",8830611.59
"2012","00292311","Daňové příjmy",59160525.5
"2012","00292311","Kapitálové příjmy",8615286
"2012","00292311","Nedaňové příjmy",10700959.29
"2012","00292427","Daňové příjmy",237634186.36
"2012","00292427","Kapitálové příjmy",21846176
"2012","00292427","Nedaňové příjmy",43509660
"2012","00293199","Daňové příjmy",60045527.5
"2012","00293199","Kapitálové příjmy",6982115
"2012","00293199","Nedaňové příjmy",25743130.78
"2012","00293881","Daňové příjmy",413443401.82
"2012","00293881","Kapitálové příjmy",12434665
"2012","00293881","Nedaňové příjmy",167099537.22
"2012","00294136","Daňové příjmy",91936748.02
"2012","00294136","Kapitálové příjmy",6621053
"2012","00294136","Nedaňové příjmy",7858624.24
"2012","00294900","Daňové příjmy",105832695.03
"2012","00294900","Kapitálové příjmy",9071996.8
"2012","00294900","Nedaňové příjmy",43032627.85
"2012","00295671","Daňové příjmy",122706190.21
"2012","00295671","Kapitálové příjmy",19384794
"2012","00295671","Nedaňové příjmy",12366726.51
"2012","00295841","Daňové příjmy",262436046.86
"2012","00295841","Kapitálové příjmy",23980721
"2012","00295841","Nedaňové příjmy",90345985.11
"2012","00295892","Daňové příjmy",185980755.29
"2012","00295892","Kapitálové příjmy",12808702
"2012","00295892","Nedaňové příjmy",75536321.58
"2012","00296139","Daňové příjmy",258866907.56
"2012","00296139","Kapitálové příjmy",9066129
"2012","00296139","Nedaňové příjmy",113152688.84
"2012","00296317","Daňové příjmy",89451989.23
"2012","00296317","Kapitálové příjmy",2570797
"2012","00296317","Nedaňové příjmy",44388250.06
"2012","00296643","Daňové příjmy",682731623.96
"2012","00296643","Kapitálové příjmy",36225728.4
"2012","00296643","Nedaňové příjmy",175541222.11
"2012","00296651","Daňové příjmy",99106022.3
"2012","00296651","Kapitálové příjmy",1824038
"2012","00296651","Nedaňové příjmy",15665949.6
"2012","00296759","Daňové příjmy",51671161.42
"2012","00296759","Kapitálové příjmy",8344843
"2012","00296759","Nedaňové příjmy",12400111.54
"2012","00297313","Daňové příjmy",414663022.2
"2012","00297313","Kapitálové příjmy",92040692.5
"2012","00297313","Nedaňové příjmy",119043548.62
"2012","00297437","Daňové příjmy",244844859.1
"2012","00297437","Kapitálové příjmy",9286950
"2012","00297437","Nedaňové příjmy",49509198.12
"2012","00297488","Daňové příjmy",871325470.37
"2012","00297488","Kapitálové příjmy",3513786.74
"2012","00297488","Nedaňové příjmy",44121765.99
"2012","00297534","Daňové příjmy",663396604.08
"2012","00297534","Kapitálové příjmy",12204398
"2012","00297534","Nedaňové příjmy",219658656.5
"2012","00297569","Daňové příjmy",225908728.08
"2012","00297569","Kapitálové příjmy",7000165
"2012","00297569","Nedaňové příjmy",270083625.94
"2012","00297577","Daňové příjmy",292973884.54
"2012","00297577","Kapitálové příjmy",19973263.68
"2012","00297577","Nedaňové příjmy",75404739.31
"2012","00297755","Daňové příjmy",70713034.05
"2012","00297755","Kapitálové příjmy",2111673.8
"2012","00297755","Nedaňové příjmy",45828677.24
"2012","00297852","Daňové příjmy",118618531.63
"2012","00297852","Kapitálové příjmy",2662480
"2012","00297852","Nedaňové příjmy",61847741.51
"2012","00298077","Daňové příjmy",241248989.51
"2012","00298077","Kapitálové příjmy",3814266
"2012","00298077","Nedaňové příjmy",31831700.68
"2012","00298212","Daňové příjmy",247654647.15
"2012","00298212","Kapitálové příjmy",1257605
"2012","00298212","Nedaňové příjmy",136649588.71
"2012","00298221","Daňové příjmy",69330167.31
"2012","00298221","Kapitálové příjmy",3565230
"2012","00298221","Nedaňové příjmy",8802599.64
"2012","00299138","Daňové příjmy",112831903.2
"2012","00299138","Kapitálové příjmy",623472
"2012","00299138","Nedaňové příjmy",40419427.58
"2012","00299308","Daňové příjmy",1318489357.79
"2012","00299308","Kapitálové příjmy",39179
"2012","00299308","Nedaňové příjmy",74260662.73
"2012","00299529","Daňové příjmy",142049115.1
"2012","00299529","Kapitálové příjmy",26626108
"2012","00299529","Nedaňové příjmy",16234100.83
"2012","00299634","Daňové příjmy",125110766.86
"2012","00299634","Kapitálové příjmy",10853534
"2012","00299634","Nedaňové příjmy",18554592.96
"2012","00300063","Daňové příjmy",135987029.91
"2012","00300063","Kapitálové příjmy",10489493.67
"2012","00300063","Nedaňové příjmy",28287214.91
"2012","00300292","Daňové příjmy",60660220.95
"2012","00300292","Kapitálové příjmy",521600
"2012","00300292","Nedaňové příjmy",17236911.04
"2012","00300535","Daňové příjmy",695563532.9
"2012","00300535","Kapitálové příjmy",68481848.06
"2012","00300535","Nedaňové příjmy",120185775.63
"2012","00300870","Daňové příjmy",57723250.1
"2012","00300870","Kapitálové příjmy",2452496
"2012","00300870","Nedaňové příjmy",24975309.34
"2012","00301311","Daňové příjmy",203831271.33
"2012","00301311","Kapitálové příjmy",8056631
"2012","00301311","Nedaňové příjmy",26620029.82
"2012","00301493","Daňové příjmy",81848997.72
"2012","00301493","Kapitálové příjmy",1554322
"2012","00301493","Nedaňové příjmy",24192338.33
"2012","00301825","Daňové příjmy",525052795.87
"2012","00301825","Kapitálové příjmy",56201762.81
"2012","00301825","Nedaňové příjmy",113925724.8
"2012","00302724","Daňové příjmy",132574756.59
"2012","00302724","Kapitálové příjmy",49605027.8
"2012","00302724","Nedaňové příjmy",19211707.51
"2012","00303038","Daňové příjmy",102019472.85
"2012","00303038","Kapitálové příjmy",7641411
"2012","00303038","Nedaňové příjmy",16605116.1
"2012","00303461","Daňové příjmy",288852976.29
"2012","00303461","Kapitálové příjmy",15022499.75
"2012","00303461","Nedaňové příjmy",75339404.12
"2012","00303640","Daňové příjmy",137396479.92
"2012","00303640","Kapitálové příjmy",4273761
"2012","00303640","Nedaňové příjmy",12418393.19
"2012","00304271","Daňové příjmy",178636638.96
"2012","00304271","Kapitálové příjmy",1200
"2012","00304271","Nedaňové příjmy",7913136.22
"2012","00304387","Daňové příjmy",301858133.24
"2012","00304387","Kapitálové příjmy",14445474
"2012","00304387","Nedaňové příjmy",53773093.1
"2012","00304450","Daňové příjmy",283495651.83
"2012","00304450","Kapitálové příjmy",8688363
"2012","00304450","Nedaňové příjmy",62061309.26
"2012","00845451","Daňové příjmy",6118580807.48
"2012","00845451","Kapitálové příjmy",545860530.33
"2012","00845451","Nedaňové příjmy",1424326579.89
"2012","44992785","Daňové příjmy",7820373425.54
"2012","44992785","Kapitálové příjmy",1391262622.05
"2012","44992785","Nedaňové příjmy",891371455.41
"2013","00075370","Daňové příjmy",3505085325.46
"2013","00075370","Kapitálové příjmy",156238189.9
"2013","00075370","Nedaňové příjmy",1121274573.28
"2013","00081531","Daňové příjmy",1244054513.12
"2013","00081531","Kapitálové příjmy",37545
"2013","00081531","Nedaňové příjmy",57294395.84
"2013","00231401","Daňové příjmy",227624951.32
"2013","00231401","Kapitálové příjmy",3798193
"2013","00231401","Nedaňové příjmy",18341491.03
"2013","00232947","Daňové příjmy",132506248.25
"2013","00232947","Kapitálové příjmy",31338950
"2013","00232947","Nedaňové příjmy",45103586.58
"2013","00232963","Daňové příjmy",66855172.52
"2013","00232963","Kapitálové příjmy",269410
"2013","00232963","Nedaňové příjmy",32027939.23
"2013","00233129","Daňové příjmy",237352714.98
"2013","00233129","Kapitálové příjmy",1739176
"2013","00233129","Nedaňové příjmy",24537936.43
"2013","00233242","Daňové příjmy",104313897.48
"2013","00233242","Kapitálové příjmy",960850
"2013","00233242","Nedaňové příjmy",9229318.51
"2013","00234516","Daňové příjmy",840181977.5
"2013","00234516","Kapitálové příjmy",51135247.4
"2013","00234516","Nedaňové příjmy",175547658.62
"2013","00234877","Daňové příjmy",188227470.44
"2013","00234877","Kapitálové příjmy",2251238.15
"2013","00234877","Nedaňové příjmy",8930454.33
"2013","00235334","Daňové příjmy",84338558.03
"2013","00235334","Kapitálové příjmy",7907021
"2013","00235334","Nedaňové příjmy",2555180.88
"2013","00235440","Daňové příjmy",420695399.7
"2013","00235440","Kapitálové příjmy",80678436.7
"2013","00235440","Nedaňové příjmy",236984035.92
"2013","00236021","Daňové příjmy",158161568.61
"2013","00236021","Kapitálové příjmy",16220218.8
"2013","00236021","Nedaňové příjmy",31063200.94
"2013","00236195","Daňové příjmy",274787169.34
"2013","00236195","Kapitálové příjmy",8421052
"2013","00236195","Nedaňové příjmy",84645395.59
"2013","00236977","Daňové příjmy",223643195.77
"2013","00236977","Kapitálové příjmy",50000
"2013","00236977","Nedaňové příjmy",36016378.31
"2013","00237051","Daňové příjmy",224341573.97
"2013","00237051","Kapitálové příjmy",19733903
"2013","00237051","Nedaňové příjmy",33579252.42
"2013","00237108","Daňové příjmy",182898591
"2013","00237108","Kapitálové příjmy",1623891
"2013","00237108","Nedaňové příjmy",8071512.57
"2013","00238295","Daňové příjmy",618909387.53
"2013","00238295","Kapitálové příjmy",29900384
"2013","00238295","Nedaňové příjmy",24466950.76
"2013","00238309","Daňové příjmy",102667729.67
"2013","00238309","Kapitálové příjmy",1768073
"2013","00238309","Nedaňové příjmy",6158429.48
"2013","00239402","Daňové příjmy",111959655.17
"2013","00239402","Kapitálové příjmy",4961837
"2013","00239402","Nedaňové příjmy",15575245.91
"2013","00239500","Daňové příjmy",203805505.21
"2013","00239500","Kapitálové příjmy",19008687.11
"2013","00239500","Nedaňové příjmy",32130957.98
"2013","00239640","Daňové příjmy",178002540.38
"2013","00239640","Kapitálové příjmy",9598074
"2013","00239640","Nedaňové příjmy",25472173.44
"2013","00240079","Daňové příjmy",221054251.45
"2013","00240079","Kapitálové příjmy",5182851
"2013","00240079","Nedaňové příjmy",52556198.76
"2013","00240702","Daňové příjmy",198637525.47
"2013","00240702","Kapitálové příjmy",30111802
"2013","00240702","Nedaňové příjmy",61090154.26
"2013","00241121","Daňové příjmy",118418540.31
"2013","00241121","Kapitálové příjmy",4888447
"2013","00241121","Nedaňové příjmy",49971466.62
"2013","00242098","Daňové příjmy",103632368.65
"2013","00242098","Kapitálové příjmy",2292703.12
"2013","00242098","Nedaňové příjmy",20150476.12
"2013","00243132","Daňové příjmy",402851491.41
"2013","00243132","Kapitálové příjmy",10861578
"2013","00243132","Nedaňové příjmy",66756704.45
"2013","00243272","Daňové příjmy",96703657.14
"2013","00243272","Kapitálové příjmy",20399221
"2013","00243272","Nedaňové příjmy",29400812.79
"2013","00244309","Daňové příjmy",201835338.34
"2013","00244309","Kapitálové příjmy",2871357
"2013","00244309","Nedaňové příjmy",24026584.67
"2013","00244732","Daňové příjmy",1248333941.87
"2013","00244732","Kapitálové příjmy",27780232.43
"2013","00244732","Nedaňové příjmy",379714421.01
"2013","00245551","Daňové příjmy",62333838.04
"2013","00245551","Kapitálové příjmy",746412.91
"2013","00245551","Nedaňové příjmy",14348481.74
"2013","00245585","Daňové příjmy",98447808.66
"2013","00245585","Kapitálové příjmy",10657513.63
"2013","00245585","Nedaňové příjmy",12712112.25
"2013","00245836","Daňové příjmy",185691786.74
"2013","00245836","Kapitálové příjmy",12875287
"2013","00245836","Nedaňové příjmy",66620953.13
"2013","00245941","Daňové příjmy",101295684.93
"2013","00245941","Kapitálové příjmy",11121500
"2013","00245941","Nedaňové příjmy",16916219.61
"2013","00246476","Daňové příjmy",102572135.09
"2013","00246476","Kapitálové příjmy",867515
"2013","00246476","Nedaňové příjmy",16267776.46
"2013","00246875","Daňové příjmy",289639490.09
"2013","00246875","Kapitálové příjmy",8187654.77
"2013","00246875","Nedaňové příjmy",107153978.82
"2013","00247618","Daňové příjmy",128524485.85
"2013","00247618","Kapitálové příjmy",8082393
"2013","00247618","Nedaňové příjmy",113652196.18
"2013","00248266","Daňové příjmy",137069063.47
"2013","00248266","Kapitálové příjmy",8471783
"2013","00248266","Nedaňové příjmy",42623827.93
"2013","00248789","Daňové příjmy",70938813.36
"2013","00248789","Kapitálové příjmy",2524046
"2013","00248789","Nedaňové příjmy",31667887.36
"2013","00248801","Daňové příjmy",223367949.74
"2013","00248801","Kapitálové příjmy",10081489
"2013","00248801","Nedaňové příjmy",19527571.47
"2013","00249831","Daňové příjmy",107487660.78
"2013","00249831","Nedaňové příjmy",6717206.39
"2013","00249998","Daňové příjmy",383455345
"2013","00249998","Kapitálové příjmy",21523572.4
"2013","00249998","Nedaňové příjmy",180898212.16
"2013","00250627","Daňové příjmy",145897431.22
"2013","00250627","Kapitálové příjmy",3412774
"2013","00250627","Nedaňové příjmy",43273633.33
"2013","00250805","Daňové příjmy",97827353.44
"2013","00250805","Kapitálové příjmy",5958997
"2013","00250805","Nedaňové příjmy",25489715.62
"2013","00250996","Daňové příjmy",83843819.8
"2013","00250996","Kapitálové příjmy",324040
"2013","00250996","Nedaňové příjmy",14752553.77
"2013","00251810","Daňové příjmy",288275285.82
"2013","00251810","Kapitálové příjmy",12292070
"2013","00251810","Nedaňové příjmy",87143301.45
"2013","00251984","Daňové příjmy",88906221.86
"2013","00251984","Kapitálové příjmy",860717
"2013","00251984","Nedaňové příjmy",16164758.6
"2013","00252921","Daňové příjmy",88910067.72
"2013","00252921","Kapitálové příjmy",1505936.04
"2013","00252921","Nedaňové příjmy",20296692.08
"2013","00253014","Daňové příjmy",475234878.77
"2013","00253014","Kapitálové příjmy",89927164.89
"2013","00253014","Nedaňové příjmy",202424162.49
"2013","00253316","Daňové příjmy",163492523.24
"2013","00253316","Kapitálové příjmy",8521642.89
"2013","00253316","Nedaňové příjmy",46221933.35
"2013","00253383","Daňové příjmy",72142803.14
"2013","00253383","Kapitálové příjmy",4761901
"2013","00253383","Nedaňové příjmy",10991623.65
"2013","00253901","Daňové příjmy",170686371.07
"2013","00253901","Kapitálové příjmy",7899373.45
"2013","00253901","Nedaňové příjmy",23467354.64
"2013","00253979","Daňové příjmy",443447123.53
"2013","00253979","Kapitálové příjmy",41597818.23
"2013","00253979","Nedaňové příjmy",133867508.27
"2013","00254061","Daňové příjmy",199168151.51
"2013","00254061","Kapitálové příjmy",31387467.42
"2013","00254061","Nedaňové příjmy",57675417.16
"2013","00254657","Daňové příjmy",765844616.12
"2013","00254657","Kapitálové příjmy",38906942.86
"2013","00254657","Nedaňové příjmy",104810628.18
"2013","00254843","Daňové příjmy",199000743.4
"2013","00254843","Kapitálové příjmy",7470345
"2013","00254843","Nedaňové příjmy",95562198.98
"2013","00255513","Daňové příjmy",73834974.8
"2013","00255513","Kapitálové příjmy",4342651
"2013","00255513","Nedaňové příjmy",25671240.13
"2013","00255661","Daňové příjmy",284412929.4
"2013","00255661","Kapitálové příjmy",29566728.42
"2013","00255661","Nedaňové příjmy",63861987.76
"2013","00256129","Daňové příjmy",145508440.73
"2013","00256129","Kapitálové příjmy",10275055.53
"2013","00256129","Nedaňové příjmy",41370358.79
"2013","00256455","Daňové příjmy",52464905.71
"2013","00256455","Kapitálové příjmy",3672828.3
"2013","00256455","Nedaňové příjmy",9427342.79
"2013","00256986","Daňové příjmy",50876157.27
"2013","00256986","Kapitálové příjmy",2179426
"2013","00256986","Nedaňové příjmy",25065599.65
"2013","00257125","Daňové příjmy",91394202.06
"2013","00257125","Kapitálové příjmy",9195891
"2013","00257125","Nedaňové příjmy",63141157.49
"2013","00257265","Daňové příjmy",47785911.29
"2013","00257265","Kapitálové příjmy",805520
"2013","00257265","Nedaňové příjmy",18541766.26
"2013","00257966","Daňové příjmy",47102727.06
"2013","00257966","Kapitálové příjmy",182292
"2013","00257966","Nedaňové příjmy",11131928.13
"2013","00258199","Daňové příjmy",85312805.37
