"year","ico","lg_tangible_assets_CZK"
"2017","00262978",10091493879.77
"2017","00275808",583521944.32
"2017","00276227",992066905.19
"2017","00276111",460190501.2
"2017","00261718",1106607412.96
"2017","00261602",879195840.35
"2017","00261912",2094742766.11
"2017","00261238",3914897061.31
"2017","00264334",677995440.48
"2017","00263958",3296347834.91
"2017","00261891",4477211557.46
"2017","00263991",805064383.82
"2017","00265209",1190333803.17
"2017","00265365",847456106.14
"2017","00265781",1507432523.84
"2017","00266027",1908899036.3
"2017","00266230",838035828.84
"2017","00266094",6309087624.18
"2017","00266621",2065912776
"2017","00081531",3629305759.65
"2017","00253316",3006628202.96
"2017","00253383",1049081570.68
"2017","00255661",3116858411.21
"2017","00255513",1017227138.96
"2017","00075370",28317749410.49
"2017","00256129",1724124814.78
"2017","00256455",522543083.85
"2017","00257125",910714098.88
"2017","00257265",653050088.52
"2017","00256986",645365450.1
"2017","00257966",436354694.35
"2017","00258199",469448563.8
"2017","00259047",1864948239.03
"2017","00260177",964560596.07
"2017","00260231",2653521534.5
"2017","00245585",849656850.99
"2017","00244732",9037845215.14
"2017","00245836",1809120406.31
"2017","00245941",1003779480.05
"2017","00245551",431851920.09
"2017","00246476",707945521.41
"2017","00251810",3260431620.11
"2017","00250996",539237150.74
"2017","00250627",1802762549
"2017","00250805",1094786031.94
"2017","00251984",767494459.44
"2017","00249831",812822834.1
"2017","00249998",4170557708.92
"2017","00247618",2387081663.25
"2017","00246875",2707637578.49
"2017","00231401",3803515880.45
"2017","00233129",1739775543.89
"2017","00233242",527961671.66
"2017","00234877",2061101439.13
"2017","00232963",558455095.4
"2017","00232947",1412891451.49
"2017","00253014",4554633779.29
"2017","00252921",877883043.59
"2017","00235440",5683679075.5
"2017","00236021",2114628017.82
"2017","00236195",1952015674.17
"2017","00236977",1547371688.32
"2017","00237051",2246553821.04
"2017","00237108",1505478912.5
"2017","00234516",6550857290.8
"2017","00235334",810806723.55
"2017","00239402",1243703131.67
"2017","00239500",1520894658.68
"2017","00240079",1898217315.21
"2017","00239640",1836720663.82
"2017","00240702",2401056885.68
"2017","00238309",825216464.56
"2017","00238295",4377567128.65
"2017","00243132",3548878635.53
"2017","00243272",1555468712.22
"2017","00244309",1686464764.01
"2017","00242098",882769714.54
"2017","00241121",842167884.6
"2018","00260428",3276030000.61
"2018","00260771",1103149110.64
"2018","00262340",4103913368.56
"2018","00262587",483073608.84
"2018","00262781",662431964.7
"2018","00262633",662511762.04
"2018","00262978",10204482594.94
"2018","00275808",590863714.62
"2018","00276227",1063153997.18
"2018","00276111",486470440.09
"2018","00261602",890167395.82
"2018","00261718",1191646768.26
"2018","00261238",4038188939.79
"2018","00261912",2101839547.36
"2018","00261891",4346243178.82
"2018","00264334",632804384.03
"2018","00263958",3334280436.88
"2018","00263991",802885590.13
"2018","00265209",1249659237.2
"2018","00265365",865392285.4
"2018","00265781",1548200199.77
"2018","00266094",6361695576.45
"2018","00266027",1951704589.91
"2018","00266230",892239191.53
"2018","00266621",2429742255
"2018","00081531",3425642721.11
"2018","00253383",1127369854.82
"2018","00253316",3174791041.73
"2018","00255513",1076199403.47
"2018","00255661",3241253547.28
"2018","00075370",24042390951.62
"2018","00256129",1745380468.14
"2018","00257125",942890189.11
"2018","00257265",666022451.02
"2018","00256455",539518147.18
"2018","00256986",649243292.58
"2018","00257966",427441341.92
"2018","00258199",511063446.71
"2018","00259047",1931207200.57
"2018","00260177",1044945473.25
"2018","00260231",2676472216.15
"2018","00253979",3432921672.71
"2018","00253901",791815763.25
"2018","00254061",1496047150.57
"2018","00254843",2177312698.21
"2018","00254657",9916822512.61
"2018","00259438",295498320.3
"2018","00259586",2146119338.66
"2018","00245585",831645809.52
"2018","00245836",1772541491.99
"2018","00245941",1056326588.97
"2018","00245551",442399939.62
"2018","00244732",9152437596.62
"2018","00246476",723867187.13
"2018","00246875",2819741369.72
"2018","00247618",2416681885.84
"2018","00249831",829324151.31
"2018","00249998",4414053249.75
"2018","00250996",548368888.57
"2018","00250627",1838264674.48
"2018","00250805",1145017357.82
"2018","00251984",823223306.19
"2018","00232947",1525454944.1
"2018","00232963",602689404.67
"2018","00251810",3372318462.31
"2018","00252921",924859760.81
"2018","00253014",4615425793.55
"2018","00231401",3617870655.3
"2018","00233129",1824395548.17
"2018","00233242",589116513.12
"2018","00234877",2169285665.62
"2018","00235334",883589839.29
"2018","00234516",6885385369.24
"2018","00240079",2014762909.3
"2018","00240702",2591437113.42
"2018","00235440",5812954979.51
"2018","00236021",2122443012.12
"2018","00236195",2028952625.5
"2018","00239640",1859599720.23
"2018","00239402",1231351701.8
"2018","00238295",4630846491.93
"2018","00239500",1614381593.59
"2018","00238309",877763933.92
"2018","00237108",1329298521.62
"2018","00236977",1557541524.28
"2018","00237051",2251143277.14
"2018","00243132",3571842535.39
"2018","00243272",1552197983.74
"2018","00241121",972662139.23
"2018","00244309",1774794522.58
"2018","00242098",937921195.59
"2019","00253901",837820241.59
"2019","00253979",3531830628.02
"2019","00254061",1532728793.25
"2019","00254843",2237641211.05
"2019","00259438",281011973
"2019","00259586",2225409848.57
"2019","00254657",9828356136.86
"2019","00260428",3453990434
"2019","00260771",1111081563.92
"2019","00262340",4369008375.45
"2019","00262587",496159733.56
"2019","00262633",717749570.62
"2019","00262781",687914133.03
"2019","00262978",10421639825.86
"2019","00275808",615259469.43
"2019","00276227",1121288003.26
"2019","00276111",552777937.37
"2019","00261718",1234194793.22
"2019","00261602",886609659.87
"2019","00261238",4120888137.65
"2019","00261912",2113632003.15
"2019","00264334",689587141.25
"2019","00263958",3356210796.31
"2019","00261891",4301322738.07
"2019","00263991",843001435.14
"2019","00265209",1383085796.33
"2019","00265365",906803916.9
"2019","00265781",1584113412.79
"2019","00266027",2048840518.43
"2019","00266230",922955777.03
"2019","00266094",6497670686.81
"2019","00266621",2486598005
"2019","00081531",3517420320.69
"2019","00253383",1112724589.96
"2019","00253316",3490256844.3
"2019","00255513",1145186959.51
"2019","00255661",3311349651.68
"2019","00075370",24803117076.12
"2019","00256129",1805355589.1
"2019","00256455",572667421.64
"2019","00257125",959273994.75
"2019","00257265",736399673.59
"2019","00256986",678395240.35
"2019","00257966",463868160.46
"2019","00258199",543297545.59
"2019","00259047",1980662809.49
"2019","00260177",1069180794.46
"2019","00260231",2713106895.21
"2019","00245585",889346915.66
"2019","00244732",9108729815.81
"2019","00245836",1820457056.02
"2019","00245941",1062490084.39
"2019","00245551",432633144.96
"2019","00246476",736040162.71
"2019","00247618",2499113267.91
"2019","00249831",895316420.8
"2019","00249998",4384548452.53
"2019","00246875",2956396358.76
"2019","00251810",3403115935.52
"2019","00250996",592243910.25
"2019","00252921",999539441.89
"2019","00253014",4580394595.78
"2019","00232947",1580419678.77
"2019","00232963",632228245.05
"2019","00250627",1809964964.44
"2019","00250805",1148600958.37
"2019","00251984",863573685.87
"2019","00235334",926412895.29
"2019","00234516",7019482358.94
"2019","00234877",2301870023.02
"2019","00233129",1966693530.78
"2019","00231401",3736293674.7
"2019","00233242",620834773.45
"2019","00235440",5933356185.59
"2019","00236021",2100924599.63
"2019","00236195",2114458310.14
"2019","00238295",4827192762.23
"2019","00239500",1611085268.26
"2019","00239402",1361040075.52
"2019","00238309",989672309.24
"2019","00237108",1377293056.17
"2019","00236977",1640153325.69
"2019","00237051",2251949420.91
"2019","00243132",3548201974.52
"2019","00243272",1651175972.78
"2019","00241121",1038474750.62
"2019","00240702",2751507470.24
"2019","00240079",2122398702.91
"2019","00239640",1936070815.36
"2019","00242098",1086300762.67
"2019","00244309",1984131915.95
"2020","00253901",897356756.4
"2020","00253979",3600276170.85
"2020","00254061",1486715689.1
"2020","00254843",2297172315.45
"2020","00259438",284848901.49
"2020","00259586",2422016441.49
"2020","00254657",9664493637.89
"2020","00260428",3560190051.33
"2020","00262587",511559382.7
"2020","00262340",4343421502.62
"2020","00260771",1134541858.21
"2020","00262633",732779377.82
"2020","00262781",698442740.54
"2020","00276227",1210382407.67
"2020","00275808",586106116.1
"2020","00262978",9180171949.25
"2020","00276111",595984360.49
"2020","00253383",1164763380.2
"2020","00253316",3518485501.02
"2020","00255513",1184579412.52
"2020","00255661",3458911443.11
"2020","00075370",25869761330.13
"2020","00256129",1881558226.3
"2020","00256455",585966281.95
"2020","00257125",937510370.79
"2020","00257265",792594414.38
"2020","00256986",620885687.05
"2020","00257966",470574446.94
"2020","00258199",563148155.33
"2020","00259047",2037835546.97
"2020","00260177",1058161868
"2020","00260231",2710400851.4
"2020","00261718",1310916518.44
"2020","00261602",883819130.08
"2020","00261238",4252052537.86
"2020","00261912",2143531478.19
"2020","00263958",3394814873.35
"2020","00264334",714935338.91
"2020","00261891",4093443306.03
"2020","00263991",851839231.12
"2020","00265209",1530133189.7
"2020","00265365",945486396.08
"2020","00265781",1614963750.88
"2020","00266027",2094105785.83
"2020","00266230",959759528.28
"2020","00266094",7012703698.16
"2020","00266621",2313639079
"2020","00081531",3338707936.97
"2020","00245585",980136802.59
"2020","00245836",2023603666.75
"2020","00245941",1061422342.22
"2020","00245551",431312078.12
"2020","00244732",9134529571.75
"2020","00246476",751862709.37
"2020","00246875",3019314699.84
"2020","00249831",902249718.93
"2020","00249998",4305759435.53
"2020","00247618",2607037893.07
"2020","00250627",1815698103.62
"2020","00250805",1227125316.82
"2020","00251984",892356528.86
"2020","00251810",3410805958.19
"2020","00250996",606978971.08
"2020","00233242",636504442.5
"2020","00233129",2125922013.45
"2020","00231401",4060318134.93
"2020","00234877",2333607382.51
"2020","00232947",1580680392.27
"2020","00232963",666275786.54
"2020","00252921",1014363315.45
"2020","00253014",4600304386.43
"2020","00234516",7062818349.09
"2020","00235334",929463578.68
"2020","00236021",2153586040.52
"2020","00236195",2150977200.58
"2020","00235440",6101257513.85
"2020","00236977",1713167701.35
"2020","00237051",2295026127.52
"2020","00237108",1449115172.83
"2020","00238309",1069740052.69
"2020","00239402",1488240694.9
"2020","00238295",5038513558.97
"2020","00239500",1683929521.9
"2020","00239640",1998234010.11
"2020","00241121",1012717805.53
"2020","00243132",3578184753.81
"2020","00243272",1636574715.78
"2020","00240702",2879587271.78
"2020","00240079",2380457701.42
"2020","00242098",1118339581.52
"2020","00244309",1978384649.27
