"","ico","year","Saldo_CZK"
"2546",265365,2019,11108050.47
"2547",265781,2019,-16890593.3099999
"2548",266027,2019,-25925854.95
"2549",266094,2019,54819688.460001
"2550",266230,2019,58726384.73
"2551",266621,2019,-145551060.04
"2552",267449,2019,-2153825.97000003
"2553",267538,2019,-3200177.67999995
"2554",268321,2019,-47812347.5700001
"2555",268810,2019,384970436.660001
"2556",269247,2019,-3606111.41000009
"2557",270059,2019,-4161752.99000001
"2558",270211,2019,59077810.9199998
"2559",271560,2019,4770092.49000001
"2560",271632,2019,32677396.3099999
"2561",271888,2019,60420239.25
"2562",272523,2019,30393168.55
"2563",272728,2019,-12452724.03
"2564",272868,2019,9174585.67999983
"2565",272876,2019,-512082.720000029
"2566",273571,2019,-1790184.03
"2567",274046,2019,-75139570.0999994
"2568",274101,2019,-5626602.82999998
"2569",274879,2019,18512824.93
"2570",274968,2019,-7651992.66999996
"2571",275336,2019,19983248.76
"2572",275808,2019,11452876.36
"2573",276111,2019,-17026125.73
"2574",276227,2019,-1257657.12
"2575",276944,2019,-5292727
"2576",277037,2019,2892412.22000003
"2577",277177,2019,30699438.46
"2578",277444,2019,12470073.9000001
"2579",277819,2019,-93921367.8000001
"2580",278360,2019,-55755449.3800001
"2581",278475,2019,42853549.27
"2582",278653,2019,9884626.19000006
"2583",279072,2019,-3727671.25
"2584",279102,2019,-55953123.55
"2585",279676,2019,-13003846.16
"2586",279773,2019,42217819.8
"2587",279846,2019,-20698082.08
"2588",279943,2019,10203834.8900001
"2589",279978,2019,-18336727.9299999
"2590",281859,2019,-56555.439999938
"2591",281964,2019,-56583613.91
"2592",282481,2019,-13480510.5599999
"2593",282651,2019,-39781374.62
"2594",282707,2019,30671302.48
"2595",282979,2019,-49802369.3200001
"2596",283061,2019,44696389.6300001
"2597",283193,2019,2597671.53000009
"2598",283347,2019,-26486421.53
"2599",283509,2019,-23449495.29
"2600",283924,2019,39836630.98
"2601",284165,2019,-8178036.20000002
"2602",284301,2019,-3438352.73999977
"2603",284611,2019,-4518374.86999997
"2604",284653,2019,-2625407.41999996
"2605",284891,2019,50654835.03
"2606",285030,2019,22408554.0599999
"2607",285455,2019,23247805.9300001
"2608",286010,2019,-10472174.9300003
"2609",286745,2019,-17354052.93
"2610",287113,2019,16411167.7
"2611",287172,2019,41444577.25
"2612",287351,2019,30992482.65
"2613",288365,2019,-2489858.44
"2614",288659,2019,-45632929.3700004
"2615",289931,2019,43343605
"2616",289965,2019,23335585.26
"2617",290629,2019,-31430537.6200001
"2618",291463,2019,47060799.25
"2619",291471,2019,28724008.96
"2620",291676,2019,11377131.79
"2621",292311,2019,61473135.11
"2622",292427,2019,42362479.5500002
"2623",293199,2019,12589235.76
"2624",293881,2019,128460882
"2625",294136,2019,43428709.21
"2626",294900,2019,13959727.33
"2627",295671,2019,60132272.58
"2628",295841,2019,-72056728.4100001
"2629",295892,2019,17455301.7199999
"2630",296139,2019,-53819524.27
"2631",296317,2019,8308462.82999998
"2632",296643,2019,-20366988.2000003
"2633",296651,2019,-20544735.64
"2634",296759,2019,-16272816.22
"2635",297313,2019,30963196.8600001
"2636",297437,2019,-50166605.1700001
"2637",297488,2019,152771470.190001
"2638",297534,2019,228186573.78
"2639",297569,2019,-4476182.95000005
"2640",297577,2019,36926471.0599999
"2641",297755,2019,34512489.4899999
"2642",297852,2019,-5815436.73000002
"2643",298077,2019,99464437.74
"2644",298212,2019,-19513796.9100001
"2645",298221,2019,-45160544.8
"2646",299138,2019,18916604.28
"2647",299308,2019,55634534.5899992
"2648",299529,2019,71672190.6900001
"2649",299634,2019,9163380.29000008
"2650",300063,2019,44899885.8
"2651",300292,2019,57163885.6
"2652",300535,2019,142848857.28
"2653",300870,2019,-3127236.07000005
"2654",301311,2019,33113293.8499999
"2655",301493,2019,4342727.66999996
"2656",301825,2019,141192264.5
"2657",302724,2019,41792963.4599998
"2658",303038,2019,-16550483.85
"2659",303461,2019,-17650641.4499998
"2660",303640,2019,51619679.27
"2661",304271,2019,-37293853.0899999
"2662",304387,2019,-3381781.63000011
"2663",304450,2019,20638574.6000001
"2664",845451,2019,789839835.580002
"2665",44992785,2019,227252000.789993
"2666",75370,2020,-44985658.8499985
"2667",81531,2020,136967342.85
"2668",231401,2020,-58993375.1900001
"2669",232947,2020,37921819.3199999
"2670",232963,2020,4389944.69
"2671",233129,2020,-78564435.0799999
"2672",233242,2020,21449667.05
"2673",234516,2020,170286092.58
"2674",234877,2020,24360795.8200002
"2675",235334,2020,22861823.32
"2676",235440,2020,51794011.7800002
"2677",236021,2020,22689283.02
"2678",236195,2020,7204833.17000008
"2679",236977,2020,52655396.4100001
"2680",237051,2020,-11112052.2900002
"2681",237108,2020,-4061024.07999992
"2682",238295,2020,-115542855.98
"2683",238309,2020,8034743.80999994
"2684",239402,2020,-68207033.26
"2685",239500,2020,24317197.1699998
"2686",239640,2020,-4581440.03999996
"2687",240079,2020,-143578860.71
"2688",240702,2020,47860331.6299999
"2689",241121,2020,55209233.66
"2690",242098,2020,7196728.45000005
"2691",243132,2020,62574970.8999999
"2692",243272,2020,59346701.78
"2693",244309,2020,40430334.03
"2694",244732,2020,132028101.91
"2695",245551,2020,8527380.22999996
"2696",245585,2020,-111612.519999981
"2697",245836,2020,-212441370.89
"2698",245941,2020,34367125.07
"2699",246476,2020,3825880.06000006
"2700",246875,2020,52088118.3500001
"2701",247618,2020,-40575951.05
"2702",248266,2020,4247858.79999995
"2703",248789,2020,-3020984.25999999
"2704",248801,2020,-9839554.17999995
"2705",249831,2020,17677292.1
"2706",249998,2020,84443218.4400001
"2707",250627,2020,48893920.97
"2708",250805,2020,-35642276.5799999
"2709",250996,2020,27354758.35
"2710",251810,2020,70521159.6099999
"2711",251984,2020,21985208.32
"2712",252921,2020,7610700.06
"2713",253014,2020,-64037434.77
"2714",253316,2020,-9464116.45000005
"2715",253383,2020,-9152157.44999999
"2716",253901,2020,91971857.09
"2717",253979,2020,56435979.96
"2718",254061,2020,19416392.6800001
"2719",254657,2020,-58306118.4200001
"2720",254843,2020,-22230204.9799998
"2721",255513,2020,-10056764.3
"2722",255661,2020,-19380734.8
"2723",256129,2020,-35388616.5999999
"2724",256455,2020,16428581.74
"2725",256986,2020,9875052.57000005
"2726",257125,2020,52675572.61
"2727",257265,2020,23308344.43
"2728",257966,2020,4598242.96000001
"2729",258199,2020,19915084.2600001
"2730",259047,2020,55625685.27
"2731",259438,2020,19240606.88
"2732",259586,2020,28779782.5900002
"2733",260177,2020,18055613.73
"2734",260231,2020,38133971.24
"2735",260428,2020,99936079.79
"2736",260771,2020,818156.720000029
"2737",261238,2020,-32388573.1899996
"2738",261602,2020,27501952.68
"2739",261718,2020,22630120.41
"2740",261891,2020,68742509.0600004
"2741",261912,2020,86112.9000000954
"2742",262340,2020,66887261.1599998
"2743",262587,2020,2082509.57999998
"2744",262633,2020,7979506.87
"2745",262781,2020,32439440.91
"2746",262978,2020,332275024.36
"2747",263958,2020,-26058293.1499999
"2748",263991,2020,11507457.58
"2749",264334,2020,-14441477
"2750",265209,2020,-112487390.67
"2751",265365,2020,-18771162.1200001
"2752",265781,2020,21537371.0599999
"2753",266027,2020,36128714.5799999
"2754",266094,2020,2435311.64000034
"2755",266230,2020,35144516.4200001
"2756",266621,2020,104895757.87
"2757",267449,2020,3134827.02999997
"2758",267538,2020,-41782020.27
"2759",268321,2020,39936942.11
"2760",268810,2020,171279578.66
"2761",269247,2020,20682222.4699999
"2762",270059,2020,-10705352.36
"2763",270211,2020,31313758.48
"2764",271560,2020,13779563.5300001
"2765",271632,2020,20467051.6900001
"2766",271888,2020,-4907758.62
"2767",272523,2020,-6759910.23000002
"2768",272728,2020,6083461.16999996
"2769",272868,2020,23635316.25
"2770",272876,2020,8583168.08999997
"2771",273571,2020,-652581.629999995
"2772",274046,2020,-241796623.24
"2773",274101,2020,23306033.45
"2774",274879,2020,29164368.88
"2775",274968,2020,-9421007.92999995
"2776",275336,2020,28209009.17
"2777",275808,2020,-59110.1499999762
"2778",276111,2020,16332345.1799999
"2779",276227,2020,-11368602.8
"2780",276944,2020,50271778.7099999
"2781",277037,2020,35023038.16
"2782",277177,2020,10136692.3200001
"2783",277444,2020,1426874.15999985
"2784",277819,2020,62262118.5
"2785",278360,2020,-13948133.1700001
"2786",278475,2020,15703345.39
"2787",278653,2020,18541896.02
"2788",279072,2020,-492885.540000021
"2789",279102,2020,31275284.69
"2790",279676,2020,22362070.59
"2791",279773,2020,25778280.37
"2792",279846,2020,-6266249.20999998
"2793",279943,2020,40378802.2500002
"2794",279978,2020,40876806.1800001
"2795",281859,2020,-31810422.6700001
"2796",281964,2020,2037478.72000003
"2797",282481,2020,17154884.83
"2798",282651,2020,-56697223.23
"2799",282707,2020,24092863.99
"2800",282979,2020,-29151093.9400001
"2801",283061,2020,32066073.48
"2802",283193,2020,-3819601.88999999
"2803",283347,2020,-43047447.24
"2804",283509,2020,-23100187.03
"2805",283924,2020,197260943
"2806",284165,2020,-8270177.91
"2807",284301,2020,45216286.24
"2808",284611,2020,33635432.92
"2809",284653,2020,18025823.47
"2810",284891,2020,48925948.7199998
"2811",285030,2020,16512254.39
"2812",285455,2020,27224655.3099999
"2813",286010,2020,310700151.669999
"2814",286745,2020,-11048230.29
"2815",287113,2020,13778735.93
"2816",287172,2020,18842812.88
"2817",287351,2020,44685574.22
"2818",288365,2020,19336589.64
"2819",288659,2020,174589320.99
"2820",289931,2020,-24040185.64
"2821",289965,2020,-8764825.04999995
"2822",290629,2020,-34650753.0700002
"2823",291463,2020,40554248.4100001
"2824",291471,2020,28107876.23
"2825",291676,2020,-18152079.3
"2826",292311,2020,41504081.79
"2827",292427,2020,9241760.82999992
"2828",293199,2020,14561412.83
"2829",293881,2020,-25444922.0799999
"2830",294136,2020,1983274.26999998
"2831",294900,2020,-5895379.98000002
"2832",295671,2020,10123684.46
"2833",295841,2020,64273052.4400001
"2834",295892,2020,20992509.97
"2835",296139,2020,-88093878.95
"2836",296317,2020,45130953.22
"2837",296643,2020,14629621.98
"2838",296651,2020,-2373141.06
"2839",296759,2020,20690952.31
"2840",297313,2020,39855523.3600001
"2841",297437,2020,38353992.4399999
"2842",297488,2020,80038511.2599993
"2843",297534,2020,26641391.9900002
"2844",297569,2020,115615868.85
"2845",297577,2020,61234515.1199999
"2846",297755,2020,-6509425.25
"2847",297852,2020,-4124242.69999999
"2848",298077,2020,6741865.02999997
"2849",298212,2020,-2834233.3499999
"2850",298221,2020,16114835.75
"2851",299138,2020,32871499.0199999
"2852",299308,2020,71275634.0899992
"2853",299529,2020,9480166.51999998
"2854",299634,2020,34368299.9599999
"2855",300063,2020,24829522.96
"2856",300292,2020,34183944.75
"2857",300535,2020,114415202
"2858",300870,2020,-6513029.35000002
"2859",301311,2020,43844933.1600001
"2860",301493,2020,16669946.7399999
"2861",301825,2020,144845648.86
"2862",302724,2020,37296900.9400001
"2863",303038,2020,17443006.4
"2864",303461,2020,27926050.03
"2865",303640,2020,-61483875.76
"2866",304271,2020,68337256.23
"2867",304387,2020,35763212.8800001
"2868",304450,2020,-40901940.0899999
"2869",845451,2020,-1662326.95999908
"2870",44992785,2020,-1805632821.77
