"year","ico","Příjmy","Výdaje","saldo"
"2015","00249998",2409364667.7,2345078994.58,64285673.1199999
"2015","00250627",910026236.32,934965500.2,-24939263.88
"2015","00250805",327518209.38,306721551.21,20796658.17
"2015","00250996",159099080.35,148420877.94,10678202.41
"2015","00251810",1383778871.74,1319407715.23,64371156.51
"2015","00251984",321716919.11,330837617.19,-9120698.07999998
"2015","00252921",301166241.02,294309740.49,6856500.52999997
"2015","00253014",2033641882.89,1973471498.22,60170384.6700001
"2015","00253316",605213897.65,543193002.06,62020895.5899999
"2015","00253383",278602378.32,294911936.25,-16309557.93
"2015","00253901",822742913.81,836999402.4,-14256488.59
"2015","00253979",1906823192.04,1866963083.38,39860108.6600001
"2015","00254061",665028900.01,674145870.82,-9116970.81000006
"2015","00254657",2278481148.67,2358209457.2,-79728308.5299997
"2015","00254843",1194323410.34,1119950040.78,74373369.5599999
"2015","00255513",281258210.35,252625081.47,28633128.88
"2015","00255661",1414290172.48,1388654211.32,25635961.1599998
"2015","00256129",830526768.09,791356057.64,39170710.45
"2015","00256455",145561497.75,129588929.5,15972568.25
"2015","00256986",320395993.45,324798432.18,-4402438.73000002
"2015","00257125",428342949.05,403144417.2,25198531.85
"2015","00257265",257781314.21,275952546.51,-18171232.3
"2015","00257966",145117095.12,144318674.12,798421
"2015","00258199",511723927.41,476071253.13,35652674.28
"2015","00259047",652274825.92,609616834.24,42657991.6800001
"2015","00259438",465020094.98,479559840.64,-14539745.66
"2015","00259586",1723031551.66,1704188822.64,18842729.0200002
"2015","00260177",334147437.53,320141783.2,14005654.33
"2015","00260231",551732029.79,533265051.95,18466977.84
"2015","00260428",1873225192,1759476539.19,113748652.81
"2015","00260771",404987837.73,406976560.44,-1988722.70999998
"2015","00261238",1660992059.12,1620732371.36,40259687.76
"2015","00261602",410195376.42,397929417.69,12265958.73
"2015","00261718",696775487.2,664769697.4,32005789.8
"2015","00261891",2687233244.83,2643404214.22,43829030.6100001
"2015","00261912",1203458258.5,1197761815.63,5696442.87000012
"2015","00262340",2052002556.49,2093548269.83,-41545713.3400002
"2015","00262587",245710975.27,232931336.08,12779639.19
"2015","00262633",415844783.74,391951289.11,23893494.63
"2015","00262781",340553804.87,324994114.37,15559690.5
"2015","00262978",4595963440.34,4346549543.61,249413896.73
"2015","00263958",1205471510.92,1190886603.84,14584907.0799999
"2015","00263991",510871075.42,486400605.68,24470469.7399999
"2015","00264334",504899416.03,495164289.06,9735126.97000003
"2015","00265209",925338190.64,905139645.08,20198545.5600001
"2015","00265365",332301167.21,318953994.94,13347172.27
"2015","00265781",1311609907.08,1289977777.14,21632129.9399998
"2015","00266027",1489576701.67,1531023951.81,-41447250.1399999
"2015","00266094",3312736770.1,3151976167.74,160760602.36
"2015","00266230",931361832.55,879219995.16,52141837.39
"2015","00266621",2904651406.03,2770845189.9,133806216.13
"2015","00267449",1412732106.11,1401009992.43,11722113.6799998
"2015","00267538",481848779.2,458370474.68,23478304.52
"2015","00268321",466136168.69,462279335.38,3856833.31
"2015","00268810",6751385408.16,6617151548.29,134233859.87
"2015","00269247",318222021.25,299617405.67,18604615.58
"2015","00270059",453725896.32,442311694.29,11414202.03
"2015","00270211",866881027.2,874913494.31,-8032467.1099999
"2015","00271560",416689250.44,409684411.63,7004838.81
"2015","00271632",1151504635.65,1163832428.93,-12327793.28
"2015","00271888",200590861.29,232146695.3,-31555834.01
"2015","00272523",376123407.18,385986228.93,-9862821.75
"2015","00272728",304324388.14,301359354.92,2965033.21999997
"2015","00272868",729729457.3,712045097.61,17684359.6899999
"2015","00272876",235415636.95,227446346.38,7969290.56999999
"2015","00273571",175663047.82,175280074.24,382973.579999983
"2015","00274046",5152531513.74,5103910457.93,48621055.8099995
"2015","00274101",317627669.37,310186416.28,7441253.09000003
"2015","00274879",356514974.32,328927697.53,27587276.79
"2015","00274968",386972441.63,372947122.51,14025319.12
"2015","00275336",527017221.29,506148640.73,20868580.56
"2015","00275808",442030711.97,420488976.54,21541735.43
"2015","00276111",356612304.77,356383505.72,228799.050000012
"2015","00276227",719020471.28,787781580.3,-68761109.02
"2015","00276944",745832376.94,726171831.09,19660545.8500001
"2015","00277037",459742965.54,436474463.82,23268501.72
"2015","00277177",541685165.05,518143792.92,23541372.1299999
"2015","00277444",1086831852.58,1069835972.53,16995880.05
"2015","00277819",664308027.79,625573056.63,38734971.1600001
"2015","00278360",1267931507.96,1220519072.65,47412435.3099999
"2015","00278475",623754046.82,626212109.45,-2458062.63
"2015","00278653",732433459.28,712872136.61,19561322.67
"2015","00279072",124810209.44,122577998.18,2232211.25999999
"2015","00279102",411981728.03,398910748.51,13070979.52
"2015","00279676",616804096.32,605291359.57,11512736.75
"2015","00279773",749091980.88,708829575.65,40262405.23
"2015","00279846",286986406.8,272508458.99,14477947.81
"2015","00279943",1249199065.44,1232241039.43,16958026.01
"2015","00279978",686927764.78,683063664.4,3864100.38
"2015","00281859",429835460.72,422580293.47,7255167.25
"2015","00281964",510493656.87,459135731.78,51357925.09
"2015","00282481",286612027.53,274760073.12,11851954.41
"2015","00282651",292309311.26,258825663.21,33483648.05
"2015","00282707",429839838.46,417736197.84,12103640.62
"2015","00282979",397880246.83,391212886.16,6667360.66999996
"2015","00283061",1031480113.02,974008254.07,57471858.9499999
"2015","00283193",302381497.14,280412089.48,21969407.66
"2015","00283347",263393926.96,249087502.28,14306424.68
"2015","00283509",298527309.52,298940093.63,-412784.110000014
"2015","00283924",2895515511.08,2928184334.04,-32668822.96
"2015","00284165",165306259.33,165874952.55,-568693.219999999
"2015","00284301",1035610274.68,1023189308.14,12420966.54
"2015","00284611",165017015.75,163178196.35,1838819.40000001
"2015","00284653",271638579.57,265870965.66,5767613.91
"2015","00284891",1347453087.16,1436906675.51,-89453588.3499999
"2015","00285030",473795592.97,453170942.78,20624650.19
"2015","00285455",587247832.3,577032772.6,10215059.6999999
"2015","00286010",4075698553.02,4325146872.53,-249448319.51
"2015","00286745",195357489.06,162981375.76,32376113.3
"2015","00287113",353462056.53,351268868.13,2193188.39999998
"2015","00287172",328320691.72,334701820,-6381128.28000003
"2015","00287351",697213592.64,647320772.23,49892820.41
"2015","00288365",120854950.3,115587456.6,5267493.7
"2015","00288659",2124916697.58,2090598587.32,34318110.26
"2015","00289931",404093503.28,399281958.18,4811545.09999996
"2015","00289965",127263966.76,117863012.91,9400953.85000001
"2015","00290629",1391958703.84,1360239082.54,31719621.3
"2015","00291463",839954051.15,803119999.33,36834051.8199999
"2015","00291471",2029363428,2010901095.51,18462332.49
"2015","00291676",289194890.68,287376451.62,1818439.06
"2015","00292311",449526448.39,429353625.22,20172823.17
"2015","00292427",836278869.91,798703121.63,37575748.28
"2015","00293199",348120566.89,353970240.91,-5849674.01999998
"2015","00293881",1654879732.15,1534249999.99,120629732.16
"2015","00294136",333312745.85,303233841.6,30078904.25
"2015","00294900",542666142.38,581334140.63,-38667998.25
"2015","00295671",520624594.56,510342037.12,10282557.44
"2015","00295841",1035527779.05,1018893803.55,16633975.4999999
"2015","00295892",515959394.89,486959083.63,29000311.26
"2015","00296139",1316932783.22,1280863065.4,36069717.8199999
"2015","00296317",235794325.03,244005201.36,-8210876.33000001
"2015","00296643",2201674341.68,2203321282.75,-1646941.07000017
"2015","00296651",393586379.11,368364995.93,25221383.18
"2015","00296759",287652435.54,294855904.73,-7203469.19
"2015","00297313",1888002129.06,1898790128.58,-10787999.52
"2015","00297437",838152672.02,801300109.26,36852562.76
"2015","00297488",3261578035.48,3121092432.13,140485603.35
"2015","00297534",3238015368.65,3474939711.73,-236924343.08
"2015","00297569",1138889423.46,1186833302.51,-47943879.05
"2015","00297577",1275546105.9,1259109973.86,16436132.0399997
"2015","00297755",387752152.7,402027903.11,-14275750.41
"2015","00297852",526619454.9,592032208.63,-65412753.73
"2015","00298077",543985016.91,500154910.53,43830106.38
"2015","00298212",1486049016.6,1510449365.79,-24400349.1900001
"2015","00298221",343545121.58,350690661.2,-7145539.62
"2015","00299138",1315614918.09,1320182643.98,-4567725.8900001
"2015","00299308",4272240858.43,4010423006.8,261817851.63
"2015","00299529",566455244.11,553962720.05,12492524.0600001
"2015","00299634",416930608.28,402075037.81,14855570.47
"2015","00300063",830704854.06,822138775.94,8566078.12000012
"2015","00300292",144722255.13,141443930.9,3278324.22999999
"2015","00300535",2408837204.93,2388186889.96,20650314.9699998
"2015","00300870",263260612.28,248615747.32,14644864.96
"2015","00301311",1120732957.95,1117767378.74,2965579.21000004
"2015","00301493",524104993.79,498804579.23,25300414.56
"2015","00301825",1997049695.22,1883445319.18,113604376.04
"2015","00302724",1008210345.56,1046884687.94,-38674342.38
"2015","00303038",536711308.97,543024142.07,-6312833.10000008
"2015","00303461",1039669356.25,1042891158.59,-3221802.34000003
"2015","00303640",545250725.04,597303991.65,-52053266.6099999
"2015","00304271",648623289.26,618732242.66,29891046.5999999
"2015","00304387",961862231.71,926244784.11,35617447.6
"2015","00304450",1715286005.13,1670644453.48,44641551.6499999
"2015","00845451",25820372582.76,25082217772.55,738154810.210003
"2015","44992785",33448081266.62,32796974714.95,651106551.669998
"2016","00075370",21867011242.18,20633518101.14,1233493141.04
"2016","00081531",5477897904.18,5099066105.68,378831798.5
"2016","00231401",1182258456.27,1105733730.36,76524725.9099998
"2016","00232947",506882098.57,478929676.33,27952422.24
"2016","00232963",237532739.54,217095243.93,20437495.61
"2016","00233129",1318601831.22,1227314664.55,91287166.6700001
"2016","00233242",612601423.46,610744036.67,1857386.78999996
"2016","00234516",2797398857.21,2712939427.48,84459429.73
"2016","00234877",902484272.73,815491524.4,86992748.33
"2016","00235334",228648488.49,210561562.59,18086925.9
"2016","00235440",1619348483.07,1483430969,135917514.07
"2016","00236021",538848882.52,565438513.26,-26589630.74
"2016","00236195",1419359158.2,1436336032.92,-16976874.72
"2016","00236977",685573633.99,646589241.27,38984392.72
"2016","00237051",759276049.32,724596184.58,34679864.74
"2016","00237108",834023016.5,807366813.31,26656203.1900001
"2016","00238295",2013216899.52,1918405951.39,94810948.1299999
"2016","00238309",398982667.66,362818606,36164061.66
"2016","00239402",371493823.65,324233933.83,47259889.82
"2016","00239500",965834688.51,955319743.27,10514945.24
"2016","00239640",797162601.89,724629829.23,72532772.66
"2016","00240079",784139462.97,696458154.32,87681308.65
"2016","00240702",815291015.67,734434242.66,80856773.01
"2016","00241121",594747813.18,567692667.07,27055146.11
"2016","00242098",360360290.14,340943702.28,19416587.86
"2016","00243132",1207187940.78,1069075376.24,138112564.54
"2016","00243272",291071505,282471682.03,8599822.97000003
"2016","00244309",575781672.66,554858605.36,20923067.3
"2016","00244732",6445345643.07,6283242465.31,162103177.76
"2016","00245551",223317406.11,207330789.44,15986616.67
"2016","00245585",562492748.67,536478849.19,26013899.48
"2016","00245836",806755064.93,778243176.98,28511887.95
"2016","00245941",203022099.41,182403070.58,20619028.83
"2016","00246476",485048445.57,461986260.08,23062185.49
"2016","00246875",1533927105.72,1481000372.44,52926733.28
"2016","00247618",604056291.06,559669356.78,44386934.28
"2016","00248266",476501974.96,457629002.49,18872972.47
"2016","00248789",280079194.93,264906294.04,15172900.89
"2016","00248801",639158363.78,636775999.44,2382364.33999991
"2016","00249831",345156669.01,345280315.9,-123646.889999986
"2016","00249998",2282198068.7,2223058848.67,59139220.0299997
"2016","00250627",721231651.96,690084295.12,31147356.84
"2016","00250805",299693591.49,289439617.56,10253973.93
"2016","00250996",160672901.37,146961897.61,13711003.76
"2016","00251810",1090651282.1,950333832.78,140317449.32
"2016","00251984",344558588.92,324413262.33,20145326.59
"2016","00252921",329172186.54,309525028.57,19647157.97
"2016","00253014",1867101499.27,1710512263.13,156589236.14
"2016","00253316",493522868.91,428935408.59,64587460.32
"2016","00253383",262049774.34,197887663.56,64162110.78
"2016","00253901",839181294.37,768368998.92,70812295.45
"2016","00253979",2225585909.97,2046361243.02,179224666.95
"2016","00254061",728774560.95,685774041.09,43000519.86
"2016","00254657",2279943178.59,2045376665.36,234566513.23
"2016","00254843",1303317715.64,1306954099.12,-3636383.47999978
"2016","00255513",395578076.51,361599584.37,33978492.14
"2016","00255661",1019846629.73,936121529.89,83725099.84
"2016","00256129",855401636.82,819243492.22,36158144.5999999
"2016","00256455",129479961.05,118254477.7,11225483.35
"2016","00256986",326238214.26,323625228.98,2612985.27999997
"2016","00257125",462488742.34,445310530.46,17178211.8800001
"2016","00257265",272981238.51,260840501.01,12140737.5
"2016","00257966",117091872.04,107770193.19,9321678.84999999
"2016","00258199",415164679.84,390447010.95,24717668.89
"2016","00259047",898196354.87,817374215.2,80822139.67
"2016","00259438",539964436.68,487996887.42,51967549.2599999
"2016","00259586",1456024850.6,1346446355.87,109578494.73
"2016","00260177",364379874.35,347862952.99,16516921.36
"2016","00260231",515447005.06,512417675.96,3029329.10000002
"2016","00260428",1275558376.05,1164019009.47,111539366.58
"2016","00260771",404732058.22,398778178.08,5953880.13999999
"2016","00261238",1665852298.23,1545178808.03,120673490.2
"2016","00261602",447145024.04,427891672.28,19253351.7600001
"2016","00261718",698227451.71,638088873.88,60138577.83
"2016","00261891",2769578612.99,2701281747.56,68296865.4300003
"2016","00261912",1175718324.42,1192210208.24,-16491883.8199999
"2016","00262340",2165037344.52,2067000471.84,98036872.6800001
"2016","00262587",242505691.66,229272949.46,13232742.2
"2016","00262633",337428595.87,323436761.47,13991834.4
"2016","00262781",317209443.95,308265832.51,8943611.44
"2016","00262978",4638773281.88,4371992827.56,266780454.32
"2016","00263958",962312017.79,976978915.45,-14666897.6600001
"2016","00263991",472566690.73,445552220.06,27014470.67
"2016","00264334",628258135.66,611695917.12,16562218.54
"2016","00265209",979654136.62,965189306.67,14464829.95
"2016","00265365",355393664.12,339765517.57,15628146.55
"2016","00265781",923996005.61,872070195.5,51925810.11
"2016","00266027",1815755312.82,1705339314.91,110415997.91
"2016","00266094",3582966385.86,3308598757.12,274367628.739999
"2016","00266230",1024935412.77,946071147.55,78864265.2199999
"2016","00266621",3281728385.05,3057656329.15,224072055.9
"2016","00267449",1466052575.41,1446834003.41,19218572
"2016","00267538",504012859.67,488565486.59,15447373.08
"2016","00268321",407973175.23,392229121.35,15744053.88
"2016","00268810",6435337544.2,6254879385.77,180458158.429999
"2016","00269247",310795687.28,295552221.92,15243465.36
"2016","00270059",418292413.69,382663894.92,35628518.77
"2016","00270211",924226895.18,880212410.1,44014485.0799999
"2016","00271560",362919992.36,338366958.65,24553033.71
"2016","00271632",1078901369.06,1020557980.26,58343388.8
"2016","00271888",258847068.36,229730512.02,29116556.34
"2016","00272523",359491763.79,341328113.93,18163649.86
"2016","00272728",240552953.31,222105473.21,18447480.1
"2016","00272868",738738188.09,724930049.39,13808138.7
"2016","00272876",207058973.63,195555002.71,11503970.92
"2016","00273571",160149740,146708182.28,13441557.72
"2016","00274046",5184248602.45,5086527141.11,97721461.3400002
"2016","00274101",332665597.32,321211848.61,11453748.71
"2016","00274879",365164334.65,339898437.56,25265897.09
"2016","00274968",382523564.05,363754044.46,18769519.59
"2016","00275336",528887088.74,520787926.58,8099162.16000003
"2016","00275808",405262778.55,388698445.08,16564333.47
"2016","00276111",336273619.98,333323062.39,2950557.59000003
"2016","00276227",718525702.13,713132265.2,5393436.92999995
"2016","00276944",761656181.16,735063466.91,26592714.25
"2016","00277037",404517920.38,378758406.91,25759513.47
"2016","00277177",483185963.1,474313995.14,8871967.95999998
"2016","00277444",1003517987.21,921480531.71,82037455.5
"2016","00277819",671527696.18,625244852.92,46282843.26
"2016","00278360",1314693533.23,1237048971.44,77644561.79
"2016","00278475",399216291.93,335157480.83,64058811.1
"2016","00278653",755055091.24,734757555.79,20297535.45
"2016","00279072",122723644.02,105118673.51,17604970.51
"2016","00279102",297103833.51,279426410.76,17677422.75
"2016","00279676",638609607.93,621132533.38,17477074.55
"2016","00279773",805963654.16,789104235.91,16859418.25
"2016","00279846",300654667.66,277607427.54,23047240.12
"2016","00279943",1341439126.86,1310843734.47,30595392.3900001
"2016","00279978",729735711.25,722541449.98,7194261.26999998
"2016","00281859",410257450.34,397474009.46,12783440.8800001
"2016","00281964",489670450.56,435517525.76,54152924.8
"2016","00282481",370420636.65,333612614.87,36808021.78
"2016","00282651",299620968.92,261869452.69,37751516.23
"2016","00282707",671762994.94,671982239.73,-219244.790000081
"2016","00282979",461766096.65,454473077.3,7293019.35000008
"2016","00283061",938796027.31,922296279.23,16499748.0799999
"2016","00283193",347407222.9,317504736.54,29902486.36
"2016","00283347",264582188.38,206230497.55,58351690.83
"2016","00283509",216618676.65,207302162.5,9316514.15000001
"2016","00283924",3145181871.34,3052976252.7,92205618.6399999
"2016","00284165",232159889.75,199314746.37,32845143.38
"2016","00284301",1021296709.88,986347518.87,34949191.01
"2016","00284611",136311369.49,118521970.17,17789399.32
"2016","00284653",263615866.14,248881735.34,14734130.8
"2016","00284891",1109536820.43,959065630.88,150471189.55
"2016","00285030",583019192.93,587140483.66,-4121290.7299999
"2016","00285455",585213195.25,562614570.66,22598624.59
"2016","00286010",3849006395.48,3714252409.45,134753986.03
"2016","00286745",169935541.33,163519923.3,6415618.02999997
"2016","00287113",369903064.07,347603687.09,22299376.98
"2016","00287172",314951202.86,277667522.51,37283680.35
"2016","00287351",622312424.94,597926157.18,24386267.7600001
"2016","00288365",107497717.61,104418751.13,3078966.48
"2016","00288659",2159718050.18,2121093532.11,38624518.0700002
"2016","00289931",498488474.05,489768282.43,8720191.62
"2016","00289965",128064377.5,106727750.27,21336627.23
"2016","00290629",1444590473.64,1373228039.93,71362433.71
"2016","00291463",879448954.89,875555246.12,3893708.76999998
"2016","00291471",1614051014.88,1528697061.65,85353953.23
"2016","00291676",254262285.39,238847965.74,15414319.65
"2016","00292311",392773964.29,357513114.34,35260849.95
"2016","00292427",880923305.12,813863828.41,67059476.71
"2016","00293199",327276976.87,313397651.18,13879325.69
"2016","00293881",1690172301.14,1513646083.61,176526217.53
"2016","00294136",244299457.17,200616707.59,43682749.58
"2016","00294900",496844260.32,507760825.75,-10916565.43
"2016","00295671",485081838.31,447094707.09,37987131.22
"2016","00295841",980735861.27,983756342.41,-3020481.13999999
"2016","00295892",519104753.8,472553635.22,46551118.58
"2016","00296139",1455125898.76,1423398048.62,31727850.1400001
"2016","00296317",250612961.27,204492720.02,46120241.25
"2016","00296643",2151362294.87,1986562774.21,164799520.66
"2016","00296651",474163418.8,439678507.16,34484911.64
"2016","00296759",285900549.12,270120012.36,15780536.76
"2016","00297313",1827941993.48,1702292614.57,125649378.91
"2016","00297437",755810097.35,686855277.52,68954819.83
"2016","00297488",3066469207.18,2743211653.48,323257553.7
"2016","00297534",2500505290.48,2147583017.97,352922272.51
"2016","00297569",1293495529.54,1254520474.94,38975054.5999999
"2016","00297577",1249771304.17,1191058978.74,58712325.4300001
"2016","00297755",442485412.64,438801851.4,3683561.24000001
"2016","00297852",375787647.05,345380707.78,30406939.27
"2016","00298077",440346813.03,379290328.8,61056484.23
"2016","00298212",1578603440.84,1561908141.5,16695299.3400002
"2016","00298221",404143538.34,394337768.32,9805770.02000004
"2016","00299138",674069826.4,660230716.55,13839109.85
"2016","00299308",4368221892.63,4189907564.57,178314328.06
"2016","00299529",527425211.51,420619184.79,106806026.72
"2016","00299634",312142639.18,272505762.63,39636876.55
"2016","00300063",933281189.92,936089443.93,-2808254.01000011
"2016","00300292",217881112.73,172150681.82,45730430.91
"2016","00300535",2813389953.79,2518210255.13,295179698.66
"2016","00300870",241014260.2,233026344.88,7987915.32000002
"2016","00301311",1002679768.53,974518437.96,28161330.5699999
"2016","00301493",547042048.28,507013016.15,40029032.13
"2016","00301825",1703357036.82,1536153135.54,167203901.28
"2016","00302724",865785134.47,783655980,82129154.4699999
"2016","00303038",599589209.56,559852472.93,39736736.63
"2016","00303461",1032593099.4,988616070.83,43977028.5699999
"2016","00303640",533136745.44,519584307.89,13552437.55
"2016","00304271",558666303.74,522542216.92,36124086.8200001
"2016","00304387",1036375726.79,996823286.23,39552440.5599999
"2016","00304450",1557319086.97,1488502898.57,68816188.4000001
"2016","00845451",24362931517.68,22709446414.13,1653485103.55
"2016","44992785",49120496466.64,47552465522.38,1568030944.26
"2017","00075370",22411575147.45,21757832604.15,653742543.299999
"2017","00081531",6031250515.23,5805806914.24,225443600.990001
"2017","00231401",1551007923.03,1631508734.62,-80500811.5900002
"2017","00232947",571538198.33,519065855.8,52472342.53
"2017","00232963",276815649.29,265896138.4,10919510.89
"2017","00233129",1237719527,1184087836.46,53631690.54
"2017","00233242",514664049.51,515134779.6,-470730.089999974
"2017","00234516",3016096136.97,2997871609.71,18224527.2599998
"2017","00234877",933203888.88,867314892.51,65888996.37
"2017","00235334",217118685.2,207274025.21,9844659.98999998
"2017","00235440",1874930498.38,1813819527.82,61110970.5600002
"2017","00236021",581633996.39,555482054.94,26151941.4499999
"2017","00236195",1418419953.46,1401696888.04,16723065.4200001
"2017","00236977",732769773.61,688559522.75,44210250.86
"2017","00237051",874067300.79,848307399.46,25759901.3299999
"2017","00237108",949504142.64,931372322.05,18131820.59
"2017","00238295",2128149848.73,2237721679.53,-109571830.8
"2017","00238309",470331821.45,456018066.66,14313754.79
"2017","00239402",389723879.67,365704689.25,24019190.42
"2017","00239500",1014652606.71,976425125.5,38227481.21
"2017","00239640",912789473.92,873359659.31,39429814.61
"2017","00240079",1019406067.34,925027680.38,94378386.96
"2017","00240702",835004373.38,828637322.88,6367050.5
"2017","00241121",577793014.27,589341046.27,-11548032
"2017","00242098",476075438.09,470452569.77,5622868.32000005
"2017","00243132",1327230486.28,1268339930.63,58890555.6500001
"2017","00243272",328057451.74,315213112.44,12844339.3
"2017","00244309",684866431.67,667554970.76,17311460.91
"2017","00244732",6307465378.81,6172294166.14,135171212.670001
"2017","00245551",279802197.71,270147205.6,9654992.10999995
"2017","00245585",503841172.44,490307574.72,13533597.72
"2017","00245836",800872317.13,771022432.93,29849884.2
"2017","00245941",270413742.34,235356640.07,35057102.27
"2017","00246476",540305474.63,536193769.51,4111705.11999995
"2017","00246875",1461665846.16,1371807392.08,89858454.0799999
"2017","00247618",648368021.15,608604371.28,39763649.87
"2017","00248266",537321147.11,549170377.04,-11849229.9299999
"2017","00248789",330995058.93,321050829.78,9944229.14999998
"2017","00248801",588900371.23,591788354.3,-2887983.06999993
"2017","00249831",351754356,345053494.52,6700861.48000002
"2017","00249998",2346785974.54,2358556898.54,-11770924
"2017","00250627",776787378.71,757118991.11,19668387.6
"2017","00250805",303165270.41,287455699.03,15709571.3800001
"2017","00250996",178881062.5,152432864.01,26448198.49
"2017","00251810",1259447916.31,1166994129.92,92453786.3899999
"2017","00251984",391026891.63,367022547.68,24004343.95
"2017","00252921",329673553.3,318156116.34,11517436.96
"2017","00253014",1902395113.21,1839621498.1,62773615.1100001
"2017","00253316",552784795.46,540070005.3,12714790.1600001
"2017","00253383",300871594.2,312962967.25,-12091373.05
"2017","00253901",830724950.89,788858288.22,41866662.67
"2017","00253979",2174254414.07,2126608058.99,47646355.0800002
"2017","00254061",864369967.52,829026733.09,35343234.4299999
"2017","00254657",2191437626.49,2097023774.83,94413851.6600001
"2017","00254843",1270098172.08,1280425285.92,-10327113.8400002
"2017","00255513",351339834.5,366792279.43,-15452444.93
"2017","00255661",1065687375.95,1020554834.23,45132541.72
"2017","00256129",911559757.87,876798062.04,34761695.83
"2017","00256455",126327866.01,104139379.12,22188486.89
"2017","00256986",365990639.7,382690772.89,-16700133.19
"2017","00257125",424970549.23,406111721.58,18858827.65
"2017","00257265",276307408.84,258650593.07,17656815.77
"2017","00257966",129269711.03,127837868.72,1431842.31
"2017","00258199",478515684.83,438451806.7,40063878.13
"2017","00259047",741410310.59,692227394.35,49182916.24
"2017","00259438",346261030.67,351528133.91,-5267103.24000001
"2017","00259586",1593181112.26,1533919349.79,59261762.47
"2017","00260177",440615810.18,430695264.07,9920546.11000001
"2017","00260231",543616142.27,513191033.26,30425109.01
"2017","00260428",2046155697.42,1956000971.66,90154725.76
"2017","00260771",414195136.27,428307606.05,-14112469.78
"2017","00261238",1887837442.53,1809779975.35,78057467.1800001
"2017","00261602",438689025.7,442075367.65,-3386341.94999999
"2017","00261718",818299707.22,789491848.12,28807859.1
"2017","00261891",2960157772.36,2998617331.14,-38459558.7799997
"2017","00261912",1161507078.28,1148476394.79,13030683.49
"2017","00262340",2112691561.08,2016704248.07,95987313.01
"2017","00262587",315777372.37,344178193.96,-28400821.59
"2017","00262633",367300936.22,356400195.41,10900740.8099999
"2017","00262781",375432398.75,372937846.28,2494552.46999997
"2017","00262978",5063405074.48,4888369133.06,175035941.420001
"2017","00263958",1125908286.48,1082455263.84,43453022.6400001
"2017","00263991",482812862.74,493857434.64,-11044571.9
"2017","00264334",605491761.64,610921544.08,-5429782.44000006
"2017","00265209",1070654453.95,1045299079.06,25355374.89
"2017","00265365",387858348.28,375990558.46,11867789.82
"2017","00265781",994426030.81,946836119.52,47589911.29
"2017","00266027",1625223094.47,1568127452.67,57095641.8000002
"2017","00266094",3956339805.66,3704268659.86,252071145.8
"2017","00266230",999490268.23,973686045.59,25804222.64
"2017","00266621",3565453371.26,3416546588.08,148906783.18
"2017","00267449",1577267997.98,1520505510.33,56762487.6500001
"2017","00267538",417442688.7,419400644.64,-1957955.94
"2017","00268321",447513007.29,431348776.74,16164230.55
"2017","00268810",5142080730.74,4806848410.89,335232319.849999
"2017","00269247",337674994.52,330705980.99,6969013.52999997
"2017","00270059",522899702.6,535991039.21,-13091336.61
"2017","00270211",982588186.58,915889971.81,66698214.7700001
"2017","00271560",447039271.82,444470232.02,2569039.79999995
"2017","00271632",1086048326.43,1086399008.08,-350681.649999857
"2017","00271888",216268652.7,184884608.49,31384044.21
"2017","00272523",406135688.73,422531311.25,-16395622.52
"2017","00272728",261635466.66,246193323.74,15442142.92
"2017","00272868",699343511.68,713570034.13,-14226522.4499999
"2017","00272876",232033858.6,217695574.44,14338284.16
"2017","00273571",175889224.18,156902662.9,18986561.28
"2017","00274046",6112292486.87,6081061954.25,31230532.6199999
"2017","00274101",369692446.17,373156957.07,-3464510.89999998
"2017","00274879",351829841.79,328617875.34,23211966.45
"2017","00274968",418438566.25,386978886.18,31459680.07
"2017","00275336",627702087.98,595788953.14,31913134.84
"2017","00275808",534544980.76,549508195.49,-14963214.73
"2017","00276111",347443517.42,332065614.73,15377902.69
"2017","00276227",834794623.81,813712780.59,21081843.2199999
"2017","00276944",784071853.64,776382019.52,7689834.12
"2017","00277037",474218318.49,469621990.16,4596328.32999998
"2017","00277177",547385380.03,545268051.43,2117328.5999999
"2017","00277444",1151360938.08,1079985452.17,71375485.9099998
"2017","00277819",742161664.75,741691796.41,469868.340000033
"2017","00278360",1511942330.61,1487307739.29,24634591.3199999
"2017","00278475",724386494.29,661090872.71,63295621.5799999
"2017","00278653",854943820.73,828841646.09,26102174.6399999
"2017","00279072",117880425.57,117609846.64,270578.930000007
"2017","00279102",371927098.11,367712722.16,4214375.95000005
"2017","00279676",699708864.63,694426418.22,5282446.40999997
"2017","00279773",880584514.77,876553849.47,4030665.29999995
"2017","00279846",335223502.39,331672327.3,3551175.08999997
"2017","00279943",1240834589.06,1197072479.53,43762109.53
"2017","00279978",611569780.79,625907430.87,-14337650.08
"2017","00281859",451236215.02,428366146.88,22870068.14
"2017","00281964",557210206.02,573547543.45,-16337337.4300001
"2017","00282481",419844222.45,412618093.48,7226128.96999997
"2017","00282651",343983739.48,309245877.38,34737862.1
"2017","00282707",470768088.28,470392116.33,375971.949999988
"2017","00282979",424702325.27,452820563.33,-28118238.06
"2017","00283061",1101135581.19,1120018660.22,-18883079.03
"2017","00283193",345564955.27,327263204.14,18301751.13
"2017","00283347",241238326.01,225589771.39,15648554.62
"2017","00283509",232480053.76,212002002.9,20478050.86
