,year,municipality_id,municipality_name,winner_vote_percentage,party_id,party_name,party_name_short,is_overall_winner,is_winner_in_coalition,winner_vote_percentage_adj,coalition_vote_percentage,coalition_vote_percentage_adj,is_coalition_won,is_election_year
475,2009,5313,Ústí nad Orlicí,37.31,53,Občanská demokratická strana,ODS,1,1,44.4749076171177,52.27,62.3077840028609,1,0
476,2006,5314,Vysoké Mýto,36.79,53,Občanská demokratická strana,ODS,1,1,43.50756859035,52.78,62.4172185430464,1,1
477,2007,5314,Vysoké Mýto,36.79,53,Občanská demokratická strana,ODS,1,1,43.50756859035,52.78,62.4172185430464,1,0
478,2008,5314,Vysoké Mýto,36.79,53,Občanská demokratická strana,ODS,1,1,43.50756859035,52.78,62.4172185430464,1,0
479,2009,5314,Vysoké Mýto,36.79,53,Občanská demokratická strana,ODS,1,1,43.50756859035,52.78,62.4172185430464,1,0
480,2006,5315,Žamberk,43.52,53,Občanská demokratická strana,ODS,1,1,50.4989556741703,59.16,68.6470178695753,1,1
481,2007,5315,Žamberk,43.52,53,Občanská demokratická strana,ODS,1,1,50.4989556741703,59.16,68.6470178695753,1,0
482,2008,5315,Žamberk,43.52,53,Občanská demokratická strana,ODS,1,1,50.4989556741703,59.16,68.6470178695753,1,0
483,2009,5315,Žamberk,43.52,53,Občanská demokratická strana,ODS,1,1,50.4989556741703,59.16,68.6470178695753,1,0
484,2006,6101,Bystřice nad Pernštejnem,48.05,7,Česká strana sociálně demokratická,ČSSD,0,0,58.3910560213878,34.24,41.6089439786122,0,1
485,2007,6101,Bystřice nad Pernštejnem,48.05,7,Česká strana sociálně demokratická,ČSSD,0,0,58.3910560213878,34.24,41.6089439786122,0,0
486,2008,6101,Bystřice nad Pernštejnem,48.05,7,Česká strana sociálně demokratická,ČSSD,0,0,58.3910560213878,34.24,41.6089439786122,0,0
487,2009,6101,Bystřice nad Pernštejnem,48.05,7,Česká strana sociálně demokratická,ČSSD,0,0,58.3910560213878,34.24,41.6089439786122,0,0
488,2006,6102,Havlíčkův Brod,34.91,7,Česká strana sociálně demokratická,ČSSD,0,0,43.4366056986438,45.46,56.5633943013562,1,1
489,2007,6102,Havlíčkův Brod,34.91,7,Česká strana sociálně demokratická,ČSSD,0,0,43.4366056986438,45.46,56.5633943013562,1,0
490,2008,6102,Havlíčkův Brod,34.91,7,Česká strana sociálně demokratická,ČSSD,0,0,43.4366056986438,45.46,56.5633943013562,1,0
491,2009,6102,Havlíčkův Brod,34.91,7,Česká strana sociálně demokratická,ČSSD,0,0,43.4366056986438,45.46,56.5633943013562,1,0
492,2006,6103,Humpolec,33.16,7,Česká strana sociálně demokratická,ČSSD,0,0,41.6844751728473,46.39,58.3155248271527,1,1
493,2007,6103,Humpolec,33.16,7,Česká strana sociálně demokratická,ČSSD,0,0,41.6844751728473,46.39,58.3155248271527,1,0
494,2008,6103,Humpolec,33.16,7,Česká strana sociálně demokratická,ČSSD,0,0,41.6844751728473,46.39,58.3155248271527,1,0
495,2009,6103,Humpolec,33.16,7,Česká strana sociálně demokratická,ČSSD,0,0,41.6844751728473,46.39,58.3155248271527,1,0
496,2006,6104,Chotěboř,35.44,7,Česká strana sociálně demokratická,ČSSD,0,0,42.9003752572328,47.17,57.0996247427672,1,1
497,2007,6104,Chotěboř,35.44,7,Česká strana sociálně demokratická,ČSSD,0,0,42.9003752572328,47.17,57.0996247427672,1,0
498,2008,6104,Chotěboř,35.44,7,Česká strana sociálně demokratická,ČSSD,0,0,42.9003752572328,47.17,57.0996247427672,1,0
499,2009,6104,Chotěboř,35.44,7,Česká strana sociálně demokratická,ČSSD,0,0,42.9003752572328,47.17,57.0996247427672,1,0
500,2006,6105,Jihlava,34.65,53,Občanská demokratická strana,ODS,1,1,41.9389978213508,49.3,59.6707818930041,1,1
501,2007,6105,Jihlava,34.65,53,Občanská demokratická strana,ODS,1,1,41.9389978213508,49.3,59.6707818930041,1,0
502,2008,6105,Jihlava,34.65,53,Občanská demokratická strana,ODS,1,1,41.9389978213508,49.3,59.6707818930041,1,0
503,2009,6105,Jihlava,34.65,53,Občanská demokratická strana,ODS,1,1,41.9389978213508,49.3,59.6707818930041,1,0
504,2006,6106,Moravské Budějovice,34.2,7,Česká strana sociálně demokratická,ČSSD,0,0,44.3062572872134,42.99,55.6937427127866,1,1
505,2007,6106,Moravské Budějovice,34.2,7,Česká strana sociálně demokratická,ČSSD,0,0,44.3062572872134,42.99,55.6937427127866,1,0
506,2008,6106,Moravské Budějovice,34.2,7,Česká strana sociálně demokratická,ČSSD,0,0,44.3062572872134,42.99,55.6937427127866,1,0
507,2009,6106,Moravské Budějovice,34.2,7,Česká strana sociálně demokratická,ČSSD,0,0,44.3062572872134,42.99,55.6937427127866,1,0
508,2006,6107,Náměšť nad Oslavou,40.12,7,Česká strana sociálně demokratická,ČSSD,0,0,51.3240373544838,38.05,48.6759626455162,0,1
509,2007,6107,Náměšť nad Oslavou,40.12,7,Česká strana sociálně demokratická,ČSSD,0,0,51.3240373544838,38.05,48.6759626455162,0,0
510,2008,6107,Náměšť nad Oslavou,40.12,7,Česká strana sociálně demokratická,ČSSD,0,0,51.3240373544838,38.05,48.6759626455162,0,0
511,2009,6107,Náměšť nad Oslavou,40.12,7,Česká strana sociálně demokratická,ČSSD,0,0,51.3240373544838,38.05,48.6759626455162,0,0
512,2006,6108,Nové Město na Moravě,38.23,7,Česká strana sociálně demokratická,ČSSD,0,0,45.7679875493834,45.3,54.2320124506165,1,1
513,2007,6108,Nové Město na Moravě,38.23,7,Česká strana sociálně demokratická,ČSSD,0,0,45.7679875493834,45.3,54.2320124506165,1,0
514,2008,6108,Nové Město na Moravě,38.23,7,Česká strana sociálně demokratická,ČSSD,0,0,45.7679875493834,45.3,54.2320124506165,1,0
515,2009,6108,Nové Město na Moravě,38.23,7,Česká strana sociálně demokratická,ČSSD,0,0,45.7679875493834,45.3,54.2320124506165,1,0
516,2006,6109,Pacov,35.5,7,Česká strana sociálně demokratická,ČSSD,0,0,44.0064460146275,45.17,55.9935539853725,1,1
517,2007,6109,Pacov,35.5,7,Česká strana sociálně demokratická,ČSSD,0,0,44.0064460146275,45.17,55.9935539853725,1,0
518,2008,6109,Pacov,35.5,7,Česká strana sociálně demokratická,ČSSD,0,0,44.0064460146275,45.17,55.9935539853725,1,0
519,2009,6109,Pacov,35.5,7,Česká strana sociálně demokratická,ČSSD,0,0,44.0064460146275,45.17,55.9935539853725,1,0
520,2006,6110,Pelhřimov,36.2,53,Občanská demokratická strana,ODS,1,1,42.6735824590357,50.96,60.0730873511729,1,1
521,2007,6110,Pelhřimov,36.2,53,Občanská demokratická strana,ODS,1,1,42.6735824590357,50.96,60.0730873511729,1,0
522,2008,6110,Pelhřimov,36.2,53,Občanská demokratická strana,ODS,1,1,42.6735824590357,50.96,60.0730873511729,1,0
523,2009,6110,Pelhřimov,36.2,53,Občanská demokratická strana,ODS,1,1,42.6735824590357,50.96,60.0730873511729,1,0
524,2006,6111,Světlá nad Sázavou,33.45,7,Česká strana sociálně demokratická,ČSSD,0,0,43.000385653683,44.34,56.999614346317,1,1
525,2007,6111,Světlá nad Sázavou,33.45,7,Česká strana sociálně demokratická,ČSSD,0,0,43.000385653683,44.34,56.999614346317,1,0
526,2008,6111,Světlá nad Sázavou,33.45,7,Česká strana sociálně demokratická,ČSSD,0,0,43.000385653683,44.34,56.999614346317,1,0
527,2009,6111,Světlá nad Sázavou,33.45,7,Česká strana sociálně demokratická,ČSSD,0,0,43.000385653683,44.34,56.999614346317,1,0
528,2006,6112,Telč,32.74,53,Občanská demokratická strana,ODS,1,1,40.4697156983931,52.0,64.2768850432633,1,1
529,2007,6112,Telč,32.74,53,Občanská demokratická strana,ODS,1,1,40.4697156983931,52.0,64.2768850432633,1,0
530,2008,6112,Telč,32.74,53,Občanská demokratická strana,ODS,1,1,40.4697156983931,52.0,64.2768850432633,1,0
531,2009,6112,Telč,32.74,53,Občanská demokratická strana,ODS,1,1,40.4697156983931,52.0,64.2768850432633,1,0
532,2006,6113,Třebíč,34.33,7,Česká strana sociálně demokratická,ČSSD,0,0,42.9769654481723,45.55,57.0230345518277,1,1
533,2007,6113,Třebíč,34.33,7,Česká strana sociálně demokratická,ČSSD,0,0,42.9769654481723,45.55,57.0230345518277,1,0
534,2008,6113,Třebíč,34.33,7,Česká strana sociálně demokratická,ČSSD,0,0,42.9769654481723,45.55,57.0230345518277,1,0
535,2009,6113,Třebíč,34.33,7,Česká strana sociálně demokratická,ČSSD,0,0,42.9769654481723,45.55,57.0230345518277,1,0
536,2006,6114,Velké Meziříčí,38.28,7,Česká strana sociálně demokratická,ČSSD,0,0,46.2765957446809,44.44,53.7234042553192,1,1
537,2007,6114,Velké Meziříčí,38.28,7,Česká strana sociálně demokratická,ČSSD,0,0,46.2765957446809,44.44,53.7234042553192,1,0
538,2008,6114,Velké Meziříčí,38.28,7,Česká strana sociálně demokratická,ČSSD,0,0,46.2765957446809,44.44,53.7234042553192,1,0
539,2009,6114,Velké Meziříčí,38.28,7,Česká strana sociálně demokratická,ČSSD,0,0,46.2765957446809,44.44,53.7234042553192,1,0
540,2006,6115,Žďár nad Sázavou,37.8,7,Česká strana sociálně demokratická,ČSSD,0,0,45.6466610312764,45.01,54.3533389687236,1,1
541,2007,6115,Žďár nad Sázavou,37.8,7,Česká strana sociálně demokratická,ČSSD,0,0,45.6466610312764,45.01,54.3533389687236,1,0
542,2008,6115,Žďár nad Sázavou,37.8,7,Česká strana sociálně demokratická,ČSSD,0,0,45.6466610312764,45.01,54.3533389687236,1,0
543,2009,6115,Žďár nad Sázavou,37.8,7,Česká strana sociálně demokratická,ČSSD,0,0,45.6466610312764,45.01,54.3533389687236,1,0
544,2006,6201,Blansko,36.54,7,Česká strana sociálně demokratická,ČSSD,0,0,45.7894736842105,43.26,54.2105263157895,1,1
545,2007,6201,Blansko,36.54,7,Česká strana sociálně demokratická,ČSSD,0,0,45.7894736842105,43.26,54.2105263157895,1,0
546,2008,6201,Blansko,36.54,7,Česká strana sociálně demokratická,ČSSD,0,0,45.7894736842105,43.26,54.2105263157895,1,0
547,2009,6201,Blansko,36.54,7,Česká strana sociálně demokratická,ČSSD,0,0,45.7894736842105,43.26,54.2105263157895,1,0
548,2006,6202,Boskovice,38.67,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8501304244724,45.67,54.1498695755276,1,1
549,2007,6202,Boskovice,38.67,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8501304244724,45.67,54.1498695755276,1,0
550,2008,6202,Boskovice,38.67,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8501304244724,45.67,54.1498695755276,1,0
551,2009,6202,Boskovice,38.67,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8501304244724,45.67,54.1498695755276,1,0
552,2006,6203,Brno,37.74,53,Občanská demokratická strana,ODS,1,1,43.9911411586432,54.78,63.8535959902086,1,1
553,2007,6203,Brno,37.74,53,Občanská demokratická strana,ODS,1,1,43.9911411586432,54.78,63.8535959902086,1,0
554,2008,6203,Brno,37.74,53,Občanská demokratická strana,ODS,1,1,43.9911411586432,54.78,63.8535959902086,1,0
555,2009,6203,Brno,37.74,53,Občanská demokratická strana,ODS,1,1,43.9911411586432,54.78,63.8535959902086,1,0
556,2006,6204,Břeclav,33.46,53,Občanská demokratická strana,ODS,1,1,42.0087884494664,46.64,58.556183301946,1,1
557,2007,6204,Břeclav,33.46,53,Občanská demokratická strana,ODS,1,1,42.0087884494664,46.64,58.556183301946,1,0
558,2008,6204,Břeclav,33.46,53,Občanská demokratická strana,ODS,1,1,42.0087884494664,46.64,58.556183301946,1,0
559,2009,6204,Břeclav,33.46,53,Občanská demokratická strana,ODS,1,1,42.0087884494664,46.64,58.556183301946,1,0
560,2006,6205,Bučovice,39.78,7,Česká strana sociálně demokratická,ČSSD,0,0,51.4884804556044,37.48,48.5115195443955,0,1
561,2007,6205,Bučovice,39.78,7,Česká strana sociálně demokratická,ČSSD,0,0,51.4884804556044,37.48,48.5115195443955,0,0
562,2008,6205,Bučovice,39.78,7,Česká strana sociálně demokratická,ČSSD,0,0,51.4884804556044,37.48,48.5115195443955,0,0
563,2009,6205,Bučovice,39.78,7,Česká strana sociálně demokratická,ČSSD,0,0,51.4884804556044,37.48,48.5115195443955,0,0
564,2006,6206,Hodonín,35.91,7,Česká strana sociálně demokratická,ČSSD,0,0,45.4729644168672,43.06,54.5270355831328,1,1
565,2007,6206,Hodonín,35.91,7,Česká strana sociálně demokratická,ČSSD,0,0,45.4729644168672,43.06,54.5270355831328,1,0
566,2008,6206,Hodonín,35.91,7,Česká strana sociálně demokratická,ČSSD,0,0,45.4729644168672,43.06,54.5270355831328,1,0
567,2009,6206,Hodonín,35.91,7,Česká strana sociálně demokratická,ČSSD,0,0,45.4729644168672,43.06,54.5270355831328,1,0
568,2006,6207,Hustopeče,35.42,53,Občanská demokratická strana,ODS,1,1,43.200390291499,51.42,62.7149652396634,1,1
569,2007,6207,Hustopeče,35.42,53,Občanská demokratická strana,ODS,1,1,43.200390291499,51.42,62.7149652396634,1,0
570,2008,6207,Hustopeče,35.42,53,Občanská demokratická strana,ODS,1,1,43.200390291499,51.42,62.7149652396634,1,0
571,2009,6207,Hustopeče,35.42,53,Občanská demokratická strana,ODS,1,1,43.200390291499,51.42,62.7149652396634,1,0
572,2006,6208,Ivančice,30.26,7,Česká strana sociálně demokratická,ČSSD,0,0,42.6017175841194,40.77,57.3982824158806,1,1
573,2007,6208,Ivančice,30.26,7,Česká strana sociálně demokratická,ČSSD,0,0,42.6017175841194,40.77,57.3982824158806,1,0
574,2008,6208,Ivančice,30.26,7,Česká strana sociálně demokratická,ČSSD,0,0,42.6017175841194,40.77,57.3982824158806,1,0
575,2009,6208,Ivančice,30.26,7,Česká strana sociálně demokratická,ČSSD,0,0,42.6017175841194,40.77,57.3982824158806,1,0
576,2006,6209,Kuřim,35.62,53,Občanská demokratická strana,ODS,1,1,43.1234866828087,47.97,58.0750605326877,1,1
577,2007,6209,Kuřim,35.62,53,Občanská demokratická strana,ODS,1,1,43.1234866828087,47.97,58.0750605326877,1,0
578,2008,6209,Kuřim,35.62,53,Občanská demokratická strana,ODS,1,1,43.1234866828087,47.97,58.0750605326877,1,0
579,2009,6209,Kuřim,35.62,53,Občanská demokratická strana,ODS,1,1,43.1234866828087,47.97,58.0750605326877,1,0
580,2006,6210,Kyjov,33.83,7,Česká strana sociálně demokratická,ČSSD,0,0,41.8377442493198,47.03,58.1622557506802,1,1
581,2007,6210,Kyjov,33.83,7,Česká strana sociálně demokratická,ČSSD,0,0,41.8377442493198,47.03,58.1622557506802,1,0
582,2008,6210,Kyjov,33.83,7,Česká strana sociálně demokratická,ČSSD,0,0,41.8377442493198,47.03,58.1622557506802,1,0
583,2009,6210,Kyjov,33.83,7,Česká strana sociálně demokratická,ČSSD,0,0,41.8377442493198,47.03,58.1622557506802,1,0
584,2006,6211,Mikulov,32.57,53,Občanská demokratická strana,ODS,1,1,43.8653198653199,44.32,59.6902356902357,1,1
585,2007,6211,Mikulov,32.57,53,Občanská demokratická strana,ODS,1,1,43.8653198653199,44.32,59.6902356902357,1,0
586,2008,6211,Mikulov,32.57,53,Občanská demokratická strana,ODS,1,1,43.8653198653199,44.32,59.6902356902357,1,0
587,2009,6211,Mikulov,32.57,53,Občanská demokratická strana,ODS,1,1,43.8653198653199,44.32,59.6902356902357,1,0
588,2006,6212,Moravský Krumlov,32.87,7,Česká strana sociálně demokratická,ČSSD,0,0,43.2443099592159,43.14,56.7556900407841,1,1
589,2007,6212,Moravský Krumlov,32.87,7,Česká strana sociálně demokratická,ČSSD,0,0,43.2443099592159,43.14,56.7556900407841,1,0
590,2008,6212,Moravský Krumlov,32.87,7,Česká strana sociálně demokratická,ČSSD,0,0,43.2443099592159,43.14,56.7556900407841,1,0
591,2009,6212,Moravský Krumlov,32.87,7,Česká strana sociálně demokratická,ČSSD,0,0,43.2443099592159,43.14,56.7556900407841,1,0
592,2006,6213,Pohořelice,32.57,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8474099099099,38.47,54.1525900900901,1,1
593,2007,6213,Pohořelice,32.57,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8474099099099,38.47,54.1525900900901,1,0
594,2008,6213,Pohořelice,32.57,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8474099099099,38.47,54.1525900900901,1,0
595,2009,6213,Pohořelice,32.57,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8474099099099,38.47,54.1525900900901,1,0
596,2006,6214,Rosice,32.0,53,Občanská demokratická strana,ODS,1,1,41.3009808982963,45.69,58.9700567888487,1,1
597,2007,6214,Rosice,32.0,53,Občanská demokratická strana,ODS,1,1,41.3009808982963,45.69,58.9700567888487,1,0
598,2008,6214,Rosice,32.0,53,Občanská demokratická strana,ODS,1,1,41.3009808982963,45.69,58.9700567888487,1,0
599,2009,6214,Rosice,32.0,53,Občanská demokratická strana,ODS,1,1,41.3009808982963,45.69,58.9700567888487,1,0
600,2006,6215,Slavkov u Brna,34.41,7,Česká strana sociálně demokratická,ČSSD,0,0,41.0424618320611,49.43,58.9575381679389,1,1
601,2007,6215,Slavkov u Brna,34.41,7,Česká strana sociálně demokratická,ČSSD,0,0,41.0424618320611,49.43,58.9575381679389,1,0
602,2008,6215,Slavkov u Brna,34.41,7,Česká strana sociálně demokratická,ČSSD,0,0,41.0424618320611,49.43,58.9575381679389,1,0
603,2009,6215,Slavkov u Brna,34.41,7,Česká strana sociálně demokratická,ČSSD,0,0,41.0424618320611,49.43,58.9575381679389,1,0
604,2006,6216,Šlapanice,34.76,53,Občanská demokratická strana,ODS,1,1,40.607476635514,56.21,65.6658878504673,1,1
605,2007,6216,Šlapanice,34.76,53,Občanská demokratická strana,ODS,1,1,40.607476635514,56.21,65.6658878504673,1,0
606,2008,6216,Šlapanice,34.76,53,Občanská demokratická strana,ODS,1,1,40.607476635514,56.21,65.6658878504673,1,0
607,2009,6216,Šlapanice,34.76,53,Občanská demokratická strana,ODS,1,1,40.607476635514,56.21,65.6658878504673,1,0
608,2006,6217,Tišnov,35.72,7,Česká strana sociálně demokratická,ČSSD,0,0,43.2288515067167,46.91,56.7711484932833,1,1
609,2007,6217,Tišnov,35.72,7,Česká strana sociálně demokratická,ČSSD,0,0,43.2288515067167,46.91,56.7711484932833,1,0
610,2008,6217,Tišnov,35.72,7,Česká strana sociálně demokratická,ČSSD,0,0,43.2288515067167,46.91,56.7711484932833,1,0
611,2009,6217,Tišnov,35.72,7,Česká strana sociálně demokratická,ČSSD,0,0,43.2288515067167,46.91,56.7711484932833,1,0
612,2006,6218,Veselí nad Moravou,36.95,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8322996774994,43.67,54.1677003225006,1,1
613,2007,6218,Veselí nad Moravou,36.95,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8322996774994,43.67,54.1677003225006,1,0
614,2008,6218,Veselí nad Moravou,36.95,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8322996774994,43.67,54.1677003225006,1,0
615,2009,6218,Veselí nad Moravou,36.95,7,Česká strana sociálně demokratická,ČSSD,0,0,45.8322996774994,43.67,54.1677003225006,1,0
616,2006,6219,Vyškov,41.19,7,Česká strana sociálně demokratická,ČSSD,0,0,51.7592359889419,38.39,48.2407640110581,0,1
617,2007,6219,Vyškov,41.19,7,Česká strana sociálně demokratická,ČSSD,0,0,51.7592359889419,38.39,48.2407640110581,0,0
618,2008,6219,Vyškov,41.19,7,Česká strana sociálně demokratická,ČSSD,0,0,51.7592359889419,38.39,48.2407640110581,0,0
619,2009,6219,Vyškov,41.19,7,Česká strana sociálně demokratická,ČSSD,0,0,51.7592359889419,38.39,48.2407640110581,0,0
620,2006,6220,Znojmo,34.2,7,Česká strana sociálně demokratická,ČSSD,0,0,44.577685088634,42.52,55.422314911366,1,1
621,2007,6220,Znojmo,34.2,7,Česká strana sociálně demokratická,ČSSD,0,0,44.577685088634,42.52,55.422314911366,1,0
622,2008,6220,Znojmo,34.2,7,Česká strana sociálně demokratická,ČSSD,0,0,44.577685088634,42.52,55.422314911366,1,0
623,2009,6220,Znojmo,34.2,7,Česká strana sociálně demokratická,ČSSD,0,0,44.577685088634,42.52,55.422314911366,1,0
624,2006,6221,Židlochovice,34.59,53,Občanská demokratická strana,ODS,1,1,42.6405325443787,48.75,60.0961538461538,1,1
625,2007,6221,Židlochovice,34.59,53,Občanská demokratická strana,ODS,1,1,42.6405325443787,48.75,60.0961538461538,1,0
626,2008,6221,Židlochovice,34.59,53,Občanská demokratická strana,ODS,1,1,42.6405325443787,48.75,60.0961538461538,1,0
627,2009,6221,Židlochovice,34.59,53,Občanská demokratická strana,ODS,1,1,42.6405325443787,48.75,60.0961538461538,1,0
628,2006,7101,Hranice,34.83,53,Občanská demokratická strana,ODS,1,1,43.3802466060531,48.54,60.4558475526218,1,1
629,2007,7101,Hranice,34.83,53,Občanská demokratická strana,ODS,1,1,43.3802466060531,48.54,60.4558475526218,1,0
630,2008,7101,Hranice,34.83,53,Občanská demokratická strana,ODS,1,1,43.3802466060531,48.54,60.4558475526218,1,0
631,2009,7101,Hranice,34.83,53,Občanská demokratická strana,ODS,1,1,43.3802466060531,48.54,60.4558475526218,1,0
632,2006,7102,Jeseník,35.23,7,Česká strana sociálně demokratická,ČSSD,0,0,44.549822964087,43.85,55.450177035913,1,1
633,2007,7102,Jeseník,35.23,7,Česká strana sociálně demokratická,ČSSD,0,0,44.549822964087,43.85,55.450177035913,1,0
634,2008,7102,Jeseník,35.23,7,Česká strana sociálně demokratická,ČSSD,0,0,44.549822964087,43.85,55.450177035913,1,0
635,2009,7102,Jeseník,35.23,7,Česká strana sociálně demokratická,ČSSD,0,0,44.549822964087,43.85,55.450177035913,1,0
636,2006,7103,Konice,39.63,7,Česká strana sociálně demokratická,ČSSD,0,0,48.0713245997089,42.81,51.9286754002911,1,1
637,2007,7103,Konice,39.63,7,Česká strana sociálně demokratická,ČSSD,0,0,48.0713245997089,42.81,51.9286754002911,1,0
638,2008,7103,Konice,39.63,7,Česká strana sociálně demokratická,ČSSD,0,0,48.0713245997089,42.81,51.9286754002911,1,0
639,2009,7103,Konice,39.63,7,Česká strana sociálně demokratická,ČSSD,0,0,48.0713245997089,42.81,51.9286754002911,1,0
640,2006,7104,Lipník nad Bečvou,34.56,7,Česká strana sociálně demokratická,ČSSD,0,0,43.719165085389,44.49,56.280834914611,1,1
641,2007,7104,Lipník nad Bečvou,34.56,7,Česká strana sociálně demokratická,ČSSD,0,0,43.719165085389,44.49,56.280834914611,1,0
642,2008,7104,Lipník nad Bečvou,34.56,7,Česká strana sociálně demokratická,ČSSD,0,0,43.719165085389,44.49,56.280834914611,1,0
643,2009,7104,Lipník nad Bečvou,34.56,7,Česká strana sociálně demokratická,ČSSD,0,0,43.719165085389,44.49,56.280834914611,1,0
644,2006,7105,Litovel,41.67,7,Česká strana sociálně demokratická,ČSSD,0,0,52.4282838449924,37.81,47.5717161550076,0,1
645,2007,7105,Litovel,41.67,7,Česká strana sociálně demokratická,ČSSD,0,0,52.4282838449924,37.81,47.5717161550076,0,0
646,2008,7105,Litovel,41.67,7,Česká strana sociálně demokratická,ČSSD,0,0,52.4282838449924,37.81,47.5717161550076,0,0
647,2009,7105,Litovel,41.67,7,Česká strana sociálně demokratická,ČSSD,0,0,52.4282838449924,37.81,47.5717161550076,0,0
648,2006,7106,Mohelnice,35.41,7,Česká strana sociálně demokratická,ČSSD,0,0,46.9317428760769,40.04,53.0682571239231,1,1
649,2007,7106,Mohelnice,35.41,7,Česká strana sociálně demokratická,ČSSD,0,0,46.9317428760769,40.04,53.0682571239231,1,0
650,2008,7106,Mohelnice,35.41,7,Česká strana sociálně demokratická,ČSSD,0,0,46.9317428760769,40.04,53.0682571239231,1,0
651,2009,7106,Mohelnice,35.41,7,Česká strana sociálně demokratická,ČSSD,0,0,46.9317428760769,40.04,53.0682571239231,1,0
652,2006,7107,Olomouc,36.25,53,Občanská demokratická strana,ODS,1,1,42.7728613569322,50.54,59.6342182890856,1,1
653,2007,7107,Olomouc,36.25,53,Občanská demokratická strana,ODS,1,1,42.7728613569322,50.54,59.6342182890856,1,0
654,2008,7107,Olomouc,36.25,53,Občanská demokratická strana,ODS,1,1,42.7728613569322,50.54,59.6342182890856,1,0
655,2009,7107,Olomouc,36.25,53,Občanská demokratická strana,ODS,1,1,42.7728613569322,50.54,59.6342182890856,1,0
656,2006,7108,Prostějov,36.57,7,Česká strana sociálně demokratická,ČSSD,0,0,43.943763518385,46.65,56.056236481615,1,1
657,2007,7108,Prostějov,36.57,7,Česká strana sociálně demokratická,ČSSD,0,0,43.943763518385,46.65,56.056236481615,1,0
658,2008,7108,Prostějov,36.57,7,Česká strana sociálně demokratická,ČSSD,0,0,43.943763518385,46.65,56.056236481615,1,0
659,2009,7108,Prostějov,36.57,7,Česká strana sociálně demokratická,ČSSD,0,0,43.943763518385,46.65,56.056236481615,1,0
660,2006,7109,Přerov,39.46,7,Česká strana sociálně demokratická,ČSSD,0,0,48.8003957457334,41.4,51.1996042542666,1,1
661,2007,7109,Přerov,39.46,7,Česká strana sociálně demokratická,ČSSD,0,0,48.8003957457334,41.4,51.1996042542666,1,0
662,2008,7109,Přerov,39.46,7,Česká strana sociálně demokratická,ČSSD,0,0,48.8003957457334,41.4,51.1996042542666,1,0
663,2009,7109,Přerov,39.46,7,Česká strana sociálně demokratická,ČSSD,0,0,48.8003957457334,41.4,51.1996042542666,1,0
664,2006,7110,Šternberk,35.2,7,Česká strana sociálně demokratická,ČSSD,0,0,43.1002816211583,46.47,56.8997183788417,1,1
665,2007,7110,Šternberk,35.2,7,Česká strana sociálně demokratická,ČSSD,0,0,43.1002816211583,46.47,56.8997183788417,1,0
666,2008,7110,Šternberk,35.2,7,Česká strana sociálně demokratická,ČSSD,0,0,43.1002816211583,46.47,56.8997183788417,1,0
667,2009,7110,Šternberk,35.2,7,Česká strana sociálně demokratická,ČSSD,0,0,43.1002816211583,46.47,56.8997183788417,1,0
668,2006,7111,Šumperk,37.96,53,Občanská demokratická strana,ODS,1,1,45.9731137216907,48.4,58.6169310887732,1,1
669,2007,7111,Šumperk,37.96,53,Občanská demokratická strana,ODS,1,1,45.9731137216907,48.4,58.6169310887732,1,0
670,2008,7111,Šumperk,37.96,53,Občanská demokratická strana,ODS,1,1,45.9731137216907,48.4,58.6169310887732,1,0
671,2009,7111,Šumperk,37.96,53,Občanská demokratická strana,ODS,1,1,45.9731137216907,48.4,58.6169310887732,1,0
672,2006,7112,Uničov,36.74,7,Česká strana sociálně demokratická,ČSSD,0,0,46.5770791075051,42.14,53.4229208924949,1,1
673,2007,7112,Uničov,36.74,7,Česká strana sociálně demokratická,ČSSD,0,0,46.5770791075051,42.14,53.4229208924949,1,0
674,2008,7112,Uničov,36.74,7,Česká strana sociálně demokratická,ČSSD,0,0,46.5770791075051,42.14,53.4229208924949,1,0
675,2009,7112,Uničov,36.74,7,Česká strana sociálně demokratická,ČSSD,0,0,46.5770791075051,42.14,53.4229208924949,1,0
676,2006,7113,Zábřeh,36.17,7,Česká strana sociálně demokratická,ČSSD,0,0,44.9651914470413,44.27,55.0348085529587,1,1
677,2007,7113,Zábřeh,36.17,7,Česká strana sociálně demokratická,ČSSD,0,0,44.9651914470413,44.27,55.0348085529587,1,0
678,2008,7113,Zábřeh,36.17,7,Česká strana sociálně demokratická,ČSSD,0,0,44.9651914470413,44.27,55.0348085529587,1,0
679,2009,7113,Zábřeh,36.17,7,Česká strana sociálně demokratická,ČSSD,0,0,44.9651914470413,44.27,55.0348085529587,1,0
